,PB1,PB2,PA,HA,NP,NA,M1,NS1
D1,0.3354420764433098,0.34704017194177084,-0.19951690016071097,0.29497633674749035,-0.26545868855973603,0.04935148257788432,-0.1453527235918172,-0.4164817553981925
D2,-0.04232707535449351,-0.00392592382022057,-0.21139298337029433,0.03700145407961332,0.1907336383853242,-0.22109415253208478,0.47413570881354494,-0.2231306662013891
D3,-0.00850901738184107,-0.001579687946941911,-0.2928616490710815,0.04466648789105786,-0.3535430009714752,0.08238589468290317,0.20057487093240858,0.3288661018649704
D4,-0.036519196867567806,-0.073641105848093,0.3641800625374801,-0.04469171845340308,-0.32004378047280196,0.04643664673429864,0.23299062822407945,-0.16871153585399176
D5,-0.12607493747172527,-0.06414517121878331,-0.11355416111883627,-0.05430908352250071,0.06759003901548001,0.4029266644536037,0.033735251843693574,-0.1461686019809308
D6,0.21632054027290215,-0.144017317870233,-0.024209565299381085,-0.08834278413914785,0.011374678643723038,0.02022959316386551,0.015738514919032043,-0.007093659690760724
D7,0.005869298850943886,0.04372758153513105,-0.001628296124070231,-0.05539726240158512,-0.0010326075897023918,0.0010419636933637797,0.0060356755981686595,0.0013836464377494358
D8,-3.4457334261712424e-9,-3.445733426171267e-9,-3.4457334261712316e-9,-3.445733426171202e-9,-3.445733426171231e-9,-3.4457334261712304e-9,-3.445733426171237e-9,-3.445733426171233e-9
