states	PB1	PA	HA	NP	NA	MP	NS
21660000	2	4	2	6	3	2	8
21680000	2	3	2	8	3	2	10
21700000	2	4	2	6	3	2	10
21720000	2	3	2	6	4	2	9
21740000	2	3	2	5	3	2	10
21760000	2	4	2	7	3	2	8
21780000	2	4	2	8	4	2	8
21800000	3	4	2	6	3	2	8
21820000	2	4	2	6	3	2	9
21840000	2	4	2	6	3	3	10
21860000	3	5	2	6	3	2	11
21880000	2	4	2	6	3	2	11
21900000	2	3	2	6	4	2	9
21920000	2	3	2	5	3	2	11
21940000	3	3	2	6	3	2	10
21960000	3	4	2	5	3	2	9
21980000	2	4	2	6	3	2	10
22000000	3	4	2	6	3	2	11
22020000	2	4	3	8	3	2	9
22040000	2	4	2	6	3	2	10
22060000	2	4	2	6	3	2	13
22080000	3	4	2	6	3	2	10
22100000	3	3	2	4	3	2	9
22120000	2	4	2	6	3	2	11
22140000	2	4	2	6	3	2	8
22160000	2	4	2	6	3	2	8
22180000	2	4	2	6	3	2	10
22200000	2	4	3	6	3	2	8
22220000	2	3	2	6	3	2	8
22240000	3	4	2	7	3	2	10
22260000	3	4	2	5	3	2	9
22280000	2	4	2	7	3	2	8
22300000	2	4	2	6	3	2	8
22320000	2	5	2	6	3	2	8
22340000	2	4	2	6	3	2	12
22360000	2	4	2	6	3	2	9
22380000	2	3	2	7	3	2	11
22400000	3	4	2	6	3	3	9
22420000	2	5	2	6	3	2	8
22440000	2	4	2	6	3	2	8
22460000	2	4	2	6	3	2	9
22480000	2	5	2	6	3	2	8
22500000	2	3	2	7	3	2	8
22520000	2	4	2	6	3	2	8
22540000	2	4	2	6	3	2	8
22560000	2	4	2	5	3	2	8
22580000	3	5	2	6	3	2	9
22600000	2	4	2	5	3	2	8
22620000	3	4	2	7	3	2	8
22640000	2	4	3	7	3	2	9
22660000	2	4	2	6	3	2	8
22680000	2	4	3	5	3	2	9
22700000	3	4	2	5	3	2	8
22720000	2	4	2	6	3	2	8
22740000	2	3	2	6	3	2	11
22760000	2	5	2	6	3	2	9
22780000	2	4	2	9	3	2	11
22800000	2	4	2	5	3	2	8
22820000	3	3	2	6	3	2	9
22840000	2	5	2	6	3	2	8
22860000	2	5	2	6	3	2	10
22880000	2	3	2	7	3	2	10
22900000	2	4	2	6	3	2	8
22920000	2	4	2	6	3	2	10
22940000	3	4	2	6	3	2	12
22960000	2	4	2	6	3	2	10
22980000	2	4	2	6	3	3	9
23000000	2	4	3	5	3	2	8
23020000	2	4	2	5	3	2	10
23040000	2	4	2	6	4	2	9
23060000	2	4	2	6	3	2	11
23080000	3	4	2	8	3	2	9
23100000	2	3	2	6	3	2	10
23120000	2	3	2	7	3	2	12
23140000	2	4	2	5	3	2	10
23160000	3	4	2	5	3	2	9
23180000	2	4	2	6	3	2	10
23200000	3	3	2	5	3	2	8
23220000	3	4	2	6	3	2	12
23240000	2	4	2	6	3	2	11
23260000	3	3	2	6	3	2	11
23280000	2	4	2	6	3	2	8
23300000	3	4	2	6	3	2	10
23320000	2	3	3	6	3	2	10
23340000	2	4	2	6	3	2	10
23360000	3	4	2	5	3	2	10
23380000	2	4	2	5	3	2	10
23400000	2	4	2	6	3	2	11
23420000	3	4	2	6	3	3	8
23440000	2	4	2	6	3	2	8
23460000	3	3	2	6	3	2	11
23480000	2	4	2	8	3	2	10
23500000	2	4	2	6	3	2	10
23520000	3	4	3	6	3	2	9
23540000	2	4	2	6	3	2	8
23560000	2	4	2	5	3	2	9
23580000	2	4	3	5	3	2	8
23600000	2	4	2	6	3	2	10
23620000	2	4	2	4	3	2	10
23640000	2	4	2	5	3	2	13
23660000	2	5	2	6	3	2	9
23680000	2	4	2	6	3	2	10
23700000	3	4	2	6	3	2	10
23720000	2	4	2	6	3	2	8
23740000	3	3	2	6	3	2	9
23760000	3	3	2	5	3	2	10
23780000	2	5	2	5	3	2	11
23800000	2	4	2	6	3	2	10
23820000	2	4	2	6	3	2	10
23840000	3	4	2	6	3	2	8
23860000	2	4	2	5	3	2	9
23880000	2	3	2	6	3	2	8
23900000	2	4	2	6	3	2	8
23920000	2	4	2	6	3	2	8
23940000	2	4	2	6	3	2	9
23960000	2	4	2	6	3	2	9
23980000	3	5	2	6	3	2	8
24000000	2	4	2	6	3	2	9
24020000	2	4	2	5	3	2	8
24040000	2	3	2	6	3	2	8
24060000	2	4	2	6	3	2	8
24080000	2	5	2	6	4	2	8
24100000	2	5	2	7	3	2	8
24120000	3	4	2	7	3	2	8
24140000	2	4	2	6	3	2	9
24160000	2	4	2	6	3	2	9
24180000	2	4	2	6	3	2	8
24200000	3	4	2	6	3	2	9
24220000	3	3	2	6	3	2	10
24240000	2	3	2	6	3	2	10
24260000	2	4	2	6	3	2	8
24280000	2	4	2	5	3	2	8
24300000	3	4	2	6	3	2	8
24320000	2	3	2	6	3	2	8
24340000	2	4	2	6	3	2	11
24360000	2	6	2	6	3	2	8
24380000	2	4	2	6	3	2	8
24400000	2	3	2	6	3	2	9
24420000	2	4	2	6	3	2	9
24440000	2	4	2	6	3	2	8
24460000	2	4	2	6	3	2	9
24480000	2	4	2	6	3	2	8
24500000	2	4	2	5	3	2	9
24520000	2	4	2	6	3	2	9
24540000	2	4	2	6	3	2	9
24560000	2	3	2	7	4	2	8
24580000	2	4	2	6	3	2	8
24600000	2	4	2	7	3	2	8
24620000	2	4	2	6	3	2	8
24640000	2	4	3	8	3	2	10
24660000	2	4	2	5	3	2	9
24680000	2	4	2	6	3	2	12
24700000	3	4	2	6	3	2	10
24720000	2	4	2	6	3	2	9
24740000	2	4	2	6	3	3	9
24760000	2	4	2	5	3	2	8
24780000	2	4	2	6	3	2	10
24800000	2	4	2	6	3	2	9
24820000	2	4	3	5	3	2	9
24840000	2	4	2	6	3	2	8
24860000	3	4	2	5	3	2	8
24880000	2	3	2	6	3	2	8
24900000	3	6	2	5	3	2	8
24920000	2	4	2	6	4	2	9
24940000	2	3	2	6	3	2	14
24960000	2	3	2	6	3	2	9
24980000	2	4	2	6	3	2	9
25000000	2	4	3	5	3	2	8
25020000	2	4	2	5	3	2	9
25040000	2	4	2	6	3	2	8
25060000	2	5	2	8	3	2	8
25080000	2	4	2	6	4	2	9
25100000	2	4	2	6	3	2	8
25120000	2	4	2	5	3	2	8
25140000	2	4	2	5	3	2	8
25160000	2	3	2	6	3	2	8
25180000	2	4	2	6	3	2	8
25200000	2	5	2	6	3	2	8
25220000	2	4	2	6	3	2	9
25240000	2	4	2	6	3	2	8
25260000	3	4	2	6	3	2	13
25280000	2	3	2	7	3	2	9
25300000	3	5	2	6	3	2	10
25320000	2	4	2	5	3	2	12
25340000	3	4	2	6	3	2	9
25360000	2	4	2	5	3	2	8
25380000	2	4	2	5	3	2	8
25400000	2	3	3	5	3	2	9
25420000	2	3	2	6	3	2	8
25440000	2	3	2	6	3	2	8
25460000	2	4	2	5	3	2	8
25480000	2	4	2	5	3	2	9
25500000	2	4	3	5	3	2	9
25520000	2	4	2	5	3	2	9
25540000	2	4	2	6	3	2	8
25560000	3	4	2	6	4	2	8
25580000	2	4	2	6	3	2	8
25600000	2	4	2	6	3	2	8
25620000	2	4	2	5	3	2	8
25640000	3	4	2	7	3	2	8
25660000	3	4	2	5	3	2	8
25680000	3	4	2	4	3	2	8
25700000	2	4	2	6	3	2	8
25720000	2	4	2	5	3	2	9
25740000	2	4	2	5	3	2	8
25760000	2	5	2	6	3	2	9
25780000	2	4	2	6	3	2	9
25800000	3	4	2	6	3	2	9
25820000	3	4	2	5	3	2	8
25840000	2	4	2	5	3	2	11
25860000	2	4	2	6	3	2	10
25880000	2	4	2	5	3	2	11
25900000	2	4	2	6	3	2	10
25920000	2	4	4	6	3	2	10
25940000	3	4	2	6	3	2	12
25960000	2	4	2	7	3	2	10
25980000	2	4	2	5	3	2	10
26000000	2	4	2	6	3	2	12
26020000	3	4	2	6	3	3	11
26040000	2	4	2	7	3	2	10
26060000	2	4	2	5	3	2	9
26080000	2	4	2	7	3	2	11
26100000	2	4	2	6	3	2	9
26120000	2	4	2	7	4	2	11
26140000	2	4	2	5	3	2	10
26160000	2	4	2	6	3	2	10
26180000	3	4	2	6	3	2	12
26200000	2	5	2	5	3	2	11
26220000	3	4	2	5	3	2	11
26240000	2	4	2	6	3	2	12
26260000	2	4	2	5	3	2	12
26280000	2	4	2	6	3	2	11
26300000	2	4	2	6	3	2	9
26320000	2	3	2	6	4	2	12
26340000	2	4	2	6	3	2	11
26360000	2	6	2	6	3	2	10
26380000	2	4	2	6	3	2	9
26400000	2	3	2	6	3	2	10
26420000	2	4	2	5	4	2	10
26440000	2	3	2	6	3	2	10
26460000	2	4	2	4	3	2	11
26480000	3	4	2	5	3	2	12
26500000	3	4	2	5	3	2	10
26520000	2	4	2	6	3	2	10
26540000	2	4	2	6	3	2	12
26560000	2	4	2	5	3	2	8
26580000	3	5	2	8	3	2	10
26600000	2	4	2	5	3	2	11
26620000	3	4	2	6	3	2	11
26640000	2	4	2	6	3	2	10
26660000	2	4	2	6	3	2	9
26680000	2	3	2	5	3	3	13
26700000	2	4	2	7	3	2	11
26720000	2	4	2	5	3	2	11
26740000	3	4	2	6	3	2	10
26760000	2	5	2	6	3	2	12
26780000	2	3	2	6	3	2	11
26800000	2	4	2	6	3	2	11
26820000	2	3	2	6	3	2	10
26840000	3	3	2	6	3	2	9
26860000	2	4	2	6	3	2	12
26880000	3	3	2	5	3	2	13
26900000	2	5	2	6	3	2	11
26920000	2	3	2	5	3	2	8
26940000	2	4	2	5	3	2	8
26960000	2	4	2	6	3	2	10
26980000	2	4	3	6	3	2	14
27000000	3	3	2	6	3	2	8
27020000	2	4	2	6	3	2	9
27040000	2	4	2	6	3	2	8
27060000	2	4	2	9	3	2	11
27080000	2	4	2	6	3	2	8
27100000	2	5	2	6	3	2	11
27120000	2	4	2	6	3	2	9
27140000	3	5	2	5	3	2	8
27160000	2	4	2	5	4	2	9
27180000	3	4	2	6	3	2	8
27200000	2	3	2	6	3	2	9
27220000	2	5	2	6	4	2	11
27240000	2	4	2	5	3	2	9
27260000	2	4	2	6	3	2	10
27280000	2	3	2	6	3	2	8
27300000	2	3	2	6	3	2	9
27320000	2	4	2	6	3	2	8
27340000	2	7	2	6	3	2	8
27360000	2	4	2	5	3	2	8
27380000	3	3	3	6	3	2	11
27400000	2	5	3	6	3	2	8
27420000	2	4	2	7	3	2	8
27440000	2	3	2	6	3	2	9
27460000	2	3	3	6	3	2	9
27480000	2	4	2	6	4	2	9
27500000	2	4	3	6	3	2	12
27520000	2	4	2	6	3	2	9
27540000	3	4	2	7	3	2	9
27560000	2	4	2	6	3	2	11
27580000	2	4	2	6	3	2	11
27600000	2	4	2	6	3	2	10
27620000	2	3	2	6	3	2	10
27640000	2	4	2	5	3	2	11
27660000	2	4	2	5	3	2	8
27680000	2	3	2	6	3	2	9
27700000	2	4	2	6	3	2	8
27720000	2	6	2	6	3	2	8
27740000	2	4	2	7	3	2	8
27760000	2	3	2	6	3	2	8
27780000	2	4	2	6	3	2	8
27800000	2	3	2	6	3	2	11
27820000	2	7	2	6	3	2	10
27840000	2	4	2	7	3	2	10
27860000	3	4	2	6	3	2	10
27880000	3	4	2	9	3	2	8
27900000	2	4	2	6	3	2	9
27920000	3	4	2	6	4	2	10
27940000	2	3	2	5	3	2	10
27960000	2	4	2	6	3	2	10
27980000	3	6	2	6	3	2	9
28000000	2	6	2	6	3	2	9
28020000	2	3	2	6	3	3	11
28040000	2	3	2	6	3	2	11
28060000	2	4	2	6	3	2	12
28080000	2	4	2	5	3	2	9
28100000	2	4	3	6	3	2	10
28120000	2	4	2	6	3	2	11
28140000	2	3	2	6	4	2	10
28160000	2	5	2	5	3	2	10
28180000	2	5	2	6	3	2	11
28200000	3	3	3	5	3	2	12
28220000	2	4	2	6	3	3	9
28240000	2	4	2	6	3	2	12
28260000	2	5	2	6	3	2	10
28280000	3	3	2	5	3	2	9
28300000	2	3	2	6	3	2	9
28320000	2	3	2	6	3	2	11
28340000	3	4	2	6	3	2	9
28360000	2	4	2	6	3	2	8
28380000	3	4	2	5	3	2	10
28400000	2	3	2	6	3	2	12
28420000	2	7	2	6	3	2	10
28440000	3	4	2	6	3	2	10
28460000	2	4	2	7	3	2	10
28480000	2	4	2	7	3	2	11
28500000	3	4	2	8	3	2	12
28520000	2	4	2	6	3	2	11
28540000	2	3	2	6	3	2	8
28560000	2	3	2	6	3	2	8
28580000	2	4	2	6	3	2	11
28600000	2	4	2	5	3	2	8
28620000	2	4	2	6	4	2	8
28640000	3	4	2	6	3	2	12
28660000	2	4	2	6	3	2	13
28680000	3	4	2	5	3	2	12
28700000	2	4	2	6	3	2	8
28720000	3	4	2	6	3	2	8
28740000	2	4	2	6	3	2	9
28760000	2	4	2	6	3	2	8
28780000	2	4	2	5	3	2	9
28800000	2	4	2	6	3	2	9
28820000	2	4	2	5	3	2	8
28840000	2	4	2	6	3	2	9
28860000	3	4	2	6	3	2	8
28880000	2	4	2	12	3	2	11
28900000	2	4	2	6	3	2	8
28920000	2	4	2	6	3	2	10
28940000	2	3	2	6	3	2	10
28960000	2	4	2	6	3	2	10
28980000	2	4	2	6	3	2	10
29000000	3	4	3	6	3	2	10
29020000	3	4	2	7	3	2	12
29040000	3	7	2	6	4	2	10
29060000	3	4	2	6	3	2	10
29080000	3	5	2	6	3	2	9
29100000	2	4	2	5	3	2	8
29120000	2	4	2	6	3	2	9
29140000	2	4	2	6	3	2	9
29160000	2	4	2	6	3	2	9
29180000	2	4	2	6	3	2	8
29200000	2	5	2	6	4	2	8
29220000	2	4	2	5	3	2	9
29240000	2	3	2	6	3	2	9
29260000	2	3	2	6	3	2	9
29280000	2	4	2	6	3	2	8
29300000	3	4	2	6	3	2	9
29320000	3	4	2	5	3	2	8
29340000	2	4	3	6	3	2	10
29360000	2	3	2	6	3	2	9
29380000	2	4	2	6	3	2	10
29400000	2	3	3	6	3	2	10
29420000	2	5	2	7	3	2	10
29440000	2	4	2	6	3	2	8
29460000	2	4	2	5	4	2	9
29480000	2	4	2	5	3	2	8
29500000	2	3	2	6	3	2	8
29520000	2	4	2	6	3	2	9
29540000	3	4	2	5	3	2	8
29560000	3	5	2	6	3	2	10
29580000	3	4	2	6	3	2	8
29600000	2	4	2	6	3	2	8
29620000	2	4	2	6	4	2	8
29640000	2	4	2	5	3	2	9
29660000	2	4	2	7	3	2	10
29680000	3	3	2	6	3	2	8
29700000	2	3	2	5	3	2	8
29720000	2	3	3	5	3	2	8
29740000	2	3	2	5	3	2	8
29760000	2	4	2	5	3	2	8
29780000	2	4	2	6	3	2	9
29800000	2	4	2	6	3	2	10
29820000	2	4	2	6	3	3	8
29840000	2	4	2	6	3	2	8
29860000	2	4	2	6	3	2	10
29880000	2	4	2	6	3	2	9
29900000	2	4	2	6	3	2	9
29920000	2	4	2	7	3	2	8
29940000	2	4	2	5	3	2	8
29960000	4	4	2	6	3	2	8
29980000	2	3	2	5	3	2	11
30000000	2	4	2	6	3	2	9
30020000	2	5	2	6	3	2	8
30040000	2	4	2	7	3	2	8
30060000	3	4	2	5	3	2	9
30080000	3	4	3	7	3	2	12
30100000	2	3	2	6	3	2	9
30120000	3	5	2	6	3	2	11
30140000	2	6	2	6	3	2	11
30160000	2	4	2	6	4	2	10
30180000	2	4	2	6	3	2	10
30200000	2	4	2	6	3	2	9
30220000	3	4	2	5	3	2	10
30240000	2	4	2	6	3	2	8
30260000	2	5	2	6	3	2	10
30280000	3	4	2	6	3	2	9
30300000	2	5	2	9	6	2	8
30320000	2	4	2	8	3	2	9
30340000	3	4	2	6	3	2	8
30360000	2	5	2	6	3	2	9
30380000	2	4	2	7	3	2	13
30400000	2	4	2	6	3	2	14
30420000	2	4	2	4	3	2	12
30440000	3	4	2	5	3	2	8
30460000	3	4	2	5	3	2	10
30480000	2	4	2	6	3	2	12
30500000	2	4	3	6	3	2	11
30520000	2	4	2	6	3	2	9
30540000	2	3	2	6	3	3	9
30560000	3	3	2	5	3	2	11
30580000	2	4	2	5	3	2	8
30600000	2	4	2	6	3	2	8
30620000	2	4	2	7	3	2	10
30640000	2	4	2	6	3	2	10
30660000	2	4	2	6	3	2	9
30680000	2	4	2	6	3	2	11
30700000	2	5	2	7	3	2	8
30720000	2	4	2	6	3	2	13
30740000	3	7	2	6	3	2	11
30760000	2	4	2	6	3	2	11
30780000	2	4	2	6	3	2	12
30800000	3	5	2	6	3	2	11
30820000	2	3	2	6	4	2	10
30840000	2	4	2	6	3	2	9
30860000	2	4	2	6	4	2	11
30880000	2	4	2	6	3	2	9
30900000	2	4	2	5	3	2	10
30920000	2	4	2	7	3	2	10
30940000	2	3	2	5	3	2	10
30960000	2	4	2	6	3	2	10
30980000	2	4	2	6	3	2	10
31000000	2	4	2	6	3	2	11
31020000	2	5	2	6	3	2	10
31040000	2	4	2	6	3	2	11
31060000	3	4	2	6	3	2	10
31080000	2	4	2	6	3	2	10
31100000	2	3	2	6	3	2	10
31120000	2	4	2	6	3	2	10
31140000	2	4	2	6	3	2	11
31160000	2	4	2	9	4	2	10
31180000	2	6	2	6	4	2	10
31200000	2	5	2	7	3	2	10
31220000	2	4	2	6	3	2	12
31240000	2	4	2	6	3	2	10
31260000	2	4	2	6	3	2	11
31280000	2	4	2	6	3	2	10
31300000	2	4	2	6	3	2	11
31320000	3	4	3	6	3	2	9
31340000	2	4	2	5	3	2	8
31360000	2	4	2	6	3	2	8
31380000	3	4	2	7	3	2	10
31400000	2	4	2	7	3	2	10
31420000	3	4	2	6	3	2	12
31440000	2	4	2	6	3	2	10
31460000	2	4	2	6	3	2	10
31480000	2	4	2	6	3	2	10
31500000	2	4	2	5	3	2	9
31520000	3	4	2	6	4	2	11
31540000	3	4	2	6	3	2	9
31560000	2	4	2	7	3	2	10
31580000	2	4	2	5	3	2	9
31600000	2	4	2	6	3	2	11
31620000	3	4	3	5	3	2	10
31640000	2	4	2	6	4	2	11
31660000	2	4	2	5	3	2	9
31680000	2	4	2	8	3	2	11
31700000	2	4	2	5	3	2	10
31720000	2	4	2	6	3	2	10
31740000	2	4	2	5	3	3	10
31760000	2	4	2	7	3	2	10
31780000	2	4	2	4	3	2	11
31800000	2	4	2	6	3	2	11
31820000	2	4	2	6	3	2	11
31840000	3	4	2	6	3	2	10
31860000	2	5	2	6	4	2	9
31880000	2	4	2	7	3	2	14
31900000	2	3	3	6	3	2	8
31920000	2	4	2	6	3	2	11
31940000	2	4	2	5	3	2	12
31960000	2	4	2	6	3	2	10
31980000	2	4	2	6	3	2	9
32000000	2	4	2	5	3	2	8
32020000	2	4	2	6	3	2	8
32040000	3	3	2	7	3	2	8
32060000	2	3	2	6	3	2	9
32080000	3	4	2	6	4	2	8
32100000	2	5	2	6	3	2	8
32120000	2	3	2	6	3	2	8
32140000	2	4	2	5	3	2	8
32160000	2	5	3	6	3	2	8
32180000	3	4	2	6	3	2	10
32200000	2	3	2	5	3	2	10
32220000	2	4	2	6	3	2	8
32240000	2	4	2	6	3	2	9
32260000	2	4	3	8	3	2	9
32280000	3	4	2	6	3	2	8
32300000	2	4	2	6	3	2	9
32320000	3	4	2	6	3	2	10
32340000	2	3	2	6	3	2	10
32360000	2	4	2	8	3	2	9
32380000	3	3	2	6	3	2	10
32400000	2	4	2	6	3	2	9
32420000	2	4	2	6	3	2	8
32440000	2	3	2	6	4	2	10
32460000	2	4	2	6	3	2	9
32480000	2	4	2	5	3	2	8
32500000	2	4	2	7	4	2	8
32520000	2	4	2	5	3	2	9
32540000	2	4	2	6	3	2	8
32560000	2	3	2	8	3	2	8
32580000	2	4	2	6	3	2	8
32600000	2	4	2	6	4	2	8
32620000	2	4	2	6	3	2	12
32640000	2	4	2	6	3	2	8
32660000	2	4	2	6	4	2	8
32680000	2	5	2	5	3	2	9
32700000	2	3	2	6	3	2	9
32720000	3	4	3	6	3	2	8
32740000	2	4	3	6	3	2	8
32760000	2	4	2	6	3	2	8
32780000	3	3	2	6	3	2	9
32800000	2	4	2	5	3	2	8
32820000	3	4	2	6	3	2	10
32840000	3	5	2	8	4	2	8
32860000	2	4	2	6	3	2	9
32880000	2	4	2	6	3	2	8
32900000	3	4	2	6	3	2	9
32920000	2	4	2	6	3	2	8
32940000	3	4	2	6	3	2	8
32960000	2	3	2	6	3	2	8
32980000	2	4	2	9	3	2	9
33000000	3	4	2	6	3	2	8
33020000	3	4	2	5	3	2	9
33040000	2	4	2	5	3	2	13
33060000	2	4	2	5	3	2	8
33080000	2	4	2	6	3	2	8
33100000	2	4	2	6	3	4	8
33120000	3	4	2	5	3	2	9
33140000	2	3	2	4	3	2	8
33160000	2	4	2	5	3	2	8
33180000	3	4	2	6	3	2	8
33200000	3	4	2	5	3	2	8
33220000	2	4	2	5	3	2	9
33240000	2	4	2	5	3	2	8
33260000	2	4	2	6	3	2	8
33280000	3	4	2	8	3	2	8
33300000	2	3	2	6	3	2	8
33320000	3	4	2	9	6	2	8
33340000	2	3	2	5	3	2	8
33360000	2	4	2	6	3	2	8
33380000	2	3	2	6	3	2	8
33400000	2	4	2	6	3	2	8
33420000	2	3	2	6	3	2	9
33440000	2	4	2	6	4	2	10
33460000	2	4	2	6	3	2	9
33480000	2	4	2	6	3	2	9
33500000	2	4	3	5	3	2	8
33520000	3	4	2	6	3	2	8
33540000	2	4	3	6	3	2	9
33560000	3	4	2	6	3	2	8
33580000	3	4	2	6	4	3	8
33600000	2	4	2	6	3	2	10
33620000	2	3	2	6	4	2	10
33640000	3	3	2	6	3	2	9
33660000	3	3	2	6	3	2	8
33680000	2	3	2	6	3	2	8
33700000	2	4	2	7	3	2	8
33720000	2	4	2	6	3	2	10
33740000	2	3	2	6	3	2	9
33760000	2	4	2	5	3	2	8
33780000	2	3	2	5	3	2	8
33800000	3	5	2	6	3	2	10
33820000	2	4	2	6	3	2	11
33840000	3	4	2	6	3	2	11
33860000	3	4	2	8	3	2	10
33880000	3	4	2	7	3	2	8
33900000	2	3	2	6	3	2	8
33920000	2	4	2	6	3	2	12
33940000	3	4	2	6	3	2	8
33960000	2	4	2	6	3	2	8
33980000	2	3	2	6	3	2	9
34000000	2	4	2	6	3	2	10
34020000	2	4	2	6	4	2	8
34040000	2	4	2	6	3	2	10
34060000	2	3	3	6	3	2	9
34080000	2	4	2	5	3	2	11
34100000	2	4	2	6	3	2	10
34120000	2	3	2	5	4	2	11
34140000	2	6	2	6	3	2	10
34160000	2	5	2	5	3	2	10
34180000	2	5	2	6	3	2	11
34200000	2	4	2	6	3	2	9
34220000	2	4	2	6	3	2	9
34240000	3	4	2	6	3	3	10
34260000	2	4	2	6	3	2	13
34280000	3	4	2	6	3	2	10
34300000	2	4	2	5	3	2	9
34320000	3	4	2	5	3	2	11
34340000	2	6	2	7	3	2	11
34360000	2	4	2	6	3	2	11
34380000	2	4	3	7	3	2	11
34400000	2	4	2	5	3	2	11
34420000	2	4	2	9	3	2	10
34440000	3	4	2	6	3	2	11
34460000	2	4	2	6	3	2	10
34480000	4	4	2	5	3	2	9
34500000	2	3	2	6	3	2	9
34520000	2	3	2	6	3	3	11
34540000	3	5	2	6	3	2	12
34560000	2	4	3	6	3	2	13
34580000	2	4	2	6	3	2	9
34600000	4	4	2	5	3	2	10
34620000	2	4	2	5	3	2	11
34640000	3	4	2	5	3	2	12
34660000	2	3	2	5	3	2	11
34680000	2	4	2	6	3	2	11
34700000	2	4	2	6	3	2	11
34720000	2	4	2	6	3	2	11
34740000	2	3	2	5	3	2	12
34760000	2	4	2	6	3	2	12
34780000	2	4	2	6	3	2	10
34800000	2	4	2	6	3	2	12
34820000	2	4	2	6	3	2	9
34840000	2	4	2	5	3	2	9
34860000	2	4	2	5	3	2	10
34880000	2	4	2	8	3	2	10
34900000	2	4	2	6	3	2	10
34920000	3	4	2	6	3	2	10
34940000	3	4	2	5	3	2	11
34960000	2	4	2	6	3	2	11
34980000	2	4	2	6	3	2	11
35000000	2	4	2	5	3	2	12
35020000	2	5	2	12	3	2	9
35040000	3	4	2	5	3	2	12
35060000	2	4	2	7	3	3	8
35080000	2	4	2	5	3	2	8
35100000	2	4	2	6	3	2	9
35120000	2	4	3	5	3	2	8
35140000	2	10	2	6	3	2	8
35160000	2	4	2	6	3	2	9
35180000	2	4	2	6	3	2	16
35200000	2	4	2	9	3	2	13
35220000	3	3	2	5	3	2	10
35240000	5	5	2	6	3	2	10
35260000	2	4	2	6	3	2	11
35280000	2	3	2	6	3	2	11
35300000	2	4	2	5	3	2	10
35320000	2	4	2	5	4	3	8
35340000	2	3	2	5	3	2	9
35360000	3	4	2	6	3	2	8
35380000	2	4	2	6	3	2	8
35400000	3	4	2	6	3	2	8
35420000	2	4	2	5	3	2	8
35440000	3	4	2	6	3	2	8
35460000	2	4	2	6	3	2	8
35480000	2	4	2	6	3	2	8
