states	PB1	PB2	PA	HA	NA	MP	NS
67500000	6	4	4	7	5	0	8
67520000	6	5	5	7	5	0	8
67540000	7	4	4	7	5	0	7
67560000	6	4	4	7	4	0	8
67580000	6	4	4	7	5	0	7
67600000	6	5	4	7	6	0	7
67620000	6	4	5	7	4	0	6
67640000	6	4	5	7	4	0	7
67660000	6	4	4	7	4	0	7
67680000	6	5	3	8	4	0	8
67700000	5	4	4	8	4	0	6
67720000	6	4	3	6	4	0	6
67740000	7	4	3	6	4	0	8
67760000	7	5	4	7	4	0	7
67780000	7	4	3	6	4	0	6
67800000	6	4	4	7	4	0	7
67820000	5	4	4	7	4	0	6
67840000	6	4	4	8	4	1	6
67860000	6	5	4	7	5	1	6
67880000	6	5	4	8	4	1	7
67900000	6	4	4	7	4	2	8
67920000	6	5	4	7	5	0	8
67940000	6	4	3	7	4	0	9
67960000	6	7	5	7	5	0	7
67980000	6	4	4	7	4	0	6
68000000	6	4	4	7	4	0	7
68020000	6	4	4	7	5	0	7
68040000	6	4	4	7	5	1	7
68060000	6	4	5	7	5	0	7
68080000	6	4	8	7	5	0	7
68100000	6	4	4	7	4	0	8
68120000	6	4	5	7	4	0	8
68140000	6	4	4	7	7	0	8
68160000	6	4	4	7	4	0	7
68180000	6	4	4	7	4	0	8
68200000	6	4	3	6	5	0	7
68220000	6	4	4	8	4	0	7
68240000	5	5	5	7	4	0	7
68260000	7	4	6	7	4	0	7
68280000	6	4	4	8	4	0	7
68300000	6	4	4	7	4	0	6
68320000	6	4	4	7	4	0	8
68340000	6	4	5	7	5	0	8
68360000	6	4	3	7	4	0	9
68380000	5	4	10	7	5	0	6
68400000	6	3	4	7	3	0	7
68420000	6	6	4	7	4	1	7
68440000	6	6	5	6	3	0	7
68460000	6	4	4	7	5	0	8
68480000	6	4	4	7	5	0	7
68500000	6	4	7	8	6	0	6
68520000	6	4	4	8	4	0	8
68540000	6	5	4	6	4	0	7
68560000	5	4	5	6	4	0	6
68580000	6	4	5	7	5	0	6
68600000	6	4	3	7	4	0	7
68620000	7	4	4	7	4	0	6
68640000	6	4	6	7	4	0	7
68660000	6	4	4	7	4	0	7
68680000	6	4	6	7	4	0	7
68700000	8	3	3	7	5	0	9
68720000	5	4	4	7	4	0	8
68740000	6	4	4	6	4	0	6
68760000	6	5	3	7	4	0	6
68780000	6	4	4	7	5	0	6
68800000	6	4	4	7	4	0	6
68820000	6	4	5	8	4	0	8
68840000	6	4	3	7	4	0	8
68860000	7	4	5	6	6	0	7
68880000	5	7	4	7	4	0	8
68900000	7	5	6	8	5	0	7
68920000	6	7	4	7	4	0	6
68940000	6	4	3	7	4	0	6
68960000	6	4	6	7	4	0	9
68980000	6	4	5	8	4	0	7
69000000	6	4	3	7	4	0	8
69020000	6	4	4	7	3	0	6
69040000	6	4	4	7	4	0	6
69060000	6	4	4	7	5	0	7
69080000	6	4	4	7	4	0	6
69100000	6	4	3	6	4	0	7
69120000	6	4	4	7	4	0	7
69140000	6	4	4	8	4	0	7
69160000	7	4	4	7	4	0	8
69180000	7	4	3	7	4	0	6
69200000	6	4	5	8	4	0	8
69220000	6	4	7	7	4	0	7
69240000	6	4	4	8	3	0	7
69260000	6	4	4	7	4	0	7
69280000	6	4	4	8	4	0	7
69300000	6	6	4	7	5	0	8
69320000	6	4	4	7	4	0	8
69340000	6	4	4	8	4	0	7
69360000	5	4	4	7	4	0	7
69380000	6	4	4	8	4	0	7
69400000	5	4	4	6	4	0	6
69420000	6	4	3	6	4	0	7
69440000	6	4	4	6	4	0	7
69460000	6	4	4	7	5	0	6
69480000	10	4	3	7	4	1	7
69500000	6	4	4	9	5	0	8
69520000	6	4	3	7	4	0	7
69540000	6	4	4	7	5	0	9
69560000	6	4	6	7	4	0	6
69580000	7	4	4	7	4	0	6
69600000	5	4	4	7	4	0	8
69620000	10	4	4	7	4	0	7
69640000	7	4	4	7	4	0	7
69660000	5	4	6	7	4	0	7
69680000	6	4	4	7	4	0	7
69700000	6	4	4	7	4	3	6
69720000	6	4	4	7	5	0	6
69740000	5	4	6	8	4	0	8
69760000	6	4	3	7	4	0	8
69780000	6	4	5	7	4	0	7
69800000	6	4	4	8	4	0	7
69820000	7	4	3	6	4	0	7
69840000	7	4	6	7	5	0	8
69860000	6	4	4	7	4	0	6
69880000	6	4	4	7	4	0	8
69900000	6	5	4	8	5	0	8
69920000	6	4	3	7	4	0	6
69940000	6	4	4	7	4	0	6
69960000	6	4	4	7	4	0	6
69980000	6	4	4	8	5	0	7
70000000	5	4	4	7	4	0	7
70020000	7	4	6	9	6	0	6
70040000	7	4	4	7	4	0	7
70060000	5	4	6	7	5	0	6
70080000	6	4	3	6	4	0	7
70100000	6	4	4	7	4	0	9
70120000	6	4	3	7	4	0	6
70140000	6	5	4	7	4	0	6
70160000	6	4	4	7	5	0	7
70180000	6	4	7	7	4	0	6
70200000	7	4	5	7	4	0	7
70220000	6	4	4	7	3	0	7
70240000	6	4	4	7	4	0	7
70260000	6	5	4	6	5	0	7
70280000	6	4	3	7	5	0	8
70300000	6	4	4	7	4	0	8
70320000	6	4	4	7	4	0	7
70340000	6	4	4	7	4	0	10
70360000	6	4	4	7	5	0	9
70380000	5	4	4	7	4	0	7
70400000	6	4	5	7	4	0	8
70420000	6	7	3	6	4	0	8
70440000	6	5	3	8	5	0	7
70460000	7	4	4	7	5	0	7
70480000	6	4	5	9	4	0	7
70500000	6	4	5	7	5	0	8
70520000	6	4	4	6	5	0	8
70540000	6	4	5	7	4	0	7
70560000	6	5	3	7	5	2	7
70580000	6	6	8	7	5	1	8
70600000	6	5	4	7	4	1	6
70620000	6	4	5	8	4	0	7
70640000	7	4	7	8	3	0	8
70660000	6	4	4	7	4	0	6
70680000	6	4	4	7	4	0	6
70700000	6	3	5	7	4	0	6
70720000	6	4	4	8	4	0	9
70740000	6	5	4	7	4	0	8
70760000	6	5	4	8	6	0	8
70780000	6	4	6	7	5	0	9
70800000	5	4	4	7	5	0	6
70820000	7	4	4	8	4	0	7
70840000	6	4	4	7	4	0	7
70860000	6	4	3	6	5	0	7
70880000	7	4	3	7	4	0	7
70900000	6	4	4	7	5	0	7
70920000	6	4	4	7	5	0	7
70940000	6	4	4	7	4	0	7
70960000	6	4	4	8	5	0	7
70980000	6	4	4	7	5	0	7
71000000	6	5	4	7	4	0	9
71020000	5	4	3	7	4	0	9
71040000	6	4	4	8	4	0	7
71060000	6	4	4	7	4	0	6
71080000	6	4	4	7	4	0	6
71100000	7	4	4	7	4	0	7
71120000	6	4	4	7	4	0	7
71140000	6	4	5	7	4	0	6
71160000	7	4	6	7	5	0	6
71180000	6	4	4	7	4	0	7
71200000	6	4	4	7	5	0	9
71220000	6	4	4	7	4	0	7
71240000	6	4	5	7	4	0	7
71260000	6	4	4	7	5	0	9
71280000	5	4	4	7	4	0	7
71300000	6	4	3	7	4	0	7
71320000	6	5	4	7	5	0	8
71340000	6	4	4	7	4	0	8
71360000	6	4	4	6	4	0	8
71380000	6	4	3	7	5	0	6
71400000	6	4	6	7	5	0	9
71420000	5	4	6	7	4	0	7
71440000	6	3	4	7	4	0	7
71460000	6	4	3	6	4	0	7
71480000	6	4	4	7	4	0	8
71500000	6	6	5	7	4	0	8
71520000	6	4	4	7	4	0	7
71540000	6	4	5	8	5	0	8
71560000	6	4	5	7	3	0	6
71580000	6	4	4	7	3	0	6
71600000	5	4	3	7	4	0	7
71620000	6	4	3	6	4	0	8
71640000	6	4	3	6	4	0	7
71660000	6	4	4	7	6	0	7
71680000	6	4	3	6	4	0	6
71700000	6	4	4	7	4	0	7
71720000	6	4	4	7	5	1	7
71740000	6	4	3	6	4	0	7
71760000	6	4	3	7	4	0	8
71780000	7	4	5	7	4	0	7
71800000	6	4	3	6	4	0	8
71820000	6	4	4	7	4	0	7
71840000	8	4	5	7	5	0	7
71860000	6	4	4	7	5	0	7
71880000	6	4	4	7	5	0	7
71900000	6	4	3	7	4	0	8
71920000	8	4	4	7	4	0	7
71940000	6	4	4	8	4	0	9
71960000	5	4	4	7	4	0	9
71980000	6	4	3	7	5	0	8
72000000	7	4	4	8	4	0	10
72020000	5	4	3	6	4	0	6
72040000	6	4	5	7	4	0	7
72060000	6	4	5	7	4	0	6
72080000	7	4	3	7	6	0	8
72100000	6	4	3	6	4	0	7
72120000	6	4	4	6	6	0	8
72140000	6	4	4	7	4	0	8
72160000	5	4	4	7	6	0	7
72180000	6	4	4	7	4	0	7
72200000	6	4	3	7	4	0	8
72220000	6	4	4	7	4	0	8
72240000	6	4	4	7	5	0	7
72260000	6	4	4	7	5	0	7
72280000	6	4	4	7	4	0	7
72300000	6	4	4	7	4	0	7
72320000	6	4	4	7	5	0	8
72340000	6	4	4	7	4	0	6
72360000	6	7	4	7	6	0	7
72380000	6	4	3	6	4	0	7
72400000	6	4	7	7	5	0	8
72420000	6	4	5	7	4	0	8
72440000	6	4	3	6	5	0	7
72460000	7	5	3	8	4	0	8
72480000	6	7	4	7	5	0	7
72500000	6	4	4	6	4	0	8
72520000	6	4	4	7	4	0	6
72540000	7	5	7	7	6	0	6
72560000	7	3	6	8	4	0	8
72580000	7	3	3	8	4	0	6
72600000	6	3	4	8	3	0	6
72620000	6	3	3	7	3	0	7
72640000	6	3	4	7	6	0	7
72660000	6	3	3	7	4	0	7
72680000	6	4	4	7	4	0	7
72700000	7	5	5	7	4	0	8
72720000	6	4	4	7	4	0	7
72740000	6	4	4	7	5	0	7
72760000	6	4	4	7	6	0	7
72780000	6	4	4	8	5	0	7
72800000	6	4	4	7	4	3	8
72820000	6	4	4	8	4	0	7
72840000	6	6	3	6	4	0	7
72860000	6	4	3	7	4	0	7
72880000	7	5	6	7	5	1	7
72900000	5	4	4	8	4	0	7
72920000	6	4	4	7	4	0	7
72940000	6	4	4	7	4	0	7
72960000	6	4	3	7	4	0	7
72980000	6	6	5	7	4	0	7
73000000	5	5	4	7	4	0	8
73020000	6	4	4	7	4	0	9
73040000	6	4	4	7	4	0	7
73060000	5	4	4	7	4	1	7
73080000	6	4	3	7	5	0	6
73100000	6	4	3	8	5	0	6
73120000	6	4	4	7	4	0	8
73140000	6	4	5	7	4	0	8
73160000	5	4	4	7	4	0	8
73180000	6	4	4	7	5	0	8
73200000	6	4	3	7	4	0	7
73220000	6	4	4	7	4	0	7
73240000	6	4	4	7	5	0	8
73260000	6	4	3	7	4	0	7
73280000	6	4	4	7	4	0	7
73300000	6	4	6	7	5	0	7
73320000	5	4	6	8	4	0	7
73340000	6	4	4	7	5	0	7
73360000	6	4	5	7	4	0	7
73380000	5	4	6	7	4	0	8
73400000	6	4	3	7	4	0	7
73420000	6	4	4	7	4	0	7
73440000	6	4	7	9	6	0	8
73460000	6	4	3	7	4	0	8
73480000	6	6	4	7	5	0	7
73500000	6	4	6	7	4	0	8
73520000	6	4	4	7	6	0	7
73540000	6	4	5	7	4	0	7
73560000	6	4	6	7	4	0	7
73580000	6	4	6	7	5	0	8
73600000	6	4	4	7	5	0	8
73620000	6	4	5	8	4	0	7
73640000	6	4	4	7	4	0	7
73660000	6	4	4	7	4	0	7
73680000	6	4	5	7	4	0	7
73700000	6	4	4	6	4	0	7
73720000	6	5	4	7	4	0	7
73740000	6	6	4	7	4	0	8
73760000	5	4	4	7	4	0	8
73780000	6	4	4	8	4	0	7
73800000	6	4	5	7	4	0	7
73820000	6	4	4	7	4	0	6
73840000	6	4	5	7	4	0	7
73860000	6	4	3	6	5	1	6
73880000	6	4	4	7	5	0	7
73900000	6	4	6	6	4	0	9
73920000	6	4	3	6	4	0	7
73940000	6	4	4	7	4	0	8
73960000	6	4	4	7	5	0	7
73980000	5	4	5	7	4	0	6
74000000	5	4	5	8	5	0	6
74020000	6	4	4	8	5	0	6
74040000	6	4	6	7	5	0	8
74060000	6	4	4	7	4	0	8
74080000	6	5	4	7	5	0	7
74100000	6	4	4	8	4	0	8
74120000	6	4	4	7	5	0	7
74140000	5	4	4	7	4	0	7
74160000	7	4	4	7	6	0	6
74180000	5	4	7	9	4	0	8
74200000	5	4	4	7	5	0	6
74220000	6	4	5	7	4	0	8
74240000	6	4	4	7	4	0	7
74260000	6	4	3	7	5	0	6
74280000	5	4	4	7	4	0	8
74300000	7	4	5	7	6	0	7
74320000	5	4	4	7	4	0	6
74340000	7	4	4	7	4	0	7
74360000	5	4	4	7	4	0	7
74380000	5	4	4	7	4	0	8
74400000	6	4	4	7	4	0	7
74420000	6	4	4	7	4	0	7
74440000	7	4	4	7	6	0	7
74460000	7	6	4	9	4	0	7
74480000	6	4	4	7	5	0	7
74500000	6	4	6	6	4	0	7
74520000	6	4	4	7	4	0	9
74540000	6	4	4	7	5	0	7
74560000	6	4	3	7	4	0	7
74580000	6	4	4	8	4	0	7
74600000	6	4	4	7	4	0	7
74620000	6	4	4	7	4	0	7
74640000	6	5	6	7	5	0	7
74660000	6	4	4	8	4	0	6
74680000	6	5	6	8	4	0	7
74700000	6	4	3	6	4	0	8
74720000	6	4	3	6	4	0	8
74740000	6	4	3	7	4	0	7
74760000	7	4	6	7	4	0	7
74780000	6	5	4	7	4	0	8
74800000	7	4	4	6	5	0	7
74820000	6	4	4	7	4	0	7
74840000	6	5	3	7	4	0	6
74860000	6	4	4	6	4	0	6
74880000	5	4	4	8	5	2	7
74900000	6	4	4	8	4	0	7
74920000	6	4	4	7	4	1	8
74940000	6	4	4	6	4	0	8
74960000	6	4	3	7	4	0	7
74980000	6	5	4	8	5	0	6
75000000	6	4	3	7	4	0	8
75020000	7	4	6	7	6	0	7
75040000	7	4	5	7	4	0	7
75060000	7	4	4	7	4	0	8
75080000	6	4	5	7	5	0	7
75100000	6	6	7	7	4	0	7
75120000	6	4	4	8	5	0	6
75140000	6	4	3	7	5	0	7
75160000	6	4	4	7	5	0	7
75180000	5	4	4	7	5	0	7
75200000	6	4	8	10	5	0	7
75220000	6	4	4	8	5	0	7
75240000	6	4	3	7	4	0	8
75260000	5	4	3	6	4	0	7
75280000	6	4	4	7	4	0	7
75300000	5	4	4	7	4	0	9
75320000	6	4	3	7	5	0	7
75340000	6	4	4	6	4	0	7
75360000	6	4	4	8	4	0	7
75380000	6	4	6	8	4	0	7
75400000	6	4	4	7	4	0	6
75420000	6	5	5	7	5	0	6
75440000	6	4	4	7	4	0	7
75460000	6	4	3	6	4	0	7
75480000	6	4	5	6	4	0	7
75500000	6	4	4	7	4	0	7
75520000	5	6	5	7	4	0	8
75540000	6	4	5	7	4	0	8
75560000	6	4	4	6	4	0	8
75580000	6	4	5	6	4	0	8
75600000	6	4	5	7	4	0	8
75620000	6	4	4	7	4	0	8
75640000	6	4	4	8	4	0	8
75660000	5	4	6	8	4	0	8
75680000	6	4	3	7	4	0	8
75700000	6	5	3	8	4	0	8
75720000	6	4	3	8	4	0	7
75740000	6	4	6	8	4	0	7
75760000	6	4	3	7	4	0	8
75780000	6	4	6	6	4	0	8
75800000	6	5	4	8	4	0	6
75820000	6	4	4	7	5	0	8
75840000	6	4	7	7	4	0	8
75860000	6	4	4	8	4	0	7
75880000	6	4	4	8	4	0	9
75900000	6	4	4	6	4	0	7
75920000	6	4	4	7	4	0	8
75940000	6	3	5	7	3	1	8
75960000	6	4	5	7	5	0	7
75980000	6	4	5	7	4	0	7
76000000	6	4	4	7	5	0	7
76020000	6	4	4	7	4	0	6
76040000	6	4	3	6	4	0	7
76060000	7	4	3	7	4	0	6
76080000	7	4	3	6	4	0	8
76100000	6	5	3	7	4	0	8
76120000	6	4	4	7	6	0	8
76140000	7	4	4	7	4	0	7
76160000	5	4	5	7	5	0	7
76180000	6	4	4	7	4	0	9
76200000	6	4	6	7	4	0	6
76220000	6	4	3	7	4	0	8
76240000	6	4	5	7	4	0	8
76260000	6	4	4	7	4	0	7
76280000	6	4	4	7	4	0	6
76300000	6	4	4	7	4	0	7
76320000	6	4	4	7	4	0	7
76340000	6	4	4	7	4	0	7
76360000	6	4	4	7	5	0	8
76380000	6	4	4	7	5	0	7
76400000	6	4	3	6	5	0	9
76420000	6	4	4	7	4	0	7
76440000	6	4	4	7	4	0	6
76460000	6	7	4	7	4	1	8
76480000	6	5	4	7	4	0	8
76500000	6	4	5	6	4	0	6
76520000	6	4	3	7	4	0	6
76540000	8	4	4	7	4	0	6
76560000	6	4	5	7	5	0	8
76580000	6	4	4	7	4	0	7
76600000	6	4	6	7	4	0	8
76620000	7	4	4	7	4	0	7
76640000	6	6	5	7	5	0	7
76660000	6	4	4	7	4	0	7
76680000	5	4	4	7	5	0	7
76700000	6	5	3	6	6	0	8
76720000	6	4	4	7	5	0	7
76740000	5	4	4	8	4	0	6
76760000	5	4	4	7	4	0	7
76780000	6	4	5	7	5	0	7
76800000	6	4	7	8	4	0	8
76820000	6	4	5	6	4	0	7
76840000	6	5	5	6	4	0	7
76860000	6	4	4	7	4	0	7
76880000	6	4	3	7	5	0	6
76900000	6	4	5	7	4	0	7
76920000	5	4	4	7	4	0	7
76940000	6	4	4	8	4	0	6
76960000	5	4	6	7	4	0	9
76980000	6	4	3	7	4	0	9
77000000	5	4	4	7	5	0	7
77020000	6	4	4	7	4	0	7
77040000	6	4	4	8	4	0	7
77060000	6	5	4	8	4	0	7
77080000	6	4	5	7	5	0	8
77100000	6	4	4	7	4	0	7
77120000	5	4	4	8	4	0	7
77140000	6	4	4	7	4	0	6
77160000	6	4	4	6	4	0	7
77180000	6	4	5	7	4	0	6
77200000	5	4	4	7	4	0	7
77220000	7	4	4	7	4	0	6
77240000	6	4	3	7	4	1	6
77260000	6	4	5	7	4	0	7
77280000	7	3	5	6	3	0	7
77300000	6	4	4	7	4	0	9
77320000	6	4	4	7	4	0	6
77340000	6	4	4	7	5	0	8
77360000	6	4	4	7	4	0	6
77380000	6	4	3	7	5	0	8
77400000	6	4	4	7	4	0	7
77420000	6	4	5	7	4	0	8
77440000	6	4	4	6	3	0	8
77460000	6	6	4	6	4	0	7
77480000	6	3	4	7	3	0	7
77500000	6	4	3	8	4	0	7
77520000	6	4	4	8	4	0	8
77540000	6	4	4	7	4	0	7
77560000	6	4	3	9	5	0	8
77580000	6	4	4	7	4	0	7
77600000	6	4	4	7	4	0	7
77620000	6	4	4	7	3	0	8
77640000	6	4	6	7	5	0	7
77660000	7	4	5	6	5	0	8
77680000	5	4	3	7	4	0	7
77700000	6	4	4	7	4	0	8
77720000	6	4	4	7	4	0	6
77740000	5	5	3	7	4	0	7
77760000	5	5	4	7	5	0	6
77780000	6	4	3	7	4	0	6
77800000	7	4	4	7	4	0	8
77820000	5	4	3	7	4	0	6
77840000	6	4	4	7	4	0	7
77860000	6	4	4	7	4	0	8
77880000	6	4	4	7	5	0	8
77900000	6	4	6	7	4	0	8
77920000	6	4	4	6	5	0	7
77940000	6	4	3	7	6	0	7
77960000	6	4	3	7	4	0	6
77980000	6	4	4	8	4	0	7
78000000	6	4	4	7	5	0	7
78020000	6	6	4	7	5	0	7
78040000	6	4	4	7	5	0	7
78060000	6	4	4	7	5	0	7
78080000	7	4	4	8	5	0	6
78100000	6	4	4	7	4	0	7
78120000	6	4	3	6	4	0	7
78140000	6	4	3	7	5	0	7
78160000	6	3	3	7	4	0	7
78180000	7	4	4	8	3	0	9
78200000	7	4	4	7	3	0	7
78220000	6	4	4	6	5	0	8
78240000	5	4	3	7	4	0	7
78260000	6	4	3	6	4	0	7
78280000	6	4	4	7	5	0	7
78300000	7	4	5	7	4	0	7
78320000	6	4	4	7	4	0	7
78340000	6	4	6	7	4	0	9
78360000	6	4	4	7	4	1	7
78380000	7	6	3	7	4	0	8
78400000	7	4	6	7	4	0	8
78420000	6	4	3	7	4	0	8
78440000	5	4	5	7	4	0	8
78460000	6	4	4	7	4	0	7
78480000	6	4	6	7	4	0	7
78500000	6	4	3	7	4	0	8
78520000	8	4	4	8	4	0	7
78540000	6	4	5	8	5	0	8
78560000	5	4	6	7	4	0	7
78580000	5	4	8	8	4	0	7
78600000	6	4	4	7	4	0	7
78620000	6	4	4	7	4	0	8
78640000	6	4	4	7	4	0	7
78660000	6	4	4	9	4	0	6
78680000	6	4	6	7	4	0	6
78700000	6	4	6	7	4	0	6
78720000	6	6	3	7	4	0	6
78740000	6	4	5	7	4	0	8
78760000	6	6	4	8	4	0	7
78780000	6	4	5	6	4	0	7
78800000	5	4	6	7	4	0	7
78820000	5	4	4	7	4	0	8
78840000	5	4	4	7	4	0	7
78860000	6	4	3	7	5	0	7
78880000	6	4	3	6	4	0	7
78900000	6	4	5	7	4	0	7
78920000	6	4	4	6	4	0	7
78940000	6	4	5	7	5	0	7
78960000	7	4	4	7	5	0	7
78980000	6	4	4	7	4	0	8
79000000	6	4	6	8	4	0	7
79020000	6	4	4	7	4	0	7
79040000	7	4	4	7	4	0	7
79060000	5	4	7	7	4	0	7
79080000	6	4	6	8	4	0	8
79100000	6	4	4	7	4	0	7
79120000	6	4	5	8	5	0	8
79140000	6	4	4	7	4	0	7
79160000	6	4	7	7	3	1	7
79180000	6	4	5	7	4	0	8
79200000	6	4	3	6	5	0	7
79220000	5	5	4	7	4	0	8
79240000	6	4	3	6	4	0	7
79260000	6	4	6	7	4	0	7
79280000	6	4	7	7	4	0	7
79300000	6	4	4	7	4	0	7
79320000	7	4	5	8	4	0	7
79340000	7	4	4	7	5	0	7
79360000	5	4	5	7	4	0	6
79380000	6	5	4	7	4	0	6
79400000	6	4	6	6	4	0	7
79420000	7	4	3	7	5	0	8
79440000	6	4	5	6	5	0	7
79460000	6	4	3	8	5	0	7
79480000	6	4	4	7	4	0	7
79500000	5	4	4	7	4	0	8
79520000	5	4	6	7	4	0	8
79540000	6	4	4	7	4	0	7
79560000	7	4	4	7	4	0	6
79580000	6	4	3	8	6	0	7
79600000	5	4	4	7	5	0	7
79620000	7	4	3	8	4	0	7
79640000	6	4	3	7	4	0	8
79660000	6	4	4	7	4	0	7
79680000	6	4	7	7	4	0	7
79700000	6	6	4	7	4	0	6
79720000	6	5	5	7	4	0	8
79740000	6	3	4	7	3	0	7
79760000	7	3	7	8	3	0	6
79780000	6	3	5	7	3	0	6
79800000	6	3	3	8	5	0	6
79820000	5	4	3	7	5	0	7
79840000	7	7	4	7	4	0	6
79860000	6	7	5	7	5	0	7
79880000	7	4	4	8	5	0	7
79900000	6	4	4	8	5	0	7
79920000	6	4	4	7	4	0	8
79940000	6	4	4	6	4	0	7
79960000	6	4	6	7	4	0	8
79980000	6	4	3	7	4	0	7
80000000	5	4	5	7	4	0	8
80020000	6	4	5	7	5	0	7
80040000	6	4	4	7	5	0	6
80060000	6	4	4	7	5	0	7
80080000	6	4	3	7	4	0	7
80100000	5	4	3	6	4	0	7
80120000	6	4	4	7	4	0	6
80140000	7	4	5	7	4	0	7
80160000	7	4	5	7	4	0	6
80180000	6	4	4	8	4	0	6
80200000	6	4	4	7	5	0	7
80220000	6	4	4	7	4	0	6
80240000	6	4	5	7	4	0	10
80260000	6	4	5	8	4	0	8
80280000	6	4	4	7	4	0	6
80300000	6	5	4	7	4	0	7
80320000	6	4	4	7	4	0	7
80340000	5	4	4	7	4	0	8
80360000	6	4	4	7	4	0	7
80380000	6	4	5	7	5	0	9
80400000	5	4	4	7	6	0	8
80420000	6	4	6	7	5	0	8
80440000	6	4	4	8	6	0	7
80460000	5	4	4	7	4	0	9
80480000	6	4	4	7	4	0	9
80500000	6	4	3	8	4	0	7
80520000	6	4	4	7	4	0	8
80540000	6	4	5	6	4	0	7
80560000	6	4	6	6	4	0	7
80580000	7	4	5	7	4	0	7
80600000	6	4	6	7	4	0	7
80620000	7	4	3	7	4	0	8
80640000	6	4	4	7	4	0	7
80660000	6	4	3	6	4	0	7
80680000	6	4	4	7	4	0	8
80700000	6	4	4	7	4	0	7
80720000	6	4	5	7	4	0	7
80740000	5	4	6	7	5	0	8
80760000	7	4	3	7	4	0	8
80780000	6	5	5	6	4	0	7
80800000	7	4	4	7	4	0	8
80820000	6	4	4	7	4	0	7
80840000	6	4	6	8	4	0	7
80860000	5	4	3	7	4	0	7
80880000	6	4	7	7	4	0	7
80900000	6	4	3	7	4	0	6
80920000	5	4	8	7	4	0	7
80940000	5	4	6	7	4	0	8
80960000	6	5	7	7	4	0	8
80980000	6	4	4	7	4	0	6
81000000	6	7	4	7	4	0	7
81020000	5	3	4	7	3	0	7
81040000	6	3	4	7	3	0	7
81060000	6	3	4	7	4	0	7
81080000	6	4	4	7	6	0	6
81100000	8	4	4	7	4	0	7
81120000	7	4	4	7	4	0	7
81140000	6	4	4	7	4	0	7
81160000	6	4	4	7	4	0	8
81180000	6	4	5	7	4	0	8
81200000	8	4	4	7	4	0	8
81220000	6	4	3	7	5	0	7
81240000	7	4	3	6	5	0	7
81260000	6	4	4	7	5	0	7
81280000	6	4	4	7	4	0	7
81300000	6	6	4	6	4	0	9
81320000	6	4	4	7	4	0	7
81340000	6	4	4	7	4	0	8
81360000	6	4	8	8	4	0	7
81380000	6	4	4	7	4	0	7
81400000	6	4	5	7	4	0	7
81420000	7	4	4	8	4	0	7
81440000	6	4	6	8	4	0	7
81460000	6	4	4	7	4	0	7
81480000	6	6	4	7	4	0	6
81500000	6	4	4	7	4	0	7
81520000	6	5	3	7	4	0	8
81540000	7	4	8	7	4	0	8
81560000	6	4	6	7	4	0	7
81580000	6	4	4	7	4	0	9
81600000	6	4	6	7	4	0	6
81620000	6	4	6	7	4	0	7
81640000	6	4	6	7	4	0	7
81660000	6	4	3	7	4	0	7
81680000	7	4	4	7	6	0	6
81700000	5	4	4	7	4	0	6
81720000	7	4	4	6	5	0	8
81740000	8	5	3	7	5	0	7
81760000	8	4	6	8	4	0	7
81780000	6	4	3	6	4	0	7
81800000	6	4	8	7	4	0	8
81820000	6	4	5	7	4	0	7
81840000	6	4	3	7	4	0	6
81860000	6	4	5	7	7	0	6
81880000	6	4	4	8	5	0	6
81900000	6	4	4	6	4	0	8
81920000	5	5	3	8	4	0	8
81940000	6	4	3	7	3	0	8
81960000	8	4	4	7	4	0	7
81980000	6	4	4	7	4	0	8
82000000	6	4	4	8	4	0	8
82020000	5	4	4	9	4	0	6
82040000	6	4	4	9	4	0	7
82060000	6	4	4	7	4	0	8
82080000	6	4	4	9	4	0	7
82100000	6	4	3	8	4	0	6
82120000	6	4	5	7	5	0	7
82140000	6	4	4	7	5	0	7
82160000	6	4	4	7	4	0	8
82180000	6	4	3	6	4	0	6
82200000	6	4	4	7	4	0	7
82220000	6	4	4	7	4	0	7
82240000	7	4	4	7	4	0	8
82260000	5	4	6	7	4	0	7
82280000	6	4	5	7	5	0	6
82300000	6	4	5	6	4	0	9
82320000	7	4	4	7	4	0	9
82340000	6	4	4	7	6	0	7
82360000	7	4	6	7	4	0	8
82380000	6	4	4	7	4	0	6
82400000	6	4	4	8	4	0	8
82420000	7	4	4	7	4	0	6
82440000	5	4	4	7	4	0	7
82460000	6	4	4	7	4	0	7
82480000	6	5	4	7	6	0	8
82500000	6	5	3	6	4	0	8
82520000	6	4	4	7	4	0	7
82540000	6	5	5	7	4	0	7
82560000	6	4	4	7	4	0	8
82580000	5	4	4	7	4	0	6
82600000	7	4	7	7	4	0	6
82620000	6	5	4	7	4	0	7
82640000	5	4	4	7	4	0	7
82660000	6	4	7	7	4	0	7
82680000	6	5	4	8	4	0	8
82700000	6	4	4	7	5	0	6
82720000	6	4	6	7	4	0	8
82740000	6	4	4	7	6	0	7
82760000	6	4	4	8	4	0	8
82780000	6	4	4	7	6	0	7
82800000	7	4	7	7	4	0	6
82820000	6	4	5	8	4	0	8
82840000	6	4	6	8	4	0	8
82860000	6	4	7	7	4	0	7
82880000	6	4	4	7	4	0	8
82900000	7	4	6	8	6	0	8
82920000	6	4	5	6	5	0	8
82940000	6	4	4	7	4	0	8
82960000	6	4	4	7	5	0	6
82980000	6	4	6	7	4	0	6
83000000	6	4	3	6	4	0	7
