states	PB1	PB2	PA	HA	NP	MP	NS
23760000	4	2	5	6	7	3	8
23780000	4	2	4	6	6	3	6
23800000	4	4	4	4	7	3	6
23820000	4	2	5	6	7	3	6
23840000	4	2	5	5	9	3	6
23860000	4	2	5	5	7	4	6
23880000	4	2	5	5	6	3	5
23900000	4	2	5	6	7	5	5
23920000	4	2	5	7	6	3	5
23940000	4	2	5	5	6	3	6
23960000	4	2	5	6	9	3	6
23980000	4	2	5	5	7	3	6
24000000	4	2	9	5	7	3	5
24020000	4	2	5	5	7	3	6
24040000	4	2	5	6	8	3	5
24060000	4	2	5	5	6	3	5
24080000	4	2	5	6	9	3	5
24100000	4	2	7	5	8	5	6
24120000	4	2	7	5	7	3	6
24140000	4	4	4	5	6	3	5
24160000	4	2	5	6	5	3	6
24180000	4	2	5	6	6	3	5
24200000	4	2	5	6	7	3	5
24220000	4	2	5	6	7	3	5
24240000	4	2	5	6	7	4	5
24260000	4	2	5	6	9	3	6
24280000	4	2	5	5	6	3	5
24300000	4	2	4	5	6	3	5
24320000	4	2	5	6	6	3	5
24340000	5	2	5	5	6	5	5
24360000	4	2	5	5	6	3	5
24380000	4	2	5	6	9	3	6
24400000	4	2	4	4	7	3	6
24420000	4	2	5	6	8	3	5
24440000	4	2	5	7	7	3	5
24460000	4	2	5	6	7	3	6
24480000	4	2	5	8	6	4	5
24500000	4	2	5	5	6	3	5
24520000	4	2	7	6	7	3	7
24540000	4	3	6	5	7	3	6
24560000	4	2	6	6	7	3	5
24580000	4	2	6	6	6	3	5
24600000	4	2	5	5	6	3	5
24620000	4	2	5	5	6	3	5
24640000	4	2	5	5	6	3	5
24660000	4	2	5	7	7	3	6
24680000	3	2	8	4	6	3	5
24700000	4	2	5	5	7	3	6
24720000	4	2	5	5	6	3	5
24740000	4	2	5	5	7	3	6
24760000	4	2	6	6	7	3	5
24780000	5	2	5	5	6	3	5
24800000	4	2	6	5	5	3	5
24820000	4	2	4	6	5	3	5
24840000	4	2	5	4	7	3	5
24860000	4	2	5	5	5	3	6
24880000	4	2	5	6	5	5	6
24900000	4	2	5	7	5	3	7
24920000	4	2	5	6	5	3	6
24940000	4	2	9	6	7	5	4
24960000	4	2	5	6	6	3	4
24980000	4	2	5	5	7	3	6
25000000	4	2	6	5	6	4	5
25020000	4	2	5	5	7	3	5
25040000	4	2	5	5	6	3	5
25060000	4	2	5	6	6	3	6
25080000	4	2	4	5	7	4	5
25100000	4	2	5	4	8	3	6
25120000	4	2	5	5	6	3	5
25140000	5	2	4	6	6	3	6
25160000	4	2	5	5	6	3	5
25180000	4	2	6	5	9	3	5
25200000	4	2	5	6	7	3	5
25220000	4	2	5	7	7	3	6
25240000	5	2	5	5	6	3	7
25260000	4	2	5	5	7	3	5
25280000	4	2	7	6	7	3	5
25300000	4	2	5	6	6	3	5
25320000	4	2	4	4	7	3	6
25340000	4	2	4	6	6	3	6
25360000	4	2	4	5	6	3	6
25380000	4	2	5	6	7	3	5
25400000	4	2	5	6	6	3	5
25420000	4	2	5	5	7	3	4
25440000	4	2	5	6	6	3	5
25460000	4	2	7	6	7	3	5
25480000	4	2	4	5	6	3	5
25500000	4	2	4	6	6	3	5
25520000	4	2	7	5	7	3	5
25540000	5	2	7	5	7	3	5
25560000	4	2	6	5	7	5	5
25580000	4	3	5	5	7	3	5
25600000	4	2	4	5	7	3	5
25620000	4	2	5	5	6	3	5
25640000	4	2	5	5	7	3	5
25660000	4	2	4	5	6	3	6
25680000	4	2	5	5	10	3	5
25700000	4	2	5	6	5	3	5
25720000	4	2	8	6	5	3	5
25740000	4	2	5	6	7	3	5
25760000	4	2	5	5	6	3	5
25780000	4	2	5	5	5	3	5
25800000	4	2	5	5	9	3	6
25820000	4	2	5	6	6	3	6
25840000	4	2	5	5	7	3	7
25860000	4	2	7	5	7	3	6
25880000	4	2	5	5	10	3	6
25900000	4	2	4	6	6	3	5
25920000	4	2	5	5	8	5	5
25940000	4	2	5	5	6	3	5
25960000	5	2	5	4	7	4	5
25980000	4	2	5	5	7	3	5
26000000	4	2	5	6	6	3	5
26020000	4	2	5	6	6	3	5
26040000	4	2	5	5	6	3	6
26060000	4	2	5	6	8	5	6
26080000	4	2	5	5	7	3	5
26100000	4	2	5	6	6	4	5
26120000	4	2	5	6	7	3	6
26140000	4	2	5	6	7	3	7
26160000	3	2	5	5	6	3	6
26180000	3	3	5	4	6	3	5
26200000	4	2	5	4	7	3	5
26220000	4	2	5	5	7	3	5
26240000	4	2	4	5	7	3	6
26260000	4	2	5	6	6	3	5
26280000	5	2	5	5	7	3	5
26300000	4	2	5	5	6	3	5
26320000	4	2	6	6	7	3	5
26340000	4	2	5	5	6	3	5
26360000	4	2	5	5	6	3	5
26380000	4	2	5	6	8	3	5
26400000	4	2	6	6	9	3	5
26420000	5	2	5	6	6	3	7
26440000	4	2	5	5	7	3	5
26460000	4	2	7	6	6	5	5
26480000	4	3	5	5	10	3	5
26500000	4	2	5	5	6	3	5
26520000	5	2	5	6	6	3	5
26540000	5	2	4	5	8	3	5
26560000	4	2	5	6	8	3	6
26580000	4	2	4	5	6	4	5
26600000	4	2	5	7	6	3	6
26620000	4	3	6	6	5	3	5
26640000	4	2	5	5	5	3	5
26660000	4	2	5	6	7	3	6
26680000	4	2	5	7	8	3	9
26700000	4	2	4	6	6	3	6
26720000	4	2	4	6	7	3	5
26740000	4	2	4	6	6	3	5
26760000	4	3	5	5	6	3	5
26780000	4	2	5	5	6	3	7
26800000	4	2	5	5	5	3	5
26820000	4	2	4	5	5	4	5
26840000	4	2	5	6	6	3	6
26860000	4	2	5	5	8	3	6
26880000	4	2	4	6	6	3	6
26900000	4	2	5	5	5	5	5
26920000	4	2	5	5	5	3	6
26940000	4	5	5	6	6	3	5
26960000	4	2	5	5	7	3	5
26980000	4	2	4	5	9	3	5
27000000	4	2	5	5	7	3	5
27020000	4	2	5	6	7	3	5
27040000	5	2	5	6	8	4	5
27060000	4	2	5	7	6	3	5
27080000	4	2	5	8	6	3	7
27100000	4	2	5	5	6	3	7
27120000	5	2	6	5	8	3	5
27140000	5	2	5	5	7	4	5
27160000	4	2	6	5	7	3	5
27180000	4	2	5	5	5	3	5
27200000	4	2	5	5	7	3	5
27220000	4	2	5	5	7	3	5
27240000	4	2	5	5	7	3	5
27260000	4	2	5	6	5	3	5
27280000	4	2	5	6	6	3	5
27300000	4	2	5	6	5	3	5
27320000	4	2	4	4	5	3	6
27340000	4	2	5	5	8	3	6
27360000	4	2	5	5	7	3	5
27380000	4	2	4	4	6	3	6
27400000	4	2	5	5	7	3	5
27420000	4	2	5	6	7	3	6
27440000	4	2	5	5	6	3	5
27460000	4	2	4	5	7	3	5
27480000	4	2	5	6	9	3	6
27500000	4	2	5	6	6	3	7
27520000	3	2	5	4	6	3	6
27540000	4	2	5	5	8	3	6
27560000	4	2	5	5	6	3	5
27580000	4	2	5	5	7	4	5
27600000	4	2	5	7	7	3	5
27620000	4	2	4	5	6	3	5
27640000	4	2	5	5	7	3	6
27660000	4	2	6	4	7	3	7
27680000	4	2	4	6	7	5	5
27700000	4	2	5	5	7	3	6
27720000	4	2	5	5	7	3	7
27740000	4	2	5	4	6	5	6
27760000	4	2	5	6	6	3	7
27780000	4	2	5	5	7	3	6
27800000	4	2	5	6	7	3	6
27820000	4	2	7	6	9	3	5
27840000	4	2	5	5	10	3	5
27860000	4	2	5	6	6	3	5
27880000	4	2	5	5	8	3	5
27900000	5	2	10	6	7	3	5
27920000	4	2	5	6	6	3	5
27940000	4	2	5	5	7	3	6
27960000	4	2	5	5	10	4	6
27980000	4	2	6	5	7	3	5
28000000	4	2	4	6	7	3	5
28020000	4	2	5	6	9	3	5
28040000	4	2	4	5	6	3	5
28060000	4	2	4	6	6	3	5
28080000	4	3	5	6	6	3	5
28100000	4	2	6	6	9	3	5
28120000	4	2	4	6	6	4	5
28140000	4	2	5	5	7	5	5
28160000	4	2	5	5	8	3	5
28180000	4	2	5	5	6	3	5
28200000	4	2	5	6	8	3	5
28220000	4	2	5	4	7	3	6
28240000	4	2	5	4	7	3	6
28260000	4	2	5	5	7	3	6
28280000	4	2	4	6	7	3	5
28300000	4	2	5	5	7	3	6
28320000	4	2	5	6	8	3	5
28340000	4	2	6	5	8	3	5
28360000	4	4	4	5	6	3	6
28380000	4	2	5	5	6	3	5
28400000	4	3	7	5	6	3	6
28420000	4	3	5	6	7	3	7
28440000	4	2	5	5	9	3	6
28460000	4	2	5	5	6	3	5
28480000	4	2	4	5	6	3	5
28500000	4	2	5	6	6	3	5
28520000	4	2	4	5	7	3	5
28540000	4	2	5	6	8	3	7
28560000	4	2	5	6	6	3	6
28580000	4	2	4	4	7	5	6
28600000	4	2	5	6	6	3	5
28620000	4	2	5	5	6	3	7
28640000	4	2	6	5	6	3	5
28660000	4	2	5	6	8	3	5
28680000	4	2	5	6	7	3	5
28700000	4	2	4	5	7	4	5
28720000	4	2	5	5	9	3	6
28740000	4	2	5	5	7	3	5
28760000	4	2	5	5	5	3	6
28780000	4	2	7	5	6	3	5
28800000	4	2	5	6	5	3	5
28820000	4	2	6	5	5	3	5
28840000	4	2	5	5	8	3	6
28860000	4	2	4	6	8	4	6
28880000	4	2	6	6	9	3	5
28900000	4	2	5	6	7	3	5
28920000	4	2	5	6	7	3	5
28940000	4	2	5	6	7	3	5
28960000	4	2	5	5	5	5	6
28980000	4	2	5	5	6	3	6
29000000	4	2	5	5	9	3	5
29020000	4	2	5	4	6	3	6
29040000	4	2	7	6	7	3	5
29060000	4	2	5	5	7	3	6
29080000	4	2	7	6	8	3	6
29100000	4	2	5	6	6	3	6
29120000	4	2	5	5	5	3	5
29140000	4	2	5	5	6	3	5
29160000	4	2	6	5	7	3	5
29180000	4	2	5	6	10	3	5
29200000	5	2	5	6	6	3	5
29220000	4	2	4	5	7	3	5
29240000	4	2	5	5	6	3	5
29260000	4	2	5	7	6	3	5
29280000	4	2	5	5	7	3	5
29300000	4	2	4	5	7	3	8
29320000	4	2	6	6	6	3	5
29340000	4	2	6	6	7	7	5
29360000	4	2	8	6	6	3	5
29380000	4	2	5	5	7	3	5
29400000	4	2	5	6	8	3	5
29420000	4	2	5	6	7	3	5
29440000	4	4	3	4	7	3	6
29460000	4	2	5	5	6	3	5
29480000	4	2	5	6	7	3	5
29500000	4	2	6	5	6	3	5
29520000	4	2	5	7	6	3	4
29540000	4	2	5	5	8	3	5
29560000	4	2	5	5	5	4	5
29580000	4	2	5	5	8	3	5
29600000	4	2	5	5	7	3	5
29620000	4	2	5	5	6	3	5
29640000	8	2	4	4	8	5	9
29660000	4	2	5	6	6	3	5
29680000	4	2	5	5	6	4	5
29700000	4	2	5	6	6	3	5
29720000	4	2	5	6	9	3	5
29740000	4	2	5	5	7	3	5
29760000	4	2	5	5	8	3	6
29780000	4	2	5	5	5	3	6
29800000	4	2	5	5	7	3	5
29820000	4	3	5	5	8	3	5
29840000	4	2	5	5	6	3	5
29860000	4	2	5	6	7	3	5
29880000	4	2	8	5	6	3	5
29900000	4	2	5	6	5	3	5
29920000	4	2	4	6	5	3	6
29940000	4	2	5	5	5	3	5
29960000	4	2	5	7	6	3	5
29980000	4	2	7	6	9	3	5
30000000	4	2	6	5	6	3	6
30020000	4	2	5	5	7	3	5
30040000	4	2	5	6	7	3	5
30060000	4	2	5	5	6	3	6
30080000	4	2	4	6	7	5	5
30100000	5	2	5	5	8	3	5
30120000	4	3	5	5	7	5	6
30140000	4	3	7	6	7	3	5
30160000	4	3	10	5	7	3	5
30180000	4	2	5	5	9	5	6
30200000	4	2	5	6	7	3	5
30220000	4	2	5	5	7	3	5
30240000	4	2	5	6	8	3	6
30260000	4	2	5	5	7	6	5
30280000	4	2	4	6	7	3	5
30300000	4	2	5	7	7	3	6
30320000	4	2	5	6	7	3	5
30340000	4	2	5	5	7	3	6
30360000	4	2	4	4	7	3	7
30380000	4	5	4	4	7	3	6
30400000	4	2	5	5	7	3	5
30420000	4	2	8	5	6	3	4
30440000	4	2	5	5	6	4	6
30460000	4	2	4	6	6	3	5
30480000	4	2	4	6	7	5	5
30500000	4	2	5	5	6	3	6
30520000	4	2	5	5	5	3	5
30540000	5	2	4	4	5	5	6
30560000	4	2	5	6	8	3	5
30580000	5	2	5	5	7	5	5
30600000	4	2	5	6	6	3	5
30620000	4	2	7	6	7	3	5
30640000	4	2	5	5	7	3	6
30660000	4	4	5	6	6	3	6
30680000	4	2	5	6	7	3	5
30700000	4	3	4	6	6	3	6
30720000	4	2	6	6	6	3	5
30740000	4	2	5	5	6	3	5
30760000	4	2	5	6	7	5	5
30780000	4	2	5	5	8	3	5
30800000	4	2	4	4	7	3	7
30820000	4	2	4	5	8	3	5
30840000	4	2	4	6	6	3	5
30860000	4	2	5	5	8	3	5
30880000	4	2	5	5	5	3	5
30900000	4	2	5	5	5	3	6
30920000	4	2	5	6	5	3	6
30940000	4	2	4	5	5	3	5
30960000	4	2	5	5	5	3	5
30980000	3	2	4	4	5	3	5
31000000	4	2	6	5	6	3	6
31020000	4	2	5	5	8	3	5
31040000	4	2	4	5	7	5	5
31060000	4	2	5	5	7	3	5
31080000	4	3	4	6	8	3	6
31100000	4	2	7	5	7	3	6
31120000	4	2	3	4	7	3	6
31140000	4	2	5	6	6	3	5
31160000	4	2	4	6	10	3	5
31180000	4	2	4	5	5	3	5
31200000	4	2	5	5	6	3	6
31220000	4	2	5	5	7	3	5
31240000	4	2	5	6	8	3	5
31260000	4	2	5	6	7	3	7
31280000	4	2	4	6	8	3	6
31300000	4	2	5	6	7	4	5
31320000	4	2	4	6	7	3	4
31340000	4	2	5	5	7	3	5
31360000	4	4	5	5	6	3	6
31380000	4	2	6	7	6	3	5
31400000	4	2	4	5	6	3	6
31420000	4	2	5	5	7	3	5
31440000	4	2	5	5	7	3	5
31460000	4	2	5	5	8	3	5
31480000	4	2	5	6	9	3	6
31500000	4	2	5	5	6	3	5
31520000	4	2	5	6	8	3	6
31540000	4	2	5	5	9	3	6
31560000	4	2	5	5	7	3	5
31580000	4	2	5	5	7	4	5
31600000	4	4	8	5	6	3	6
31620000	4	2	5	6	7	3	5
31640000	4	3	5	7	7	3	5
31660000	4	2	5	6	6	3	6
31680000	4	2	5	5	7	3	5
31700000	5	2	5	5	6	3	5
31720000	4	2	4	6	6	3	5
31740000	4	2	5	6	9	3	4
31760000	4	2	8	6	6	6	6
31780000	4	3	5	6	5	4	5
31800000	4	2	5	6	5	3	6
31820000	4	2	5	5	5	5	5
31840000	4	2	5	5	5	3	5
31860000	6	2	5	6	7	5	5
31880000	4	2	5	6	7	3	5
31900000	4	2	5	7	7	3	5
31920000	4	2	4	5	7	3	6
31940000	4	2	6	5	9	4	5
31960000	4	2	5	5	6	3	6
31980000	4	2	4	5	8	3	5
32000000	4	2	5	5	6	3	5
32020000	4	2	5	5	6	3	6
32040000	4	2	5	6	8	3	6
32060000	4	2	4	4	10	3	7
32080000	4	2	5	5	7	3	6
32100000	4	2	5	5	5	5	6
32120000	4	2	5	6	8	5	6
32140000	4	2	5	5	7	4	5
32160000	4	2	5	7	6	3	6
32180000	4	2	5	6	7	3	6
32200000	4	2	5	6	11	3	6
32220000	4	4	5	6	7	3	5
32240000	4	2	5	5	7	3	6
32260000	4	2	5	5	6	3	5
32280000	4	2	5	5	6	4	5
32300000	4	2	5	5	5	3	6
32320000	4	2	4	5	8	3	5
32340000	4	2	5	5	6	3	5
32360000	4	2	5	6	8	3	5
32380000	4	2	5	5	8	3	6
32400000	4	2	5	6	7	3	5
32420000	4	2	4	5	6	3	6
32440000	4	2	5	6	6	3	5
32460000	4	2	5	6	6	5	6
32480000	4	2	5	5	7	3	6
32500000	4	2	4	5	7	3	6
32520000	4	2	5	6	6	5	5
32540000	4	2	5	5	7	3	6
32560000	4	2	6	6	8	4	6
32580000	4	2	3	4	7	5	7
32600000	4	2	5	4	7	3	6
32620000	4	3	4	7	7	3	6
32640000	4	2	5	5	6	3	5
32660000	4	2	7	5	6	3	6
32680000	4	2	5	5	7	3	5
32700000	4	2	5	7	7	3	5
32720000	4	2	5	6	6	3	6
32740000	4	2	5	6	7	3	6
32760000	4	2	5	6	7	6	5
32780000	4	2	5	6	7	4	6
32800000	4	2	5	5	10	3	5
32820000	4	2	3	4	6	3	6
32840000	4	2	5	6	6	3	5
32860000	4	2	4	5	6	3	6
32880000	4	2	4	6	7	3	6
32900000	4	2	5	6	7	3	5
32920000	4	2	5	5	6	3	5
32940000	4	2	5	6	6	3	5
32960000	4	2	5	5	6	3	6
32980000	4	2	5	5	8	3	6
33000000	4	3	5	6	8	3	5
33020000	4	2	5	5	6	3	5
33040000	4	2	5	6	6	3	5
33060000	4	2	6	5	6	3	6
33080000	4	2	5	5	7	3	6
33100000	4	2	5	5	6	3	5
33120000	4	2	6	6	6	3	5
33140000	4	2	4	6	6	3	6
33160000	4	2	5	5	6	3	6
33180000	4	2	8	5	5	3	5
33200000	4	2	5	5	8	3	5
33220000	4	2	5	5	5	3	6
33240000	4	2	5	6	5	3	5
33260000	4	2	5	6	5	3	5
33280000	4	2	5	6	5	5	6
33300000	5	2	7	5	7	3	6
33320000	4	2	5	5	7	3	5
33340000	4	2	5	5	7	3	5
33360000	4	2	5	5	7	3	5
33380000	4	2	5	5	7	3	6
33400000	4	2	4	5	7	3	5
33420000	5	2	5	5	8	4	6
33440000	6	2	5	5	8	3	6
33460000	4	2	8	6	7	3	5
33480000	5	2	5	5	7	3	5
33500000	4	2	5	5	7	3	5
33520000	4	2	5	5	6	3	5
33540000	4	2	5	6	7	3	5
33560000	4	3	5	5	8	3	6
33580000	4	2	5	6	5	3	6
33600000	4	2	5	5	5	3	5
33620000	4	2	4	6	8	3	5
33640000	4	2	4	5	7	3	5
33660000	4	2	5	6	7	3	5
33680000	4	2	5	5	7	3	5
33700000	4	2	4	5	7	3	8
33720000	4	2	5	6	6	3	5
33740000	4	2	5	5	7	3	6
33760000	4	2	5	4	7	3	6
33780000	4	2	6	5	6	3	6
33800000	4	2	5	5	6	3	5
33820000	3	2	5	4	7	3	5
33840000	4	2	5	6	9	3	5
33860000	4	4	6	6	7	3	5
33880000	4	2	5	7	7	3	5
33900000	4	2	4	6	6	3	5
33920000	4	2	5	6	8	3	5
33940000	4	2	5	7	7	4	5
33960000	4	2	5	5	7	3	5
33980000	4	3	5	6	9	3	5
34000000	3	2	7	4	6	3	5
34020000	4	2	5	7	7	5	5
34040000	4	2	5	5	6	3	6
34060000	4	2	5	6	6	3	6
34080000	4	2	5	5	8	3	5
34100000	4	2	5	6	7	3	5
34120000	4	2	5	6	5	3	6
34140000	4	2	5	6	7	3	5
34160000	5	2	5	6	5	3	5
34180000	4	2	6	5	5	3	6
34200000	4	2	5	6	7	3	6
34220000	4	2	5	5	5	3	5
34240000	4	2	5	5	5	3	5
34260000	4	2	5	6	7	3	5
34280000	4	2	5	6	8	3	5
34300000	4	2	7	5	6	3	6
34320000	4	2	10	5	7	3	5
34340000	4	2	5	7	6	3	5
34360000	4	2	5	6	7	3	5
34380000	4	2	5	5	7	3	5
34400000	4	2	5	6	7	3	5
34420000	4	2	5	6	7	3	5
34440000	4	2	5	4	9	3	6
34460000	4	2	5	6	6	3	5
34480000	4	2	5	5	7	3	5
34500000	4	2	5	5	8	3	5
34520000	4	2	5	6	7	3	6
34540000	4	2	5	6	7	5	5
34560000	4	2	5	6	6	3	6
34580000	4	2	5	6	6	5	5
34600000	4	2	5	5	7	3	7
34620000	5	3	6	6	7	3	6
34640000	4	2	5	5	6	4	5
34660000	4	2	5	5	8	3	5
34680000	4	2	4	6	6	3	5
34700000	4	2	4	5	7	3	5
34720000	4	2	5	6	8	3	9
34740000	4	2	5	5	6	3	5
34760000	4	2	5	6	6	3	5
34780000	4	2	6	7	5	3	5
34800000	4	2	5	7	7	3	6
34820000	5	2	5	5	5	3	6
34840000	4	2	4	4	6	3	6
34860000	4	3	5	5	7	3	5
34880000	4	3	5	5	6	3	6
34900000	4	3	5	6	8	3	5
34920000	4	2	4	5	6	3	5
34940000	4	2	5	5	5	3	6
34960000	5	2	6	5	5	3	5
34980000	4	2	5	6	5	3	5
35000000	4	2	5	5	6	3	5
35020000	4	2	5	7	7	3	5
35040000	4	2	5	5	7	3	5
35060000	4	2	5	5	6	3	7
35080000	4	2	5	5	8	3	5
35100000	5	2	5	6	7	3	5
35120000	4	2	4	5	7	3	6
35140000	4	3	5	5	7	3	7
35160000	4	2	7	6	8	3	6
35180000	4	2	5	6	6	3	5
35200000	4	3	5	7	7	3	6
35220000	4	2	5	6	6	3	5
35240000	4	2	4	6	7	3	4
35260000	5	2	4	4	6	3	6
35280000	4	2	4	5	6	4	5
35300000	4	2	5	6	9	3	6
35320000	4	2	5	5	5	3	6
35340000	4	2	5	6	6	3	7
35360000	4	2	5	5	7	3	6
35380000	4	2	5	4	6	3	7
35400000	4	2	4	5	5	5	6
35420000	4	2	5	5	5	3	7
35440000	4	2	5	6	5	5	5
35460000	4	2	5	5	7	3	4
35480000	4	2	8	5	7	3	6
