states	PB1	PA	HA	NP	NA	MP	NS
24260000	2	4	2	9	3	2	9
24280000	2	4	2	7	3	2	9
24300000	2	4	2	6	3	2	8
24320000	3	4	2	6	3	2	10
24340000	2	4	2	6	3	2	8
24360000	2	4	2	6	3	2	8
24380000	2	4	2	5	4	2	9
24400000	2	4	2	5	3	2	9
24420000	2	4	3	6	3	2	8
24440000	2	4	2	5	3	2	8
24460000	2	3	2	7	3	2	8
24480000	2	4	3	5	3	2	8
24500000	2	4	2	6	3	2	9
24520000	2	3	2	6	3	2	10
24540000	2	3	2	7	3	2	10
24560000	2	4	2	6	3	2	12
24580000	2	4	2	5	3	2	11
24600000	2	4	2	5	3	2	11
24620000	2	3	3	5	3	2	10
24640000	2	4	2	6	3	2	10
24660000	2	4	2	5	3	2	10
24680000	2	4	2	9	3	2	13
24700000	3	4	2	5	3	2	9
24720000	3	4	2	6	3	2	8
24740000	2	4	2	5	4	2	13
24760000	2	4	2	6	3	2	8
24780000	2	4	3	5	3	2	9
24800000	3	3	2	6	3	2	8
24820000	2	5	2	6	3	2	11
24840000	3	4	3	6	3	2	9
24860000	2	4	2	6	3	2	8
24880000	2	6	2	6	3	2	8
24900000	2	4	3	6	3	2	9
24920000	2	4	2	6	3	2	11
24940000	2	3	2	6	3	2	11
24960000	3	4	3	6	3	2	11
24980000	2	4	2	6	3	2	11
25000000	2	5	2	6	3	2	10
25020000	2	3	2	9	3	2	10
25040000	2	4	2	7	3	2	9
25060000	2	3	2	6	3	2	11
25080000	2	4	2	6	3	2	11
25100000	2	4	2	5	3	2	9
25120000	2	4	2	6	3	2	9
25140000	2	3	2	6	3	2	8
25160000	2	3	3	5	3	2	9
25180000	2	4	2	6	3	2	8
25200000	2	4	2	6	4	2	8
25220000	2	3	2	6	3	2	8
25240000	2	4	2	8	3	2	9
25260000	2	4	2	6	3	2	8
25280000	2	4	3	6	3	2	9
25300000	2	4	2	6	3	2	9
25320000	2	4	2	6	3	2	10
25340000	2	4	2	7	3	2	9
25360000	2	3	2	5	3	2	8
25380000	2	4	2	6	3	2	9
25400000	2	4	2	6	3	2	8
25420000	2	5	2	6	3	2	9
25440000	3	5	2	5	3	2	12
25460000	3	3	2	6	3	2	11
25480000	2	3	2	5	4	2	8
25500000	3	4	2	5	3	3	9
25520000	2	4	2	5	3	2	9
25540000	2	3	2	5	3	2	8
25560000	4	5	2	6	3	2	9
25580000	2	4	2	6	3	2	9
25600000	2	3	2	6	3	2	9
25620000	2	4	2	5	3	2	8
25640000	3	4	2	6	3	2	8
25660000	2	4	2	6	3	2	8
25680000	2	6	2	5	3	2	8
25700000	3	4	2	6	3	2	9
25720000	2	4	2	6	3	2	13
25740000	2	4	2	6	3	2	11
25760000	2	3	2	6	3	2	11
25780000	2	4	3	6	3	2	10
25800000	2	4	2	6	3	2	9
25820000	2	4	2	7	3	2	10
25840000	2	4	2	6	3	2	9
25860000	2	4	2	6	4	2	9
25880000	2	4	2	6	3	2	8
25900000	2	3	2	5	3	2	9
25920000	2	3	2	8	3	2	8
25940000	2	4	2	6	3	2	8
25960000	2	4	2	6	3	2	9
25980000	2	4	2	6	3	2	8
26000000	3	4	2	7	3	2	9
26020000	2	4	2	6	3	2	9
26040000	2	4	2	7	3	2	8
26060000	3	4	3	6	3	3	8
26080000	2	4	2	5	3	5	9
26100000	3	3	2	7	3	2	8
26120000	2	4	2	6	3	2	11
26140000	2	4	2	6	3	2	10
26160000	2	4	2	6	3	2	8
26180000	2	4	2	5	3	2	9
26200000	2	4	2	7	3	2	8
26220000	2	4	2	5	3	2	11
26240000	2	4	2	5	3	2	9
26260000	3	4	2	5	3	2	10
26280000	2	4	2	6	3	2	10
26300000	3	4	2	6	3	2	13
26320000	2	4	2	5	4	2	9
26340000	2	7	2	6	3	2	11
26360000	3	4	2	6	3	2	11
26380000	2	4	2	5	3	2	10
26400000	2	4	2	5	3	2	13
26420000	2	4	2	8	3	2	11
26440000	3	3	2	6	3	2	9
26460000	2	4	2	5	3	2	10
26480000	2	4	2	6	3	2	11
26500000	2	4	2	6	3	2	11
26520000	3	4	2	6	3	2	11
26540000	2	5	2	6	3	2	9
26560000	3	4	2	6	3	2	10
26580000	2	3	2	6	3	2	10
26600000	2	4	2	6	3	2	11
26620000	2	4	3	6	3	2	9
26640000	2	4	2	6	3	2	10
26660000	3	4	2	5	3	2	8
26680000	2	4	2	6	3	2	8
26700000	2	6	3	6	3	2	11
26720000	2	4	2	6	3	2	8
26740000	2	4	2	6	3	2	10
26760000	2	4	2	6	4	2	10
26780000	2	4	2	5	3	2	10
26800000	2	7	2	6	3	3	8
26820000	2	4	2	6	3	2	9
26840000	2	4	2	6	3	2	8
26860000	3	4	2	6	3	2	8
26880000	3	4	2	5	3	2	9
26900000	2	4	2	8	3	2	8
26920000	2	4	2	6	3	2	8
26940000	2	3	2	5	4	2	9
26960000	2	4	2	6	3	2	8
26980000	2	4	2	6	3	2	9
27000000	2	4	2	5	3	2	8
27020000	2	5	2	6	3	2	8
27040000	3	5	2	5	3	2	9
27060000	2	4	2	7	3	2	9
27080000	2	4	3	6	4	4	10
27100000	2	4	2	5	3	2	11
27120000	2	4	2	5	3	2	10
27140000	2	4	2	5	3	2	12
27160000	2	3	2	5	3	2	11
27180000	2	4	2	6	3	2	13
27200000	2	4	2	6	3	2	10
27220000	2	4	2	6	3	2	9
27240000	2	4	2	5	3	2	8
27260000	4	4	2	6	3	2	8
27280000	3	4	2	8	3	2	8
27300000	2	4	2	6	7	2	9
27320000	2	4	2	6	3	2	9
27340000	2	4	2	6	3	2	8
27360000	2	5	3	6	3	2	8
27380000	2	4	2	6	3	2	9
27400000	2	3	2	5	4	2	11
27420000	2	4	2	5	3	2	11
27440000	3	4	2	6	3	2	12
27460000	2	4	2	6	3	2	12
27480000	2	3	2	6	3	2	9
27500000	2	4	2	6	3	2	9
27520000	3	4	2	6	3	2	11
27540000	3	4	2	5	3	2	11
27560000	2	3	2	6	3	2	10
27580000	2	4	2	6	3	2	10
27600000	2	4	2	7	3	2	10
27620000	3	4	2	6	3	2	10
27640000	2	4	2	6	3	2	12
27660000	2	4	2	6	3	2	8
27680000	2	4	2	6	3	2	8
27700000	2	4	2	7	3	2	9
27720000	2	4	2	5	3	2	13
27740000	2	4	2	5	3	2	14
27760000	2	4	2	6	3	2	10
27780000	2	4	2	6	3	2	10
27800000	2	4	2	6	3	2	10
27820000	2	3	2	6	3	2	12
27840000	2	4	2	5	3	2	10
27860000	2	4	2	6	3	2	12
27880000	2	5	2	6	4	2	12
27900000	2	4	2	5	3	2	8
27920000	2	6	2	6	3	2	9
27940000	3	4	2	5	3	2	8
27960000	2	3	2	6	3	2	10
27980000	2	3	2	7	3	2	11
28000000	2	6	3	7	3	2	10
28020000	2	4	2	5	3	2	11
28040000	3	6	2	8	3	2	10
28060000	2	3	2	5	3	2	11
28080000	2	4	2	5	3	2	9
28100000	2	4	2	5	3	2	10
28120000	2	3	2	6	3	2	11
28140000	3	4	2	6	3	2	11
28160000	2	3	2	6	3	2	11
28180000	2	3	2	6	3	2	10
28200000	2	3	2	7	3	2	11
28220000	2	4	2	6	3	2	12
28240000	2	4	2	6	3	2	8
28260000	2	4	2	5	3	2	8
28280000	2	4	3	6	3	2	8
28300000	2	4	2	6	3	2	8
28320000	2	4	2	6	3	2	9
28340000	2	4	2	8	3	2	10
28360000	2	5	2	6	3	2	8
28380000	2	4	2	5	4	3	8
28400000	3	4	2	5	3	2	9
28420000	2	4	2	5	3	2	8
28440000	2	4	2	6	3	2	8
28460000	2	4	2	7	3	2	8
28480000	2	4	2	5	3	2	9
28500000	2	4	2	5	3	2	9
28520000	2	4	2	6	3	2	9
28540000	3	4	2	6	4	2	10
28560000	2	4	2	5	3	2	10
28580000	2	4	3	6	3	2	9
28600000	2	4	3	7	3	2	10
28620000	2	4	2	6	3	2	10
28640000	2	4	2	6	3	2	12
28660000	3	4	2	5	3	2	12
28680000	2	4	2	7	3	2	9
28700000	2	4	2	6	3	2	8
28720000	2	3	2	6	3	2	8
28740000	2	3	2	6	3	2	8
28760000	3	4	3	5	4	2	10
28780000	2	4	2	5	3	2	8
28800000	3	4	2	6	3	2	8
28820000	3	4	2	6	3	2	9
28840000	2	4	2	5	3	2	8
28860000	2	4	2	6	3	2	9
28880000	2	3	2	6	3	2	8
28900000	2	4	2	6	3	2	9
28920000	2	4	2	5	3	2	8
28940000	4	5	2	5	3	2	9
28960000	2	5	2	6	3	2	8
28980000	2	4	2	5	3	2	8
29000000	2	4	2	5	3	2	8
29020000	2	5	2	6	3	2	8
29040000	2	4	2	6	3	2	10
29060000	2	4	2	6	3	2	9
29080000	2	4	2	5	3	2	10
29100000	3	3	3	5	3	2	9
29120000	2	4	2	6	3	2	8
29140000	2	4	2	9	3	2	8
29160000	2	6	3	6	3	2	11
29180000	3	4	2	6	3	2	13
29200000	3	4	2	5	3	2	10
29220000	2	4	2	5	3	2	13
29240000	3	4	2	6	3	2	11
29260000	2	5	2	7	3	2	10
29280000	2	4	2	5	3	2	10
29300000	2	4	2	6	3	2	10
29320000	2	4	2	6	3	2	10
29340000	2	4	2	5	3	2	10
29360000	2	3	2	5	3	2	8
29380000	2	4	3	6	3	2	8
29400000	2	4	2	7	3	2	8
29420000	2	4	2	5	3	2	8
29440000	2	4	2	6	3	2	9
29460000	2	4	2	6	3	2	8
29480000	3	4	2	7	3	2	11
29500000	3	4	2	6	3	2	11
29520000	2	3	2	6	3	2	8
29540000	2	4	2	6	3	2	10
29560000	3	3	2	6	3	2	11
29580000	2	3	2	6	3	2	11
29600000	2	3	5	7	4	2	11
29620000	3	5	2	7	3	2	12
29640000	3	4	2	6	4	2	10
29660000	2	4	2	5	3	2	12
29680000	2	3	2	6	5	3	10
29700000	3	6	2	6	3	2	9
29720000	2	4	2	5	3	2	10
29740000	2	6	2	6	3	2	9
29760000	2	4	2	5	3	2	11
29780000	3	4	2	6	3	2	10
29800000	2	3	2	8	3	2	10
29820000	2	3	2	6	3	4	9
29840000	2	4	2	6	3	2	11
29860000	2	4	2	6	3	2	8
29880000	2	4	2	6	3	2	8
29900000	2	4	2	5	3	2	8
29920000	2	4	2	6	3	2	8
29940000	3	4	2	6	3	2	10
29960000	2	3	2	6	3	2	8
29980000	3	5	2	6	3	2	8
30000000	2	4	2	6	3	2	10
30020000	3	4	2	7	3	2	10
30040000	2	4	2	6	3	2	10
30060000	3	3	2	6	3	2	8
30080000	2	4	2	6	3	2	9
30100000	2	4	2	6	3	2	9
30120000	2	4	2	6	3	2	9
30140000	2	4	2	6	3	2	8
30160000	2	3	2	6	3	2	9
30180000	2	3	2	6	3	2	8
30200000	3	3	2	6	3	2	9
30220000	2	4	2	6	3	2	8
30240000	3	4	2	6	3	2	9
30260000	3	4	2	6	3	2	11
30280000	3	5	2	6	3	2	9
30300000	2	4	3	5	3	2	8
30320000	2	5	2	6	3	2	8
30340000	2	3	2	6	4	2	9
30360000	2	4	2	6	3	2	9
30380000	2	4	2	6	3	2	10
30400000	3	5	2	6	3	2	8
30420000	2	4	2	6	3	2	10
30440000	2	4	2	6	3	2	8
30460000	3	4	2	6	3	2	8
30480000	2	5	2	5	3	2	9
30500000	3	4	2	5	3	2	9
30520000	2	4	2	5	3	2	9
30540000	2	4	2	6	3	2	9
30560000	2	4	2	6	3	2	9
30580000	2	4	2	6	3	2	10
30600000	2	4	2	6	3	2	9
30620000	2	4	2	6	3	2	9
30640000	2	4	2	7	3	2	9
30660000	2	4	3	6	3	2	8
30680000	2	4	2	6	3	2	8
30700000	2	4	2	6	3	2	8
30720000	3	4	2	6	3	2	8
30740000	3	4	2	6	3	2	8
30760000	2	7	2	6	3	2	8
30780000	2	4	2	6	3	2	8
30800000	2	4	2	7	3	2	9
30820000	3	3	2	6	3	2	9
30840000	2	4	2	5	3	2	8
30860000	2	4	2	6	3	2	9
30880000	2	5	2	6	3	2	10
30900000	2	4	2	6	3	2	9
30920000	2	4	2	6	3	2	8
30940000	2	4	2	5	3	2	8
30960000	2	4	2	5	3	2	8
30980000	3	4	5	7	4	3	8
31000000	2	3	2	6	3	2	8
31020000	2	4	2	5	3	2	8
31040000	2	4	2	6	3	2	9
31060000	2	3	2	5	3	2	8
31080000	2	3	2	5	3	2	9
31100000	3	3	2	4	3	2	8
31120000	2	4	2	6	3	2	9
31140000	2	3	2	9	3	2	9
31160000	2	4	2	9	3	2	14
31180000	2	4	2	7	3	2	14
31200000	2	4	2	6	3	2	11
31220000	2	3	2	6	3	2	11
31240000	2	3	2	6	3	2	11
31260000	2	4	2	6	3	2	10
31280000	3	4	2	5	3	2	9
31300000	2	4	2	6	3	2	8
31320000	2	4	2	6	3	2	10
31340000	2	4	2	6	3	2	9
31360000	3	4	2	6	3	2	8
31380000	2	4	2	5	3	2	11
31400000	3	4	2	5	3	2	8
31420000	3	3	2	5	3	2	9
31440000	2	3	2	5	3	2	9
31460000	2	4	2	7	3	2	8
31480000	2	3	2	5	3	2	8
31500000	2	4	2	6	3	2	9
31520000	2	5	2	5	3	2	10
31540000	2	5	2	6	3	2	10
31560000	3	4	2	6	3	2	11
31580000	2	4	2	6	3	2	9
31600000	2	4	3	5	3	2	11
31620000	2	4	2	5	3	2	10
31640000	2	5	2	5	3	2	11
31660000	3	4	2	6	3	2	9
31680000	2	3	2	5	3	2	11
31700000	2	4	2	6	3	2	10
31720000	2	4	2	6	3	2	10
31740000	2	4	2	6	3	2	8
31760000	3	4	2	6	3	2	8
31780000	3	3	2	6	3	2	8
31800000	3	3	3	6	3	2	8
31820000	2	4	2	5	3	2	8
31840000	2	4	2	6	3	2	8
31860000	2	4	2	5	3	2	9
31880000	2	4	3	6	3	2	11
31900000	2	4	2	6	3	2	10
31920000	2	4	2	6	3	2	9
31940000	2	4	2	6	3	2	10
31960000	2	4	2	5	3	2	11
31980000	2	4	2	6	3	2	11
32000000	2	4	2	6	3	2	11
32020000	2	3	2	6	3	2	11
32040000	2	4	2	8	3	3	9
32060000	2	4	2	6	3	2	10
32080000	2	4	2	6	3	2	10
32100000	2	5	2	5	3	2	9
32120000	2	4	2	6	3	2	8
32140000	2	4	2	7	3	2	10
32160000	2	4	2	6	3	2	9
32180000	2	4	2	7	3	3	9
32200000	3	4	2	6	3	2	8
32220000	3	4	2	4	3	2	8
32240000	2	4	2	6	3	3	14
32260000	2	4	2	6	3	4	8
32280000	3	4	2	6	3	2	9
32300000	3	3	2	5	3	2	8
32320000	2	4	3	5	3	2	8
32340000	2	4	2	6	3	2	8
32360000	2	4	3	5	3	2	10
32380000	2	4	2	5	4	2	9
32400000	2	4	2	5	3	2	9
32420000	2	4	2	5	3	2	8
32440000	2	4	3	5	3	2	8
32460000	2	4	2	4	3	2	8
32480000	2	4	2	5	3	2	9
32500000	2	3	2	6	3	2	11
32520000	2	4	2	4	3	2	10
32540000	3	5	2	5	3	2	11
32560000	2	4	2	7	4	2	11
32580000	2	4	2	5	3	2	10
32600000	3	4	2	6	3	2	10
32620000	2	4	2	6	3	2	8
32640000	2	4	2	7	3	2	10
32660000	3	4	3	6	3	2	8
32680000	2	3	2	8	3	2	9
32700000	3	4	2	7	3	2	10
32720000	2	4	2	6	3	2	9
32740000	2	4	2	5	3	2	8
32760000	2	3	2	6	3	2	9
32780000	2	3	2	6	3	2	8
32800000	2	8	2	6	3	2	9
32820000	2	3	2	4	3	2	9
32840000	2	3	2	5	3	2	10
32860000	2	4	2	5	3	2	9
32880000	3	4	2	5	3	2	9
32900000	3	4	2	5	3	2	9
32920000	2	3	3	6	3	2	12
32940000	2	4	3	6	3	2	13
32960000	2	4	2	5	3	2	13
32980000	3	4	2	6	3	2	8
33000000	2	4	2	6	3	2	8
33020000	2	4	2	7	3	2	9
33040000	2	4	2	6	3	2	10
33060000	2	3	2	6	3	2	9
33080000	2	5	2	5	3	2	8
33100000	2	3	2	6	3	2	8
33120000	2	6	2	6	3	2	8
33140000	2	5	2	6	3	2	8
33160000	2	4	2	7	3	2	8
33180000	2	5	2	6	4	2	9
33200000	2	4	2	5	3	2	8
33220000	2	4	2	6	3	2	8
33240000	2	4	2	7	3	2	8
33260000	2	4	2	6	3	2	8
33280000	2	3	2	7	3	2	8
33300000	2	4	2	6	3	2	8
33320000	2	3	2	6	3	2	8
33340000	2	4	2	6	3	2	8
33360000	2	4	2	6	3	2	8
33380000	2	3	2	6	3	2	9
33400000	2	4	2	7	3	2	8
33420000	2	4	2	6	3	2	8
33440000	2	4	2	6	3	3	8
33460000	3	4	2	4	3	2	11
33480000	2	3	2	6	3	2	9
33500000	2	4	2	5	4	2	8
33520000	2	4	3	6	3	2	9
33540000	2	4	2	6	3	2	8
33560000	2	4	2	5	3	2	9
33580000	2	4	2	6	3	2	11
33600000	2	4	3	6	4	2	9
33620000	4	5	2	6	3	2	9
33640000	2	4	2	6	3	2	9
33660000	2	4	2	8	3	2	9
33680000	2	4	2	6	4	2	9
33700000	2	4	2	9	3	2	11
33720000	2	3	2	6	3	2	12
33740000	2	3	3	6	3	2	13
33760000	2	3	2	5	3	2	8
33780000	3	4	2	8	3	2	11
33800000	2	3	2	8	3	2	12
33820000	2	4	2	5	3	2	14
33840000	2	4	2	5	3	2	8
33860000	2	4	2	6	3	2	11
33880000	2	4	2	6	3	2	12
33900000	2	4	2	5	3	2	10
33920000	2	3	2	6	3	2	10
33940000	2	4	2	5	3	2	9
33960000	2	4	2	5	3	2	9
33980000	3	3	2	5	3	2	9
34000000	2	4	2	6	3	2	9
34020000	2	4	2	6	3	2	8
34040000	2	5	2	7	3	2	12
34060000	2	4	2	6	3	2	8
34080000	2	4	2	6	3	2	8
34100000	2	4	2	5	3	2	8
34120000	2	6	2	5	3	2	11
34140000	3	4	2	6	3	2	9
34160000	2	6	2	6	3	2	10
34180000	2	4	3	6	3	2	11
34200000	3	3	2	6	3	2	10
34220000	2	3	2	5	3	2	10
34240000	2	3	2	6	4	2	11
34260000	2	4	2	6	3	2	10
34280000	3	4	3	6	3	2	10
34300000	2	4	2	5	3	2	8
34320000	2	3	2	6	3	2	9
34340000	2	4	3	4	3	2	10
34360000	2	4	2	5	3	2	11
34380000	2	5	2	7	3	2	8
34400000	2	4	2	6	3	2	10
34420000	3	4	2	6	3	2	10
34440000	2	4	3	8	4	2	10
34460000	3	4	2	6	3	2	10
34480000	2	4	3	6	3	2	9
34500000	2	3	3	7	3	2	8
34520000	2	4	2	6	4	2	10
34540000	2	4	2	6	3	2	10
34560000	3	6	2	5	3	2	11
34580000	2	3	2	6	3	2	10
34600000	2	4	2	6	3	2	10
34620000	2	4	2	5	3	2	10
34640000	2	3	2	6	3	2	10
34660000	2	4	2	6	3	2	10
34680000	2	3	2	6	3	2	11
34700000	2	4	2	6	3	2	9
34720000	2	4	2	5	3	2	8
34740000	2	4	2	6	3	2	12
34760000	3	4	2	5	3	2	8
34780000	2	4	2	5	3	2	8
34800000	2	3	2	6	3	2	10
34820000	2	4	2	5	3	2	12
34840000	2	4	2	6	3	2	13
34860000	2	4	2	5	3	2	10
34880000	3	4	2	6	3	2	10
34900000	2	4	2	6	3	2	8
34920000	3	5	2	6	3	2	10
34940000	2	4	2	6	3	2	8
34960000	2	4	2	6	3	2	9
34980000	3	4	2	6	3	2	9
35000000	3	4	2	6	3	2	8
35020000	2	4	2	6	3	2	9
35040000	2	4	2	6	3	2	8
35060000	2	4	2	6	3	2	9
35080000	2	4	2	5	3	2	9
35100000	3	4	3	8	3	2	8
35120000	2	4	2	6	3	2	9
35140000	2	4	2	5	3	2	9
35160000	2	4	2	8	3	2	10
35180000	2	4	2	6	3	2	8
35200000	2	4	2	5	4	2	9
35220000	2	4	2	6	3	2	8
35240000	2	4	2	5	3	2	8
35260000	2	4	2	6	3	2	8
35280000	2	4	2	6	3	2	8
35300000	2	4	3	6	3	2	8
35320000	2	4	2	6	3	2	8
35340000	2	3	2	6	3	2	8
35360000	2	4	2	5	3	2	9
35380000	2	3	2	5	3	2	9
35400000	2	4	2	7	3	2	9
35420000	2	4	2	7	3	2	8
35440000	2	4	2	6	3	2	9
35460000	2	4	2	6	3	2	9
35480000	2	4	2	5	3	2	12
