states	PB1	PA	HA	NP	NA	MP	NS
21280000	3	4	2	6	3	2	8
21300000	2	4	2	6	3	2	8
21320000	2	6	2	6	3	2	11
21340000	2	4	2	6	3	2	12
21360000	3	4	2	6	3	2	12
21380000	2	4	2	8	3	2	8
21400000	2	4	2	6	3	2	9
21420000	2	4	2	6	3	2	9
21440000	2	4	2	5	3	2	8
21460000	2	4	2	6	3	2	13
21480000	2	5	2	5	3	2	8
21500000	2	4	2	6	3	2	8
21520000	3	3	2	5	3	2	8
21540000	2	5	3	6	3	2	10
21560000	2	3	2	6	3	2	8
21580000	2	3	2	6	3	2	9
21600000	3	4	2	6	3	2	11
21620000	3	4	2	5	3	2	10
21640000	3	4	2	6	3	2	9
21660000	2	4	2	6	3	2	9
21680000	2	4	2	5	3	2	10
21700000	2	4	2	6	4	2	8
21720000	3	4	2	7	3	2	9
21740000	2	4	2	7	3	2	8
21760000	2	5	2	6	3	2	8
21780000	3	4	2	6	4	2	9
21800000	3	3	2	6	3	2	8
21820000	2	3	2	6	3	2	9
21840000	2	4	2	5	3	2	8
21860000	2	4	2	5	3	2	8
21880000	3	4	2	5	3	2	8
21900000	2	4	2	6	3	2	8
21920000	2	4	2	6	3	2	8
21940000	3	3	2	6	3	2	10
21960000	2	4	2	5	3	3	12
21980000	2	4	2	6	3	2	9
22000000	3	4	2	6	3	2	9
22020000	2	4	2	5	3	2	8
22040000	2	4	2	6	3	2	9
22060000	2	5	2	7	3	2	8
22080000	2	4	2	6	3	2	9
22100000	2	4	2	6	4	2	8
22120000	3	3	2	6	4	2	9
22140000	2	4	2	6	3	2	10
22160000	2	4	2	7	3	2	8
22180000	2	4	2	5	3	2	9
22200000	2	3	2	6	3	2	9
22220000	2	5	3	6	3	2	8
22240000	2	3	3	6	3	2	9
22260000	2	4	2	5	3	3	9
22280000	2	4	2	6	3	2	10
22300000	2	4	2	6	3	2	8
22320000	3	4	2	6	3	2	9
22340000	2	4	2	5	3	2	8
22360000	2	3	2	8	4	2	8
22380000	2	4	3	6	3	2	9
22400000	2	4	2	6	3	2	8
22420000	2	9	2	6	4	2	11
22440000	2	3	2	6	3	2	11
22460000	3	4	3	5	3	2	8
22480000	3	4	2	5	4	2	8
22500000	2	4	2	6	3	3	10
22520000	2	4	2	6	3	2	10
22540000	2	6	2	6	4	2	9
22560000	2	7	2	6	3	2	8
22580000	2	4	2	5	3	2	10
22600000	2	4	2	6	4	2	9
22620000	2	4	2	6	3	2	9
22640000	2	4	3	6	3	2	8
22660000	2	5	2	6	3	2	10
22680000	2	4	2	6	3	2	9
22700000	2	4	2	6	3	2	9
22720000	2	6	2	6	3	2	8
22740000	2	4	2	7	3	2	8
22760000	2	4	2	8	3	2	10
22780000	2	4	2	6	3	2	8
22800000	2	3	2	6	3	2	8
22820000	2	4	3	6	3	2	11
22840000	2	4	2	5	3	2	8
22860000	2	4	2	4	3	2	10
22880000	2	4	2	4	3	2	9
22900000	3	5	3	6	4	2	8
22920000	2	4	2	5	3	2	8
22940000	2	3	2	6	3	2	10
22960000	2	4	2	6	3	2	8
22980000	2	4	2	6	3	2	9
23000000	2	4	2	6	3	2	8
23020000	3	3	2	5	3	2	10
23040000	2	3	2	6	3	2	8
23060000	2	4	2	6	3	2	9
23080000	2	4	2	5	3	2	10
23100000	2	4	2	6	3	2	8
23120000	2	4	2	6	3	2	9
23140000	2	4	2	5	3	2	10
23160000	2	4	2	5	3	2	10
23180000	2	4	2	6	3	2	10
23200000	3	3	2	5	3	2	8
23220000	3	5	2	5	3	2	8
23240000	2	4	2	6	3	2	8
23260000	2	4	2	6	3	2	9
23280000	2	6	3	6	3	2	8
23300000	2	4	2	7	3	2	8
23320000	3	4	3	5	3	2	8
23340000	2	4	2	6	4	2	11
23360000	3	4	2	6	3	2	9
23380000	2	3	2	6	3	2	8
23400000	2	4	2	7	3	2	8
23420000	2	3	2	5	3	2	8
23440000	2	3	2	5	3	2	9
23460000	2	4	2	5	3	2	8
23480000	2	4	2	5	3	2	9
23500000	2	4	2	6	3	2	9
23520000	3	4	2	6	3	2	8
23540000	2	5	2	7	3	2	9
23560000	2	4	2	6	3	2	9
23580000	2	4	2	7	3	2	10
23600000	2	4	3	4	3	2	8
23620000	2	4	2	6	3	2	8
23640000	2	5	2	6	3	2	9
23660000	2	5	2	6	3	2	10
23680000	3	4	2	7	3	2	12
23700000	3	4	2	6	3	2	11
23720000	2	4	2	6	3	2	9
23740000	2	4	2	5	3	2	8
23760000	2	5	2	8	3	2	9
23780000	2	4	2	6	3	2	8
23800000	2	4	2	6	3	2	8
23820000	3	4	2	6	3	2	8
23840000	2	5	2	6	3	2	8
23860000	2	4	2	6	3	2	8
23880000	2	5	2	5	3	2	8
23900000	2	4	3	7	3	2	8
23920000	2	4	2	6	3	2	9
23940000	3	4	2	7	3	2	9
23960000	2	4	2	6	3	2	9
23980000	2	3	3	6	3	2	9
24000000	2	4	3	6	3	2	9
24020000	2	3	2	5	3	2	9
24040000	3	4	2	5	3	2	8
24060000	2	4	2	6	3	2	8
24080000	4	4	2	5	3	2	10
24100000	2	4	2	5	3	2	8
24120000	3	4	2	6	3	2	8
24140000	2	4	2	7	3	2	11
24160000	3	4	2	6	3	2	8
24180000	2	4	2	6	3	2	8
24200000	3	4	2	5	3	2	8
24220000	2	3	2	6	3	2	8
24240000	2	3	2	6	3	2	8
24260000	3	4	2	5	3	2	11
24280000	2	4	2	6	3	2	8
24300000	2	4	2	6	4	2	8
24320000	2	4	2	6	3	2	8
24340000	2	3	2	5	3	2	9
24360000	2	4	2	7	3	2	8
24380000	2	4	2	4	3	2	9
24400000	2	4	2	6	3	2	8
24420000	2	4	2	6	3	2	8
24440000	2	3	2	6	3	2	9
24460000	3	4	2	6	4	2	8
24480000	2	4	2	6	3	2	9
24500000	2	5	2	6	3	2	9
24520000	2	4	2	6	3	2	8
24540000	2	4	2	6	3	2	9
24560000	2	4	2	6	3	2	9
24580000	2	3	2	9	3	2	11
24600000	2	4	2	6	3	2	9
24620000	2	4	2	5	3	2	8
24640000	2	4	2	6	3	2	10
24660000	2	4	2	6	3	2	9
24680000	2	4	2	6	3	2	8
24700000	2	4	2	5	3	2	9
24720000	2	5	2	5	3	2	8
24740000	3	4	2	6	3	2	8
24760000	3	4	2	6	4	2	8
24780000	2	4	2	5	3	2	8
24800000	3	4	2	5	3	2	8
24820000	2	5	2	6	3	2	8
24840000	2	4	2	6	3	2	9
24860000	2	4	2	6	3	2	8
24880000	2	4	2	4	3	2	8
24900000	2	4	2	5	3	2	8
24920000	2	4	2	7	3	2	8
24940000	2	6	2	6	3	2	11
24960000	2	5	2	5	3	2	11
24980000	2	4	2	6	3	2	9
25000000	2	4	2	7	3	2	12
25020000	2	4	2	5	3	2	14
25040000	2	4	2	6	3	2	11
25060000	3	4	2	6	3	2	12
25080000	2	4	2	7	3	2	11
25100000	2	4	2	5	3	2	11
25120000	2	4	2	6	3	2	12
25140000	2	4	2	5	3	2	8
25160000	3	3	2	7	3	2	9
25180000	2	4	2	5	3	2	9
25200000	2	4	2	5	3	2	9
25220000	2	4	2	6	3	2	10
25240000	2	4	2	5	3	2	12
25260000	2	4	3	6	3	2	11
25280000	2	4	2	6	3	2	8
25300000	2	5	2	7	3	2	12
25320000	2	4	2	7	3	2	9
25340000	2	5	2	8	3	2	10
25360000	2	4	2	5	3	2	11
25380000	2	3	2	5	4	2	8
25400000	2	4	2	8	3	2	9
25420000	2	4	3	5	3	2	9
25440000	3	4	2	6	3	2	9
25460000	2	4	2	6	3	2	10
25480000	3	5	3	6	3	2	9
25500000	3	3	2	6	3	2	11
25520000	3	4	2	6	3	2	13
25540000	3	4	2	6	3	2	10
25560000	2	5	2	6	3	2	8
25580000	3	4	2	6	3	2	8
25600000	2	5	2	6	3	2	9
25620000	3	4	2	5	3	2	8
25640000	2	4	2	7	3	2	8
25660000	3	7	2	9	3	2	10
25680000	2	3	2	6	3	2	11
25700000	2	5	2	6	4	2	10
25720000	2	5	2	6	3	2	10
25740000	2	4	2	5	3	2	9
25760000	2	4	2	7	3	2	10
25780000	3	4	2	6	3	2	12
25800000	2	4	2	6	3	2	10
25820000	2	4	2	7	3	2	10
25840000	2	4	2	5	3	2	9
25860000	2	4	2	4	3	2	9
25880000	2	4	2	7	3	2	10
25900000	3	4	2	6	3	2	8
25920000	2	4	3	5	3	2	11
25940000	2	3	2	6	3	2	10
25960000	2	4	2	6	4	2	9
25980000	2	4	2	5	3	5	10
26000000	2	4	2	5	3	2	11
26020000	2	4	2	6	3	2	10
26040000	2	4	2	6	3	2	10
26060000	2	4	2	5	3	2	11
26080000	2	4	2	6	3	2	11
26100000	2	4	2	6	3	3	10
26120000	2	4	2	5	3	2	12
26140000	2	4	2	6	4	2	10
26160000	3	4	2	6	3	2	12
26180000	2	3	2	6	3	2	11
26200000	2	3	2	5	4	2	11
26220000	2	4	2	6	3	2	13
26240000	2	3	2	6	3	2	10
26260000	2	3	2	6	3	2	11
26280000	2	4	2	5	3	2	11
26300000	2	3	2	6	3	2	11
26320000	2	4	2	6	4	2	10
26340000	2	4	3	6	3	2	9
26360000	3	4	2	6	3	2	11
26380000	2	4	2	6	3	2	10
26400000	3	4	2	6	3	2	9
26420000	2	4	2	5	3	2	12
26440000	2	4	2	6	3	2	11
26460000	3	4	2	6	3	2	13
26480000	2	3	2	6	3	2	12
26500000	2	3	2	5	3	2	11
26520000	3	5	2	7	3	2	11
26540000	2	5	2	6	3	2	12
26560000	2	3	2	6	3	2	10
26580000	2	5	2	6	3	2	11
26600000	2	4	2	6	3	2	8
26620000	2	4	3	4	3	2	8
26640000	3	4	2	5	3	2	8
26660000	2	3	2	6	3	2	10
26680000	3	4	2	6	3	2	9
26700000	2	4	2	6	3	4	8
26720000	3	4	2	5	3	2	8
26740000	2	4	2	7	3	3	8
26760000	3	4	2	5	3	2	10
26780000	2	4	2	6	3	2	8
26800000	2	4	2	6	3	2	9
26820000	2	4	2	5	3	2	8
26840000	3	4	2	6	3	2	10
26860000	2	3	2	5	3	2	8
26880000	2	6	2	5	3	2	11
26900000	2	5	2	7	3	2	10
26920000	2	5	2	5	3	2	12
26940000	2	4	2	6	3	2	9
26960000	2	3	2	5	3	2	11
26980000	2	4	2	6	3	2	10
27000000	2	4	3	5	4	2	11
27020000	2	4	2	6	3	2	11
27040000	3	3	2	6	3	2	11
27060000	2	4	2	6	3	2	11
27080000	2	6	2	6	3	2	10
27100000	2	5	3	6	3	2	10
27120000	2	4	2	6	3	2	11
27140000	2	4	2	6	3	2	10
27160000	3	4	2	6	3	2	10
27180000	2	4	2	5	3	2	11
27200000	2	4	2	5	3	2	12
27220000	2	4	2	8	4	2	10
27240000	3	4	2	6	3	2	9
27260000	3	4	2	7	3	2	10
27280000	2	4	2	6	3	2	9
27300000	2	4	2	6	4	2	9
27320000	2	4	2	5	3	2	9
27340000	2	4	2	6	3	2	9
27360000	2	4	2	9	3	2	10
27380000	2	4	2	6	3	2	8
27400000	2	4	2	6	3	2	8
27420000	2	3	2	5	3	2	9
27440000	2	4	2	9	3	2	8
27460000	3	4	2	6	3	2	10
27480000	2	4	2	6	3	2	9
27500000	2	3	4	6	3	2	9
27520000	2	4	2	5	3	2	9
27540000	2	4	2	5	3	2	8
27560000	2	4	2	6	3	2	8
27580000	2	4	2	6	3	2	8
27600000	2	4	2	8	3	2	8
27620000	2	4	2	6	3	2	9
27640000	3	4	2	6	3	2	8
27660000	2	4	2	5	3	2	9
27680000	2	4	2	6	3	2	9
27700000	2	4	2	6	4	2	9
27720000	2	4	2	6	3	2	10
27740000	2	4	3	6	3	2	8
27760000	3	3	2	5	3	2	9
27780000	2	3	2	6	3	2	9
27800000	2	5	3	6	3	2	8
27820000	3	4	2	6	3	2	13
27840000	2	4	2	7	3	2	13
27860000	2	4	2	6	3	2	8
27880000	2	4	2	5	3	2	8
27900000	3	4	2	6	3	2	11
27920000	2	5	2	6	3	2	10
27940000	2	3	2	6	3	2	9
27960000	3	4	2	6	3	2	10
27980000	2	4	2	6	3	2	8
28000000	2	4	2	7	3	2	11
28020000	3	4	2	5	3	2	9
28040000	2	4	2	6	3	2	8
28060000	2	4	2	6	3	2	9
28080000	2	4	2	6	3	2	8
28100000	2	4	2	6	3	2	8
28120000	2	4	2	5	3	2	8
28140000	3	4	2	6	3	2	8
28160000	2	6	2	6	3	2	10
28180000	2	4	2	6	3	2	9
28200000	2	5	2	5	3	2	9
28220000	2	3	2	6	4	2	9
28240000	3	4	3	7	3	2	8
28260000	2	4	2	6	3	2	9
28280000	2	4	2	5	3	2	8
28300000	2	4	2	7	3	2	9
28320000	3	4	2	6	3	2	11
28340000	2	4	2	6	3	2	10
28360000	2	5	2	6	3	2	8
28380000	2	4	2	6	3	2	9
28400000	2	4	2	6	3	2	10
28420000	2	4	2	6	3	2	8
28440000	2	3	2	6	3	2	8
28460000	2	3	2	6	3	2	10
28480000	2	4	2	6	3	2	10
28500000	2	4	2	5	3	2	10
28520000	2	4	2	6	3	2	11
28540000	2	4	2	6	3	2	10
28560000	2	3	2	6	3	2	8
28580000	2	6	2	6	3	2	8
28600000	3	4	2	6	3	4	9
28620000	2	4	2	6	3	2	8
28640000	2	4	2	5	3	2	8
28660000	2	3	2	7	3	2	9
28680000	2	4	2	5	3	2	8
28700000	2	4	2	5	3	2	9
28720000	3	3	2	6	3	2	10
28740000	2	3	3	5	3	2	8
28760000	2	4	2	6	3	2	8
28780000	2	5	2	5	3	2	8
28800000	2	4	2	6	3	2	12
28820000	2	4	2	6	3	2	9
28840000	2	4	2	6	4	2	11
28860000	2	4	2	6	3	2	11
28880000	2	4	2	5	3	2	12
28900000	2	4	2	5	3	2	8
28920000	2	4	2	5	3	2	8
28940000	2	5	2	5	3	2	9
28960000	2	3	2	5	3	2	10
28980000	3	4	2	7	3	2	10
29000000	2	4	2	6	3	2	10
29020000	2	4	2	6	3	2	11
29040000	2	3	2	6	3	2	8
29060000	2	3	2	6	4	2	12
29080000	2	4	2	8	3	2	13
29100000	2	4	2	7	3	2	11
29120000	2	4	2	10	3	2	10
29140000	3	4	3	6	3	2	8
29160000	2	3	2	6	3	2	9
29180000	2	4	2	6	3	2	9
29200000	2	4	2	7	3	2	9
29220000	2	4	2	6	3	2	8
29240000	2	4	2	6	3	2	10
29260000	2	4	2	5	3	2	8
29280000	2	4	2	6	3	2	8
29300000	2	3	2	6	3	2	9
29320000	3	4	3	6	3	2	8
29340000	2	4	2	5	3	2	9
29360000	2	4	2	6	3	2	9
29380000	2	4	2	5	3	2	8
29400000	3	4	2	5	3	2	10
29420000	3	5	2	6	3	2	11
29440000	2	5	2	6	3	2	8
29460000	3	5	2	6	4	2	8
29480000	2	4	2	6	3	2	8
29500000	2	4	3	5	3	2	9
29520000	2	4	2	6	3	2	10
29540000	2	5	2	7	3	2	8
29560000	2	4	2	6	3	2	8
29580000	2	4	3	6	4	2	8
29600000	3	4	2	6	3	2	8
29620000	2	4	2	7	3	2	8
29640000	2	4	2	5	3	2	8
29660000	2	4	2	6	3	2	9
29680000	2	4	2	6	3	2	10
29700000	2	4	2	6	3	2	8
29720000	2	4	2	6	4	2	8
29740000	2	4	3	5	3	2	9
29760000	2	3	2	6	3	2	10
29780000	2	4	2	6	3	2	10
29800000	3	4	2	6	3	2	8
29820000	2	4	2	6	3	2	9
29840000	2	4	2	6	3	2	8
29860000	2	4	2	6	3	2	10
29880000	2	5	2	8	3	2	9
29900000	2	4	2	6	3	2	10
29920000	2	4	2	6	3	2	9
29940000	2	3	2	6	3	2	9
29960000	2	4	2	5	3	2	10
29980000	3	4	2	5	4	2	9
30000000	2	7	2	5	3	2	8
30020000	3	4	2	6	3	2	9
30040000	3	4	3	5	3	2	11
30060000	2	4	2	5	3	2	12
30080000	2	4	2	5	3	3	14
30100000	4	4	2	8	3	2	10
30120000	2	5	2	4	3	2	8
30140000	2	4	3	5	3	2	8
30160000	2	4	2	6	3	2	9
30180000	2	4	2	5	3	2	8
30200000	2	4	2	5	3	2	9
30220000	3	4	2	6	3	2	11
30240000	2	4	2	6	3	2	8
30260000	2	4	2	8	3	2	8
30280000	2	3	2	6	3	2	8
30300000	3	5	2	5	3	2	8
30320000	3	4	2	5	3	2	8
30340000	3	4	2	6	3	2	8
30360000	2	4	2	6	3	2	8
30380000	3	3	2	6	3	2	8
30400000	3	4	2	6	3	2	10
30420000	2	3	2	7	3	2	8
30440000	2	4	2	7	3	2	9
30460000	3	4	2	6	4	2	11
30480000	2	4	2	6	3	2	8
30500000	3	4	3	6	3	2	8
30520000	2	4	2	6	3	2	9
30540000	2	4	2	8	3	2	9
30560000	2	3	2	6	3	2	8
30580000	2	4	2	7	3	2	8
30600000	3	4	3	6	3	2	9
30620000	2	3	2	4	3	2	9
30640000	2	3	2	6	3	4	8
30660000	2	5	2	7	3	2	8
30680000	2	4	2	6	3	2	9
30700000	2	3	2	6	3	4	8
30720000	2	4	2	5	3	2	9
30740000	3	4	2	5	4	2	8
30760000	2	3	2	5	3	2	13
30780000	2	4	2	6	3	2	11
30800000	2	3	3	6	3	2	12
30820000	3	4	2	6	3	2	13
30840000	3	4	3	6	3	2	8
30860000	2	4	2	6	3	2	11
30880000	2	4	2	5	3	2	9
30900000	2	4	2	6	3	2	8
30920000	2	4	2	5	3	2	8
30940000	2	4	3	7	3	2	13
30960000	2	4	2	6	3	2	10
30980000	2	4	2	6	3	2	8
31000000	3	3	2	5	3	2	9
31020000	2	4	2	5	3	2	12
31040000	2	4	2	6	3	2	9
31060000	2	4	2	5	3	2	8
31080000	3	4	2	5	3	2	8
31100000	2	4	2	6	3	2	8
31120000	3	4	2	5	3	2	8
31140000	2	4	2	6	3	2	8
31160000	2	4	2	6	3	2	8
31180000	2	4	2	5	3	2	8
31200000	2	4	2	6	3	2	8
31220000	2	4	2	6	3	2	8
31240000	2	4	2	6	3	2	8
31260000	2	4	2	6	3	2	8
31280000	2	4	2	6	3	2	8
31300000	2	4	2	6	3	2	9
31320000	2	4	2	6	3	2	8
31340000	2	4	2	6	3	2	10
31360000	2	4	2	6	3	2	8
31380000	2	6	2	5	3	2	8
31400000	2	4	2	4	3	2	9
31420000	2	4	2	6	3	2	8
31440000	2	6	2	5	3	2	8
31460000	2	4	2	6	3	2	8
31480000	2	4	2	6	3	2	8
31500000	2	4	2	5	3	2	8
31520000	2	4	2	5	3	2	10
31540000	2	4	2	6	3	2	8
31560000	2	3	2	5	3	2	8
31580000	2	4	2	7	4	2	8
31600000	2	5	2	6	3	2	8
31620000	2	4	2	7	3	2	9
31640000	2	4	2	6	3	2	9
31660000	4	4	2	6	3	4	8
31680000	2	4	2	6	3	2	8
31700000	2	5	2	6	4	2	8
31720000	2	4	2	5	3	2	10
31740000	2	5	2	6	4	2	10
31760000	3	3	2	5	3	2	8
31780000	2	4	2	7	3	2	9
31800000	2	4	2	6	3	2	10
31820000	3	3	3	6	3	2	11
31840000	2	4	2	6	3	2	10
31860000	3	4	2	6	3	2	10
31880000	2	4	3	6	3	2	10
31900000	2	4	2	7	3	2	9
31920000	2	4	2	6	3	2	10
31940000	2	4	2	6	3	2	11
31960000	2	4	2	5	3	2	8
31980000	3	4	2	6	5	2	9
32000000	2	4	2	6	3	2	10
32020000	2	4	2	5	3	2	8
32040000	2	4	2	5	3	2	8
32060000	2	5	2	5	3	2	9
32080000	2	4	2	6	3	2	9
32100000	2	4	2	6	3	2	9
32120000	2	4	2	6	3	2	9
32140000	2	4	2	5	3	2	9
32160000	2	4	2	5	3	2	9
32180000	2	4	2	6	3	2	8
32200000	2	4	2	6	3	2	8
32220000	2	4	2	6	3	2	8
32240000	2	6	2	6	3	2	8
32260000	2	7	2	6	3	2	8
32280000	3	4	2	6	3	2	8
32300000	2	3	2	6	3	2	9
32320000	2	4	2	6	3	2	9
32340000	2	6	2	6	3	2	8
32360000	2	5	2	6	3	2	11
32380000	2	3	3	6	3	2	8
32400000	2	3	2	5	3	2	8
32420000	2	4	2	5	3	2	9
32440000	2	4	3	5	3	2	8
32460000	3	4	2	6	3	2	9
32480000	2	4	2	6	3	2	8
32500000	2	4	2	6	3	2	9
32520000	3	4	2	5	3	2	8
32540000	2	4	2	6	3	2	10
32560000	2	4	2	5	3	2	8
32580000	2	4	2	6	3	2	8
32600000	2	3	2	5	3	2	9
32620000	2	3	2	6	3	2	8
32640000	2	5	3	6	4	2	9
32660000	2	4	2	6	3	2	8
32680000	3	5	2	6	3	2	10
32700000	2	4	2	5	3	2	9
32720000	2	5	2	5	3	2	13
32740000	2	4	3	5	3	2	8
32760000	2	4	2	6	3	2	8
32780000	2	5	2	6	3	2	9
32800000	2	5	2	5	4	2	10
32820000	2	4	2	6	3	2	9
32840000	2	4	3	6	3	2	9
32860000	3	4	2	6	3	2	10
32880000	2	4	2	6	3	2	8
32900000	2	4	2	6	3	2	8
32920000	2	4	2	6	3	2	12
32940000	2	4	3	7	3	2	9
32960000	2	4	2	6	4	2	9
32980000	2	5	2	6	3	2	9
33000000	2	4	2	5	3	2	10
33020000	2	4	2	6	3	2	8
33040000	2	4	3	6	3	2	8
33060000	2	3	2	6	3	2	8
33080000	2	4	2	6	3	2	8
33100000	2	4	2	6	3	2	8
33120000	3	4	2	6	3	2	8
33140000	2	6	2	6	3	2	8
33160000	2	4	2	5	3	2	9
33180000	2	4	2	6	3	2	9
33200000	2	4	2	5	3	2	10
33220000	2	4	2	5	3	2	8
33240000	2	4	2	6	3	2	8
33260000	2	4	2	6	3	2	8
33280000	2	4	3	9	3	2	8
33300000	2	4	2	6	3	2	8
33320000	2	4	2	6	3	2	12
33340000	2	4	2	8	3	2	8
33360000	2	4	2	6	3	2	9
33380000	2	4	2	6	3	2	13
33400000	2	4	2	6	3	2	10
33420000	2	3	2	6	3	2	8
33440000	2	4	2	5	3	2	8
33460000	2	5	2	6	3	2	8
33480000	2	4	4	5	3	2	9
33500000	2	4	2	6	3	2	9
33520000	2	4	2	6	3	2	9
33540000	2	4	2	5	3	2	9
33560000	2	4	2	6	3	2	11
33580000	3	4	3	6	3	2	10
33600000	2	4	2	6	3	2	8
33620000	4	4	2	6	3	2	8
33640000	2	4	2	6	3	2	9
33660000	2	4	2	6	3	2	8
33680000	2	3	2	6	3	2	8
33700000	2	6	2	6	3	2	8
33720000	2	3	2	7	3	2	8
33740000	2	4	2	8	3	2	8
33760000	2	4	2	5	3	2	9
33780000	2	4	2	6	3	2	9
33800000	2	4	2	6	3	2	8
33820000	2	4	2	7	3	2	10
33840000	3	5	2	6	3	3	10
33860000	2	4	3	6	3	2	8
33880000	2	4	3	5	3	2	8
33900000	3	4	2	6	3	2	13
33920000	2	4	2	6	3	2	10
33940000	2	5	2	6	3	2	10
33960000	2	4	2	6	3	2	10
33980000	3	4	2	6	3	2	9
34000000	2	4	2	9	3	2	8
34020000	2	4	2	8	3	2	8
34040000	2	5	2	5	3	2	8
34060000	2	5	2	6	3	2	11
34080000	2	4	2	6	3	2	13
34100000	2	3	2	6	3	2	8
34120000	2	4	2	5	3	2	12
34140000	2	4	2	7	3	2	9
34160000	3	4	2	6	3	2	11
34180000	2	3	2	6	3	2	11
34200000	2	4	2	6	3	2	11
34220000	2	3	2	6	3	2	9
34240000	2	4	2	6	3	2	8
34260000	2	4	2	6	3	2	8
34280000	2	4	2	5	3	2	9
34300000	2	4	2	6	3	2	8
34320000	2	3	2	6	3	2	9
34340000	2	4	2	7	3	2	8
34360000	2	4	2	6	3	2	10
34380000	2	3	2	7	3	2	11
34400000	2	4	2	6	3	2	8
34420000	2	3	2	6	3	2	9
34440000	2	4	3	6	3	2	8
34460000	2	3	2	6	3	2	8
34480000	2	4	2	6	3	2	8
34500000	2	3	2	6	3	2	8
34520000	3	4	2	6	3	2	9
34540000	3	4	2	5	3	2	8
34560000	3	4	2	6	3	2	10
34580000	2	4	2	5	3	2	9
34600000	2	4	2	5	3	2	8
34620000	2	5	2	6	3	2	8
34640000	2	4	2	6	3	2	8
34660000	2	4	2	6	3	2	8
34680000	3	4	2	5	3	2	8
34700000	2	4	2	6	3	2	8
34720000	3	4	2	5	3	2	9
34740000	2	4	2	6	3	2	8
34760000	2	4	2	6	3	2	8
34780000	2	3	2	7	3	2	8
34800000	2	5	2	5	3	2	10
34820000	2	6	2	6	3	2	8
34840000	2	4	2	8	3	2	9
34860000	2	5	2	7	3	2	9
34880000	3	4	3	6	3	2	8
34900000	2	3	2	6	4	2	11
34920000	2	4	2	8	3	2	9
34940000	2	4	2	6	3	2	8
34960000	2	5	2	6	3	2	9
34980000	3	5	2	6	3	2	8
35000000	2	5	3	6	4	2	8
35020000	2	4	2	6	3	2	11
35040000	3	4	2	7	5	2	8
35060000	2	4	2	6	3	3	9
35080000	2	4	2	4	3	2	8
35100000	2	4	2	6	4	2	10
35120000	2	4	2	6	3	2	8
35140000	2	4	2	6	3	2	8
35160000	3	4	2	6	3	2	10
35180000	2	5	2	5	3	2	10
35200000	2	4	2	7	3	2	10
35220000	2	4	2	6	3	2	10
35240000	2	4	2	6	3	2	9
35260000	2	3	2	6	4	2	8
35280000	2	4	2	6	3	2	9
35300000	2	4	2	6	3	2	8
35320000	3	4	2	6	3	2	8
35340000	3	4	2	6	3	2	9
35360000	2	4	2	6	3	2	10
35380000	3	4	2	6	3	2	11
35400000	3	4	2	7	3	2	11
35420000	2	4	2	6	3	2	11
35440000	3	4	2	6	3	2	11
35460000	2	4	3	6	3	2	10
35480000	2	3	2	6	3	2	9
