states	PB2	PA	HA	NP	NA	MP	NS
30580000	2	5	3	6	2	2	5
30600000	2	6	3	5	2	2	4
30620000	2	5	3	5	2	4	6
30640000	3	5	4	5	2	2	5
30660000	2	5	4	5	3	2	4
30680000	3	6	3	5	2	2	4
30700000	2	9	3	5	2	2	4
30720000	3	5	3	5	2	2	4
30740000	2	5	3	5	2	2	4
30760000	2	5	3	5	2	2	4
30780000	2	5	3	7	2	3	4
30800000	2	5	3	5	2	2	5
30820000	2	5	3	5	2	2	6
30840000	2	5	4	5	2	2	4
30860000	3	5	3	6	2	2	4
30880000	2	5	3	7	2	2	5
30900000	2	5	3	5	2	2	4
30920000	2	4	3	5	2	2	4
30940000	2	5	3	5	2	2	5
30960000	2	5	3	5	2	2	4
30980000	2	5	3	5	2	2	3
31000000	2	5	3	5	2	2	5
31020000	2	5	3	5	3	2	4
31040000	2	5	4	5	2	2	4
31060000	2	5	3	5	3	2	4
31080000	4	5	3	5	2	2	4
31100000	2	5	3	5	2	2	4
31120000	2	4	4	5	2	2	4
31140000	2	5	3	5	2	2	4
31160000	2	5	3	5	2	2	6
31180000	2	6	3	5	2	2	5
31200000	3	5	3	6	2	2	4
31220000	2	4	3	5	2	2	4
31240000	2	5	3	5	2	2	5
31260000	2	5	4	5	2	2	4
31280000	2	5	3	5	2	2	4
31300000	3	5	4	5	2	2	6
31320000	2	5	4	7	2	2	4
31340000	2	5	3	5	2	2	6
31360000	2	6	3	7	2	2	4
31380000	2	7	3	6	2	2	5
31400000	2	5	5	5	2	2	5
31420000	2	6	3	5	2	2	5
31440000	3	5	3	5	2	2	4
31460000	2	6	3	5	2	2	6
31480000	2	5	3	6	2	2	5
31500000	2	5	3	5	2	2	5
31520000	2	5	3	7	2	2	4
31540000	2	5	3	6	2	2	4
31560000	3	5	4	5	2	2	7
31580000	2	5	3	5	2	2	5
31600000	2	7	3	5	2	2	4
31620000	2	5	5	5	2	2	4
31640000	2	5	3	5	2	2	4
31660000	3	8	4	5	2	2	4
31680000	2	6	3	5	2	2	4
31700000	2	4	3	5	2	2	4
31720000	2	4	4	5	3	2	4
31740000	2	7	3	5	2	2	5
31760000	3	5	4	6	2	2	4
31780000	2	5	3	5	2	2	4
31800000	3	5	3	5	2	2	5
31820000	2	5	3	5	2	2	4
31840000	2	5	3	6	2	2	5
31860000	3	5	3	5	2	2	5
31880000	2	4	4	5	2	2	4
31900000	2	5	5	5	2	2	4
31920000	2	6	3	5	2	2	3
31940000	2	5	3	5	2	2	4
31960000	2	6	3	5	2	2	5
31980000	2	5	3	5	2	2	4
32000000	2	4	3	5	2	2	4
32020000	3	6	4	7	2	2	4
32040000	2	5	3	5	2	2	5
32060000	2	6	3	5	2	2	3
32080000	2	5	3	5	2	2	5
32100000	3	6	3	5	2	2	6
32120000	2	6	3	5	2	2	5
32140000	2	5	3	6	2	2	5
32160000	2	5	3	5	2	2	4
32180000	3	5	4	5	2	2	3
32200000	2	6	3	5	3	2	5
32220000	2	6	4	5	2	2	5
32240000	2	5	3	5	2	2	4
32260000	3	7	4	7	2	2	3
32280000	2	5	3	5	2	2	4
32300000	2	5	3	5	2	2	5
32320000	2	5	3	5	2	2	5
32340000	2	6	4	5	3	2	4
32360000	2	5	5	8	2	2	4
32380000	2	5	3	5	2	2	4
32400000	3	6	4	5	2	2	4
32420000	3	5	3	5	2	2	5
32440000	2	5	3	5	3	2	4
32460000	2	5	3	5	2	2	5
32480000	3	6	4	5	2	2	4
32500000	3	5	3	5	2	2	4
32520000	3	5	4	7	2	2	4
32540000	2	5	3	5	2	2	3
32560000	2	5	4	5	2	2	4
32580000	3	5	4	5	2	2	5
32600000	3	4	4	5	2	2	5
32620000	3	5	4	5	2	2	4
32640000	2	5	3	5	2	2	5
32660000	2	5	4	6	2	3	3
32680000	2	5	3	5	3	2	4
32700000	2	5	3	6	2	2	4
32720000	2	5	3	5	2	2	4
32740000	2	5	4	5	2	2	4
32760000	2	6	3	7	2	2	5
32780000	2	8	3	5	2	2	4
32800000	2	5	4	5	2	2	3
32820000	2	5	4	7	2	2	5
32840000	2	5	3	6	2	2	4
32860000	2	5	4	7	3	2	4
32880000	2	5	3	5	2	2	6
32900000	2	5	4	6	2	2	5
32920000	2	4	3	5	2	2	4
32940000	2	5	4	5	2	2	6
32960000	2	6	3	5	2	2	5
32980000	2	5	3	7	2	2	4
33000000	2	5	3	5	2	2	5
33020000	2	5	3	7	2	2	5
33040000	2	5	3	5	3	6	5
33060000	3	5	3	7	2	2	5
33080000	2	5	3	6	2	2	5
33100000	2	5	4	5	2	2	4
33120000	2	5	4	5	2	2	4
33140000	2	5	4	5	2	2	4
33160000	2	6	4	6	2	2	5
33180000	2	5	3	5	3	2	5
33200000	2	6	4	5	2	2	6
33220000	2	5	3	6	2	2	4
33240000	2	5	4	5	2	2	3
33260000	2	5	3	5	2	2	3
33280000	3	6	3	5	2	4	5
33300000	2	5	3	5	2	2	4
33320000	2	5	3	5	2	2	5
33340000	2	5	3	5	2	2	6
33360000	2	5	3	6	2	2	5
33380000	2	4	3	5	2	2	4
33400000	3	4	4	6	2	2	5
33420000	3	5	3	5	2	2	4
33440000	2	5	3	6	3	2	4
33460000	2	5	3	5	3	2	5
33480000	3	5	3	5	2	2	5
33500000	2	5	3	5	2	2	5
33520000	2	5	3	5	2	2	4
33540000	2	5	3	7	2	2	4
33560000	2	6	3	5	2	2	4
33580000	2	5	3	5	2	2	5
33600000	2	5	4	5	2	2	5
33620000	2	5	3	7	2	2	5
33640000	3	5	4	5	2	2	4
33660000	2	5	3	5	2	2	4
33680000	2	5	3	5	2	2	4
33700000	2	5	3	6	3	2	4
33720000	3	5	3	5	2	2	4
33740000	2	5	3	5	2	2	5
33760000	2	6	3	5	2	4	3
33780000	2	5	3	5	2	2	4
33800000	2	6	3	6	2	4	5
33820000	2	4	3	6	2	2	5
33840000	2	5	3	5	2	2	5
33860000	2	5	3	5	2	2	5
33880000	2	7	3	5	2	3	3
33900000	2	5	3	5	2	2	4
33920000	2	5	4	8	2	2	3
33940000	2	5	3	5	2	2	5
33960000	2	5	4	5	2	2	5
33980000	2	5	4	5	2	2	4
34000000	2	5	4	6	2	2	3
34020000	2	5	3	5	2	2	3
34040000	2	6	3	6	2	2	6
34060000	2	5	4	5	2	2	3
34080000	3	5	4	5	2	2	4
34100000	2	5	4	5	2	2	4
34120000	2	5	3	5	2	2	3
34140000	2	5	4	5	2	2	4
34160000	2	5	4	6	2	3	5
34180000	2	5	3	7	2	2	5
34200000	3	5	3	5	2	2	3
34220000	2	5	4	5	2	2	4
34240000	2	5	3	5	2	2	5
34260000	2	5	3	5	2	2	3
34280000	2	5	3	5	2	2	3
34300000	2	5	3	6	2	2	5
34320000	2	5	3	8	2	2	4
34340000	2	5	3	5	2	2	4
34360000	3	5	4	5	2	2	4
34380000	3	5	3	5	2	2	4
34400000	2	5	3	5	2	2	5
34420000	2	5	3	7	2	2	3
34440000	2	5	3	5	2	2	6
34460000	2	4	4	6	2	2	4
34480000	2	5	3	5	2	2	4
34500000	2	5	3	5	2	2	4
34520000	2	5	3	5	2	2	5
34540000	2	5	3	6	3	2	6
34560000	3	5	3	7	2	2	5
34580000	2	5	4	6	2	2	5
34600000	2	5	3	5	2	2	5
34620000	2	6	4	5	2	2	5
34640000	2	6	3	5	2	2	4
34660000	2	5	3	5	2	2	4
34680000	2	4	3	5	2	2	4
34700000	2	5	3	5	2	2	5
34720000	2	7	3	5	2	2	4
34740000	2	5	4	5	2	2	5
34760000	2	6	3	5	2	2	4
34780000	3	5	4	6	2	2	4
34800000	2	6	3	5	2	2	5
34820000	3	5	3	6	2	2	4
34840000	2	5	3	7	2	2	4
34860000	2	5	4	5	2	2	4
34880000	2	5	3	5	2	2	4
34900000	2	6	3	5	2	2	5
34920000	3	6	4	6	2	2	4
34940000	2	5	3	5	2	2	4
34960000	2	6	4	5	2	2	4
34980000	2	5	3	5	2	2	6
35000000	2	5	4	5	2	2	4
35020000	2	5	3	5	2	2	4
35040000	2	4	3	5	2	2	3
35060000	3	5	3	5	2	2	4
35080000	2	5	3	5	2	2	3
35100000	2	6	3	7	2	2	4
35120000	2	5	3	5	2	2	3
35140000	3	5	3	5	2	2	5
35160000	3	4	3	5	2	2	5
35180000	2	5	3	5	3	2	5
35200000	2	5	3	5	2	3	4
35220000	2	5	3	5	2	2	4
35240000	2	5	3	5	4	2	4
35260000	2	5	4	5	2	2	6
35280000	2	5	3	5	2	4	5
35300000	2	5	3	5	2	2	6
35320000	2	5	3	5	2	2	3
35340000	2	5	3	6	2	2	5
35360000	2	5	3	5	2	2	5
35380000	2	6	3	5	2	2	5
35400000	2	5	3	5	2	2	4
35420000	2	5	3	7	2	2	5
35440000	2	5	3	6	2	2	4
35460000	2	5	3	6	2	2	4
35480000	2	5	3	5	2	2	4
