states	PB1	PB2	PA	HA	NP	NA	MP
61300000	6	3	8	7	5	2	1
61320000	8	3	4	6	4	2	1
61340000	6	3	4	7	4	2	1
61360000	5	3	4	7	4	2	1
61380000	5	3	4	6	4	2	1
61400000	5	3	4	7	4	2	1
61420000	5	3	5	7	4	2	1
61440000	5	3	6	6	4	2	1
61460000	6	3	8	6	4	2	1
61480000	6	3	5	6	4	2	1
61500000	5	3	4	6	5	2	1
61520000	5	3	5	8	5	2	1
61540000	6	3	5	6	4	2	1
61560000	5	3	4	6	6	2	2
61580000	5	3	6	6	5	2	2
61600000	6	3	4	8	5	3	2
61620000	6	3	7	6	6	2	2
61640000	5	3	4	7	5	2	1
61660000	6	3	5	7	3	2	1
61680000	5	3	4	6	5	2	1
61700000	5	3	7	7	4	2	1
61720000	5	3	5	7	3	2	1
61740000	6	3	6	7	5	2	1
61760000	5	3	5	7	5	2	2
61780000	5	3	6	7	4	2	2
61800000	5	3	8	6	5	2	2
61820000	5	3	6	8	5	2	2
61840000	5	3	7	7	5	2	2
61860000	6	3	6	5	7	2	2
61880000	5	3	6	5	7	2	2
61900000	6	3	5	5	5	2	2
61920000	5	3	6	6	5	2	2
61940000	6	3	6	6	6	2	2
61960000	5	3	6	5	5	3	4
61980000	5	3	6	5	7	2	2
62000000	5	3	6	7	5	2	2
62020000	5	3	7	7	5	2	2
62040000	5	3	9	6	5	2	2
62060000	6	3	8	6	5	2	2
62080000	5	3	6	6	5	2	2
62100000	5	3	7	6	5	2	1
62120000	7	3	4	7	4	2	1
62140000	6	3	4	7	4	2	1
62160000	5	3	3	6	5	2	2
62180000	5	3	5	8	5	2	2
62200000	6	3	4	6	4	2	1
62220000	5	3	6	6	5	2	1
62240000	5	3	5	6	7	2	2
62260000	5	3	5	6	11	2	2
62280000	6	3	5	7	4	2	2
62300000	5	3	5	6	5	2	2
62320000	5	3	6	6	7	2	2
62340000	5	3	5	6	5	2	2
62360000	5	3	5	7	5	2	2
62380000	5	3	5	6	5	2	2
62400000	6	3	5	6	5	2	2
62420000	8	3	5	5	5	2	2
62440000	7	3	6	5	5	2	2
62460000	7	3	7	5	5	2	2
62480000	5	3	5	6	4	2	2
62500000	5	3	4	6	5	2	2
62520000	6	3	4	6	4	2	1
62540000	5	3	7	6	4	2	1
62560000	6	3	5	6	4	2	1
62580000	6	3	4	6	4	2	1
62600000	6	3	6	7	3	2	1
62620000	8	3	4	7	4	2	1
62640000	8	3	5	6	4	2	1
62660000	6	3	4	6	4	2	1
62680000	6	3	7	7	4	2	1
62700000	7	3	6	7	4	2	1
62720000	6	3	6	6	4	2	1
62740000	5	3	6	6	4	2	1
62760000	5	3	4	7	4	2	1
62780000	5	3	5	6	6	2	2
62800000	6	3	8	8	5	3	2
62820000	6	3	5	6	5	2	2
62840000	5	3	4	7	5	2	2
62860000	5	3	7	6	5	2	2
62880000	6	3	4	6	4	2	1
62900000	5	3	4	8	4	2	1
62920000	5	3	4	6	5	2	1
62940000	5	3	7	7	4	2	1
62960000	7	3	3	6	4	2	3
62980000	5	3	5	5	5	2	2
63000000	5	3	5	5	5	2	3
63020000	5	3	5	7	5	3	2
63040000	5	3	4	6	4	2	2
63060000	5	3	5	7	5	2	1
63080000	5	3	5	7	3	2	1
63100000	6	3	6	6	4	2	1
63120000	6	3	6	7	5	2	3
63140000	6	3	6	6	5	2	2
63160000	6	3	5	5	6	2	2
63180000	5	3	5	6	5	2	2
63200000	6	3	5	6	5	2	2
63220000	5	3	5	6	7	2	2
63240000	5	3	4	7	5	2	2
63260000	5	3	3	6	5	2	2
63280000	5	3	6	7	4	2	2
63300000	5	3	6	5	5	2	2
63320000	5	3	5	6	5	2	2
63340000	5	3	5	7	6	2	2
63360000	5	3	5	6	5	2	2
63380000	6	3	5	6	5	2	2
63400000	5	3	5	6	5	2	2
63420000	5	3	6	5	7	2	2
63440000	5	3	5	7	5	2	2
63460000	5	3	5	6	5	2	2
63480000	7	3	5	6	5	2	2
63500000	5	4	6	6	5	2	1
63520000	7	3	6	6	4	2	1
63540000	6	3	6	7	4	2	2
63560000	6	3	5	7	5	2	2
63580000	5	3	4	8	8	2	2
63600000	5	3	5	8	4	2	1
63620000	6	3	4	8	4	2	1
63640000	5	3	6	6	4	2	1
63660000	5	3	6	6	5	3	1
63680000	7	3	7	6	4	2	1
63700000	5	3	4	7	5	2	2
63720000	6	3	5	5	5	2	2
63740000	5	3	5	7	5	2	2
63760000	5	3	7	6	6	2	2
63780000	5	3	6	6	4	2	1
63800000	5	3	8	6	4	2	1
63820000	6	3	8	6	4	2	1
63840000	7	3	7	7	4	2	1
63860000	6	3	8	6	10	2	1
63880000	6	3	4	6	4	2	1
63900000	6	3	4	7	6	2	1
63920000	6	3	4	6	4	2	1
63940000	5	3	6	6	4	2	1
63960000	5	3	6	6	6	3	1
63980000	9	3	7	6	3	2	1
64000000	5	3	4	6	5	2	1
64020000	6	3	6	6	4	2	1
64040000	6	3	4	7	5	2	1
64060000	5	3	4	8	4	2	1
64080000	6	3	4	7	6	2	1
64100000	7	3	5	7	4	2	1
64120000	5	3	7	6	4	2	2
64140000	7	3	4	7	5	2	1
64160000	5	3	6	9	4	2	1
64180000	5	3	6	6	5	2	2
64200000	5	3	5	6	5	2	2
64220000	5	3	5	7	5	3	2
64240000	6	3	7	6	5	2	2
64260000	5	3	6	6	5	2	2
64280000	5	3	5	6	6	2	2
64300000	5	3	5	5	5	2	2
64320000	6	3	6	6	5	2	2
64340000	7	3	5	6	5	3	2
64360000	5	3	4	5	5	2	2
64380000	5	3	5	6	5	2	2
64400000	6	3	7	6	5	2	2
64420000	6	3	5	6	5	2	2
64440000	6	3	5	6	5	2	2
64460000	6	3	4	6	5	2	2
64480000	9	3	5	8	6	2	1
64500000	5	3	8	7	5	2	2
64520000	6	3	6	7	4	2	1
64540000	5	3	6	7	5	2	2
64560000	5	3	7	6	5	2	2
64580000	7	3	6	6	4	2	3
64600000	6	3	5	7	5	2	1
64620000	6	3	7	6	6	2	2
64640000	6	3	5	5	5	2	2
64660000	5	3	5	6	5	3	2
64680000	5	3	5	5	5	2	2
64700000	5	3	5	6	6	2	2
64720000	5	3	5	5	5	2	2
64740000	6	3	5	7	5	2	4
64760000	6	3	5	7	5	2	2
64780000	5	3	5	6	5	2	2
64800000	5	3	5	8	5	2	3
64820000	5	3	5	6	5	2	2
64840000	5	3	6	5	5	2	2
64860000	5	3	5	5	5	2	2
64880000	5	3	5	6	4	3	2
64900000	6	3	6	7	5	2	4
64920000	5	3	5	6	5	2	2
64940000	6	3	5	6	5	2	2
64960000	5	3	4	6	6	3	2
64980000	5	3	5	6	5	2	2
65000000	5	3	8	6	7	2	2
65020000	6	3	5	7	5	2	2
65040000	5	3	5	7	5	2	2
65060000	5	3	6	7	5	2	2
65080000	5	3	6	6	6	2	1
65100000	5	3	5	7	5	2	1
65120000	5	3	6	8	4	2	1
65140000	6	3	5	7	4	2	1
65160000	7	3	4	6	3	2	1
65180000	6	3	4	6	6	2	1
65200000	5	3	4	7	4	2	1
65220000	5	3	6	6	5	2	1
65240000	6	3	4	7	5	2	1
65260000	6	3	8	6	5	2	1
65280000	5	3	4	6	7	2	1
65300000	6	3	4	7	4	2	1
65320000	5	3	4	7	6	2	1
65340000	6	3	5	7	4	3	1
65360000	5	3	4	7	4	2	3
65380000	5	3	4	6	4	2	1
65400000	5	3	4	7	4	2	1
65420000	5	3	4	6	4	2	1
65440000	8	3	6	8	4	2	1
65460000	6	3	5	6	4	2	1
65480000	8	3	5	6	4	2	1
65500000	7	3	4	6	4	2	1
65520000	8	4	5	8	4	2	1
65540000	6	3	4	9	4	2	1
65560000	6	3	6	7	4	2	1
65580000	6	3	6	6	4	2	1
65600000	7	3	5	8	5	2	1
65620000	7	3	5	7	4	2	1
65640000	7	3	6	8	5	2	1
65660000	6	3	4	7	3	2	1
65680000	5	3	4	7	4	2	1
65700000	5	3	4	6	4	2	1
65720000	6	3	4	6	4	2	1
65740000	5	3	5	6	5	2	1
65760000	5	3	4	7	4	2	1
65780000	5	3	7	8	4	2	1
65800000	6	3	4	9	4	2	1
65820000	7	3	5	7	5	2	1
65840000	7	3	4	7	4	2	1
65860000	5	3	4	7	6	2	1
65880000	6	3	4	6	4	2	1
65900000	5	3	4	7	7	2	1
65920000	5	3	4	6	4	2	1
65940000	5	3	7	7	4	2	1
65960000	5	3	4	7	4	2	1
65980000	7	3	4	8	4	2	1
66000000	6	3	4	6	4	2	1
66020000	6	3	4	7	4	2	1
66040000	6	3	4	6	4	2	1
66060000	7	3	4	6	4	2	1
66080000	7	3	4	7	5	2	1
66100000	8	3	4	6	4	3	1
66120000	6	3	6	6	4	2	1
66140000	5	3	5	6	4	2	1
66160000	5	3	4	6	4	2	1
66180000	5	3	6	6	4	2	1
66200000	7	3	5	6	4	2	1
66220000	6	3	4	7	4	2	1
66240000	5	3	5	7	5	2	1
66260000	7	3	4	7	4	2	1
66280000	5	3	6	7	4	2	1
66300000	5	3	4	7	4	2	1
66320000	8	3	4	8	4	2	1
66340000	5	3	5	6	4	2	1
66360000	5	3	4	6	4	2	1
66380000	5	3	3	6	3	2	1
66400000	5	3	5	6	4	2	1
66420000	6	3	4	6	4	2	1
66440000	5	3	4	6	4	2	1
66460000	5	3	4	7	4	2	1
66480000	5	3	5	7	4	2	1
66500000	7	3	5	7	4	2	1
66520000	6	3	5	6	4	2	1
66540000	5	3	5	6	4	2	1
66560000	5	3	4	6	5	2	2
66580000	5	3	5	6	4	2	1
66600000	7	3	7	6	4	2	1
66620000	7	3	5	6	4	2	2
66640000	5	3	4	6	4	2	1
66660000	5	3	4	8	4	2	1
66680000	5	3	5	6	4	2	1
66700000	5	3	7	7	5	2	2
66720000	6	3	8	6	5	2	2
66740000	5	3	4	6	5	2	2
66760000	5	3	4	8	5	2	1
66780000	5	3	4	6	4	2	1
66800000	5	3	4	6	6	2	2
66820000	5	3	4	6	6	2	2
66840000	6	3	5	8	5	2	2
66860000	5	3	8	6	6	2	2
66880000	8	3	6	8	5	2	2
66900000	6	3	6	5	5	2	2
66920000	6	3	4	6	5	2	2
66940000	6	3	5	7	5	2	2
66960000	5	3	4	7	5	2	2
66980000	7	3	5	6	5	2	2
67000000	5	3	5	8	5	2	2
67020000	5	3	6	6	5	2	2
67040000	5	3	7	6	6	2	2
67060000	5	3	6	6	5	2	3
67080000	5	3	7	6	5	2	2
67100000	5	3	6	6	5	2	2
67120000	5	3	6	7	5	2	2
67140000	5	3	5	6	5	2	2
67160000	7	3	4	8	5	2	2
67180000	6	3	5	7	5	2	2
67200000	5	3	4	6	5	2	2
67220000	5	3	4	6	5	2	2
67240000	5	4	4	6	4	2	1
67260000	5	3	6	7	4	2	1
67280000	7	3	4	7	4	2	1
67300000	5	3	4	6	4	2	1
67320000	6	3	4	6	5	2	2
67340000	6	3	8	7	5	2	2
67360000	7	3	6	7	4	2	1
67380000	7	3	7	8	4	2	1
67400000	6	3	9	6	4	2	1
67420000	6	3	5	6	4	2	1
67440000	6	3	8	9	4	2	1
67460000	8	3	8	6	4	2	1
67480000	6	3	4	7	4	2	1
67500000	7	3	4	7	4	2	1
67520000	5	3	7	7	4	2	1
67540000	6	3	5	7	4	2	1
67560000	5	3	6	7	4	2	1
67580000	6	3	5	7	4	3	1
67600000	5	3	5	7	3	2	1
67620000	5	3	3	6	5	2	1
67640000	5	3	6	6	5	2	1
67660000	5	3	4	8	4	2	1
67680000	5	3	4	7	4	2	1
67700000	5	3	4	7	4	2	1
67720000	5	3	7	6	4	2	2
67740000	5	3	4	7	4	2	1
67760000	6	3	4	7	5	2	1
67780000	8	3	5	7	4	2	1
67800000	8	3	4	6	4	3	1
67820000	7	3	6	6	4	2	1
67840000	5	3	4	6	4	2	1
67860000	7	3	5	6	4	2	1
67880000	6	3	5	6	5	2	1
67900000	6	3	5	6	4	2	1
67920000	5	3	4	8	4	2	1
67940000	5	3	8	6	4	2	1
67960000	6	3	4	6	4	2	1
67980000	7	3	4	7	4	2	1
68000000	8	3	4	6	4	2	1
68020000	7	3	6	7	4	2	1
68040000	6	3	6	6	4	2	1
68060000	6	3	6	7	4	2	1
68080000	6	3	6	8	4	2	1
68100000	5	3	6	6	4	2	1
68120000	7	3	6	7	7	2	1
68140000	5	4	5	6	5	2	2
68160000	6	3	7	5	5	2	2
68180000	5	3	4	8	5	2	2
68200000	5	3	4	5	5	2	2
68220000	6	3	4	7	5	2	2
68240000	6	3	5	6	5	2	2
68260000	5	3	5	7	5	2	2
68280000	6	3	5	5	7	2	2
68300000	5	3	4	6	5	2	2
68320000	5	3	6	6	5	2	2
68340000	6	3	5	7	5	2	2
68360000	5	3	4	8	5	2	2
68380000	7	3	6	7	4	2	1
68400000	9	3	4	6	4	2	1
68420000	5	3	7	6	5	2	2
68440000	5	3	7	6	6	2	2
68460000	5	3	9	7	5	3	2
68480000	5	3	4	6	5	2	2
68500000	6	3	7	6	5	2	2
68520000	5	3	4	5	6	2	2
68540000	5	3	5	6	5	2	2
68560000	5	3	6	8	5	2	1
68580000	5	3	6	6	5	2	3
68600000	5	3	7	6	7	2	2
68620000	5	3	5	7	6	4	2
68640000	5	3	6	6	5	2	2
68660000	5	3	5	6	5	2	2
68680000	6	3	6	7	5	2	2
68700000	5	3	6	6	5	2	2
68720000	5	3	6	6	5	2	2
68740000	5	3	6	7	5	2	2
68760000	8	3	5	6	5	2	3
68780000	6	3	5	6	7	2	2
68800000	8	4	5	7	6	2	2
68820000	5	3	5	6	5	2	2
68840000	6	4	4	7	4	3	2
68860000	5	3	4	5	5	2	2
68880000	7	3	5	6	5	2	2
68900000	6	3	5	6	5	2	3
68920000	5	3	5	6	6	2	2
68940000	5	3	5	7	5	2	2
68960000	6	3	5	9	5	2	2
68980000	6	3	5	7	7	2	2
69000000	6	3	5	6	6	2	2
69020000	6	3	5	6	5	2	2
69040000	5	3	6	5	5	2	4
69060000	5	3	5	5	5	2	2
69080000	5	3	5	6	7	2	2
69100000	6	3	5	6	5	2	2
69120000	5	3	5	6	5	2	2
69140000	6	3	6	5	6	2	3
69160000	5	3	5	5	5	2	2
69180000	6	3	7	7	5	2	2
69200000	6	3	5	6	5	2	2
69220000	5	3	5	7	6	2	2
69240000	5	3	6	6	5	2	2
69260000	5	3	6	6	4	2	1
69280000	5	3	4	7	4	4	1
69300000	6	3	6	6	4	2	1
69320000	6	3	5	6	5	2	2
69340000	6	3	6	6	5	2	2
69360000	7	3	6	7	4	2	1
69380000	6	3	6	6	5	2	2
69400000	7	3	7	6	5	2	2
69420000	6	3	5	6	6	2	2
69440000	6	3	7	7	5	2	2
69460000	7	3	6	6	5	2	1
69480000	6	3	5	7	4	2	1
69500000	5	3	5	6	4	2	1
69520000	5	3	4	7	5	2	1
69540000	7	3	4	6	4	2	1
69560000	6	3	4	7	4	2	1
69580000	8	3	5	6	4	2	1
69600000	5	3	5	7	4	2	1
69620000	6	3	4	7	3	2	1
69640000	6	3	4	7	3	2	1
69660000	5	3	3	7	3	3	1
69680000	6	3	3	6	3	2	1
69700000	7	3	7	7	4	2	1
69720000	5	3	7	7	5	2	1
69740000	6	3	9	7	4	2	1
69760000	6	3	3	7	4	2	1
69780000	6	3	6	6	4	2	1
69800000	7	3	5	7	5	2	1
69820000	8	3	6	7	5	2	1
69840000	5	3	4	6	4	2	1
69860000	5	3	4	6	4	3	1
69880000	5	3	4	6	4	2	1
69900000	6	3	7	7	4	2	1
69920000	5	3	6	6	3	2	1
69940000	5	3	5	6	4	2	1
69960000	6	3	4	7	4	2	1
69980000	6	3	5	7	4	2	1
70000000	5	3	6	6	5	2	2
70020000	5	3	6	6	5	2	2
70040000	5	3	7	6	5	2	2
70060000	5	3	6	6	6	2	3
70080000	6	3	6	6	5	2	2
70100000	5	3	6	6	5	2	2
70120000	6	3	5	6	5	2	2
70140000	5	3	4	5	5	2	2
70160000	5	3	5	6	5	2	2
70180000	6	3	6	5	5	2	2
70200000	7	3	5	5	5	2	2
70220000	5	3	6	6	5	2	2
70240000	6	3	4	7	4	2	2
70260000	6	3	5	6	6	2	2
70280000	5	3	5	6	7	2	2
70300000	6	3	5	6	5	2	2
70320000	6	3	5	6	6	2	2
70340000	5	3	5	7	5	2	2
70360000	6	3	4	6	5	2	2
70380000	5	3	5	5	5	2	2
70400000	5	3	4	5	5	2	2
70420000	5	3	6	7	5	2	3
70440000	5	3	8	6	6	2	2
70460000	5	3	6	5	6	2	2
70480000	5	3	6	5	5	2	2
70500000	6	3	5	6	6	2	2
70520000	6	3	5	5	5	2	2
70540000	5	3	5	7	6	2	2
70560000	6	3	5	6	7	2	2
70580000	10	3	6	7	5	2	2
70600000	6	3	5	6	6	3	2
70620000	5	3	5	7	5	2	2
70640000	5	3	4	6	5	2	2
70660000	5	3	4	6	4	3	2
70680000	6	3	5	6	7	2	2
70700000	5	3	6	8	5	2	2
70720000	6	3	6	8	5	2	2
70740000	5	3	4	6	5	2	2
70760000	6	3	4	7	7	2	2
70780000	10	3	4	6	4	2	1
70800000	5	3	5	6	3	2	1
70820000	8	3	4	6	4	2	1
70840000	6	3	4	7	4	2	1
70860000	9	3	4	7	4	2	1
70880000	5	3	4	6	4	2	1
70900000	6	3	6	6	4	2	1
70920000	5	3	5	7	4	2	1
70940000	5	3	4	7	4	2	1
70960000	5	3	5	7	4	3	1
70980000	9	3	4	6	4	2	1
71000000	5	3	4	6	4	2	1
71020000	6	3	4	7	4	2	1
71040000	6	3	5	6	4	2	1
71060000	5	3	4	8	5	2	1
71080000	6	3	7	7	6	2	2
71100000	5	3	10	7	5	2	2
71120000	7	3	5	7	3	2	1
71140000	6	3	5	7	5	2	1
71160000	6	3	7	7	4	2	1
71180000	5	3	7	6	4	3	1
71200000	5	3	7	6	4	2	1
71220000	7	3	6	7	4	2	1
71240000	6	3	7	8	4	2	1
71260000	6	3	6	6	4	2	1
71280000	6	3	4	7	6	3	1
71300000	5	3	4	6	4	2	1
71320000	6	3	4	6	5	2	1
71340000	7	3	6	7	4	2	1
71360000	7	3	6	7	4	3	1
71380000	5	3	6	6	4	2	1
71400000	5	3	4	6	4	2	1
71420000	7	3	6	6	4	3	1
71440000	7	3	6	6	6	2	1
71460000	5	3	6	6	4	2	1
71480000	7	3	5	7	4	2	1
71500000	5	3	5	6	4	2	1
71520000	6	3	6	7	4	2	1
71540000	7	3	7	6	5	2	1
71560000	7	3	6	7	4	2	1
71580000	6	3	6	7	5	2	2
71600000	6	3	5	6	5	2	2
71620000	5	3	4	6	4	2	2
71640000	5	3	4	6	6	2	2
71660000	5	3	5	6	5	4	2
71680000	5	3	4	6	5	3	2
71700000	5	3	5	6	5	2	2
71720000	5	3	4	5	5	2	2
71740000	5	3	4	5	5	2	2
71760000	5	3	5	6	7	3	2
71780000	5	3	5	5	5	2	3
71800000	6	3	4	6	5	2	3
71820000	6	3	5	9	5	2	2
71840000	6	3	6	8	7	2	2
71860000	5	3	6	6	6	2	2
71880000	5	3	5	6	5	2	2
71900000	5	3	6	5	5	2	2
71920000	5	3	8	7	6	2	4
71940000	5	3	7	6	6	2	2
71960000	6	3	6	6	5	2	2
71980000	5	3	6	5	5	2	2
72000000	5	3	6	7	5	2	2
72020000	6	3	6	6	5	2	2
72040000	7	3	5	5	5	2	2
72060000	5	3	5	5	5	2	2
72080000	7	3	6	5	5	2	2
72100000	5	3	5	5	5	5	2
72120000	5	3	5	5	5	2	2
72140000	5	3	4	8	6	3	2
72160000	6	3	6	7	5	2	2
72180000	6	3	5	6	7	2	2
72200000	5	3	6	7	5	2	2
72220000	5	3	5	7	6	2	2
72240000	5	3	6	7	5	2	2
72260000	5	3	6	7	6	2	2
72280000	8	3	7	5	5	3	2
72300000	6	3	5	5	5	2	2
72320000	5	3	5	5	5	2	2
72340000	6	3	4	5	6	2	2
72360000	6	3	5	6	5	2	2
72380000	5	3	6	7	4	2	1
72400000	5	3	5	7	5	2	1
72420000	7	4	7	6	4	2	1
72440000	6	3	6	8	6	2	2
72460000	5	3	6	7	5	2	2
72480000	5	3	8	6	5	2	2
72500000	5	3	5	6	5	2	3
72520000	5	3	5	6	5	2	2
72540000	5	3	4	6	5	2	2
72560000	5	3	5	6	5	2	3
72580000	5	3	4	7	4	2	2
72600000	5	4	6	6	4	2	2
72620000	6	3	5	7	5	3	2
72640000	7	3	5	6	5	3	2
72660000	6	3	4	6	5	2	2
72680000	6	3	5	7	5	2	2
72700000	6	3	5	6	6	2	2
72720000	5	3	5	6	5	2	2
72740000	5	3	6	6	6	2	1
72760000	6	3	6	7	4	2	1
72780000	6	3	5	6	4	2	1
72800000	5	3	4	8	5	2	2
72820000	5	3	6	7	8	3	2
72840000	5	3	4	6	6	2	3
72860000	5	3	6	7	7	2	2
72880000	6	3	7	6	5	2	2
72900000	5	3	7	6	6	2	2
72920000	6	3	5	6	7	2	2
72940000	7	3	6	6	5	2	2
72960000	5	3	7	5	5	2	2
72980000	5	3	6	5	5	2	2
73000000	5	3	6	6	5	2	2
73020000	5	3	5	8	5	2	2
73040000	5	3	5	6	5	2	2
73060000	5	3	5	6	5	2	2
73080000	5	3	5	7	4	2	1
73100000	6	3	5	7	5	2	1
73120000	5	3	5	6	5	2	2
73140000	5	3	5	5	7	2	2
73160000	5	3	6	7	7	2	2
73180000	5	3	4	6	6	2	1
73200000	6	3	4	7	5	2	1
73220000	5	3	4	6	4	2	1
73240000	6	3	7	7	5	2	2
73260000	6	3	6	6	5	2	2
73280000	5	3	4	6	5	2	2
73300000	6	3	4	7	5	2	2
73320000	8	4	4	6	5	2	2
73340000	6	3	4	6	5	2	2
73360000	6	3	4	8	7	2	2
73380000	5	3	5	6	5	2	2
73400000	6	3	4	7	6	2	2
73420000	5	3	4	6	6	3	1
73440000	5	3	7	6	4	2	1
73460000	7	3	4	6	4	2	1
73480000	5	3	5	8	4	2	1
73500000	5	3	5	6	6	2	2
73520000	7	3	4	5	7	2	3
73540000	5	3	4	6	4	2	1
73560000	7	3	5	6	3	2	1
73580000	8	3	5	6	5	2	1
73600000	5	3	6	6	4	2	1
73620000	5	4	9	6	7	2	2
73640000	7	3	7	6	7	2	2
73660000	5	3	8	8	8	2	2
73680000	5	4	6	6	5	3	2
73700000	5	3	6	6	6	2	2
73720000	5	3	6	5	5	3	2
73740000	5	3	5	5	7	2	2
73760000	6	3	5	5	5	2	2
73780000	5	3	5	5	5	2	2
73800000	5	3	5	6	5	2	3
73820000	5	3	5	6	5	2	2
73840000	5	3	5	5	5	2	2
73860000	5	3	6	5	7	2	2
73880000	5	4	5	6	5	2	2
73900000	5	3	5	6	6	2	2
73920000	5	4	5	6	5	2	2
73940000	5	3	4	5	5	2	2
73960000	5	3	5	6	8	2	2
73980000	5	3	5	5	5	2	2
74000000	5	3	5	6	5	2	2
74020000	5	3	5	6	5	2	2
74040000	7	3	4	6	5	2	1
74060000	6	3	4	8	4	2	1
74080000	8	3	4	7	4	2	1
74100000	6	3	4	6	4	2	1
74120000	5	3	4	7	4	2	1
74140000	5	3	4	8	4	2	1
74160000	5	3	5	8	4	2	1
74180000	5	3	4	8	4	2	1
74200000	8	3	5	7	4	2	1
74220000	7	3	4	7	4	2	1
74240000	7	3	5	7	4	2	1
74260000	6	3	5	7	4	2	1
74280000	6	3	4	6	5	2	1
74300000	7	3	5	6	4	2	1
74320000	5	3	6	6	4	2	1
74340000	5	3	5	7	4	2	1
74360000	6	3	3	7	3	2	1
74380000	5	3	4	6	5	2	1
74400000	5	3	6	7	5	2	1
74420000	6	3	6	7	4	2	1
74440000	5	3	5	7	5	2	1
74460000	5	4	7	6	4	2	3
74480000	5	3	5	8	5	2	2
74500000	5	3	6	6	5	2	2
74520000	5	3	4	6	5	2	2
74540000	10	3	6	5	5	2	2
74560000	5	3	5	7	6	2	2
74580000	6	3	5	7	5	2	2
74600000	6	3	3	7	3	2	1
74620000	5	3	3	8	4	2	1
74640000	6	3	4	7	4	3	1
74660000	6	3	7	6	4	2	1
74680000	8	3	4	7	4	2	1
74700000	6	3	5	6	4	2	1
74720000	6	3	4	7	4	2	1
74740000	6	3	4	6	4	2	1
74760000	6	3	4	8	4	2	1
74780000	5	3	4	7	4	2	1
74800000	5	3	4	8	4	2	1
74820000	5	3	5	7	5	2	2
74840000	5	3	5	6	7	2	2
74860000	5	3	4	6	5	2	2
74880000	5	3	3	5	5	2	2
74900000	6	3	5	5	4	2	2
74920000	5	3	4	5	6	2	2
74940000	5	3	5	5	4	2	2
74960000	6	3	5	6	5	2	2
74980000	6	3	6	6	4	2	1
75000000	5	3	6	6	4	2	1
75020000	5	3	4	6	4	2	1
75040000	5	3	4	6	4	2	1
75060000	6	3	4	8	4	2	1
75080000	5	3	4	6	4	2	2
75100000	6	3	4	7	4	2	1
75120000	7	3	5	7	4	2	1
75140000	6	3	5	7	5	2	1
75160000	6	3	4	7	4	2	1
75180000	5	3	3	6	3	2	1
75200000	6	3	6	7	4	2	1
75220000	7	3	4	6	4	2	1
75240000	5	3	5	8	4	2	1
75260000	5	3	4	7	5	2	1
75280000	8	3	4	7	4	2	1
75300000	5	3	4	7	4	2	1
75320000	5	3	5	6	4	2	1
75340000	6	3	5	8	4	2	2
75360000	7	4	4	6	3	2	2
75380000	6	4	4	7	4	3	1
75400000	6	3	4	6	5	3	1
75420000	7	3	6	6	5	2	1
75440000	6	3	5	8	4	2	1
75460000	5	3	5	7	4	2	1
75480000	5	3	6	9	6	2	2
75500000	6	3	4	7	5	2	2
75520000	5	3	5	7	6	2	2
75540000	5	3	4	8	5	2	2
75560000	5	3	4	6	4	2	2
75580000	5	3	5	6	5	2	2
75600000	5	3	5	7	5	2	2
75620000	6	3	5	6	8	2	2
75640000	5	3	4	5	7	2	2
75660000	5	3	7	7	6	2	2
75680000	5	3	5	5	6	2	2
75700000	5	3	5	7	5	2	2
75720000	5	3	4	6	5	2	2
75740000	5	3	5	7	6	2	2
75760000	5	3	5	6	7	2	3
75780000	5	3	5	7	9	2	4
75800000	5	3	5	7	5	2	4
75820000	5	3	5	7	5	3	2
75840000	5	3	5	6	7	2	2
75860000	5	3	5	7	5	2	2
75880000	5	3	5	6	6	2	2
75900000	5	3	5	6	5	2	2
75920000	5	3	5	7	5	2	2
75940000	5	3	5	6	6	2	2
75960000	5	3	4	7	5	2	2
75980000	5	3	5	5	7	2	2
76000000	5	3	5	7	5	2	2
76020000	5	3	5	6	5	2	2
76040000	5	3	6	8	5	3	2
76060000	5	3	4	6	5	2	2
76080000	5	3	7	6	5	2	1
76100000	5	3	5	6	3	2	1
76120000	6	3	9	7	4	2	1
76140000	5	3	5	6	4	2	1
76160000	5	3	7	6	4	3	1
76180000	5	3	6	6	4	2	1
76200000	6	3	4	7	4	2	1
76220000	5	3	4	6	4	2	1
76240000	5	4	8	8	5	2	1
76260000	5	3	6	6	5	2	2
76280000	5	3	6	6	5	2	2
76300000	5	3	5	5	5	2	2
76320000	5	3	5	5	5	2	2
76340000	5	3	8	6	6	2	2
76360000	5	3	5	6	5	2	2
76380000	5	3	5	5	6	2	2
76400000	6	3	5	6	5	2	2
76420000	5	3	5	6	5	2	2
76440000	5	3	5	6	5	2	2
76460000	5	3	5	6	9	2	2
76480000	5	3	4	6	5	2	2
76500000	5	3	5	6	6	2	2
76520000	6	3	5	6	5	2	2
76540000	5	3	5	6	9	3	3
76560000	5	3	5	7	5	2	2
76580000	6	3	5	7	5	2	2
76600000	5	3	5	5	5	2	2
76620000	6	3	6	5	5	2	2
76640000	5	3	5	6	5	2	2
76660000	5	3	5	6	5	2	2
76680000	6	3	7	6	5	2	2
76700000	6	3	5	5	5	2	2
76720000	7	3	5	5	5	2	2
76740000	6	3	4	5	4	2	2
76760000	5	4	6	6	4	2	2
76780000	5	3	6	6	7	2	2
76800000	5	4	4	6	5	2	2
