states	PB1	PB2	PA	HA	NP	NA	MP
63980000	8	3	4	6	4	2	1
64000000	7	3	6	8	4	2	1
64020000	7	3	6	7	4	2	1
64040000	5	3	6	6	4	2	1
64060000	7	3	5	6	3	2	1
64080000	5	3	5	6	4	2	1
64100000	5	3	4	7	4	2	1
64120000	5	3	6	7	3	2	1
64140000	5	3	6	6	3	2	1
64160000	5	3	6	6	3	2	1
64180000	5	3	8	5	6	2	2
64200000	7	3	5	6	5	2	2
64220000	6	3	5	5	5	2	2
64240000	6	3	7	6	4	2	4
64260000	6	3	4	7	4	2	1
64280000	5	3	4	7	5	2	1
64300000	6	3	7	5	5	2	2
64320000	5	3	5	6	4	2	2
64340000	6	3	6	6	5	5	2
64360000	5	3	4	7	5	2	2
64380000	7	3	6	7	6	2	2
64400000	5	3	5	6	6	2	2
64420000	5	3	4	6	5	2	2
64440000	5	3	5	5	5	2	2
64460000	5	3	4	7	5	2	2
64480000	5	3	5	7	5	2	3
64500000	5	3	5	6	5	2	2
64520000	5	3	6	6	5	2	2
64540000	5	3	6	6	5	2	2
64560000	5	3	5	6	5	2	2
64580000	5	3	5	6	5	2	2
64600000	7	3	7	10	4	3	2
64620000	5	3	7	7	4	2	1
64640000	5	3	5	6	5	2	1
64660000	5	3	6	7	5	2	1
64680000	5	3	4	6	3	2	1
64700000	5	3	7	6	4	2	1
64720000	6	3	9	7	4	2	1
64740000	7	3	6	7	5	2	1
64760000	6	3	4	7	5	2	1
64780000	5	3	8	8	5	2	1
64800000	5	3	5	6	4	2	1
64820000	5	3	3	6	3	2	1
64840000	5	3	4	7	4	2	1
64860000	5	3	4	7	4	2	1
64880000	6	3	5	6	4	2	1
64900000	5	3	4	7	4	2	1
64920000	5	3	5	7	5	2	2
64940000	5	3	6	6	5	2	2
64960000	6	3	3	6	3	2	1
64980000	5	3	5	8	3	2	1
65000000	6	3	5	7	4	2	1
65020000	5	3	5	6	3	2	1
65040000	5	3	7	6	4	2	1
65060000	5	3	4	7	4	2	1
65080000	6	3	4	7	4	2	1
65100000	5	3	8	7	4	2	1
65120000	6	3	5	6	4	2	1
65140000	5	3	5	7	5	2	2
65160000	6	3	4	6	5	2	2
65180000	5	3	5	5	5	2	2
65200000	5	3	4	5	7	2	2
65220000	7	3	4	7	6	2	2
65240000	5	3	5	5	5	2	2
65260000	5	3	5	6	5	2	2
65280000	5	3	6	6	5	2	2
65300000	5	3	6	6	7	2	2
65320000	6	3	7	5	5	2	2
65340000	6	3	7	6	5	2	2
65360000	5	3	4	5	7	2	2
65380000	5	3	5	6	7	2	2
65400000	5	3	5	7	5	2	2
65420000	5	3	6	6	6	2	2
65440000	6	3	5	6	5	2	2
65460000	5	3	5	6	6	2	2
65480000	6	3	5	6	5	2	2
65500000	6	3	5	6	5	2	2
65520000	5	3	5	6	5	2	2
65540000	9	3	7	6	6	2	2
65560000	5	3	5	7	5	2	2
65580000	5	3	5	6	6	2	2
65600000	6	3	5	7	6	2	2
65620000	5	3	6	7	6	3	4
65640000	5	3	6	6	5	2	2
65660000	5	3	6	6	5	2	2
65680000	6	3	4	7	7	2	2
65700000	5	3	5	6	5	2	4
65720000	5	3	6	6	5	2	1
65740000	5	3	8	7	6	2	3
65760000	6	3	5	6	5	2	2
65780000	5	3	6	6	5	2	2
65800000	5	3	6	5	6	2	2
65820000	5	3	5	5	5	3	2
65840000	7	3	7	6	5	2	2
65860000	6	3	6	5	6	2	3
65880000	5	3	6	5	6	2	2
65900000	5	3	7	5	5	2	2
65920000	5	3	7	6	5	2	2
65940000	5	3	6	6	5	2	2
65960000	5	3	5	7	5	2	2
65980000	5	3	5	5	6	2	2
66000000	5	3	5	5	5	2	2
66020000	5	3	5	6	6	2	2
66040000	5	3	5	6	5	2	2
66060000	5	3	5	6	5	2	3
66080000	5	3	5	5	6	2	2
66100000	5	3	6	6	5	2	3
66120000	6	3	5	7	6	2	2
66140000	5	3	5	6	5	2	2
66160000	5	3	5	6	5	3	2
66180000	5	3	5	6	4	2	2
66200000	5	3	6	6	5	2	2
66220000	5	3	5	5	5	2	4
66240000	7	4	6	5	5	2	2
66260000	5	5	3	5	5	2	2
66280000	5	3	5	7	4	2	2
66300000	5	3	9	7	7	2	2
66320000	6	3	6	5	5	2	3
66340000	6	3	5	5	5	2	3
66360000	5	3	5	7	5	2	2
66380000	8	3	4	6	4	2	1
66400000	9	3	5	7	6	2	1
66420000	5	3	4	7	4	2	1
66440000	6	3	4	8	4	2	1
66460000	6	3	5	6	6	2	2
66480000	6	3	4	6	5	2	2
66500000	6	3	5	6	5	2	2
66520000	6	3	5	7	5	2	4
66540000	5	5	4	7	5	2	2
66560000	5	3	4	6	4	3	2
66580000	7	3	6	7	8	2	2
66600000	5	3	4	5	5	2	2
66620000	5	3	6	5	4	2	2
66640000	6	3	5	6	4	2	2
66660000	5	3	5	8	5	2	2
66680000	5	3	5	6	5	2	2
66700000	6	3	5	6	7	2	2
66720000	5	3	5	6	5	2	2
66740000	5	3	5	6	5	2	2
66760000	5	3	4	7	4	2	1
66780000	5	3	4	8	5	3	1
66800000	6	3	5	7	4	2	1
66820000	5	3	6	6	4	2	1
66840000	5	3	5	7	4	2	1
66860000	7	3	5	7	3	2	1
66880000	5	3	4	7	4	2	1
66900000	5	3	4	8	4	2	1
66920000	7	3	5	7	4	2	1
66940000	5	3	4	6	4	2	1
66960000	5	3	5	7	4	2	2
66980000	5	3	6	6	4	3	1
67000000	5	3	4	7	4	2	1
67020000	5	3	4	8	4	2	1
67040000	5	3	5	6	6	2	1
67060000	6	3	4	7	5	2	1
67080000	6	3	4	7	4	2	1
67100000	5	3	4	6	5	2	1
67120000	5	3	4	6	4	2	1
67140000	5	3	4	7	4	2	1
67160000	6	3	5	8	4	3	1
67180000	5	3	5	6	4	2	2
67200000	6	3	5	7	4	2	1
67220000	5	3	4	7	4	2	1
67240000	5	3	5	7	5	2	1
67260000	5	3	7	8	5	2	1
67280000	6	4	6	6	4	2	1
67300000	5	3	4	6	4	2	1
67320000	6	3	7	7	8	2	1
67340000	6	3	7	8	4	2	1
67360000	5	3	8	7	5	2	1
67380000	7	3	4	6	4	2	1
67400000	6	3	5	7	5	2	1
67420000	5	3	4	6	4	3	1
67440000	7	3	6	7	4	2	1
67460000	5	3	5	7	4	2	1
67480000	5	3	4	8	4	2	1
67500000	5	3	4	5	5	2	2
67520000	5	3	4	8	4	2	2
67540000	5	3	3	5	6	2	2
67560000	5	3	3	5	8	2	2
67580000	5	3	5	7	7	3	2
67600000	5	3	5	5	5	2	2
67620000	5	3	5	5	5	2	2
67640000	5	3	4	7	4	2	1
67660000	7	3	5	7	4	3	2
67680000	6	3	4	9	4	2	1
67700000	5	3	7	7	4	2	1
67720000	6	3	5	7	5	2	1
67740000	6	3	7	7	5	2	1
67760000	7	3	7	7	5	2	1
67780000	5	3	6	7	4	2	1
67800000	6	3	4	7	4	2	1
67820000	7	3	6	7	4	2	1
67840000	5	3	5	6	4	2	1
67860000	5	3	6	7	5	2	1
67880000	5	3	4	7	4	2	1
67900000	5	3	10	7	5	3	1
67920000	6	3	5	6	4	3	1
67940000	5	3	6	7	5	2	2
67960000	5	3	5	7	5	2	2
67980000	5	3	6	8	5	3	2
68000000	5	3	5	6	4	2	2
68020000	5	3	8	7	3	2	1
68040000	5	3	5	7	4	2	1
68060000	6	3	4	7	5	2	2
68080000	6	3	5	6	5	2	2
68100000	6	3	4	6	6	2	2
68120000	5	3	6	7	5	2	2
68140000	5	3	3	5	5	2	2
68160000	5	3	4	6	5	2	2
68180000	5	3	4	6	5	2	2
68200000	6	3	6	6	7	2	2
68220000	7	3	4	6	4	2	1
68240000	5	3	4	6	4	2	1
68260000	5	3	5	6	5	2	2
68280000	5	3	7	7	5	2	1
68300000	5	3	7	6	4	2	1
68320000	6	3	4	7	4	2	1
68340000	7	3	4	8	4	2	1
68360000	6	3	5	8	4	2	1
68380000	5	3	4	7	4	2	1
68400000	7	3	5	6	5	3	1
68420000	6	3	4	6	4	2	1
68440000	6	3	5	7	4	2	1
68460000	6	3	5	6	4	2	1
68480000	5	3	5	8	4	2	1
68500000	5	3	4	8	4	2	1
68520000	6	3	6	7	5	2	1
68540000	5	3	6	7	4	2	1
68560000	6	3	5	6	5	2	1
68580000	5	3	6	7	4	2	1
68600000	6	3	4	7	4	2	1
68620000	5	3	4	6	5	2	1
68640000	5	3	4	7	4	5	1
68660000	5	3	4	7	4	2	1
68680000	5	3	5	7	4	2	1
68700000	9	3	4	8	4	3	1
68720000	8	3	5	8	4	2	1
68740000	6	3	4	9	4	3	1
68760000	5	3	4	6	4	2	1
68780000	5	3	5	7	4	2	1
68800000	5	3	8	7	3	2	1
68820000	5	3	7	6	4	2	2
68840000	5	3	7	7	4	2	1
68860000	5	3	6	7	4	3	1
68880000	5	3	7	7	4	2	1
68900000	6	3	4	7	4	3	1
68920000	7	3	4	6	6	2	1
68940000	5	3	5	7	4	2	3
68960000	5	3	6	6	5	2	1
68980000	5	3	5	7	4	2	1
69000000	7	3	4	6	4	2	1
69020000	5	3	4	7	5	2	1
69040000	6	3	4	6	4	2	1
69060000	8	3	4	7	4	2	1
69080000	5	3	6	6	4	2	1
69100000	5	3	6	7	6	2	2
69120000	5	3	6	5	5	2	2
69140000	6	3	3	6	3	2	2
69160000	5	3	8	6	5	2	1
69180000	6	3	4	6	4	2	1
69200000	5	3	5	6	3	2	1
69220000	6	3	3	6	3	3	1
69240000	5	3	3	6	3	2	1
69260000	5	3	7	7	4	2	1
69280000	5	3	5	7	5	2	2
69300000	6	3	5	6	5	2	2
69320000	5	3	5	6	5	2	2
69340000	5	4	5	6	5	3	2
69360000	5	3	5	8	5	2	2
69380000	6	3	5	6	6	2	2
69400000	5	3	5	6	6	2	2
69420000	5	3	6	6	5	2	2
69440000	5	3	6	7	6	2	2
69460000	5	3	5	6	7	2	2
69480000	5	3	5	6	5	2	2
69500000	6	3	7	8	7	2	2
69520000	5	3	5	6	5	2	2
69540000	5	3	5	6	5	2	2
69560000	5	3	4	5	5	2	2
69580000	5	3	6	8	4	2	1
69600000	5	3	6	6	4	2	1
69620000	5	3	5	6	5	2	2
69640000	6	3	5	7	5	2	2
69660000	5	3	5	5	5	2	2
69680000	5	3	6	6	5	3	2
69700000	5	3	7	7	5	2	2
69720000	5	3	11	7	5	2	2
69740000	5	3	7	6	5	2	1
69760000	5	3	6	7	4	2	2
69780000	5	3	8	7	4	2	1
69800000	5	3	6	6	4	2	1
69820000	5	4	4	6	4	2	1
69840000	6	3	5	6	4	2	1
69860000	8	3	6	8	4	2	1
69880000	6	3	6	6	4	2	1
69900000	5	3	4	6	6	2	2
69920000	6	3	7	7	9	2	1
69940000	5	3	5	7	5	2	2
69960000	5	3	4	7	5	2	2
69980000	5	3	4	7	6	2	2
70000000	5	3	5	6	5	2	2
70020000	5	3	5	7	5	2	2
70040000	5	3	4	6	4	2	1
70060000	6	3	5	6	4	2	1
70080000	5	3	4	7	4	2	2
70100000	5	3	6	6	6	2	2
70120000	5	3	4	6	6	3	2
70140000	5	3	5	7	5	2	2
70160000	5	3	6	6	5	3	2
70180000	5	3	5	6	5	2	2
70200000	5	3	5	6	5	2	2
70220000	6	3	4	6	6	2	2
70240000	5	3	4	6	5	2	2
70260000	5	3	5	9	5	2	2
70280000	5	3	5	6	5	2	2
70300000	6	3	6	6	5	2	2
70320000	5	3	5	7	7	2	2
70340000	5	3	5	7	5	2	2
70360000	7	3	4	5	4	2	2
70380000	5	3	4	5	4	2	2
70400000	5	3	4	5	4	2	2
70420000	5	3	5	6	4	2	2
70440000	7	3	4	7	4	2	1
70460000	6	3	4	7	5	2	1
70480000	5	3	3	6	5	2	2
70500000	5	3	4	6	7	2	2
70520000	5	3	4	6	5	2	2
70540000	5	3	6	6	5	3	2
70560000	6	3	5	6	6	2	2
70580000	6	3	4	6	5	2	2
70600000	7	3	5	6	6	2	2
70620000	5	3	4	6	6	2	2
70640000	5	3	5	6	5	2	2
70660000	5	3	5	6	5	2	2
70680000	5	3	6	6	5	2	2
70700000	6	3	5	6	5	2	2
70720000	5	3	5	6	5	2	2
70740000	6	3	4	6	5	2	2
70760000	5	3	5	6	9	2	2
70780000	5	3	6	6	6	2	3
70800000	5	3	5	6	5	2	3
70820000	5	3	5	6	5	2	2
70840000	5	3	5	6	5	2	3
70860000	5	3	5	5	5	2	2
70880000	5	3	4	8	4	2	2
70900000	5	3	5	6	5	2	2
70920000	5	3	6	5	5	2	2
70940000	6	3	4	6	5	2	2
70960000	6	3	5	6	5	2	2
70980000	6	3	4	7	5	2	2
71000000	5	3	6	6	6	2	2
71020000	5	3	4	6	4	2	2
71040000	5	3	6	6	7	2	3
71060000	5	3	6	8	5	2	2
71080000	5	3	5	7	5	2	5
71100000	5	3	5	6	5	2	2
71120000	5	3	4	8	5	2	2
71140000	5	3	6	6	5	2	2
71160000	5	3	6	5	4	2	3
71180000	5	3	5	6	5	2	2
71200000	5	3	5	7	5	2	2
71220000	5	3	5	6	5	2	2
71240000	5	3	6	6	5	2	2
71260000	5	3	5	7	8	2	3
71280000	6	3	6	7	5	2	1
71300000	5	3	6	8	5	2	1
71320000	5	3	5	6	5	2	2
71340000	5	3	4	5	4	2	2
71360000	5	3	5	6	5	2	2
71380000	5	3	5	7	5	2	2
71400000	5	3	5	6	5	2	2
71420000	5	3	5	6	5	2	2
71440000	5	3	5	8	5	2	3
71460000	5	3	5	6	5	2	2
71480000	5	3	5	5	5	2	2
71500000	5	3	5	7	5	2	2
71520000	5	3	5	6	7	2	2
71540000	6	3	6	6	5	2	2
71560000	7	3	6	7	5	2	3
71580000	5	3	5	8	5	2	2
71600000	6	3	5	6	7	2	2
71620000	5	3	7	5	5	2	2
71640000	5	3	5	6	5	2	2
71660000	5	3	6	5	5	3	2
71680000	6	3	5	6	5	2	2
71700000	6	3	5	5	5	2	2
71720000	5	3	5	6	4	2	2
71740000	5	3	5	6	5	2	2
71760000	5	3	5	5	5	2	2
71780000	6	3	5	6	7	2	2
71800000	5	3	5	6	6	2	2
71820000	8	3	5	7	5	2	2
71840000	6	3	6	7	5	2	2
71860000	6	3	5	7	5	2	2
71880000	5	3	7	7	4	2	2
71900000	6	3	6	5	6	2	2
71920000	6	3	5	7	4	2	1
71940000	7	3	5	6	4	2	1
71960000	6	3	7	6	6	2	2
71980000	5	3	6	6	5	2	2
72000000	5	3	7	7	6	2	2
72020000	5	3	7	6	5	2	2
72040000	5	3	7	5	6	2	2
72060000	7	3	6	6	4	2	1
72080000	7	3	5	6	4	2	1
72100000	7	3	8	6	4	3	2
72120000	5	3	6	6	5	2	2
72140000	5	3	4	6	4	2	1
72160000	7	3	5	7	4	2	1
72180000	7	3	5	7	4	3	1
72200000	10	3	5	6	5	2	1
72220000	7	3	8	7	4	2	1
72240000	8	3	4	7	4	2	1
72260000	5	4	5	6	5	2	1
72280000	5	3	5	6	5	2	1
72300000	6	3	4	6	4	2	1
72320000	6	3	4	6	5	2	1
72340000	5	3	4	6	4	3	1
72360000	6	3	5	7	4	2	1
72380000	7	3	5	8	5	2	1
72400000	5	3	6	6	4	2	1
72420000	7	3	4	6	4	2	1
72440000	6	3	5	6	4	2	1
72460000	6	3	6	7	4	2	1
72480000	7	3	6	6	4	2	1
72500000	6	3	5	7	4	2	1
72520000	5	3	6	6	4	2	1
72540000	5	3	5	5	5	2	2
72560000	5	3	5	6	5	2	2
72580000	5	3	5	5	5	2	2
72600000	5	3	6	6	6	2	2
72620000	5	4	5	6	5	2	2
72640000	6	3	6	6	5	3	2
72660000	5	3	4	7	5	2	2
72680000	6	3	6	6	5	2	2
72700000	5	3	5	5	5	2	2
72720000	5	3	5	6	5	2	2
72740000	5	3	5	7	6	2	2
72760000	5	3	5	6	5	2	2
72780000	5	3	5	6	5	2	2
72800000	6	3	4	6	7	2	2
72820000	5	3	4	6	5	2	2
72840000	6	3	4	7	5	2	2
72860000	5	3	4	9	5	2	2
72880000	5	3	9	7	4	2	2
72900000	5	3	7	7	5	2	2
72920000	6	3	6	7	5	2	2
72940000	6	3	7	7	4	2	1
72960000	5	3	8	7	4	3	1
72980000	6	3	4	7	4	2	1
73000000	6	3	6	6	4	2	1
73020000	6	3	8	6	5	2	1
73040000	6	3	6	6	4	2	1
73060000	7	3	7	6	4	2	1
73080000	5	3	4	8	6	2	2
73100000	6	3	4	7	5	2	2
73120000	5	3	6	8	5	2	2
73140000	5	3	4	6	5	2	2
73160000	5	3	5	6	5	2	2
73180000	5	3	4	6	5	2	2
73200000	5	3	5	6	6	2	2
73220000	5	3	4	6	5	2	2
73240000	5	4	4	7	5	2	2
73260000	5	4	5	8	4	2	2
73280000	6	3	4	7	4	2	1
73300000	5	3	5	7	4	2	1
73320000	5	3	4	7	4	2	1
73340000	7	3	4	7	4	2	1
73360000	7	3	4	7	4	2	1
73380000	5	3	6	9	4	2	1
73400000	5	3	6	7	4	2	1
73420000	6	3	4	6	4	2	1
73440000	5	3	4	9	4	2	1
73460000	5	3	6	8	4	2	1
73480000	7	3	5	6	4	2	1
73500000	5	3	4	7	4	2	1
73520000	6	3	4	6	4	2	1
73540000	5	3	6	7	6	2	1
73560000	5	3	4	6	4	2	1
73580000	5	3	7	6	4	2	1
73600000	5	4	4	6	4	3	1
73620000	5	3	4	6	6	2	2
73640000	5	3	4	7	4	2	1
73660000	5	3	4	7	4	2	1
73680000	6	3	4	6	5	2	1
73700000	5	3	4	7	5	2	1
73720000	6	3	5	5	6	2	3
73740000	5	3	5	6	5	2	2
73760000	5	3	6	5	4	2	2
73780000	5	3	5	6	5	2	2
73800000	6	3	4	6	6	2	2
73820000	5	3	5	6	6	2	2
73840000	5	3	5	5	5	2	2
73860000	6	3	4	5	4	2	2
73880000	5	3	4	5	5	2	2
73900000	5	3	5	5	5	2	2
73920000	6	3	8	6	6	2	2
73940000	7	3	7	6	5	2	1
73960000	5	3	7	7	6	2	1
73980000	7	3	4	7	4	2	1
74000000	5	3	7	7	4	2	1
74020000	6	3	9	6	6	2	1
74040000	5	3	6	6	4	2	1
74060000	6	3	4	8	5	2	2
74080000	5	3	5	8	5	2	2
74100000	6	3	4	6	5	2	2
74120000	5	3	5	7	6	2	2
74140000	5	5	5	6	5	2	2
74160000	5	3	5	8	5	2	3
74180000	5	3	4	7	5	2	2
74200000	5	3	8	8	5	2	2
74220000	5	3	6	8	4	3	1
74240000	6	3	6	6	4	2	1
74260000	5	3	4	6	4	2	1
74280000	7	3	4	6	4	2	1
74300000	6	3	5	8	5	2	1
74320000	6	3	7	7	5	2	1
74340000	6	3	4	6	4	2	1
74360000	6	3	9	8	4	2	1
74380000	6	3	5	7	4	2	1
74400000	5	3	6	6	4	2	1
74420000	7	3	5	7	7	2	1
74440000	5	3	6	8	6	2	1
74460000	7	3	7	7	4	2	1
74480000	5	3	6	7	4	2	2
74500000	5	3	7	7	4	2	1
74520000	5	3	6	6	4	2	2
74540000	5	3	6	6	4	2	1
74560000	8	3	6	7	4	2	1
74580000	6	3	4	6	4	2	2
74600000	6	3	6	6	5	2	2
74620000	5	3	6	5	5	2	2
74640000	5	3	7	6	5	2	2
74660000	5	3	5	6	5	2	2
74680000	7	3	5	7	5	2	2
74700000	5	3	5	5	4	2	2
74720000	6	3	5	6	4	2	1
74740000	6	3	6	7	4	2	1
74760000	7	3	7	7	4	2	1
74780000	5	3	5	7	5	2	2
74800000	5	3	10	10	4	2	1
74820000	8	3	5	7	4	2	1
74840000	7	3	4	7	5	2	1
74860000	5	3	6	6	4	2	1
74880000	5	3	6	6	4	2	2
74900000	7	3	6	7	4	2	1
74920000	7	4	6	6	4	2	1
74940000	5	3	6	6	4	2	1
74960000	7	3	6	7	4	2	1
74980000	6	3	5	7	4	2	1
75000000	7	3	5	7	4	2	1
75020000	7	3	5	6	4	2	1
75040000	7	3	6	6	4	2	1
75060000	7	3	4	7	4	2	1
75080000	7	3	4	7	4	2	1
75100000	5	3	6	6	7	2	2
75120000	5	3	5	7	5	2	2
75140000	7	3	4	7	4	3	1
75160000	6	3	8	6	4	2	1
75180000	6	3	5	7	4	2	1
75200000	5	3	6	6	4	2	2
75220000	6	4	7	7	4	2	1
75240000	7	3	6	7	4	2	1
75260000	5	3	6	7	4	2	1
75280000	5	3	4	7	4	2	1
75300000	5	3	5	6	4	2	1
75320000	5	3	4	6	4	2	1
75340000	5	3	8	6	4	2	1
75360000	5	3	5	6	4	2	1
75380000	6	3	6	6	5	2	1
75400000	6	3	6	7	4	2	1
75420000	6	3	6	7	4	2	1
75440000	5	3	4	7	4	2	1
75460000	6	3	4	6	4	2	1
75480000	5	3	4	7	4	3	1
75500000	7	3	4	6	4	2	1
75520000	7	3	6	7	3	2	1
75540000	6	3	3	6	3	2	1
75560000	5	3	4	7	5	2	1
75580000	5	3	4	6	7	2	1
75600000	5	3	5	6	4	2	1
75620000	5	3	4	8	5	2	1
75640000	6	3	5	7	4	2	1
75660000	6	3	4	6	5	2	1
75680000	6	3	4	6	6	2	2
75700000	7	3	5	7	5	2	3
75720000	5	3	5	7	7	2	3
75740000	5	3	6	8	5	2	2
75760000	5	3	7	7	5	2	2
75780000	6	3	8	6	5	2	2
75800000	5	3	4	6	5	2	2
75820000	6	3	7	6	5	2	2
75840000	7	4	4	6	4	2	2
75860000	5	3	5	6	5	2	3
75880000	6	3	7	7	5	3	2
75900000	5	3	6	6	6	3	2
75920000	5	3	7	9	5	2	2
75940000	5	3	7	6	5	2	2
75960000	5	3	5	6	5	2	2
75980000	5	3	6	6	5	2	2
76000000	6	3	6	6	8	2	2
76020000	6	3	6	7	5	2	2
76040000	5	3	5	6	5	2	2
76060000	5	3	5	5	5	2	4
76080000	7	3	7	8	5	2	1
76100000	6	3	4	6	4	2	1
76120000	6	3	4	7	4	2	1
76140000	5	3	5	7	4	2	1
76160000	7	3	6	6	4	2	1
76180000	5	3	7	8	4	2	2
76200000	6	3	9	7	5	2	2
76220000	5	3	4	7	5	2	2
76240000	6	3	6	7	4	2	1
76260000	6	3	7	7	5	3	1
76280000	7	3	5	8	4	2	1
76300000	7	3	5	7	4	2	1
76320000	7	3	7	7	4	2	1
76340000	6	3	8	6	5	2	1
76360000	5	3	7	7	4	2	1
76380000	7	3	8	6	4	2	1
76400000	7	3	4	6	4	2	1
76420000	5	3	4	7	4	2	1
76440000	5	3	5	7	4	2	1
76460000	5	3	7	7	6	2	1
76480000	6	3	6	7	4	2	1
76500000	5	3	7	6	4	3	1
76520000	6	3	7	7	4	2	1
76540000	6	3	6	6	4	2	1
76560000	6	3	6	6	5	2	1
76580000	5	3	7	6	4	2	1
76600000	7	3	4	7	4	2	1
76620000	5	3	5	5	5	2	2
76640000	8	4	4	6	5	2	2
76660000	5	3	4	7	5	2	1
76680000	6	3	5	7	4	2	1
76700000	7	3	4	7	5	2	2
76720000	5	3	6	6	6	2	2
76740000	5	3	6	5	4	2	2
76760000	5	3	8	5	4	2	2
76780000	8	3	4	6	5	2	2
76800000	5	3	8	7	5	2	2
76820000	6	3	6	7	4	2	1
76840000	6	3	6	6	5	2	1
76860000	5	3	5	6	7	4	3
76880000	5	3	7	6	5	2	1
76900000	6	3	6	6	4	2	1
76920000	5	3	7	7	5	2	1
76940000	5	3	5	7	4	2	1
76960000	5	3	4	6	3	2	1
76980000	5	3	4	7	5	2	1
77000000	6	3	5	7	5	2	1
77020000	6	3	4	6	4	2	1
77040000	5	3	4	6	4	2	1
77060000	5	3	4	6	4	2	1
77080000	5	3	5	6	5	2	2
77100000	5	3	4	8	5	2	1
77120000	7	3	5	6	5	2	1
77140000	6	3	6	8	5	2	2
77160000	7	3	6	7	5	2	1
77180000	7	3	7	8	7	2	1
77200000	7	3	6	8	5	2	2
77220000	6	3	7	6	6	2	2
77240000	6	3	7	6	5	2	2
77260000	5	3	6	7	8	2	2
77280000	6	3	5	8	6	2	2
77300000	5	3	6	6	5	2	2
77320000	5	3	8	8	5	2	2
77340000	8	3	4	8	4	3	1
77360000	5	3	4	7	4	2	1
77380000	6	3	4	7	4	2	1
77400000	5	3	5	6	4	2	1
77420000	6	3	6	7	4	2	1
77440000	5	3	4	7	4	3	1
77460000	7	3	5	8	4	2	1
77480000	5	3	6	8	5	2	2
77500000	6	4	4	7	4	2	1
77520000	5	3	5	8	5	2	2
77540000	7	3	8	8	4	2	1
77560000	5	3	6	8	4	2	1
77580000	5	3	6	6	7	2	1
77600000	5	3	5	6	5	2	2
77620000	5	3	4	6	5	2	2
77640000	6	4	6	6	5	2	2
77660000	6	3	4	8	6	2	2
77680000	6	3	6	7	6	2	2
77700000	6	3	6	6	5	2	2
77720000	5	3	5	6	5	2	2
77740000	5	3	6	6	5	2	2
77760000	6	3	6	7	5	2	2
77780000	5	3	6	7	5	2	2
77800000	5	3	7	8	4	2	1
77820000	6	3	8	8	5	4	1
77840000	6	3	8	6	5	2	1
77860000	8	3	4	6	4	2	1
77880000	5	3	6	6	5	2	2
77900000	5	3	5	6	4	2	1
77920000	7	3	6	6	5	2	2
77940000	7	3	6	6	4	2	1
77960000	7	3	7	6	4	2	1
77980000	7	3	8	7	5	2	1
78000000	6	3	5	7	4	2	1
78020000	6	3	6	8	4	2	1
78040000	9	3	5	8	4	2	1
78060000	6	3	6	7	4	2	1
78080000	6	3	6	7	4	2	1
78100000	8	3	4	6	5	2	1
78120000	6	3	5	8	4	2	1
78140000	6	3	4	6	4	2	1
78160000	5	3	5	6	4	3	1
78180000	8	3	6	6	5	2	1
78200000	5	3	4	6	4	2	1
78220000	5	3	4	6	4	2	1
78240000	5	3	4	6	4	2	1
78260000	5	3	4	8	4	2	1
78280000	5	3	5	6	4	2	1
78300000	5	3	5	7	4	2	1
78320000	6	3	6	6	5	2	2
78340000	5	3	6	6	5	2	2
78360000	6	3	5	6	9	2	2
78380000	5	3	6	5	5	2	2
78400000	5	3	6	6	4	2	2
78420000	5	3	6	7	5	2	2
78440000	5	3	5	7	5	2	2
78460000	6	3	5	8	5	2	3
78480000	6	3	4	6	6	2	2
78500000	6	3	5	6	5	2	2
78520000	5	3	4	8	5	3	2
78540000	5	3	5	6	5	2	2
78560000	6	3	7	6	7	2	2
78580000	5	3	5	6	5	2	2
78600000	5	3	8	6	6	2	2
78620000	6	3	4	7	5	2	2
78640000	5	3	7	7	6	2	2
78660000	5	3	4	6	5	2	2
78680000	7	3	4	7	4	2	2
78700000	5	3	6	7	4	2	1
78720000	5	3	5	7	5	2	2
78740000	5	3	5	7	4	2	1
78760000	5	3	5	8	5	2	1
78780000	6	3	6	7	5	2	1
78800000	5	3	4	6	4	2	1
78820000	6	3	7	6	4	2	1
78840000	5	3	6	6	5	2	1
78860000	7	3	4	6	4	2	1
78880000	6	3	4	6	4	3	1
78900000	5	3	7	7	5	2	1
78920000	7	3	4	6	4	2	1
78940000	6	3	5	5	5	2	2
78960000	6	3	5	6	5	2	2
78980000	5	3	9	6	6	2	2
79000000	5	3	10	6	7	2	2
79020000	5	3	7	6	7	2	2
79040000	5	3	6	5	5	2	2
79060000	5	3	6	6	6	2	2
79080000	6	3	4	7	13	2	2
79100000	5	3	5	6	5	3	2
79120000	5	3	5	6	6	2	2
79140000	7	3	5	7	5	2	2
79160000	5	3	5	7	5	2	2
79180000	5	3	5	5	5	3	2
79200000	7	3	5	5	6	2	2
79220000	5	3	6	7	5	2	2
79240000	5	3	5	6	5	3	2
79260000	5	3	5	6	5	2	2
79280000	5	3	5	6	8	2	2
79300000	5	3	5	6	5	2	2
79320000	6	3	5	7	3	3	2
79340000	5	3	4	6	5	2	1
79360000	5	3	4	7	5	2	1
79380000	5	3	6	7	4	2	1
79400000	7	3	6	6	4	2	1
79420000	5	3	6	6	5	2	1
79440000	6	3	4	7	5	2	1
79460000	6	3	4	7	4	2	1
79480000	6	3	4	6	5	2	1
