states	PB1	PB2	PA	HA	NP	NA	NS
62020000	4	4	6	6	3	3	10
62040000	4	4	5	5	4	2	10
62060000	5	3	3	5	4	2	10
62080000	4	3	3	5	4	2	9
62100000	5	4	7	5	3	2	10
62120000	5	3	4	5	3	2	12
62140000	5	4	5	5	4	2	9
62160000	4	4	4	5	4	2	9
62180000	4	4	4	5	3	2	10
62200000	4	4	3	5	3	2	11
62220000	4	4	4	5	4	2	9
62240000	4	4	4	5	3	3	9
62260000	4	4	10	5	4	2	10
62280000	4	4	7	6	3	2	8
62300000	4	4	4	5	3	2	9
62320000	4	4	4	5	4	2	10
62340000	4	4	6	5	3	3	9
62360000	4	4	5	5	3	2	10
62380000	4	5	3	5	3	2	8
62400000	4	4	3	6	3	2	11
62420000	5	4	5	5	3	2	8
62440000	6	3	5	5	3	2	8
62460000	4	4	5	5	3	2	9
62480000	4	4	4	5	3	2	9
62500000	5	4	4	5	3	3	10
62520000	5	4	5	5	3	2	9
62540000	5	3	4	6	3	2	10
62560000	5	3	4	6	3	2	9
62580000	4	3	4	5	6	2	9
62600000	5	4	2	4	4	2	8
62620000	4	4	2	5	4	2	8
62640000	4	5	3	5	4	2	9
62660000	5	4	4	5	3	2	11
62680000	4	4	3	5	4	3	11
62700000	5	5	2	4	4	2	12
62720000	4	4	2	4	4	2	10
62740000	4	4	2	4	4	2	11
62760000	5	4	2	4	4	3	8
62780000	4	5	4	5	5	3	9
62800000	4	5	2	5	3	3	8
62820000	4	4	6	4	6	3	11
62840000	5	3	2	4	4	2	9
62860000	4	4	5	4	4	2	9
62880000	4	4	3	5	4	2	10
62900000	4	4	2	5	4	4	9
62920000	7	4	3	5	3	2	8
62940000	4	4	2	4	5	3	9
62960000	4	5	3	4	3	2	11
62980000	5	4	2	5	3	3	9
63000000	4	3	2	5	4	2	10
63020000	4	3	3	5	3	2	9
63040000	4	4	5	6	3	2	9
63060000	4	3	3	5	3	2	9
63080000	4	3	4	5	3	3	8
63100000	4	5	3	5	3	2	9
63120000	4	4	3	4	3	2	12
63140000	4	4	3	5	3	2	8
63160000	6	4	3	5	3	3	9
63180000	4	5	2	4	4	3	10
63200000	4	4	3	4	4	3	9
63220000	5	4	2	5	4	3	9
63240000	4	4	2	6	4	3	9
63260000	4	4	2	5	5	3	10
63280000	4	4	4	5	4	2	9
63300000	4	4	3	5	4	2	9
63320000	4	4	2	5	4	3	11
63340000	4	5	4	5	3	2	11
63360000	4	4	2	4	4	2	10
63380000	5	4	2	4	4	2	9
63400000	4	4	2	5	5	2	9
63420000	4	4	2	4	5	2	12
63440000	4	4	2	4	3	3	11
63460000	4	4	2	4	4	3	10
63480000	4	4	2	4	5	3	10
63500000	5	3	2	4	4	2	10
63520000	4	3	3	5	4	3	8
63540000	4	5	4	5	3	5	8
63560000	4	4	6	4	4	2	9
63580000	5	4	2	5	4	2	12
63600000	4	4	4	5	4	2	10
63620000	5	4	3	5	4	3	10
63640000	5	3	2	6	4	2	9
63660000	5	4	3	5	3	2	10
63680000	4	4	3	5	3	2	11
63700000	4	4	3	5	3	2	11
63720000	4	4	6	5	3	2	10
63740000	5	4	3	6	3	2	11
63760000	4	4	3	5	3	3	10
63780000	5	4	4	5	3	2	13
63800000	4	4	3	5	3	2	9
63820000	4	5	5	5	4	2	10
63840000	5	3	7	5	3	2	9
63860000	5	3	4	5	3	2	9
63880000	4	3	6	5	3	2	9
63900000	4	4	5	5	3	2	9
63920000	4	4	3	5	3	2	10
63940000	4	4	4	5	3	2	10
63960000	4	3	5	5	3	2	9
63980000	4	3	4	6	3	2	9
64000000	4	4	5	5	4	2	8
64020000	4	5	4	5	3	2	9
64040000	4	4	4	5	3	2	10
64060000	5	3	3	5	3	2	9
64080000	4	3	7	5	3	2	9
64100000	4	4	3	6	3	2	8
64120000	5	4	4	5	6	2	10
64140000	5	4	5	5	3	2	9
64160000	5	4	4	6	5	2	9
64180000	4	4	7	5	3	2	9
64200000	4	4	4	5	3	2	11
64220000	4	3	3	5	3	2	10
64240000	4	3	3	5	3	2	11
64260000	5	5	3	5	4	3	9
64280000	4	3	5	5	4	2	8
64300000	5	3	7	5	4	2	9
64320000	5	4	7	5	3	2	11
64340000	4	3	5	5	3	2	9
64360000	6	3	3	5	4	2	10
64380000	4	4	3	5	4	2	9
64400000	4	3	4	6	3	3	8
64420000	4	5	3	5	4	2	8
64440000	4	4	5	5	3	4	10
64460000	4	5	7	5	3	2	9
64480000	4	3	4	5	3	2	10
64500000	4	4	3	5	3	3	10
64520000	4	3	3	5	4	2	10
64540000	5	4	3	6	3	3	9
64560000	5	4	4	5	3	4	9
64580000	4	4	3	5	3	3	9
64600000	6	4	7	5	4	3	10
64620000	5	4	4	5	4	3	9
64640000	4	4	4	5	3	2	9
64660000	4	4	4	5	3	2	9
64680000	5	4	4	5	3	2	8
64700000	4	3	3	5	3	2	8
64720000	4	3	4	5	3	2	9
64740000	5	4	3	5	4	3	11
64760000	4	3	3	5	3	2	9
64780000	4	5	5	5	3	3	9
64800000	4	4	3	5	4	2	9
64820000	4	3	3	5	3	3	9
64840000	5	4	4	5	3	2	9
64860000	4	3	3	5	3	3	9
64880000	4	4	4	5	3	2	9
64900000	4	4	6	5	3	3	9
64920000	4	5	5	5	3	3	10
64940000	5	4	3	5	3	2	8
64960000	4	4	4	5	3	2	9
64980000	4	4	3	5	4	3	8
65000000	5	6	3	6	4	3	8
65020000	5	3	3	5	3	2	8
65040000	4	4	3	5	3	4	9
65060000	5	3	4	5	3	2	9
65080000	4	4	7	5	3	3	9
65100000	5	4	4	5	3	2	9
65120000	4	4	4	6	3	2	9
65140000	4	4	3	6	3	2	9
65160000	4	5	5	5	3	2	11
65180000	4	3	3	5	3	2	9
65200000	4	4	4	5	3	2	9
65220000	5	3	5	5	7	2	10
65240000	5	3	4	5	3	2	9
65260000	5	4	3	5	4	2	9
65280000	4	5	4	6	3	2	10
65300000	4	4	3	6	4	2	11
65320000	4	3	3	5	5	3	11
65340000	4	4	4	5	3	2	11
65360000	4	5	7	5	3	3	11
65380000	4	4	3	5	3	2	10
65400000	4	4	3	5	3	3	10
65420000	4	4	3	5	4	2	11
65440000	4	3	3	5	3	2	10
65460000	4	3	3	5	3	2	9
65480000	4	3	3	4	4	2	9
65500000	4	3	7	5	5	2	9
65520000	4	4	2	4	4	2	10
65540000	4	4	4	5	3	3	10
65560000	4	3	7	5	3	2	11
65580000	4	4	6	5	3	3	8
65600000	5	4	3	5	6	3	11
65620000	4	4	3	5	7	3	9
65640000	4	3	3	4	5	2	8
65660000	4	3	5	5	3	2	9
65680000	4	4	5	5	3	2	9
65700000	5	4	6	5	3	2	9
65720000	5	3	4	5	3	3	9
65740000	4	4	3	5	4	2	10
65760000	4	4	4	5	3	3	9
65780000	5	4	4	5	3	2	9
65800000	4	4	6	5	3	3	9
65820000	4	4	4	5	3	3	8
65840000	4	4	6	6	3	2	9
65860000	4	4	7	7	4	3	9
65880000	5	6	5	5	3	3	9
65900000	5	3	4	5	4	2	9
65920000	5	4	4	6	3	3	9
65940000	4	4	6	5	3	2	9
65960000	4	4	4	5	3	2	9
65980000	4	3	5	6	3	3	8
66000000	4	3	7	5	3	2	8
66020000	5	3	4	6	3	2	9
66040000	4	3	5	5	3	4	9
66060000	4	4	4	5	3	3	9
66080000	4	5	3	6	3	3	10
66100000	4	4	5	5	4	2	10
66120000	4	4	3	5	3	2	10
66140000	4	4	4	5	5	3	12
66160000	4	4	3	5	4	3	10
66180000	5	4	4	5	3	4	10
66200000	5	5	3	6	4	3	9
66220000	4	4	4	5	4	4	8
66240000	4	4	6	5	4	2	8
66260000	4	4	6	5	3	3	9
66280000	4	5	5	5	4	3	11
66300000	4	4	2	5	3	3	9
66320000	4	3	2	4	4	2	9
66340000	4	4	2	4	4	3	9
66360000	4	4	5	6	4	3	9
66380000	4	4	4	5	3	4	11
66400000	4	4	2	4	3	2	9
66420000	5	5	2	4	3	2	9
66440000	4	4	2	5	5	2	10
66460000	4	5	3	5	4	2	12
66480000	4	4	3	5	4	2	9
66500000	4	3	3	5	4	2	10
66520000	4	4	3	5	4	2	9
66540000	4	4	3	5	4	2	9
66560000	4	5	5	5	3	2	9
66580000	4	4	2	5	4	3	8
66600000	5	3	3	5	5	2	8
66620000	4	4	3	5	4	2	9
66640000	5	4	3	5	3	3	9
66660000	5	4	4	6	4	3	9
66680000	5	3	3	5	3	2	9
66700000	6	4	4	5	3	4	8
66720000	5	4	3	5	4	3	9
66740000	5	4	4	6	3	3	10
66760000	4	3	6	5	3	2	10
66780000	4	4	3	5	3	3	11
66800000	4	4	3	5	3	3	9
66820000	4	4	5	5	3	3	9
66840000	4	3	4	5	3	3	10
66860000	4	5	3	5	5	3	10
66880000	4	4	3	5	3	2	9
66900000	5	5	4	5	3	2	9
66920000	5	4	5	5	4	2	9
66940000	4	4	3	5	3	2	10
66960000	5	4	3	5	3	3	13
66980000	5	4	3	6	3	3	12
67000000	5	4	4	5	3	3	8
67020000	4	4	3	5	3	3	11
67040000	4	4	6	5	2	3	10
67060000	4	5	4	5	3	3	8
67080000	5	4	3	5	3	3	9
67100000	4	4	3	5	3	3	9
67120000	4	4	3	5	3	3	10
67140000	4	4	5	5	4	2	8
67160000	4	3	4	5	3	2	9
67180000	4	4	4	5	3	3	9
67200000	4	4	3	6	4	2	10
67220000	4	4	7	5	4	2	12
67240000	4	3	2	5	3	2	9
67260000	4	3	3	5	4	2	10
67280000	4	4	3	5	3	2	10
67300000	4	4	3	5	4	4	8
67320000	4	4	2	5	3	2	9
67340000	4	3	2	4	4	2	8
67360000	4	4	3	4	3	2	9
67380000	4	4	3	5	3	2	9
67400000	4	4	2	4	6	2	10
67420000	5	4	6	5	7	2	9
67440000	5	4	5	5	4	2	9
67460000	4	5	4	4	5	2	9
67480000	4	5	3	6	3	2	8
67500000	4	4	2	4	4	3	8
67520000	5	4	2	5	5	2	9
67540000	4	4	6	5	4	3	10
67560000	4	4	3	5	4	2	8
67580000	5	4	6	5	3	2	10
67600000	4	4	3	5	3	2	11
67620000	4	4	4	5	4	2	10
67640000	5	3	3	5	3	2	12
67660000	4	4	4	5	3	3	11
67680000	4	4	3	5	3	2	9
67700000	4	3	2	5	4	3	11
67720000	4	4	3	5	4	3	10
67740000	4	3	2	5	5	3	10
67760000	5	4	2	5	6	4	10
67780000	5	4	3	5	3	3	10
67800000	4	4	4	6	3	3	10
67820000	4	3	6	5	3	3	11
67840000	4	3	4	5	3	2	10
67860000	4	4	3	5	3	3	9
67880000	4	3	8	5	5	2	10
67900000	5	4	3	6	3	3	9
67920000	4	4	4	5	4	2	9
67940000	4	4	3	5	3	2	9
67960000	5	4	4	5	3	2	9
67980000	5	4	3	5	3	3	11
68000000	4	5	3	6	3	4	9
68020000	4	4	8	5	3	3	10
68040000	5	5	4	5	3	2	9
68060000	4	4	7	5	3	2	9
68080000	4	4	7	5	3	3	9
68100000	4	4	4	4	3	3	9
68120000	4	3	3	5	3	2	10
68140000	4	5	3	5	6	2	9
68160000	4	4	3	5	4	2	8
68180000	5	3	2	5	3	3	9
68200000	4	4	2	4	3	3	9
68220000	4	4	2	5	6	2	10
68240000	4	4	3	5	4	2	8
68260000	5	4	3	5	4	2	10
68280000	4	3	6	5	3	2	11
68300000	4	5	3	5	4	2	9
68320000	5	4	8	5	3	2	9
68340000	6	4	3	5	3	2	9
68360000	5	3	3	5	3	2	9
68380000	5	5	4	5	4	2	9
68400000	4	4	4	5	3	3	9
68420000	5	4	4	5	3	2	10
68440000	5	4	3	5	6	2	9
68460000	4	3	2	5	5	2	9
68480000	4	3	4	4	4	2	9
68500000	4	3	2	5	6	2	9
68520000	4	4	7	5	3	3	9
68540000	4	4	4	6	3	2	9
68560000	4	4	4	5	4	2	9
68580000	4	3	3	6	3	3	11
68600000	4	7	5	6	4	2	8
68620000	4	4	5	4	4	2	11
68640000	5	3	2	5	4	2	12
68660000	5	4	7	5	4	3	9
68680000	5	4	3	5	5	2	11
68700000	4	4	2	4	4	3	10
68720000	4	4	2	4	5	2	11
68740000	4	4	3	5	4	3	13
68760000	4	4	2	5	4	3	9
68780000	4	4	2	5	4	3	11
68800000	4	4	4	5	6	2	9
68820000	4	4	2	5	3	2	10
68840000	5	4	3	4	6	2	10
68860000	4	4	3	5	5	3	12
68880000	4	4	4	5	3	2	10
68900000	4	4	2	4	4	5	10
68920000	4	4	2	4	4	2	11
68940000	5	4	2	6	4	3	9
68960000	6	3	2	5	4	2	9
68980000	5	4	5	5	4	2	10
69000000	4	3	2	5	4	2	8
69020000	6	4	2	5	3	3	10
69040000	5	3	2	5	3	2	12
69060000	4	4	3	5	3	4	9
69080000	4	5	3	5	3	2	10
69100000	4	4	3	5	3	4	9
69120000	5	4	3	5	3	2	9
69140000	4	4	4	5	3	5	9
69160000	4	4	3	5	5	3	9
69180000	5	4	4	5	3	3	11
69200000	4	4	3	5	3	2	9
69220000	4	4	4	5	3	2	11
69240000	4	4	3	5	4	2	9
69260000	4	4	5	6	3	3	11
69280000	4	4	4	6	6	2	10
69300000	4	6	5	5	4	2	12
69320000	4	4	3	5	4	2	10
69340000	4	4	4	5	4	2	10
69360000	4	4	3	6	4	4	12
69380000	4	4	3	5	4	4	9
69400000	4	3	2	5	5	4	10
69420000	5	4	8	5	4	3	9
69440000	6	4	2	5	3	3	10
69460000	4	5	6	4	4	2	9
69480000	5	4	2	5	3	3	10
69500000	4	5	4	4	3	3	8
69520000	4	5	3	5	3	3	8
69540000	4	4	3	5	3	3	10
69560000	4	4	3	5	4	2	9
69580000	4	4	3	7	5	4	8
69600000	4	4	2	4	4	4	11
69620000	5	3	2	7	3	2	10
69640000	4	4	5	5	3	2	9
69660000	5	4	3	5	3	2	11
69680000	4	4	2	5	4	3	9
69700000	4	5	3	5	4	2	9
69720000	4	3	2	4	3	3	9
69740000	4	4	2	5	4	2	9
69760000	7	3	5	5	8	2	9
69780000	5	4	5	5	5	2	9
69800000	5	4	2	5	5	2	10
69820000	4	4	5	5	4	3	10
69840000	5	4	3	5	3	2	8
69860000	4	4	3	5	3	4	8
69880000	4	4	2	5	4	2	8
69900000	4	4	4	5	4	3	10
69920000	5	4	5	5	4	2	11
69940000	4	3	2	4	4	3	10
69960000	4	4	4	5	8	2	9
69980000	4	4	2	5	4	4	8
70000000	5	3	2	6	6	2	8
70020000	7	4	3	5	4	2	9
70040000	4	3	4	5	7	2	10
70060000	4	4	2	5	4	2	9
70080000	4	3	2	5	4	2	9
70100000	5	4	2	5	4	2	9
70120000	6	4	2	5	4	2	9
70140000	4	3	5	5	4	2	10
70160000	4	3	6	5	5	2	9
70180000	4	5	2	4	4	3	9
70200000	4	4	2	4	4	2	9
70220000	5	4	2	5	6	3	10
70240000	5	4	4	5	4	3	10
70260000	4	4	2	7	4	3	11
70280000	4	4	2	4	5	3	10
70300000	5	5	5	5	4	3	8
70320000	4	5	3	5	5	3	9
70340000	4	4	2	4	4	3	8
70360000	4	4	3	4	4	2	9
70380000	4	4	2	4	4	3	9
70400000	4	4	2	7	5	3	8
70420000	4	4	2	6	5	3	8
70440000	4	4	3	5	3	2	10
70460000	4	4	5	5	3	2	9
70480000	4	6	3	5	3	4	8
70500000	5	4	3	5	3	4	9
70520000	5	4	5	5	3	2	13
70540000	5	4	3	5	3	3	11
70560000	4	4	5	5	3	3	9
70580000	4	5	6	5	3	2	9
70600000	5	3	5	5	3	2	8
70620000	4	3	4	5	3	2	9
70640000	4	3	3	5	3	2	10
70660000	5	6	3	5	3	2	12
70680000	4	4	3	5	3	3	9
70700000	4	4	3	6	4	3	11
70720000	4	4	4	6	3	2	10
70740000	4	5	4	5	3	3	11
70760000	6	5	4	5	3	3	10
70780000	4	4	5	6	3	3	12
70800000	4	4	5	5	3	2	11
70820000	5	4	6	5	3	2	10
70840000	4	5	3	5	3	4	9
70860000	5	4	3	5	3	3	9
70880000	4	5	4	5	3	3	9
70900000	5	3	3	5	4	2	9
70920000	5	3	4	5	3	2	9
70940000	4	4	4	5	3	3	11
70960000	5	4	8	6	3	2	11
70980000	4	4	4	5	3	3	9
71000000	5	4	4	5	3	3	11
71020000	4	5	5	5	3	3	10
71040000	4	3	3	5	3	2	10
71060000	5	4	4	5	3	4	9
71080000	5	4	2	5	3	3	9
71100000	5	4	2	5	4	2	8
71120000	6	4	3	6	4	2	9
71140000	6	3	3	6	4	2	12
71160000	4	4	2	5	5	3	8
71180000	4	3	2	5	4	2	8
71200000	5	4	3	4	4	2	10
71220000	4	5	2	4	4	2	8
71240000	4	4	4	5	4	2	10
71260000	4	4	3	5	4	2	9
71280000	4	4	6	6	4	2	10
71300000	4	4	3	4	4	2	9
71320000	4	3	3	4	4	2	9
71340000	4	5	2	4	4	2	10
71360000	5	4	3	5	4	2	10
71380000	5	4	3	5	6	3	9
71400000	4	4	4	5	4	3	8
71420000	4	4	3	5	4	2	10
71440000	5	4	5	6	5	3	8
71460000	5	4	3	5	4	3	9
71480000	5	4	2	5	4	3	9
71500000	4	4	5	5	3	3	9
71520000	4	3	4	5	3	2	9
71540000	4	4	4	5	3	3	9
71560000	4	4	2	5	4	2	8
71580000	6	3	2	6	3	2	10
71600000	5	4	2	5	3	3	10
71620000	4	4	3	4	3	3	8
71640000	4	3	2	4	3	2	10
71660000	4	4	2	5	3	2	9
71680000	4	4	3	4	3	2	9
71700000	4	4	3	6	3	3	9
71720000	5	4	3	5	4	2	8
71740000	5	4	4	4	4	3	12
71760000	4	5	4	6	3	3	10
71780000	4	4	4	5	3	2	11
71800000	4	5	2	4	3	3	9
71820000	4	4	2	4	5	2	10
71840000	4	4	2	4	5	2	9
71860000	5	4	2	6	5	2	10
71880000	4	4	2	6	4	4	8
71900000	5	4	2	5	5	3	9
71920000	6	6	2	5	4	3	8
71940000	5	4	2	5	4	3	8
71960000	5	4	3	5	3	4	9
71980000	5	4	3	5	3	2	11
72000000	5	4	5	5	5	2	9
72020000	5	4	3	5	3	2	10
72040000	4	4	4	6	3	2	9
72060000	5	4	3	5	4	2	9
72080000	4	4	4	5	3	2	9
72100000	4	3	4	5	3	2	9
72120000	4	4	7	5	3	2	10
72140000	4	4	2	4	5	3	8
72160000	4	4	2	6	5	2	9
72180000	4	4	2	6	3	2	9
72200000	4	3	2	4	3	2	9
72220000	5	4	2	4	3	2	10
72240000	4	4	2	5	4	2	11
72260000	4	5	3	5	3	2	10
72280000	4	3	3	5	4	2	9
72300000	5	4	3	5	4	2	9
72320000	4	4	3	5	4	3	9
72340000	4	4	3	5	4	2	8
72360000	4	4	3	4	5	2	9
72380000	5	3	2	5	3	2	9
72400000	4	4	4	4	5	2	9
72420000	4	5	5	4	4	2	9
72440000	4	4	2	4	4	2	11
72460000	4	4	4	6	3	4	10
72480000	4	3	3	5	4	2	11
72500000	5	4	2	5	5	2	9
72520000	4	4	2	4	3	2	8
72540000	4	4	5	4	4	2	9
72560000	5	4	3	5	6	3	9
72580000	4	4	4	5	5	2	9
72600000	5	4	4	5	4	2	8
72620000	4	3	2	4	4	2	9
72640000	6	4	2	5	5	2	11
72660000	4	3	6	5	4	2	8
72680000	4	4	2	4	3	3	9
72700000	4	4	3	5	3	3	10
72720000	4	4	3	5	4	3	9
72740000	4	4	3	5	4	2	10
72760000	4	5	2	4	3	3	11
72780000	4	4	3	4	3	2	9
72800000	4	4	2	4	4	4	9
72820000	4	4	3	5	3	3	10
72840000	4	4	5	5	4	3	9
72860000	4	4	3	5	4	2	9
72880000	4	4	4	5	4	3	8
72900000	4	3	3	5	4	2	9
72920000	4	3	6	5	4	2	9
72940000	4	3	6	5	4	2	9
72960000	5	4	4	5	3	2	11
72980000	4	5	4	5	3	2	9
73000000	4	4	3	5	3	2	9
73020000	5	3	6	5	3	2	9
73040000	4	4	3	5	3	3	10
73060000	5	4	3	5	3	3	9
73080000	5	4	5	6	3	5	8
73100000	5	4	3	5	3	3	9
73120000	4	4	3	5	3	3	11
73140000	4	5	3	5	4	3	9
73160000	4	4	4	6	5	3	8
73180000	4	4	4	5	3	3	10
73200000	4	3	3	7	3	2	10
73220000	4	4	5	5	3	2	9
73240000	5	3	5	5	3	2	10
73260000	4	3	3	5	3	2	9
73280000	4	3	4	5	3	2	10
73300000	4	3	3	6	3	3	9
73320000	4	4	5	5	3	2	9
73340000	5	4	3	5	4	2	9
73360000	4	4	5	5	3	2	9
73380000	4	3	4	5	3	2	9
73400000	4	4	3	5	4	2	9
73420000	4	4	3	5	3	2	9
73440000	4	3	4	5	3	2	8
73460000	4	4	4	5	3	3	9
73480000	4	4	3	5	4	2	9
73500000	5	4	5	6	3	2	9
73520000	4	3	4	5	3	2	10
73540000	5	4	5	6	3	2	8
73560000	5	4	2	5	3	2	8
73580000	5	3	3	5	3	2	10
73600000	4	3	6	5	3	2	9
73620000	4	4	3	4	3	2	9
73640000	4	4	2	5	4	4	8
73660000	6	4	2	5	4	3	11
73680000	5	4	5	5	6	3	10
73700000	4	4	4	5	3	2	9
73720000	4	5	3	5	5	4	11
73740000	4	4	5	5	4	2	9
73760000	4	3	6	5	4	2	9
73780000	4	3	2	4	4	2	9
73800000	4	4	8	5	3	2	10
73820000	4	4	4	5	4	2	10
73840000	5	5	3	5	2	2	11
73860000	5	4	3	6	3	2	10
73880000	4	3	4	5	3	2	10
73900000	5	4	6	5	3	2	9
73920000	5	3	3	5	4	2	9
73940000	6	3	3	6	4	2	11
73960000	5	4	4	5	3	3	10
73980000	5	4	3	5	3	4	9
74000000	5	4	3	5	4	3	8
74020000	5	5	4	6	3	3	8
74040000	5	4	5	5	3	3	11
74060000	4	4	3	5	3	3	9
74080000	5	4	4	5	4	3	11
74100000	5	4	5	5	3	2	9
74120000	4	4	5	5	3	2	10
74140000	5	4	4	5	4	3	12
74160000	4	4	4	5	3	3	9
74180000	4	4	2	5	3	2	10
74200000	4	4	2	4	5	4	9
74220000	4	4	2	4	3	3	13
74240000	4	4	2	6	5	3	8
74260000	4	4	3	5	4	2	9
74280000	4	5	3	5	4	2	9
74300000	4	4	2	5	4	3	9
74320000	4	4	2	4	5	3	8
74340000	4	4	2	4	4	3	8
74360000	4	5	3	5	4	2	13
74380000	4	4	3	5	5	2	11
74400000	4	4	3	5	4	2	10
74420000	4	4	4	5	4	2	11
74440000	4	4	3	5	4	3	10
74460000	4	3	7	5	5	2	9
74480000	5	4	3	5	3	2	10
74500000	5	3	3	6	4	2	9
74520000	6	4	2	7	4	2	9
74540000	7	4	2	5	4	3	12
74560000	4	4	3	5	4	3	10
74580000	4	4	3	5	4	3	10
74600000	5	3	5	5	4	2	8
74620000	5	4	2	5	4	2	12
74640000	4	4	3	4	5	2	11
74660000	4	4	3	5	6	2	10
74680000	4	4	2	4	5	2	10
74700000	4	4	3	4	4	3	10
74720000	4	5	2	5	4	3	9
74740000	4	4	3	5	6	3	11
74760000	4	4	2	5	4	2	12
74780000	4	5	3	6	4	2	10
74800000	8	5	2	5	4	3	11
74820000	4	3	2	5	4	2	11
74840000	5	4	3	4	3	2	8
74860000	5	4	3	4	4	3	9
74880000	6	4	2	5	4	2	9
74900000	4	4	7	5	4	3	12
74920000	4	3	4	5	4	2	9
74940000	5	3	3	5	5	2	9
74960000	4	3	5	5	4	2	9
74980000	5	4	3	6	4	3	9
75000000	6	4	2	5	4	3	9
75020000	4	4	3	5	3	4	9
75040000	4	4	2	5	3	4	8
75060000	4	5	3	6	4	2	8
75080000	5	4	2	4	5	2	8
75100000	6	3	2	4	5	2	9
75120000	6	4	4	5	4	3	9
75140000	5	4	2	5	4	2	8
75160000	4	4	3	5	4	3	9
75180000	4	5	3	4	3	4	9
75200000	4	4	2	5	3	2	8
75220000	4	4	6	5	4	3	8
75240000	4	6	5	5	4	3	9
75260000	4	4	2	4	7	3	8
75280000	4	9	3	5	3	2	8
75300000	6	4	2	5	4	2	9
75320000	4	4	2	4	3	3	9
75340000	4	4	4	4	4	2	9
75360000	4	4	2	4	4	2	10
75380000	4	3	6	6	4	2	10
75400000	4	4	4	5	6	3	8
75420000	4	4	3	5	4	2	9
75440000	4	3	2	5	4	2	8
75460000	4	3	5	4	4	3	9
75480000	4	5	3	4	4	2	10
75500000	4	4	3	4	4	3	9
75520000	4	4	5	5	4	2	9
75540000	6	4	3	6	5	2	9
75560000	4	4	3	4	3	2	10
75580000	4	4	3	5	3	2	10
75600000	4	4	3	5	3	2	10
75620000	6	4	2	5	4	2	10
75640000	5	4	2	5	6	3	9
75660000	6	4	2	4	4	2	9
75680000	4	4	5	5	4	2	9
75700000	4	4	2	4	3	2	9
75720000	4	4	2	4	3	2	10
75740000	4	5	3	4	5	2	8
75760000	4	4	3	5	4	3	11
75780000	4	4	3	5	4	2	9
75800000	5	4	4	6	3	3	9
75820000	5	4	4	6	3	3	8
75840000	4	3	3	5	3	2	10
75860000	4	4	2	4	4	2	9
75880000	4	3	2	5	3	2	8
75900000	4	3	2	4	4	2	10
75920000	4	5	3	5	4	3	11
75940000	4	4	2	5	4	2	10
75960000	4	4	3	5	3	2	9
75980000	4	4	3	4	3	3	10
76000000	4	4	2	5	4	3	8
76020000	5	5	3	5	3	2	9
76040000	5	4	4	5	5	2	9
76060000	4	4	6	5	4	2	9
76080000	4	4	6	5	4	3	10
76100000	5	4	4	5	3	3	8
76120000	4	5	3	5	3	2	9
76140000	4	4	6	6	3	2	9
76160000	4	3	4	5	3	2	9
76180000	5	4	2	6	4	4	10
76200000	4	4	2	5	3	3	10
76220000	6	4	3	5	6	2	10
76240000	4	4	4	5	3	2	10
76260000	4	4	2	4	5	2	10
76280000	4	3	3	5	5	3	10
76300000	5	5	3	5	4	4	9
76320000	5	4	4	5	4	3	11
76340000	4	4	3	5	6	2	8
76360000	4	4	2	5	4	3	9
76380000	6	4	5	7	4	2	9
76400000	5	4	3	5	4	2	10
76420000	5	3	2	5	4	2	11
76440000	4	4	3	5	5	2	11
76460000	4	4	3	5	3	2	11
76480000	5	4	3	5	5	2	9
76500000	4	3	4	5	4	2	8
76520000	4	4	3	5	4	2	8
76540000	5	3	2	5	5	2	8
76560000	4	3	3	5	4	2	8
76580000	5	3	3	6	4	3	10
76600000	4	3	3	6	9	3	9
76620000	4	3	3	5	4	2	10
76640000	4	3	3	5	7	2	9
76660000	5	3	3	5	4	2	9
76680000	6	3	2	5	4	2	10
76700000	6	3	2	5	4	2	8
76720000	4	3	3	5	4	2	8
76740000	5	3	3	5	3	2	9
76760000	4	2	3	7	4	2	8
76780000	4	2	3	5	4	1	8
76800000	4	3	2	5	3	1	8
76820000	4	2	2	5	4	1	8
76840000	4	3	2	5	5	1	8
76860000	6	3	3	5	3	1	8
76880000	4	2	4	5	3	1	10
76900000	4	4	2	4	3	2	10
76920000	4	3	2	5	4	2	9
76940000	4	4	4	5	3	2	9
76960000	5	3	2	4	4	4	8
76980000	4	2	3	5	4	1	8
77000000	6	3	4	5	4	2	8
77020000	5	3	3	5	4	3	7
77040000	5	3	4	5	4	2	11
77060000	4	3	4	6	7	2	8
77080000	4	3	2	5	5	2	8
77100000	6	4	3	5	4	2	8
77120000	4	4	3	5	4	2	8
77140000	4	4	2	5	5	2	8
77160000	4	5	3	5	3	3	9
77180000	5	4	3	5	4	2	9
77200000	4	4	3	4	4	2	9
77220000	5	5	5	5	6	3	12
77240000	4	4	2	4	4	3	9
77260000	4	3	2	4	6	2	10
77280000	4	4	2	5	5	3	10
77300000	4	4	3	5	4	4	11
77320000	5	4	3	5	4	2	11
77340000	5	4	3	4	3	2	10
77360000	4	4	2	6	4	3	11
77380000	4	4	2	6	5	2	9
77400000	5	4	2	5	3	3	10
77420000	5	5	2	5	4	3	9
77440000	4	5	2	4	5	4	9
77460000	5	4	2	4	5	3	10
77480000	4	4	5	5	3	5	9
77500000	4	4	2	5	3	2	9
77520000	4	4	4	5	4	2	10
