states	PB1	PB2	HA	NP	NA	MP	NS
67820000	5	2	3	7	2	2	7
67840000	5	2	2	6	2	2	7
67860000	5	2	2	5	2	2	5
67880000	5	3	2	5	2	2	8
67900000	5	2	2	5	3	2	6
67920000	6	3	3	5	2	2	6
67940000	5	2	3	6	2	2	8
67960000	5	2	3	6	2	2	6
67980000	5	2	2	6	3	2	6
68000000	5	2	3	8	2	2	6
68020000	5	3	2	5	2	2	8
68040000	5	3	2	6	2	2	7
68060000	5	3	2	5	3	2	7
68080000	6	2	2	5	2	2	8
68100000	6	2	3	5	3	2	7
68120000	5	2	2	7	2	2	6
68140000	6	2	4	7	3	2	10
68160000	5	2	2	5	3	3	7
68180000	5	2	2	5	2	2	5
68200000	5	2	2	5	2	2	7
68220000	7	3	3	5	3	2	7
68240000	6	2	3	7	2	2	7
68260000	5	2	3	6	2	2	5
68280000	5	3	3	6	2	2	9
68300000	5	2	2	5	2	2	5
68320000	6	2	3	5	3	2	5
68340000	5	2	2	6	2	2	6
68360000	6	3	3	5	3	2	7
68380000	5	2	2	5	2	2	8
68400000	5	3	2	7	2	2	7
68420000	7	2	3	5	3	2	8
68440000	6	3	3	5	2	2	6
68460000	5	3	2	8	2	2	6
68480000	5	3	2	5	2	2	6
68500000	5	3	2	5	2	2	6
68520000	6	3	2	5	3	2	6
68540000	5	2	2	7	3	2	7
68560000	6	2	2	6	2	2	6
68580000	8	2	2	5	2	2	6
68600000	5	2	2	5	2	2	7
68620000	5	2	2	5	2	2	5
68640000	5	4	2	7	2	2	7
68660000	5	3	2	5	2	2	6
68680000	5	3	3	6	2	2	5
68700000	5	2	3	6	3	2	8
68720000	5	3	2	6	3	2	10
68740000	5	2	3	6	2	2	5
68760000	5	2	3	6	2	3	7
68780000	6	3	3	6	2	2	6
68800000	6	2	3	5	3	2	5
68820000	6	2	3	5	3	2	6
68840000	5	2	3	7	2	2	6
68860000	6	3	2	6	3	2	5
68880000	6	3	2	6	2	2	6
68900000	6	2	3	5	2	2	7
68920000	5	2	3	5	2	2	7
68940000	5	3	2	6	2	2	7
68960000	7	2	2	5	2	2	6
68980000	5	3	2	6	3	2	7
69000000	6	3	2	6	2	2	6
69020000	6	2	2	5	2	2	5
69040000	5	4	3	6	2	2	10
69060000	5	2	2	6	2	2	7
69080000	5	2	2	7	2	2	7
69100000	5	2	2	5	3	2	7
69120000	5	2	2	6	2	2	6
69140000	5	3	2	6	4	5	5
69160000	5	2	2	6	2	3	7
69180000	5	2	3	7	2	2	6
69200000	6	2	3	6	2	2	7
69220000	6	3	3	6	2	2	5
69240000	5	2	2	6	2	2	7
69260000	5	2	2	6	3	2	9
69280000	5	3	3	6	2	3	6
69300000	5	2	3	5	2	2	6
69320000	5	2	2	6	3	2	6
69340000	5	2	3	5	2	2	6
69360000	5	2	2	5	2	2	6
69380000	5	2	2	5	2	2	7
69400000	5	3	3	6	2	2	8
69420000	5	2	3	6	3	2	6
69440000	5	2	2	5	2	2	5
69460000	6	2	3	5	3	2	6
69480000	6	2	3	5	2	2	5
69500000	6	2	3	5	2	2	7
69520000	5	2	2	5	2	2	5
69540000	5	2	2	6	2	2	6
69560000	5	2	3	6	2	2	8
69580000	6	3	2	6	2	2	5
69600000	6	2	3	6	2	2	6
69620000	5	3	3	5	2	2	6
69640000	5	3	4	6	3	2	5
69660000	6	2	3	7	2	2	5
69680000	5	2	2	7	2	2	7
69700000	5	2	2	5	3	2	5
69720000	5	2	2	5	4	2	6
69740000	6	2	3	5	2	2	7
69760000	5	2	2	5	2	2	5
69780000	5	2	2	6	3	2	5
69800000	5	2	2	5	2	2	6
69820000	5	2	2	6	2	2	7
69840000	6	2	3	5	2	2	7
69860000	5	4	2	5	3	2	5
69880000	6	3	2	5	2	2	9
69900000	5	2	2	5	2	2	7
69920000	5	3	2	5	2	2	8
69940000	5	3	2	5	3	3	7
69960000	5	2	3	5	2	2	8
69980000	5	2	2	6	2	2	7
70000000	6	2	2	5	2	2	7
70020000	5	3	2	5	2	2	7
70040000	5	3	2	5	2	2	5
70060000	5	2	2	6	2	2	6
70080000	5	3	2	5	2	2	7
70100000	6	2	2	6	2	2	6
70120000	5	2	2	6	3	2	6
70140000	6	2	2	6	2	3	8
70160000	5	2	2	5	2	2	6
70180000	5	3	2	6	2	2	6
70200000	6	3	2	5	4	2	8
70220000	6	2	2	6	2	2	6
70240000	7	2	3	8	4	2	5
70260000	6	2	2	7	2	2	5
70280000	5	2	2	6	3	2	5
70300000	6	3	3	7	2	2	5
70320000	5	2	3	6	2	2	6
70340000	6	2	3	8	2	2	5
70360000	6	2	2	5	3	2	7
70380000	5	2	2	6	2	2	6
70400000	5	2	3	5	2	2	10
70420000	6	2	2	7	2	2	9
70440000	7	2	2	6	3	3	7
70460000	6	2	3	7	2	2	6
70480000	6	2	3	6	2	2	11
70500000	5	2	2	5	2	3	6
70520000	7	3	4	6	3	2	8
70540000	5	4	2	7	2	2	6
70560000	5	2	2	5	3	2	5
70580000	5	2	2	6	2	2	6
70600000	5	2	2	6	3	2	6
70620000	6	2	3	5	4	2	8
70640000	5	2	3	5	2	2	7
70660000	5	3	2	5	2	2	9
70680000	5	2	2	5	2	2	5
70700000	5	2	3	7	2	2	6
70720000	5	3	2	5	3	3	5
70740000	5	2	2	5	2	2	5
70760000	5	2	2	7	2	2	5
70780000	5	2	2	6	2	2	7
70800000	6	2	3	8	2	2	6
70820000	5	3	2	5	2	2	7
70840000	5	2	2	5	2	2	6
70860000	5	4	2	5	4	2	5
70880000	5	2	3	5	2	2	6
70900000	5	2	3	5	4	3	6
70920000	5	2	2	5	2	2	7
70940000	5	2	2	5	2	2	6
70960000	6	3	2	5	4	2	7
70980000	6	2	2	6	2	2	5
71000000	7	2	2	7	2	2	7
71020000	5	2	3	7	2	2	6
71040000	7	4	4	7	2	2	5
71060000	6	3	3	5	4	2	7
71080000	5	2	3	6	2	5	7
71100000	5	2	3	6	3	2	8
71120000	5	2	2	6	2	2	5
71140000	5	3	3	5	2	2	5
71160000	5	2	3	5	2	2	6
71180000	5	4	3	6	2	2	6
71200000	5	3	4	6	2	2	7
71220000	6	2	2	7	2	2	8
71240000	6	3	2	7	2	2	5
71260000	6	2	2	5	2	2	5
71280000	5	2	2	5	3	2	6
71300000	6	2	3	5	3	2	5
71320000	5	3	2	5	2	2	6
71340000	5	2	2	5	2	2	7
71360000	5	2	3	5	2	2	5
71380000	5	2	3	8	2	2	5
71400000	6	3	3	7	2	2	7
71420000	6	2	2	8	2	2	7
71440000	5	2	3	6	2	2	7
71460000	5	3	2	5	2	3	6
71480000	5	2	2	5	3	2	6
71500000	5	2	2	5	2	2	5
71520000	5	2	2	5	2	2	6
71540000	5	2	2	5	3	2	5
71560000	8	2	2	5	2	2	5
71580000	6	3	3	5	2	2	6
71600000	6	2	3	5	2	2	5
71620000	5	2	2	5	2	2	7
71640000	5	2	3	6	3	2	7
71660000	5	2	2	6	2	2	7
71680000	5	3	2	5	2	3	7
71700000	5	2	2	5	4	2	7
71720000	6	2	3	5	3	2	5
71740000	5	2	3	5	2	2	8
71760000	5	2	2	6	2	2	7
71780000	6	3	3	5	3	3	7
71800000	6	2	2	6	2	2	7
71820000	5	2	2	5	2	2	6
71840000	5	2	3	5	3	5	7
71860000	5	3	2	7	2	2	6
71880000	5	2	2	7	2	2	6
71900000	5	3	2	6	2	2	6
71920000	6	2	4	5	2	2	7
71940000	5	4	2	5	2	2	7
71960000	5	2	2	6	3	2	6
71980000	6	2	2	6	2	2	7
72000000	5	3	2	6	2	2	7
72020000	5	2	2	5	2	2	7
72040000	5	2	3	5	2	2	7
72060000	5	2	2	5	2	2	6
72080000	6	2	2	6	2	2	8
72100000	5	2	2	5	2	2	8
72120000	5	2	2	5	2	2	7
72140000	5	2	3	5	3	2	6
72160000	5	2	2	5	2	2	5
72180000	6	2	2	6	2	2	6
72200000	5	2	2	7	2	3	7
72220000	6	2	3	6	3	3	6
72240000	5	2	2	6	2	2	7
72260000	6	2	3	5	3	2	7
72280000	6	4	3	5	3	2	6
72300000	6	2	4	5	2	2	7
72320000	7	4	3	5	3	2	10
72340000	5	3	3	6	3	2	9
72360000	5	2	3	5	2	2	10
72380000	6	2	2	5	2	3	5
72400000	6	2	2	5	4	2	7
72420000	7	2	2	6	3	2	9
72440000	5	4	2	5	3	2	7
72460000	6	2	2	6	2	2	6
72480000	7	2	2	5	2	2	6
72500000	6	3	3	5	5	2	8
72520000	5	2	2	5	2	2	7
72540000	6	2	3	6	2	2	6
72560000	5	3	2	8	3	2	6
72580000	5	2	2	6	3	2	7
72600000	5	2	3	7	2	2	7
72620000	6	2	2	5	2	2	6
72640000	6	2	3	5	2	2	6
72660000	5	3	2	5	2	2	8
72680000	5	3	2	7	2	2	7
72700000	6	2	2	5	3	2	7
72720000	6	2	2	5	2	2	6
72740000	6	2	3	6	2	2	8
72760000	6	3	4	5	2	2	6
72780000	7	5	2	5	3	2	11
72800000	5	2	3	5	2	2	6
72820000	6	2	2	5	2	2	7
72840000	6	2	2	5	2	2	7
72860000	5	2	3	5	3	2	7
72880000	5	2	2	5	2	2	7
72900000	5	2	2	5	2	2	7
72920000	5	3	2	5	3	2	8
72940000	6	2	3	5	2	2	5
72960000	5	2	3	6	2	2	6
72980000	6	2	3	7	2	2	7
73000000	5	2	2	6	2	2	9
73020000	5	2	2	5	2	2	9
73040000	5	2	2	5	3	2	6
73060000	5	3	4	6	2	2	8
73080000	5	2	2	6	2	2	7
73100000	6	2	3	5	2	2	6
73120000	5	2	3	6	2	2	6
73140000	7	2	2	6	2	2	6
73160000	5	3	2	5	2	2	5
73180000	6	2	2	5	2	2	6
73200000	5	3	2	6	2	2	6
73220000	5	2	2	6	2	2	7
73240000	6	3	3	6	3	2	6
73260000	6	3	3	5	2	2	10
73280000	5	2	2	5	2	2	8
73300000	5	2	2	7	2	2	6
73320000	7	2	2	5	2	2	7
73340000	5	2	2	10	2	2	6
73360000	6	2	2	5	2	2	9
73380000	5	3	3	5	3	2	6
73400000	5	2	2	6	4	3	11
73420000	5	2	3	9	2	2	8
73440000	5	2	2	6	2	2	7
73460000	5	2	3	5	2	2	7
73480000	5	4	3	6	2	2	5
73500000	5	3	3	6	2	3	7
73520000	6	3	3	8	2	2	8
73540000	5	2	2	6	3	2	5
73560000	5	2	2	7	3	2	5
73580000	5	2	2	6	2	2	5
73600000	6	2	3	7	2	2	9
73620000	5	2	3	5	2	2	7
73640000	6	2	2	6	3	2	7
73660000	6	2	2	7	2	2	7
73680000	5	2	4	6	3	2	6
73700000	6	2	2	6	2	2	9
73720000	5	5	3	5	4	2	7
73740000	5	2	2	6	2	2	7
73760000	5	2	2	9	3	2	7
73780000	5	2	3	7	3	3	5
73800000	5	2	2	5	2	2	6
73820000	5	3	2	6	2	2	7
73840000	5	2	2	5	3	2	8
73860000	5	2	2	5	2	2	7
73880000	6	2	2	5	3	2	9
73900000	5	2	2	5	2	2	6
73920000	5	2	2	5	2	2	7
73940000	5	2	2	5	2	2	7
73960000	5	2	2	5	3	2	9
73980000	5	2	2	5	2	3	6
74000000	5	2	3	5	3	2	10
74020000	6	2	3	5	2	3	8
74040000	6	2	2	6	2	2	8
74060000	6	2	2	5	2	2	10
74080000	6	2	2	10	2	2	7
74100000	5	2	2	5	2	2	8
74120000	5	2	4	7	2	2	6
74140000	5	2	2	6	2	2	6
74160000	5	2	2	5	2	2	8
74180000	5	2	2	6	2	2	9
74200000	6	2	2	5	2	2	8
74220000	5	2	2	7	3	2	6
74240000	5	2	2	6	3	2	9
74260000	5	2	2	6	2	2	6
74280000	5	2	2	7	2	2	8
74300000	7	2	3	6	2	2	7
74320000	5	2	2	6	2	2	6
74340000	5	3	2	7	2	2	7
74360000	5	2	3	8	2	2	8
74380000	5	2	4	5	3	2	6
74400000	5	2	3	9	2	2	6
74420000	5	2	3	8	3	2	7
74440000	6	2	3	5	3	2	6
74460000	7	3	3	6	2	2	5
74480000	6	2	2	5	2	2	5
74500000	6	2	3	5	2	2	6
74520000	6	3	2	5	2	2	7
74540000	7	2	3	6	3	2	6
74560000	5	2	3	5	2	2	6
74580000	5	3	2	5	2	2	7
74600000	5	3	2	6	3	2	6
74620000	6	2	2	5	2	2	5
74640000	5	3	2	7	4	2	6
74660000	6	3	3	5	2	2	8
74680000	5	2	3	5	3	2	6
74700000	5	2	2	5	2	2	7
74720000	5	3	2	6	2	3	6
74740000	6	2	3	5	2	2	6
74760000	5	3	2	7	2	2	10
74780000	5	2	2	5	2	2	8
74800000	5	6	2	5	3	2	11
74820000	6	2	2	6	2	2	9
74840000	7	2	2	5	3	2	9
74860000	5	3	3	5	2	2	6
74880000	6	2	3	5	4	2	7
74900000	5	2	3	6	3	2	7
74920000	5	2	3	5	3	2	6
74940000	5	2	2	5	2	2	7
74960000	5	3	2	5	2	2	7
74980000	5	2	2	6	2	2	8
75000000	5	2	2	5	2	2	6
75020000	5	2	2	5	3	2	6
75040000	5	2	2	5	2	2	10
75060000	5	4	2	6	3	2	6
75080000	5	2	3	5	3	2	6
75100000	6	3	3	10	3	2	8
75120000	6	2	3	5	2	3	6
75140000	5	2	3	5	2	2	6
75160000	5	2	3	5	4	2	7
75180000	5	2	2	6	2	2	7
75200000	6	2	3	6	2	2	7
75220000	5	2	2	6	2	2	7
75240000	5	2	2	6	3	2	8
75260000	7	2	2	5	2	2	9
75280000	6	2	3	7	2	2	6
75300000	5	3	3	9	3	2	5
75320000	5	2	2	5	2	2	6
75340000	6	2	3	7	2	2	6
75360000	5	2	2	6	3	3	5
75380000	5	3	2	5	3	2	6
75400000	5	2	2	7	3	2	6
75420000	7	3	2	7	2	2	6
75440000	5	2	3	7	2	2	6
75460000	5	4	2	7	3	2	5
75480000	7	2	3	6	2	3	6
75500000	5	2	3	5	2	2	7
75520000	5	2	3	5	2	2	7
75540000	5	2	2	9	2	2	7
75560000	5	2	2	5	2	2	5
75580000	5	2	2	5	2	2	5
75600000	5	2	2	5	2	2	8
75620000	7	2	2	5	2	2	10
75640000	7	2	3	5	2	2	6
75660000	5	3	2	6	2	2	6
75680000	5	2	2	7	2	2	7
75700000	5	3	2	5	3	2	6
75720000	5	3	3	5	2	2	8
75740000	5	2	3	5	2	2	7
75760000	5	2	2	9	2	2	6
75780000	5	2	2	5	2	2	6
75800000	5	3	3	5	2	2	6
75820000	5	4	2	6	2	2	6
75840000	5	2	2	5	3	2	6
75860000	5	2	2	5	3	2	5
75880000	5	3	2	6	3	2	5
75900000	5	2	2	6	2	2	6
75920000	5	2	3	6	2	2	6
75940000	5	2	3	5	3	2	6
75960000	5	2	3	5	2	2	6
75980000	5	3	2	6	2	2	9
76000000	5	3	2	5	3	3	7
76020000	5	2	2	6	2	2	7
76040000	6	2	2	5	2	2	8
76060000	5	2	2	5	2	3	8
76080000	6	3	2	8	4	2	9
76100000	5	2	2	6	2	2	9
76120000	5	2	2	6	2	2	7
76140000	5	4	3	6	2	2	12
76160000	5	2	2	6	2	2	6
76180000	5	2	2	5	2	2	6
76200000	5	2	2	5	2	2	6
76220000	6	2	3	6	2	2	7
76240000	5	2	2	6	2	2	7
76260000	5	2	2	5	3	2	7
76280000	5	3	2	5	4	2	6
76300000	5	2	3	7	2	2	5
76320000	6	2	3	5	2	2	5
76340000	5	4	3	6	2	2	6
76360000	5	2	2	6	3	2	5
76380000	5	2	2	5	3	2	9
76400000	5	3	3	5	2	3	9
76420000	6	2	3	5	3	2	6
76440000	5	2	2	5	4	2	5
76460000	5	2	2	5	2	2	7
76480000	6	2	2	5	2	2	7
76500000	5	2	2	8	2	2	9
76520000	6	2	2	6	2	2	7
76540000	6	3	2	6	2	2	6
76560000	7	2	2	6	2	2	6
76580000	5	2	3	7	2	2	5
76600000	5	4	3	6	2	3	5
76620000	5	2	2	5	2	2	5
76640000	5	2	3	6	2	2	9
76660000	5	2	2	5	2	2	8
76680000	5	2	3	5	3	2	6
76700000	5	2	3	5	2	2	6
76720000	6	3	4	5	2	2	6
76740000	5	3	3	7	3	2	5
76760000	5	2	3	5	2	2	6
76780000	6	2	2	5	2	2	9
76800000	6	2	3	5	2	2	6
76820000	5	2	2	5	2	2	6
76840000	6	3	3	7	2	2	6
76860000	5	2	3	5	2	2	5
76880000	5	3	3	5	2	2	6
76900000	5	4	2	5	3	3	6
76920000	5	2	3	5	2	2	8
76940000	6	3	2	6	2	2	7
76960000	5	2	2	5	2	2	6
76980000	6	2	2	7	2	2	6
77000000	5	2	3	5	2	2	6
77020000	6	3	2	6	2	2	8
77040000	5	2	2	5	2	2	7
77060000	5	2	2	5	2	2	6
77080000	6	2	2	7	2	2	6
77100000	6	2	2	6	2	2	7
77120000	5	2	3	8	2	2	5
77140000	5	2	2	5	2	2	5
77160000	6	2	2	6	2	2	6
77180000	6	3	3	6	2	3	6
77200000	6	2	2	6	2	2	9
77220000	6	2	2	5	2	2	8
77240000	5	2	3	6	2	2	7
77260000	5	4	2	6	2	2	6
77280000	5	3	2	5	2	2	7
77300000	5	2	2	5	2	3	6
77320000	5	2	2	7	2	2	6
77340000	5	2	2	5	3	2	5
77360000	6	2	2	5	2	2	5
77380000	7	2	4	5	2	2	7
77400000	5	2	2	5	3	2	10
77420000	5	3	2	5	2	2	6
77440000	6	2	2	7	2	2	5
77460000	5	3	2	5	4	2	6
77480000	5	3	2	5	2	2	7
77500000	5	2	2	6	2	2	6
77520000	5	5	2	6	2	2	6
77540000	5	3	2	5	2	2	7
77560000	6	2	2	5	2	2	8
77580000	5	2	2	10	2	2	7
77600000	5	3	4	5	3	2	8
77620000	5	2	2	5	2	2	7
77640000	5	2	2	5	2	2	6
77660000	5	2	2	6	3	2	6
77680000	5	2	4	5	2	2	6
77700000	5	3	2	5	2	2	8
77720000	6	3	2	5	2	2	7
77740000	5	2	3	6	2	2	8
77760000	5	2	4	6	2	2	7
77780000	5	2	2	5	2	2	7
77800000	5	2	2	6	2	3	8
77820000	5	2	2	5	2	2	8
77840000	6	3	3	6	3	2	9
77860000	6	2	2	5	2	2	8
77880000	5	2	3	5	2	2	6
77900000	5	2	2	5	2	2	7
77920000	6	2	2	5	2	2	6
77940000	5	3	3	5	2	3	7
77960000	5	2	2	7	2	2	7
77980000	5	4	2	8	2	2	5
78000000	6	2	2	5	2	2	7
78020000	5	3	2	6	2	2	5
78040000	5	2	3	5	2	2	5
78060000	5	3	3	8	3	2	5
78080000	6	2	2	5	2	3	6
78100000	5	2	3	5	3	2	6
78120000	5	2	3	5	2	2	5
78140000	5	2	2	5	2	3	5
78160000	5	4	3	6	3	2	6
78180000	5	2	2	5	2	2	5
78200000	5	4	3	6	3	2	7
78220000	6	2	2	8	2	2	5
78240000	5	2	2	6	2	2	5
78260000	5	2	3	6	2	2	5
78280000	6	2	3	6	4	3	6
78300000	5	2	3	5	2	2	5
78320000	5	2	3	5	3	2	5
78340000	5	2	3	5	2	2	7
78360000	5	2	3	5	2	2	6
78380000	6	3	2	5	3	2	9
78400000	6	3	3	5	2	2	8
78420000	7	2	2	5	2	2	8
78440000	6	3	3	6	2	2	7
78460000	5	2	2	6	2	2	5
78480000	6	2	3	6	3	2	8
78500000	5	3	2	5	2	2	5
78520000	5	2	3	5	2	2	7
78540000	6	2	4	6	2	2	6
78560000	5	2	2	5	2	2	7
78580000	5	5	3	5	3	2	8
78600000	5	2	2	6	2	2	8
78620000	7	2	2	5	2	2	8
78640000	7	4	3	5	2	2	7
78660000	6	2	3	6	2	2	8
78680000	5	2	3	6	2	2	7
78700000	5	2	4	6	2	2	6
78720000	6	2	3	5	2	3	6
78740000	5	2	4	6	3	2	6
78760000	5	2	4	7	2	2	8
78780000	5	2	3	6	2	2	6
78800000	5	2	3	6	2	2	7
78820000	5	2	2	7	2	2	7
78840000	5	2	2	6	3	2	8
78860000	5	2	2	8	2	2	6
78880000	5	2	3	6	2	2	8
78900000	6	2	2	6	2	2	5
78920000	6	2	2	7	2	2	6
78940000	5	3	2	5	3	2	7
78960000	5	2	2	7	2	2	6
78980000	5	2	2	5	2	2	6
79000000	5	2	3	6	3	2	7
79020000	5	3	2	5	2	2	8
79040000	5	2	2	6	3	2	8
79060000	5	3	3	5	2	2	9
79080000	5	3	2	5	2	2	9
79100000	5	3	2	5	2	2	9
79120000	6	2	3	5	2	2	7
79140000	6	3	2	6	2	2	6
79160000	6	3	2	6	3	2	7
79180000	5	4	3	5	2	2	8
79200000	5	2	3	8	2	2	6
79220000	6	2	3	5	2	2	5
79240000	5	2	2	5	2	2	7
79260000	5	2	2	5	2	2	8
79280000	5	3	2	5	2	2	6
79300000	5	2	2	6	3	2	7
79320000	6	2	2	8	2	2	6
79340000	6	2	2	5	2	3	8
79360000	5	2	2	7	2	3	8
79380000	6	2	2	6	3	2	10
79400000	6	3	3	5	2	2	6
79420000	6	2	3	7	2	2	6
79440000	5	2	3	7	2	2	7
79460000	7	2	2	6	3	2	9
79480000	5	2	3	5	2	2	7
79500000	6	2	2	5	2	3	6
79520000	5	3	2	5	2	2	6
79540000	5	2	2	5	2	2	6
79560000	6	3	2	5	3	2	7
79580000	5	2	2	6	2	2	7
79600000	6	2	2	5	2	3	6
79620000	5	2	2	5	2	2	5
79640000	5	4	2	6	2	3	7
79660000	5	3	3	6	2	2	8
79680000	6	3	2	7	3	2	8
79700000	6	2	3	6	2	2	6
79720000	5	2	3	6	2	2	5
79740000	5	4	2	6	3	2	6
79760000	5	2	2	6	2	2	6
79780000	5	3	3	7	2	2	5
79800000	7	3	3	6	3	3	6
79820000	6	3	2	10	2	2	5
79840000	6	3	2	7	2	2	7
79860000	6	3	2	5	2	2	7
79880000	5	2	3	6	3	2	7
79900000	7	2	3	7	3	2	5
79920000	5	3	3	5	2	2	6
79940000	5	2	2	7	3	3	9
79960000	6	2	3	6	2	2	5
79980000	6	2	3	6	2	2	5
80000000	5	2	2	5	2	2	5
80020000	6	2	3	5	2	2	6
80040000	6	2	3	7	3	2	7
80060000	6	2	3	6	2	3	6
80080000	5	2	3	5	4	2	6
80100000	5	2	2	5	2	2	6
80120000	5	2	2	7	2	2	7
80140000	5	2	3	6	2	3	6
80160000	7	2	3	5	2	3	6
80180000	5	2	2	6	2	2	6
80200000	5	2	3	5	2	2	7
80220000	5	3	2	5	3	2	7
80240000	6	2	2	5	2	3	8
80260000	6	3	2	6	2	2	6
80280000	6	2	3	5	2	2	8
80300000	5	2	2	8	4	2	6
80320000	6	2	2	7	2	2	10
80340000	5	2	2	5	2	2	6
80360000	5	2	2	5	2	2	6
80380000	7	3	2	5	2	2	7
80400000	5	2	2	5	4	2	6
80420000	5	2	2	6	2	2	8
80440000	5	3	2	6	2	2	7
80460000	5	2	2	6	2	2	5
80480000	5	2	2	5	2	2	5
80500000	6	2	2	5	2	2	5
80520000	5	2	2	6	2	2	7
80540000	6	2	3	5	2	2	6
80560000	5	2	2	5	3	2	6
80580000	5	2	2	5	2	3	6
80600000	5	2	2	6	2	2	6
80620000	6	2	2	8	2	2	7
80640000	6	3	2	5	3	2	7
80660000	5	2	3	6	2	2	10
80680000	6	2	4	6	2	2	6
80700000	6	2	3	6	2	2	6
80720000	6	3	2	5	2	2	6
80740000	6	2	2	6	2	2	6
80760000	5	2	2	5	3	2	5
80780000	5	2	2	5	2	2	6
80800000	5	3	2	5	3	2	5
80820000	7	2	2	7	2	2	7
80840000	6	3	3	10	3	3	7
80860000	6	3	2	8	2	2	6
80880000	5	2	2	7	2	2	6
80900000	5	2	2	6	2	2	7
80920000	6	2	3	6	2	2	8
80940000	6	5	2	7	3	2	8
80960000	5	2	3	5	2	2	7
80980000	6	3	3	9	2	2	6
81000000	7	2	2	6	3	2	6
81020000	5	2	2	5	3	2	6
81040000	5	3	3	5	3	2	6
81060000	6	3	3	6	4	2	7
81080000	5	2	2	6	2	2	6
81100000	5	2	3	7	2	2	7
81120000	5	2	3	5	2	2	6
81140000	6	2	3	6	2	3	5
81160000	6	2	3	6	2	2	5
81180000	5	2	3	8	2	2	6
81200000	5	2	3	5	2	2	5
81220000	5	2	3	6	2	2	6
81240000	5	2	3	5	2	2	5
81260000	6	3	3	5	4	2	6
81280000	6	3	2	5	3	2	6
81300000	6	2	3	5	2	2	7
81320000	5	3	3	5	2	2	6
81340000	6	2	2	5	2	2	5
81360000	5	2	2	10	2	2	6
81380000	6	2	2	5	3	2	8
81400000	5	2	3	7	2	2	6
81420000	6	2	2	5	2	2	7
81440000	5	2	3	8	2	2	6
81460000	6	2	4	5	2	2	7
81480000	5	3	3	7	3	2	6
81500000	6	2	2	5	3	3	6
81520000	5	3	2	5	2	3	8
81540000	6	2	2	5	2	2	7
81560000	5	3	2	5	4	2	7
81580000	6	2	2	5	2	2	7
81600000	5	3	2	6	2	2	7
81620000	5	2	3	5	3	2	5
81640000	5	3	2	5	2	2	7
81660000	5	2	2	5	2	2	9
81680000	5	2	2	5	2	3	6
81700000	6	2	2	8	2	2	11
81720000	5	3	2	5	2	2	6
81740000	5	2	3	6	2	3	7
81760000	5	2	3	6	2	2	8
81780000	5	2	2	5	3	2	10
81800000	5	2	2	5	2	3	9
81820000	6	2	2	6	2	2	6
81840000	5	2	2	5	2	2	7
81860000	5	2	2	5	2	3	7
81880000	5	3	2	5	2	2	6
81900000	5	2	2	6	2	2	6
81920000	6	3	3	5	2	2	6
81940000	5	3	2	5	3	2	6
81960000	5	2	2	6	3	2	6
81980000	5	2	2	5	2	2	5
82000000	5	2	2	5	3	2	5
82020000	5	2	2	5	2	2	5
82040000	6	2	2	5	2	2	6
82060000	5	2	3	7	2	2	5
82080000	5	2	2	10	2	2	6
82100000	5	3	2	6	3	2	5
82120000	5	2	3	6	2	2	5
82140000	6	2	2	6	2	2	8
82160000	6	3	2	5	2	2	6
82180000	6	3	3	6	3	3	8
82200000	6	2	2	6	2	2	6
82220000	5	2	2	5	2	2	6
82240000	5	2	4	5	2	2	6
82260000	6	2	3	6	2	2	6
82280000	5	2	3	6	2	2	9
82300000	5	2	2	6	2	2	8
82320000	5	2	2	6	3	2	5
82340000	6	2	2	5	3	2	5
82360000	5	2	3	5	2	2	6
82380000	5	2	3	5	2	2	6
82400000	5	2	2	5	2	2	7
82420000	5	4	2	9	2	2	7
82440000	5	2	2	6	2	3	8
82460000	6	3	3	6	2	2	7
82480000	6	2	3	8	4	2	6
82500000	6	3	3	7	2	2	7
82520000	5	2	2	6	2	2	8
82540000	6	2	3	5	2	2	7
82560000	5	3	3	6	2	2	8
82580000	6	3	3	5	2	3	7
82600000	5	2	2	5	2	2	9
82620000	7	3	2	5	3	2	8
82640000	6	2	3	5	2	2	6
82660000	5	2	2	6	2	2	5
82680000	6	2	3	5	2	2	6
82700000	6	2	3	9	2	3	7
82720000	5	3	2	5	2	2	5
82740000	5	5	2	7	3	4	6
82760000	5	2	2	6	2	2	7
82780000	6	2	4	5	3	2	5
82800000	6	3	4	5	2	2	5
82820000	6	3	3	8	2	2	6
82840000	6	2	2	5	4	2	6
82860000	5	2	2	6	2	2	6
82880000	5	2	3	5	2	2	7
82900000	6	2	2	5	3	2	7
82920000	5	2	2	6	2	2	6
82940000	5	2	3	6	2	2	6
82960000	6	3	2	7	3	2	6
82980000	6	3	3	7	2	2	8
83000000	6	2	3	5	2	2	6
83020000	5	2	2	5	2	2	7
83040000	5	2	2	5	3	2	6
83060000	5	6	4	5	2	2	8
83080000	5	2	3	7	3	2	5
83100000	7	2	2	6	3	3	6
83120000	5	3	4	6	3	2	6
83140000	6	2	2	5	3	2	7
83160000	5	5	2	6	2	2	6
83180000	5	2	2	5	2	2	6
83200000	6	2	3	5	3	2	8
83220000	5	3	2	5	2	2	5
83240000	5	3	2	7	3	3	6
83260000	5	3	2	5	3	2	5
83280000	7	3	3	6	3	2	5
83300000	5	2	2	7	2	2	6
83320000	5	2	2	7	2	2	7
