states	PB1	PB2	HA	NP	NA	MP	NS
21560000	5	2	3	5	2	2	6
21580000	5	2	3	5	2	2	5
21600000	6	2	3	5	2	2	6
21620000	5	3	3	5	2	2	6
21640000	5	2	3	7	2	2	5
21660000	6	2	2	5	4	2	5
21680000	6	2	4	5	2	3	10
21700000	5	3	3	5	2	2	10
21720000	6	3	2	5	2	2	6
21740000	5	2	2	7	2	2	5
21760000	5	2	2	8	2	2	6
21780000	5	2	4	7	2	2	6
21800000	5	3	3	7	2	2	7
21820000	6	4	3	5	2	2	5
21840000	6	2	2	7	2	2	6
21860000	5	2	2	7	2	2	6
21880000	5	2	3	8	2	2	6
21900000	5	2	2	5	2	2	6
21920000	5	3	3	6	2	2	7
21940000	5	2	4	5	3	2	6
21960000	7	3	4	6	3	2	8
21980000	5	2	2	5	2	2	9
22000000	5	2	3	6	3	2	5
22020000	5	2	2	5	2	2	6
22040000	5	2	3	5	2	2	6
22060000	6	3	3	6	3	2	7
22080000	6	3	4	5	3	2	7
22100000	5	2	3	5	2	2	6
22120000	5	3	2	6	2	2	7
22140000	5	2	2	6	2	3	6
22160000	5	2	2	5	2	2	6
22180000	6	4	4	6	3	2	6
22200000	5	3	3	7	2	2	6
22220000	6	2	2	5	2	2	6
22240000	5	2	3	7	2	2	5
22260000	5	2	2	5	3	2	5
22280000	5	2	2	5	2	2	6
22300000	5	2	2	11	2	2	7
22320000	5	3	3	6	3	2	10
22340000	5	2	2	6	2	2	5
22360000	5	2	3	5	2	2	8
22380000	5	3	2	7	2	2	8
22400000	5	2	2	5	2	3	9
22420000	5	2	2	7	3	2	9
22440000	6	2	3	5	2	2	7
22460000	5	2	3	6	4	2	10
22480000	6	2	2	7	2	2	8
22500000	5	2	3	7	2	2	7
22520000	6	3	3	8	2	2	7
22540000	6	3	2	5	2	2	6
22560000	5	2	3	6	2	2	8
22580000	5	2	2	5	2	2	7
22600000	5	3	2	7	2	2	8
22620000	5	3	2	6	2	2	6
22640000	5	3	2	6	2	2	5
22660000	6	2	2	6	2	2	6
22680000	5	4	2	5	2	2	8
22700000	5	2	3	7	2	2	7
22720000	5	2	3	6	2	2	7
22740000	7	2	3	7	4	2	6
22760000	6	3	3	6	2	3	7
22780000	5	3	3	7	2	2	6
22800000	7	2	2	5	2	2	6
22820000	5	2	2	6	2	2	5
22840000	5	2	3	6	2	2	6
22860000	5	2	3	6	2	2	6
22880000	5	2	2	5	2	2	6
22900000	5	2	2	5	3	2	6
22920000	5	3	2	5	3	2	5
22940000	7	2	3	7	3	2	6
22960000	5	2	2	5	4	2	8
22980000	6	3	3	7	3	2	6
23000000	5	2	4	5	3	2	5
23020000	6	2	3	7	3	2	6
23040000	5	3	2	5	2	2	7
23060000	6	3	2	5	2	2	7
23080000	6	3	2	6	3	2	6
23100000	5	2	2	6	3	2	7
23120000	5	2	2	5	2	2	7
23140000	5	2	3	6	2	2	6
23160000	5	2	2	9	3	2	6
23180000	5	2	4	7	2	2	7
23200000	5	2	3	5	2	3	7
23220000	5	3	2	7	2	3	8
23240000	6	2	3	5	3	2	7
23260000	5	4	2	5	2	2	6
23280000	6	2	2	5	2	2	7
23300000	5	3	2	5	2	2	8
23320000	5	2	2	5	2	2	6
23340000	5	2	4	5	3	2	7
23360000	6	3	3	5	2	2	6
23380000	6	3	2	5	2	2	7
23400000	5	3	3	5	2	2	6
23420000	5	2	3	6	4	2	8
23440000	5	2	3	6	2	2	6
23460000	6	3	3	5	2	2	6
23480000	6	2	3	9	2	2	7
23500000	5	2	3	5	2	2	7
23520000	7	3	3	7	2	2	6
23540000	5	2	3	5	3	2	7
23560000	5	2	3	5	3	2	7
23580000	5	2	3	6	2	2	8
23600000	6	2	3	5	2	2	6
23620000	6	3	2	6	3	3	8
23640000	5	3	2	6	2	2	8
23660000	6	3	3	6	2	2	9
23680000	5	3	2	7	2	2	6
23700000	5	2	2	8	2	2	6
23720000	6	3	2	5	3	2	10
23740000	5	4	2	6	2	3	7
23760000	6	2	2	5	2	2	6
23780000	6	2	2	7	2	2	5
23800000	5	2	2	5	4	2	6
23820000	7	2	2	5	2	2	5
23840000	5	2	2	6	2	2	8
23860000	5	2	2	8	2	5	9
23880000	5	2	2	5	2	2	6
23900000	5	2	2	5	2	2	6
23920000	5	2	3	5	2	2	8
23940000	5	2	2	6	2	2	6
23960000	6	3	2	5	2	2	6
23980000	6	4	3	5	3	3	6
24000000	5	2	3	5	2	2	6
24020000	6	2	3	7	2	2	9
24040000	6	3	2	6	3	2	7
24060000	6	3	3	5	3	2	7
24080000	6	2	3	6	2	3	8
24100000	5	2	3	5	2	2	7
24120000	5	2	2	6	2	2	8
24140000	7	3	3	5	2	2	6
24160000	5	2	3	6	2	2	5
24180000	5	3	3	7	3	2	6
24200000	6	2	3	12	3	2	5
24220000	5	2	3	6	2	2	5
24240000	5	3	3	6	3	2	6
24260000	5	3	2	8	3	2	7
24280000	6	2	3	8	2	2	7
24300000	5	2	2	8	3	2	8
24320000	5	2	2	7	4	2	6
24340000	7	3	2	7	2	2	7
24360000	5	2	3	5	2	2	6
24380000	6	2	3	5	2	2	8
24400000	6	2	3	5	2	2	6
24420000	6	2	3	6	2	3	7
24440000	5	2	3	6	2	2	9
24460000	5	2	2	6	3	2	9
24480000	6	2	2	6	2	2	8
24500000	6	2	2	5	2	2	7
24520000	5	2	2	5	2	2	7
24540000	5	2	2	5	4	2	6
24560000	5	2	2	6	2	2	5
24580000	5	2	2	7	2	3	6
24600000	5	2	3	6	2	2	6
24620000	6	2	3	7	2	2	6
24640000	5	2	2	7	2	2	8
24660000	6	2	2	6	2	2	8
24680000	6	2	2	7	2	2	6
24700000	7	2	3	7	2	2	9
24720000	5	2	2	5	2	2	8
24740000	5	2	3	5	2	2	8
24760000	5	2	2	5	2	2	7
24780000	5	2	3	5	2	2	6
24800000	5	2	3	6	3	2	8
24820000	8	3	3	6	2	2	7
24840000	6	2	2	5	2	2	8
24860000	6	2	3	5	2	2	5
24880000	5	2	4	6	2	2	6
24900000	6	3	2	6	2	2	6
24920000	6	3	3	6	2	2	6
24940000	6	2	3	9	2	2	6
24960000	6	2	3	6	2	2	8
24980000	6	2	2	5	2	2	6
25000000	5	3	2	6	2	2	5
25020000	5	2	3	5	3	2	6
25040000	6	2	3	8	2	2	5
25060000	5	3	3	5	3	2	8
25080000	5	4	2	5	2	2	6
25100000	6	2	2	5	2	2	6
25120000	8	2	2	8	2	2	6
25140000	7	2	3	6	2	2	6
25160000	5	2	2	6	3	2	6
25180000	5	2	2	6	2	3	6
25200000	5	2	2	5	3	2	5
25220000	8	2	3	8	2	2	6
25240000	5	2	3	6	3	2	7
25260000	5	3	2	5	2	2	10
25280000	5	3	3	8	2	2	6
25300000	5	2	2	5	2	2	6
25320000	5	2	2	6	4	2	6
25340000	6	2	2	5	3	2	7
25360000	6	2	4	6	2	2	6
25380000	5	2	2	5	2	2	7
25400000	5	2	3	6	2	2	5
25420000	6	2	2	5	2	2	6
25440000	6	2	3	5	2	2	5
25460000	5	2	3	5	2	2	5
25480000	5	2	2	7	2	2	7
25500000	5	2	2	5	3	2	7
25520000	5	2	2	6	3	2	5
25540000	6	2	2	5	2	2	6
25560000	6	2	3	6	3	2	6
25580000	5	3	3	6	2	2	8
25600000	5	3	2	6	3	2	8
25620000	6	2	2	6	2	2	7
25640000	5	2	3	5	2	2	8
25660000	5	2	2	5	2	2	6
25680000	6	2	3	6	2	2	7
25700000	6	4	4	6	2	2	7
25720000	6	2	4	6	2	2	6
25740000	7	3	3	7	2	2	5
25760000	5	2	2	9	2	2	5
25780000	6	2	3	6	3	2	7
25800000	5	2	2	7	2	2	5
25820000	5	2	2	6	2	2	6
25840000	6	4	3	6	3	3	8
25860000	5	3	3	6	2	2	8
25880000	5	3	2	5	2	2	7
25900000	5	2	2	5	3	2	6
25920000	5	2	2	5	2	2	6
25940000	5	2	2	6	2	2	7
25960000	6	2	3	5	2	2	9
25980000	6	3	3	5	2	2	6
26000000	6	2	2	5	3	2	10
26020000	5	2	2	5	2	2	8
26040000	5	3	3	6	2	2	7
26060000	5	3	2	5	2	2	8
26080000	5	2	3	5	3	2	7
26100000	6	3	2	6	2	2	9
26120000	5	2	2	10	2	2	7
26140000	5	2	2	5	2	2	7
26160000	5	2	2	5	2	3	7
26180000	6	2	3	5	2	2	8
26200000	7	3	2	7	2	3	7
26220000	6	2	3	6	3	2	7
26240000	5	2	3	5	2	2	8
26260000	5	2	2	5	2	2	7
26280000	5	2	2	5	2	2	6
26300000	5	3	2	5	2	2	6
26320000	5	2	2	5	2	2	6
26340000	6	2	2	5	3	2	8
26360000	6	2	3	5	2	3	5
26380000	6	3	4	7	4	3	8
26400000	7	2	3	8	2	3	6
26420000	6	2	3	6	2	2	5
26440000	5	3	2	5	3	2	6
26460000	8	2	2	5	2	2	8
26480000	5	2	2	6	2	2	7
26500000	5	2	2	7	2	2	9
26520000	5	2	2	7	4	2	9
26540000	6	2	4	7	2	2	6
26560000	6	2	3	6	3	2	9
26580000	6	2	2	7	2	2	7
26600000	6	2	2	6	2	2	7
26620000	5	3	2	7	2	2	7
26640000	5	2	3	5	2	2	7
26660000	5	2	2	8	2	2	6
26680000	7	2	2	7	2	2	6
26700000	5	2	2	6	2	2	5
26720000	5	2	2	7	2	3	5
26740000	5	2	3	6	3	2	5
26760000	5	4	2	5	2	2	6
26780000	5	2	3	5	2	2	5
26800000	5	2	2	5	2	2	7
26820000	5	3	3	5	2	2	5
26840000	5	2	2	7	3	2	6
26860000	5	3	2	5	2	2	5
26880000	5	2	3	5	2	2	6
26900000	7	3	2	5	2	2	7
26920000	5	2	2	5	2	2	8
26940000	6	2	2	6	4	2	6
26960000	6	2	2	5	3	2	7
26980000	5	2	2	5	2	2	6
27000000	5	2	2	6	2	2	6
27020000	5	4	2	8	2	2	5
27040000	6	3	4	7	2	2	6
27060000	6	2	3	5	2	2	6
27080000	6	2	2	5	4	2	6
27100000	7	2	2	7	2	2	8
27120000	5	2	2	5	2	2	5
27140000	5	2	2	5	3	2	6
27160000	5	3	2	6	2	2	6
27180000	5	2	3	5	2	2	6
27200000	5	2	2	5	2	2	6
27220000	5	2	3	7	2	2	7
27240000	5	3	3	5	3	2	11
27260000	5	2	3	6	2	2	5
27280000	6	2	2	6	2	2	7
27300000	6	2	3	5	2	2	10
27320000	5	3	2	5	2	2	9
27340000	6	2	3	5	2	2	9
27360000	6	3	3	5	3	2	8
27380000	5	2	3	9	2	2	6
27400000	8	2	2	6	2	2	5
27420000	6	2	3	6	2	2	5
27440000	5	2	2	5	2	2	5
27460000	5	2	2	5	2	2	5
27480000	5	2	2	6	2	2	5
27500000	5	2	2	5	3	2	5
27520000	6	2	2	7	2	2	5
27540000	5	2	3	6	2	2	6
27560000	5	2	2	5	3	2	6
27580000	5	2	2	6	2	2	5
27600000	5	2	3	7	2	2	5
27620000	5	2	3	6	2	2	7
27640000	6	2	2	5	2	3	6
27660000	5	3	2	7	2	2	6
27680000	5	2	2	7	2	2	5
27700000	6	2	2	5	3	2	6
27720000	7	2	3	6	2	2	5
27740000	7	2	3	7	2	2	8
27760000	5	2	2	8	2	2	11
27780000	5	2	3	6	2	2	6
27800000	5	2	2	6	2	3	9
27820000	5	2	2	5	3	2	7
27840000	5	2	2	6	2	2	8
27860000	5	3	3	7	2	2	7
27880000	5	2	2	7	2	3	6
27900000	5	2	2	6	2	2	6
27920000	5	2	2	5	2	2	8
27940000	5	2	2	7	4	3	5
27960000	5	2	2	5	2	2	7
27980000	5	3	4	5	3	2	6
28000000	5	2	3	5	2	2	6
28020000	5	2	3	5	2	2	5
28040000	5	2	3	6	3	2	6
28060000	5	2	2	5	2	2	7
28080000	7	3	3	6	3	2	6
28100000	6	2	3	9	3	2	6
28120000	6	3	2	6	3	2	7
28140000	7	2	2	6	2	2	8
28160000	5	3	2	6	2	2	5
28180000	5	2	3	5	2	2	6
28200000	6	2	2	6	2	2	6
28220000	5	2	2	7	2	2	7
28240000	6	3	2	6	3	2	6
28260000	6	2	2	6	2	2	6
28280000	5	2	2	7	2	2	6
28300000	6	2	3	5	2	2	9
28320000	5	2	2	7	3	2	7
28340000	6	2	2	6	2	2	9
28360000	5	2	2	5	2	2	6
28380000	6	2	3	5	3	2	6
28400000	5	2	3	6	2	2	6
28420000	6	3	3	7	3	2	11
28440000	5	2	2	6	2	2	9
28460000	5	2	2	7	2	2	7
28480000	6	2	3	7	3	2	7
28500000	6	3	2	5	2	2	6
28520000	6	2	2	5	2	2	6
28540000	5	2	2	6	2	2	6
28560000	5	2	3	5	2	2	7
28580000	6	3	3	5	2	2	6
28600000	7	3	3	5	4	2	6
28620000	5	3	2	7	2	2	6
28640000	6	3	2	6	2	2	7
28660000	5	3	2	5	2	2	7
28680000	5	4	3	5	3	2	8
28700000	6	2	2	5	3	2	6
28720000	6	3	4	5	3	3	6
28740000	6	2	2	6	3	2	6
28760000	5	2	2	8	2	2	7
28780000	5	2	2	6	3	2	9
28800000	5	4	2	5	2	2	6
28820000	5	3	2	5	2	2	9
28840000	5	3	3	5	2	2	6
28860000	6	2	4	6	3	2	9
28880000	6	2	3	6	2	2	6
28900000	5	3	4	6	2	2	6
28920000	5	2	3	6	2	2	6
28940000	7	3	2	6	3	2	6
28960000	6	2	2	6	4	3	5
28980000	6	2	3	6	2	2	6
29000000	6	2	3	5	2	2	6
29020000	5	2	2	6	2	2	5
29040000	5	2	3	5	3	2	5
29060000	7	2	3	8	3	3	5
29080000	5	2	2	5	2	2	6
29100000	7	2	2	6	2	2	8
29120000	7	3	3	5	2	2	7
29140000	6	2	4	6	2	2	6
29160000	6	2	3	5	3	2	10
29180000	5	4	2	6	3	2	5
29200000	6	3	2	5	2	2	8
29220000	5	2	3	7	2	2	7
29240000	6	2	2	6	2	2	6
29260000	7	2	3	5	3	2	6
29280000	5	2	3	7	3	2	6
29300000	5	3	2	5	2	2	6
29320000	5	2	2	5	2	2	7
29340000	6	2	2	5	2	2	6
29360000	5	4	2	8	3	2	6
29380000	5	2	2	7	2	2	5
29400000	5	2	3	5	2	2	6
29420000	5	2	2	5	2	2	7
29440000	5	2	3	6	2	2	6
29460000	5	3	2	6	2	2	9
29480000	5	2	2	6	2	2	8
29500000	5	2	3	7	2	2	7
29520000	5	3	2	5	2	2	7
29540000	5	2	2	8	3	2	6
29560000	5	2	3	8	2	2	8
29580000	6	2	3	5	2	2	7
29600000	5	2	2	7	2	2	7
29620000	5	2	2	5	2	2	5
29640000	5	3	3	5	2	2	6
29660000	5	2	3	6	2	2	6
29680000	6	3	3	5	2	2	9
29700000	6	2	4	8	2	2	6
29720000	7	3	2	5	3	2	8
29740000	6	3	2	6	3	2	8
29760000	6	2	2	5	2	2	8
29780000	5	2	2	5	3	2	6
29800000	5	3	4	6	2	2	6
29820000	6	2	2	7	2	2	7
29840000	5	2	3	5	3	2	7
29860000	5	2	2	5	2	2	9
29880000	5	2	3	8	2	2	6
29900000	5	2	2	5	2	2	6
29920000	5	2	4	6	2	2	8
29940000	5	2	3	7	2	2	6
29960000	5	2	4	6	2	2	7
29980000	5	2	2	5	3	2	6
30000000	5	2	3	5	2	2	7
30020000	6	3	3	5	3	2	10
30040000	5	2	3	5	3	2	7
30060000	5	2	3	5	2	2	9
30080000	7	3	3	5	3	2	8
30100000	5	3	3	5	4	2	7
30120000	5	2	2	5	2	2	9
30140000	5	2	2	5	2	2	11
30160000	5	2	2	6	2	2	8
30180000	5	2	2	9	2	2	6
30200000	5	2	2	5	2	2	7
30220000	6	4	2	8	2	2	7
30240000	6	2	3	7	2	2	7
30260000	6	2	2	5	3	3	10
30280000	6	3	2	5	2	2	6
30300000	6	3	2	6	2	2	7
30320000	6	2	2	5	2	2	8
30340000	5	3	3	5	2	2	6
30360000	5	2	3	5	3	3	7
30380000	5	2	3	5	2	2	7
30400000	5	2	3	6	2	2	6
30420000	5	2	2	6	3	3	5
30440000	6	2	2	5	2	2	5
30460000	5	3	2	5	2	2	5
30480000	6	2	2	5	3	2	6
30500000	5	2	2	6	2	2	6
30520000	5	3	2	5	2	3	5
30540000	5	2	2	5	2	2	8
30560000	5	2	2	5	3	2	6
30580000	5	2	2	6	2	2	5
30600000	5	3	2	7	2	2	5
30620000	5	2	2	7	2	2	6
30640000	5	2	3	5	2	2	6
30660000	5	2	2	7	2	2	6
30680000	5	2	2	8	3	2	8
30700000	5	2	2	5	2	2	7
30720000	6	3	2	5	2	2	7
30740000	5	5	2	5	2	2	8
30760000	6	2	2	5	2	2	7
30780000	5	2	2	6	2	2	7
30800000	5	2	2	5	2	2	8
30820000	6	3	2	5	2	2	7
30840000	5	2	2	5	3	3	9
30860000	6	2	2	5	2	2	8
30880000	5	2	3	5	2	2	7
30900000	5	2	2	6	2	2	6
30920000	6	2	2	5	3	2	6
30940000	6	3	3	5	2	2	7
30960000	5	2	3	5	2	2	6
30980000	7	3	2	5	2	2	6
31000000	5	2	2	7	2	2	7
31020000	6	2	2	6	4	2	8
31040000	5	2	2	8	2	2	5
31060000	5	3	2	5	2	3	5
31080000	5	2	2	5	2	2	5
31100000	6	2	3	7	3	2	8
31120000	6	3	3	8	3	2	6
31140000	5	2	2	6	2	2	6
31160000	5	2	2	7	3	2	6
31180000	6	2	2	5	2	2	6
31200000	5	3	2	5	3	2	5
31220000	6	2	2	5	2	2	5
31240000	5	2	3	5	3	3	6
31260000	5	3	3	5	2	3	7
31280000	5	3	2	5	3	2	8
31300000	6	2	3	5	2	2	5
31320000	5	3	3	5	2	2	8
31340000	6	3	2	8	2	2	7
31360000	5	3	2	5	3	3	8
31380000	5	2	3	6	2	2	8
31400000	5	3	2	7	3	2	7
31420000	5	2	2	6	2	3	6
31440000	5	2	2	5	4	2	7
31460000	5	2	2	6	3	2	7
31480000	5	2	2	6	2	2	6
31500000	5	2	2	6	2	2	7
31520000	5	2	3	5	2	2	6
31540000	6	2	3	6	2	2	7
31560000	6	2	3	7	3	2	7
31580000	5	2	5	5	2	2	7
31600000	6	3	2	5	2	2	5
31620000	5	2	2	5	2	2	8
31640000	5	2	2	5	3	2	7
31660000	5	2	3	5	2	2	7
31680000	6	2	3	6	2	2	6
31700000	5	4	3	6	2	2	7
31720000	6	2	3	5	3	2	7
31740000	7	2	3	6	2	2	6
31760000	7	2	4	5	4	2	7
31780000	6	2	3	5	2	2	5
31800000	6	2	3	6	2	2	7
31820000	5	3	3	5	2	3	7
31840000	5	2	2	5	2	2	6
31860000	6	2	3	6	2	2	6
31880000	7	3	3	5	2	2	5
31900000	5	2	2	5	2	2	5
31920000	9	2	2	5	2	3	7
31940000	6	4	2	5	2	2	7
31960000	5	4	3	6	2	2	6
31980000	6	2	3	5	3	2	5
32000000	5	2	3	7	2	2	7
32020000	5	2	3	5	2	2	6
32040000	8	2	4	6	2	2	11
32060000	5	2	2	6	3	2	8
32080000	5	3	3	7	2	2	7
32100000	5	4	2	6	2	2	7
32120000	5	2	3	6	3	2	7
32140000	5	3	3	6	2	2	5
32160000	5	3	3	5	3	2	6
32180000	5	3	2	5	3	2	6
32200000	5	3	2	6	2	2	7
32220000	5	3	3	6	3	2	7
32240000	6	2	3	7	3	2	7
32260000	6	2	2	6	2	2	7
32280000	5	2	3	6	2	2	8
32300000	5	2	2	5	2	2	7
32320000	5	2	2	6	3	2	8
32340000	5	2	2	5	2	2	7
32360000	5	2	3	5	4	2	5
32380000	5	3	2	5	2	2	5
32400000	5	3	2	5	2	2	7
32420000	5	3	3	5	2	2	8
32440000	5	2	2	5	2	2	7
32460000	6	2	3	5	2	2	7
32480000	5	3	3	6	2	2	8
32500000	5	2	3	5	2	2	7
32520000	6	2	2	7	2	2	6
32540000	5	3	2	7	3	2	6
32560000	6	2	2	6	2	2	6
32580000	6	2	3	5	2	2	8
32600000	5	3	3	6	3	2	7
32620000	5	2	3	7	2	2	7
32640000	5	2	3	6	2	2	7
32660000	6	2	2	5	2	3	5
32680000	5	2	2	5	2	2	6
32700000	7	3	2	5	2	2	8
32720000	5	2	2	5	2	2	6
32740000	6	2	2	5	2	2	5
32760000	5	2	3	7	2	2	6
32780000	5	2	2	5	2	2	5
32800000	5	2	3	5	2	2	8
32820000	5	2	3	6	2	2	8
32840000	5	2	3	7	3	2	7
32860000	5	2	2	6	2	3	9
32880000	5	2	3	5	3	2	7
32900000	6	3	2	6	2	2	7
32920000	6	2	3	5	2	3	7
32940000	6	3	2	6	2	2	9
32960000	5	3	3	6	2	2	5
32980000	5	2	2	5	2	2	7
33000000	5	2	2	6	2	2	7
33020000	5	2	3	5	2	2	9
33040000	5	2	2	6	2	2	8
33060000	5	2	3	5	2	2	7
33080000	5	2	3	6	3	2	8
33100000	5	2	2	6	3	2	10
33120000	5	2	2	6	2	2	8
33140000	5	2	2	6	2	2	6
33160000	6	2	4	6	3	2	7
33180000	5	2	2	5	2	2	7
33200000	5	2	4	7	2	2	6
33220000	5	2	3	5	2	2	6
33240000	5	4	2	5	3	2	6
33260000	5	2	3	5	2	2	5
33280000	5	2	3	6	2	2	6
33300000	5	4	4	6	3	2	5
33320000	7	2	2	6	2	2	7
33340000	5	3	2	6	2	2	7
33360000	5	2	3	5	2	2	11
33380000	6	3	4	6	3	2	7
33400000	6	3	4	6	2	2	5
33420000	5	2	3	5	2	2	6
33440000	5	2	4	5	2	2	9
33460000	5	2	3	6	2	2	8
33480000	5	2	2	5	3	3	7
33500000	5	3	2	5	2	2	7
33520000	5	2	3	5	2	2	6
33540000	5	5	3	5	3	2	5
33560000	5	2	2	6	2	2	7
33580000	6	2	2	5	3	2	8
33600000	5	2	2	7	2	2	5
33620000	6	2	3	5	2	2	7
33640000	5	2	3	7	3	3	8
33660000	6	2	2	7	2	2	5
33680000	5	3	3	6	2	3	6
33700000	5	3	4	5	2	2	6
33720000	5	3	3	5	2	2	7
33740000	6	2	2	5	2	2	8
33760000	5	2	2	5	3	2	6
33780000	5	2	3	5	2	2	6
33800000	6	2	3	6	2	2	9
33820000	6	2	3	5	2	2	6
33840000	5	2	3	7	2	2	9
33860000	5	3	3	6	2	3	5
33880000	7	2	4	6	3	2	8
33900000	5	3	2	5	2	3	7
33920000	6	3	2	6	2	2	7
33940000	5	2	2	6	2	2	6
33960000	5	2	2	5	2	2	10
33980000	7	2	2	5	2	2	6
34000000	6	2	2	5	2	2	8
34020000	5	2	3	7	2	2	8
34040000	5	2	2	5	2	2	7
34060000	5	3	3	5	3	2	7
34080000	5	2	2	6	2	2	6
34100000	5	3	3	7	3	2	8
34120000	7	2	3	5	2	2	7
34140000	5	2	2	8	2	2	7
34160000	5	3	3	6	3	2	7
34180000	5	3	3	6	3	2	9
34200000	5	2	2	6	2	2	8
34220000	6	2	2	6	2	2	5
34240000	6	2	2	8	2	2	7
34260000	6	3	2	6	2	3	6
34280000	5	2	2	5	4	2	9
34300000	6	3	2	6	2	2	8
34320000	5	2	2	6	2	2	6
34340000	5	2	2	5	2	2	6
34360000	6	2	3	5	2	2	7
34380000	6	2	2	6	3	2	6
34400000	6	2	3	5	2	2	6
34420000	5	2	2	5	3	2	7
34440000	5	2	2	5	2	2	7
34460000	6	2	2	5	2	2	8
34480000	5	2	2	5	2	3	5
34500000	5	2	2	5	2	2	10
34520000	5	2	3	7	2	2	6
34540000	5	3	2	6	3	2	7
34560000	6	2	3	6	2	2	6
34580000	6	2	3	5	2	3	7
34600000	5	2	4	7	2	2	5
34620000	6	2	2	5	2	2	5
34640000	5	3	3	6	3	2	6
34660000	6	2	3	7	2	2	7
34680000	6	2	2	6	2	2	7
34700000	5	2	3	5	2	2	8
34720000	6	3	2	5	3	2	6
34740000	5	2	2	5	2	2	6
34760000	5	2	2	5	2	2	5
34780000	5	2	2	7	2	2	6
34800000	5	3	3	5	2	2	5
34820000	5	2	2	7	2	3	5
34840000	5	2	3	6	2	2	6
34860000	5	2	3	6	2	2	5
34880000	5	3	2	9	2	2	5
34900000	6	2	3	7	2	2	6
34920000	5	2	2	7	3	2	6
34940000	5	2	3	6	3	2	9
34960000	6	2	3	6	2	2	8
34980000	5	2	2	6	2	2	7
35000000	5	3	3	6	2	2	11
35020000	5	2	3	6	2	2	7
35040000	7	2	4	5	2	2	6
35060000	6	2	3	6	3	2	7
35080000	5	2	3	5	2	2	6
35100000	6	2	2	9	2	2	7
35120000	7	3	4	5	3	2	7
35140000	5	2	2	7	2	3	7
35160000	5	2	4	5	3	5	6
35180000	6	2	2	5	2	2	7
35200000	6	2	3	5	2	3	5
35220000	5	2	2	7	2	2	7
35240000	7	3	3	5	2	2	9
35260000	7	2	4	5	2	2	7
35280000	7	2	2	5	3	2	11
35300000	5	2	3	5	2	2	8
35320000	5	3	3	5	2	2	6
35340000	5	2	2	5	2	2	7
35360000	5	2	2	6	2	2	6
35380000	5	2	3	6	2	2	7
35400000	5	3	2	6	2	2	7
35420000	5	2	2	7	2	2	7
35440000	5	2	2	5	2	2	6
35460000	5	2	2	5	2	2	8
