states	PB1	PB2	PA	HA	NA	MP	NS
28660000	6	3	6	7	4	0	7
28680000	6	4	5	7	4	0	7
28700000	6	4	4	7	5	0	6
28720000	7	4	4	7	5	0	7
28740000	7	4	4	7	4	0	7
28760000	5	4	5	7	4	0	8
28780000	6	4	4	7	4	0	6
28800000	7	4	4	7	4	0	7
28820000	7	4	4	8	4	0	7
28840000	6	4	7	7	4	0	8
28860000	7	4	5	7	5	0	9
28880000	6	4	4	7	4	0	7
28900000	6	4	4	7	4	0	8
28920000	6	4	4	7	4	0	7
28940000	6	4	4	7	4	0	7
28960000	6	4	3	8	4	0	7
28980000	6	4	6	6	4	0	7
29000000	6	4	4	7	4	0	7
29020000	6	4	4	7	4	0	10
29040000	7	4	4	7	5	0	7
29060000	6	5	6	8	4	0	7
29080000	6	4	4	7	6	1	7
29100000	7	4	4	7	4	0	8
29120000	6	4	3	7	4	0	6
29140000	6	4	6	7	4	0	6
29160000	6	4	4	7	4	0	7
29180000	6	5	5	6	5	0	7
29200000	6	4	4	7	5	0	8
29220000	6	4	4	6	4	0	8
29240000	6	4	4	7	4	0	7
29260000	6	4	4	8	4	0	7
29280000	6	4	5	7	5	0	8
29300000	6	4	4	8	6	0	9
29320000	6	4	3	6	4	0	7
29340000	5	4	5	7	4	0	8
29360000	6	4	4	7	5	0	7
29380000	5	4	4	7	4	0	8
29400000	6	4	3	6	4	0	7
29420000	5	4	4	8	4	0	8
29440000	7	5	4	7	4	0	7
29460000	6	4	4	7	4	0	6
29480000	8	4	5	8	4	0	6
29500000	5	4	3	6	4	0	8
29520000	6	4	5	7	4	0	7
29540000	6	4	4	7	5	0	7
29560000	6	4	4	8	4	0	7
29580000	6	4	5	7	5	0	8
29600000	6	4	3	6	4	0	9
29620000	7	4	3	7	4	0	8
29640000	6	7	6	7	4	0	7
29660000	6	7	4	7	4	0	7
29680000	6	4	5	8	4	0	8
29700000	6	4	6	7	6	0	7
29720000	6	4	4	7	3	0	6
29740000	7	3	5	7	4	0	8
29760000	6	4	3	7	4	0	8
29780000	6	3	4	7	3	0	7
29800000	7	4	6	7	4	0	8
29820000	7	3	3	6	3	1	7
29840000	6	4	4	7	5	0	6
29860000	6	4	6	7	6	0	8
29880000	6	4	3	7	4	0	7
29900000	6	4	4	7	5	1	7
29920000	6	6	4	7	4	0	6
29940000	6	4	3	7	4	0	7
29960000	5	4	5	7	4	0	6
29980000	6	4	5	7	4	0	6
30000000	6	4	6	7	5	0	7
30020000	6	4	8	7	4	0	7
30040000	6	4	4	6	4	0	8
30060000	5	4	4	6	4	1	7
30080000	6	4	4	8	4	0	7
30100000	6	4	6	7	4	0	7
30120000	6	5	5	7	5	0	6
30140000	6	4	4	8	4	0	7
30160000	6	6	7	7	4	0	7
30180000	6	4	4	8	4	0	8
30200000	6	4	3	8	4	0	8
30220000	5	4	4	7	5	0	7
30240000	6	4	6	7	4	0	7
30260000	6	4	4	8	4	0	9
30280000	7	4	3	6	4	0	7
30300000	6	4	4	7	4	0	8
30320000	6	4	4	7	5	0	6
30340000	6	4	8	8	4	0	7
30360000	6	4	5	6	3	0	7
30380000	5	4	4	7	3	0	7
30400000	6	4	4	6	4	0	9
30420000	6	4	4	7	5	0	8
30440000	6	4	4	7	5	0	7
30460000	6	4	5	7	5	3	7
30480000	6	4	4	6	4	0	8
30500000	6	4	5	8	4	0	8
30520000	6	4	4	7	4	0	9
30540000	5	4	4	7	4	0	7
30560000	6	4	4	7	4	0	7
30580000	6	4	4	8	4	0	7
30600000	6	4	3	7	4	0	8
30620000	6	4	4	7	5	0	7
30640000	6	4	4	7	6	0	7
30660000	6	4	4	7	5	0	6
30680000	6	4	4	7	4	0	7
30700000	6	4	3	6	4	0	7
30720000	5	4	4	7	4	0	7
30740000	5	4	5	6	4	0	7
30760000	7	4	6	7	4	0	7
30780000	6	4	4	7	5	0	7
30800000	6	4	6	7	5	0	8
30820000	6	4	6	7	4	0	8
30840000	5	4	3	6	4	0	8
30860000	5	4	5	7	4	0	7
30880000	6	4	6	8	6	0	7
30900000	7	4	3	7	5	0	7
30920000	6	4	4	8	4	0	7
30940000	5	4	6	7	4	0	6
30960000	6	4	5	6	5	0	7
30980000	6	4	4	8	4	0	9
31000000	7	4	4	8	6	0	8
31020000	6	4	4	7	4	0	6
31040000	6	4	4	7	4	0	8
31060000	7	5	3	9	6	0	9
31080000	6	4	3	6	4	0	7
31100000	5	4	4	7	5	0	7
31120000	6	4	6	7	4	0	7
31140000	6	4	4	7	4	0	7
31160000	6	4	3	7	4	0	7
31180000	7	4	4	7	4	0	6
31200000	6	7	4	7	4	0	7
31220000	6	4	5	7	4	0	7
31240000	6	4	4	7	4	0	7
31260000	6	4	5	6	4	0	6
31280000	6	4	3	7	4	0	7
31300000	6	4	4	7	4	0	7
31320000	7	4	4	7	4	0	7
31340000	7	4	4	7	4	0	7
31360000	5	6	4	6	4	0	8
31380000	5	4	4	7	4	0	6
31400000	7	4	8	7	4	0	7
31420000	6	4	5	7	4	0	7
31440000	6	4	4	8	4	0	6
31460000	6	4	4	7	4	0	8
31480000	6	4	4	7	4	0	9
31500000	5	4	6	7	5	0	7
31520000	6	4	4	8	4	0	7
31540000	5	4	3	7	5	0	8
31560000	6	4	4	7	4	0	6
31580000	5	6	4	7	5	0	8
31600000	6	4	5	7	5	0	7
31620000	6	4	5	7	4	0	7
31640000	6	4	6	7	5	0	7
31660000	7	4	4	7	4	0	8
31680000	6	4	4	7	4	0	7
31700000	5	4	5	7	4	0	7
31720000	6	4	4	7	5	0	7
31740000	7	5	3	7	4	0	7
31760000	6	6	7	7	4	0	8
31780000	8	4	3	8	4	0	6
31800000	6	5	4	7	4	0	8
31820000	5	4	5	7	4	0	7
31840000	6	4	4	7	4	0	7
31860000	6	4	4	9	5	0	6
31880000	6	4	4	7	4	0	8
31900000	7	4	4	7	4	0	7
31920000	6	4	4	7	4	0	7
31940000	5	4	6	7	4	0	8
31960000	6	4	5	7	4	0	7
31980000	6	4	4	7	4	0	7
32000000	6	4	4	7	6	0	7
32020000	6	4	4	8	4	0	8
32040000	6	4	4	7	4	0	7
32060000	6	3	3	7	3	0	7
32080000	6	4	4	7	5	0	7
32100000	6	4	6	7	4	0	6
32120000	6	4	4	7	6	0	8
32140000	6	4	9	9	5	0	8
32160000	6	4	4	7	4	0	7
32180000	6	4	4	8	4	0	7
32200000	6	4	4	7	4	0	8
32220000	6	4	4	7	4	0	7
32240000	6	4	4	7	5	0	8
32260000	6	4	3	7	4	0	7
32280000	6	4	6	7	4	0	7
32300000	5	4	4	7	4	0	6
32320000	5	4	4	7	5	0	7
32340000	6	4	6	8	4	0	7
32360000	6	4	4	7	4	0	7
32380000	6	4	7	7	5	0	7
32400000	6	4	4	7	4	0	8
32420000	6	4	3	7	4	0	8
32440000	6	4	3	8	4	0	7
32460000	6	5	4	7	4	0	6
32480000	6	4	3	6	4	0	7
32500000	6	5	4	7	4	0	7
32520000	6	5	4	7	4	0	7
32540000	7	3	3	7	3	0	6
32560000	5	3	4	9	3	0	6
32580000	6	3	4	7	3	0	6
32600000	6	3	4	7	3	0	8
32620000	6	3	3	7	4	0	6
32640000	5	3	4	7	3	0	6
32660000	5	3	5	9	4	0	7
32680000	5	3	4	7	3	0	5
32700000	6	3	4	8	3	0	5
32720000	6	3	4	7	3	0	7
32740000	6	3	4	7	3	0	7
32760000	7	3	4	8	5	0	6
32780000	5	3	4	7	3	0	5
32800000	6	3	4	7	4	0	7
32820000	7	3	4	7	4	0	6
32840000	6	3	4	7	3	0	8
32860000	6	3	4	7	3	0	6
32880000	6	3	4	7	5	0	7
32900000	6	3	3	7	3	0	7
32920000	7	4	4	7	4	0	6
32940000	6	3	3	8	3	0	6
32960000	5	3	4	7	3	0	6
32980000	7	3	4	7	3	0	7
33000000	6	3	4	7	3	0	8
33020000	6	3	4	8	4	0	8
33040000	6	3	6	7	4	0	7
33060000	6	3	4	7	3	0	5
33080000	6	3	4	7	3	0	6
33100000	5	3	7	8	3	0	5
33120000	6	3	4	7	3	0	7
33140000	6	3	4	7	3	0	5
33160000	5	4	5	7	3	0	7
33180000	6	3	4	7	3	0	6
33200000	6	3	6	7	3	0	6
33220000	6	3	4	7	3	0	7
33240000	5	3	4	7	3	0	7
33260000	6	3	4	7	3	0	7
33280000	6	3	3	7	3	0	6
33300000	6	4	4	7	6	0	7
33320000	6	4	5	7	4	0	7
33340000	6	4	4	6	5	0	8
33360000	6	4	5	7	4	0	8
33380000	5	4	3	7	4	0	8
33400000	7	4	4	6	4	0	9
33420000	6	4	6	8	5	0	7
33440000	6	3	3	7	3	0	6
33460000	7	3	4	7	3	0	5
33480000	6	3	4	7	3	0	8
33500000	6	4	4	7	4	0	7
33520000	6	4	3	7	4	0	7
33540000	6	4	4	7	5	0	7
33560000	6	4	6	7	4	0	7
33580000	6	4	4	7	4	0	9
33600000	6	4	5	7	5	0	7
33620000	6	4	3	6	5	0	6
33640000	6	4	3	8	4	0	7
33660000	6	4	4	7	5	0	7
33680000	6	4	4	8	4	0	7
33700000	6	4	4	7	4	0	8
33720000	6	4	4	7	4	0	8
33740000	6	4	4	7	4	0	10
33760000	6	4	4	7	5	0	7
33780000	6	4	4	7	4	0	8
33800000	6	4	4	7	5	0	7
33820000	6	6	3	7	5	0	7
33840000	6	4	5	8	4	0	8
33860000	6	4	4	7	4	0	9
33880000	5	4	4	7	6	0	7
33900000	5	4	4	7	4	0	8
33920000	6	4	4	7	4	0	8
33940000	6	4	3	6	4	0	7
33960000	6	4	3	6	5	0	7
33980000	6	4	3	7	4	0	6
34000000	6	4	6	7	5	0	7
34020000	5	4	4	7	4	0	8
34040000	6	4	4	7	4	0	9
34060000	5	4	6	7	4	0	7
34080000	7	4	6	6	4	0	10
34100000	8	4	9	8	5	0	9
34120000	5	4	6	7	5	0	7
34140000	6	5	3	6	4	0	7
34160000	6	5	5	7	4	0	7
34180000	7	4	7	7	4	0	8
34200000	7	4	6	7	4	0	7
34220000	8	4	6	7	5	1	7
34240000	6	4	5	7	4	0	7
34260000	7	4	6	6	4	0	8
34280000	6	4	4	9	4	0	7
34300000	6	4	9	7	4	0	6
34320000	6	4	5	7	4	0	6
34340000	6	4	5	7	4	0	6
34360000	6	4	8	6	4	0	7
34380000	6	4	3	7	4	0	8
34400000	6	4	6	7	4	0	9
34420000	6	5	6	7	4	0	7
34440000	6	5	4	7	4	0	6
34460000	6	4	4	6	4	0	6
34480000	6	4	4	8	6	0	8
34500000	7	4	4	6	4	0	6
34520000	8	4	3	7	4	0	7
34540000	6	4	4	7	4	0	7
34560000	6	4	6	7	4	0	7
34580000	6	4	4	7	5	0	7
34600000	6	4	3	8	4	0	8
34620000	6	4	4	7	5	0	8
34640000	6	4	4	7	4	0	7
34660000	5	4	4	7	4	0	7
34680000	6	3	4	7	4	0	5
34700000	6	4	5	7	4	0	8
34720000	5	4	6	8	4	0	8
34740000	6	4	6	7	4	0	7
34760000	7	4	5	7	4	0	8
34780000	6	4	4	7	4	0	8
34800000	7	5	5	7	4	0	6
34820000	6	4	4	7	4	0	8
34840000	7	4	4	7	4	0	8
34860000	7	5	3	7	4	0	6
34880000	6	4	3	7	4	0	7
34900000	6	4	4	8	4	0	6
34920000	6	4	4	7	4	0	7
34940000	6	4	4	7	4	0	6
34960000	6	4	4	7	4	0	7
34980000	7	4	5	6	5	0	6
35000000	6	4	4	8	4	0	7
35020000	6	4	4	7	4	0	7
35040000	6	6	4	7	6	0	7
35060000	6	4	3	6	5	0	7
35080000	6	4	4	7	5	0	7
35100000	6	4	4	7	4	0	7
35120000	6	4	3	6	5	0	7
35140000	5	4	5	7	4	1	7
35160000	6	4	3	8	3	0	7
35180000	5	4	3	7	4	0	8
35200000	6	4	4	7	4	0	7
35220000	6	4	4	7	4	0	8
35240000	6	4	4	7	4	0	6
35260000	6	4	4	7	6	0	7
35280000	6	4	4	8	4	0	8
35300000	6	4	4	8	4	0	7
35320000	6	4	4	7	4	0	7
35340000	6	4	4	7	5	0	7
35360000	6	4	4	7	5	0	7
35380000	6	7	4	7	4	0	7
35400000	6	4	4	7	4	0	6
35420000	6	4	4	7	4	0	7
35440000	6	4	5	7	3	0	9
35460000	5	4	3	6	4	0	7
35480000	6	4	4	7	4	0	7
