states	PB1	PB2	PA	HA	NP	NA	NS
68220000	4	3	3	5	3	2	9
68240000	4	3	5	5	3	2	10
68260000	4	4	3	5	3	2	9
68280000	4	4	4	5	3	3	11
68300000	4	4	4	5	3	2	9
68320000	4	4	4	6	3	2	9
68340000	4	3	4	5	3	2	9
68360000	4	4	4	5	3	2	9
68380000	4	5	2	4	4	2	9
68400000	5	6	3	4	3	3	9
68420000	5	4	2	4	4	2	10
68440000	4	5	2	4	4	3	9
68460000	4	4	3	5	4	3	9
68480000	5	4	3	5	3	3	9
68500000	4	4	2	4	4	2	12
68520000	4	4	2	4	6	2	12
68540000	4	4	2	4	3	2	11
68560000	5	4	2	6	4	2	8
68580000	4	4	6	5	3	3	8
68600000	4	4	3	6	3	2	10
68620000	4	4	2	5	3	3	9
68640000	4	4	3	5	3	2	11
68660000	4	4	2	6	4	2	10
68680000	4	4	2	5	5	3	8
68700000	4	5	4	5	3	3	8
68720000	4	4	4	5	3	3	9
68740000	4	4	5	5	3	3	10
68760000	5	4	3	5	3	3	10
68780000	4	5	3	5	4	2	11
68800000	4	4	3	5	3	2	10
68820000	8	4	3	6	5	3	14
68840000	4	4	5	6	3	2	10
68860000	4	4	5	5	3	2	10
68880000	5	4	6	6	3	3	9
68900000	4	4	5	5	3	2	9
68920000	4	4	3	5	3	4	9
68940000	4	4	3	5	3	4	9
68960000	4	5	3	5	4	4	10
68980000	4	4	3	5	4	4	11
69000000	5	4	3	5	3	3	8
69020000	4	4	4	5	3	3	10
69040000	4	4	2	5	3	3	10
69060000	4	3	2	5	4	2	9
69080000	4	3	3	4	4	2	10
69100000	4	4	2	5	4	2	13
69120000	4	5	3	5	3	2	10
69140000	4	3	3	5	4	2	10
69160000	5	5	2	5	3	2	8
69180000	4	4	5	5	3	2	11
69200000	5	3	3	5	3	2	9
69220000	6	4	2	5	3	2	9
69240000	4	4	2	5	3	2	9
69260000	4	4	3	5	4	2	9
69280000	5	5	2	4	3	3	9
69300000	5	4	2	4	4	2	9
69320000	5	4	2	4	4	4	9
69340000	4	5	2	5	3	2	9
69360000	4	4	4	5	4	2	9
69380000	4	4	3	5	3	2	10
69400000	4	4	2	4	4	3	10
69420000	4	4	2	5	4	2	9
69440000	4	5	2	5	4	2	8
69460000	5	4	2	5	4	2	8
69480000	4	4	2	5	4	4	11
69500000	4	5	3	5	4	3	9
69520000	4	4	6	4	3	3	8
69540000	5	4	2	4	3	3	11
69560000	4	4	2	4	3	4	9
69580000	4	4	2	4	4	2	9
69600000	4	4	3	4	5	3	9
69620000	4	4	2	5	4	4	9
69640000	4	4	5	6	3	2	9
69660000	4	4	3	5	3	2	9
69680000	4	4	5	6	3	2	10
69700000	4	4	3	5	5	3	9
69720000	4	4	4	5	3	3	10
69740000	4	4	4	5	4	3	9
69760000	5	4	3	6	3	3	8
69780000	4	4	2	5	4	2	11
69800000	4	4	3	5	4	2	8
69820000	4	4	6	5	3	2	9
69840000	5	4	2	5	3	2	9
69860000	7	4	3	5	4	3	10
69880000	5	4	4	5	4	3	9
69900000	5	4	3	5	4	4	9
69920000	4	4	3	5	4	4	9
69940000	5	4	3	5	4	2	9
69960000	5	4	3	5	4	3	9
69980000	8	4	3	5	4	2	8
70000000	5	4	2	5	3	2	9
70020000	5	6	3	6	4	2	8
70040000	4	5	4	5	3	2	9
70060000	4	6	3	5	3	4	9
70080000	4	4	2	4	4	4	8
70100000	4	3	4	5	3	2	9
70120000	4	4	2	4	4	4	10
70140000	4	5	2	4	4	2	9
70160000	4	5	4	5	4	3	9
70180000	4	5	5	5	3	2	10
70200000	4	4	3	5	3	3	9
70220000	4	3	4	5	6	3	8
70240000	4	4	3	5	3	3	8
70260000	4	4	5	5	3	3	9
70280000	4	4	3	5	3	4	10
70300000	4	5	4	5	3	2	10
70320000	5	4	3	5	3	3	11
70340000	4	4	8	5	3	4	10
70360000	4	4	3	5	3	3	10
70380000	4	5	4	5	4	3	9
70400000	4	5	3	5	3	3	10
70420000	4	4	3	5	3	3	9
70440000	5	5	3	5	3	3	11
70460000	4	4	4	5	3	3	11
70480000	4	3	6	5	4	2	9
70500000	4	3	5	5	3	2	9
70520000	6	3	4	5	4	2	8
70540000	4	4	7	5	3	3	8
70560000	4	4	4	5	4	2	8
70580000	5	3	3	5	4	2	9
70600000	4	3	3	5	3	3	8
70620000	5	4	4	5	3	2	9
70640000	4	4	4	5	4	2	9
70660000	4	4	5	5	5	2	10
70680000	5	3	5	6	3	2	9
70700000	5	4	7	5	4	2	8
70720000	4	4	6	5	6	2	10
70740000	4	3	7	5	3	3	8
70760000	4	5	5	5	3	2	8
70780000	4	4	5	5	5	2	8
70800000	4	4	2	4	4	4	8
70820000	4	4	2	5	5	3	8
70840000	4	4	2	4	5	2	10
70860000	4	4	6	5	4	2	9
70880000	5	3	3	6	5	2	8
70900000	4	4	2	5	5	2	8
70920000	5	4	5	5	3	2	10
70940000	5	3	2	5	3	2	9
70960000	4	4	4	5	3	2	10
70980000	4	4	3	5	5	4	9
71000000	4	5	3	5	3	3	9
71020000	4	4	3	5	3	3	11
71040000	4	4	3	5	4	3	11
71060000	4	3	3	5	4	4	9
71080000	4	4	4	5	5	3	10
71100000	5	4	2	5	4	2	10
71120000	5	4	3	5	4	3	10
71140000	4	4	5	5	4	2	9
71160000	4	4	3	4	3	2	8
71180000	5	4	2	5	3	3	8
71200000	4	5	5	5	4	2	9
71220000	6	4	2	5	3	3	9
71240000	4	4	3	5	3	2	8
71260000	4	4	2	5	3	3	9
71280000	4	4	5	5	4	2	9
71300000	4	5	2	7	4	2	9
71320000	4	4	2	4	3	3	8
71340000	5	4	3	5	3	2	9
71360000	4	4	4	5	5	3	8
71380000	4	5	3	5	4	3	8
71400000	4	4	3	5	4	3	8
71420000	5	4	4	5	4	3	9
71440000	5	4	4	5	5	2	9
71460000	4	3	5	6	5	2	9
71480000	4	4	2	7	4	2	9
71500000	5	4	2	5	4	2	9
71520000	4	4	2	4	4	3	11
71540000	4	4	2	5	4	2	11
71560000	4	3	4	5	3	2	9
71580000	4	4	3	5	3	3	8
71600000	4	4	2	4	6	2	9
71620000	4	4	4	5	4	3	9
71640000	4	4	3	5	5	3	8
71660000	4	4	4	5	4	2	10
71680000	4	4	2	4	5	4	10
71700000	4	4	3	5	4	3	10
71720000	5	4	2	4	4	3	12
71740000	4	4	3	5	4	3	8
71760000	4	4	4	5	4	2	9
71780000	4	5	3	6	4	2	10
71800000	4	4	2	5	4	2	8
71820000	4	3	2	5	4	2	9
71840000	4	4	2	5	4	3	8
71860000	4	4	2	6	4	2	9
71880000	4	4	3	5	4	2	11
71900000	4	4	2	4	5	2	10
71920000	4	4	3	7	3	2	9
71940000	4	5	2	4	3	2	9
71960000	5	4	2	4	4	3	10
71980000	4	4	2	5	4	2	9
72000000	5	3	4	5	4	2	10
72020000	4	4	2	6	3	2	10
72040000	4	5	2	6	4	3	9
72060000	4	4	2	4	3	2	9
72080000	4	3	3	5	3	3	10
72100000	4	3	5	5	4	3	10
72120000	4	4	4	5	3	2	10
72140000	5	3	3	5	4	2	9
72160000	5	4	4	5	4	4	9
72180000	5	4	2	6	4	2	9
72200000	6	4	2	5	4	4	9
72220000	5	4	2	5	3	2	9
72240000	4	3	3	5	3	2	9
72260000	5	3	4	5	4	2	10
72280000	6	5	3	5	4	2	9
72300000	4	3	4	5	4	2	9
72320000	4	4	3	5	3	2	8
72340000	5	4	2	5	4	2	10
72360000	4	3	2	6	4	2	9
72380000	4	4	2	5	4	2	13
72400000	5	4	3	6	4	2	10
72420000	5	3	3	5	4	4	10
72440000	5	4	3	5	3	2	10
72460000	5	4	3	5	3	2	9
72480000	4	4	2	5	3	2	9
72500000	4	6	3	4	3	2	9
72520000	4	4	4	4	4	2	9
72540000	4	4	6	5	3	2	8
72560000	4	4	6	5	3	2	11
72580000	4	4	3	5	6	2	11
72600000	6	3	3	5	3	3	11
72620000	5	4	4	5	4	2	11
72640000	4	4	4	5	3	2	12
72660000	5	4	3	5	3	2	12
72680000	4	4	7	5	3	2	9
72700000	4	3	5	5	5	3	9
72720000	4	6	3	5	3	2	10
72740000	4	4	2	5	3	2	8
72760000	4	4	3	5	3	2	8
72780000	5	4	5	5	3	2	9
72800000	4	4	5	5	3	2	8
72820000	4	4	3	5	5	3	9
72840000	4	4	2	5	3	2	11
72860000	5	4	2	5	3	2	12
72880000	4	4	2	4	4	3	9
72900000	5	4	2	6	3	3	10
72920000	4	4	3	5	3	2	9
72940000	5	4	2	5	3	2	8
72960000	4	4	5	6	3	2	8
72980000	5	4	2	4	3	3	10
73000000	4	5	2	4	4	2	10
73020000	4	4	2	4	7	3	10
73040000	4	3	3	5	5	2	7
73060000	4	4	3	5	6	3	9
73080000	4	5	2	4	4	4	9
73100000	4	4	2	5	3	4	9
73120000	4	5	2	4	3	2	9
73140000	4	3	2	4	4	2	8
73160000	4	4	2	4	4	3	9
73180000	4	4	2	4	5	3	10
73200000	4	4	2	6	4	4	10
73220000	6	4	2	5	5	4	9
73240000	5	4	2	5	5	2	9
73260000	4	4	3	4	3	3	8
73280000	4	4	2	5	3	3	9
73300000	4	5	2	5	3	3	8
73320000	4	4	7	5	5	2	10
73340000	4	4	5	5	3	2	8
73360000	4	4	4	5	4	3	9
73380000	4	4	4	6	3	2	9
73400000	4	5	3	5	3	2	9
73420000	5	6	3	5	3	2	12
73440000	4	4	4	5	4	2	9
73460000	4	4	3	5	6	4	9
73480000	5	4	4	5	3	3	11
73500000	4	4	3	5	3	2	11
73520000	4	4	5	5	3	3	10
73540000	5	4	3	5	3	2	10
73560000	5	4	6	5	3	2	9
73580000	4	4	3	5	3	2	10
73600000	4	5	3	5	3	2	9
73620000	4	4	5	5	4	3	9
73640000	5	3	3	5	3	3	9
73660000	4	4	7	6	3	3	10
73680000	5	4	3	5	3	2	9
73700000	5	6	4	5	3	2	9
73720000	4	4	4	5	3	2	9
73740000	4	4	4	5	3	2	9
73760000	5	4	4	5	4	3	9
73780000	4	4	5	5	3	4	8
73800000	4	4	5	5	3	2	10
73820000	4	4	4	5	3	2	11
73840000	4	4	4	5	3	3	10
73860000	4	4	3	5	3	3	8
73880000	4	5	3	5	4	3	10
73900000	4	4	4	5	3	3	9
73920000	4	4	4	5	6	3	9
73940000	5	4	4	5	3	3	9
73960000	4	4	6	5	3	3	9
73980000	6	4	6	5	3	3	11
74000000	4	4	4	6	4	3	9
74020000	4	4	6	5	3	3	12
74040000	5	4	2	4	3	2	12
74060000	5	4	4	5	3	2	9
74080000	4	4	3	5	4	2	10
74100000	5	4	3	5	3	2	9
74120000	4	4	5	5	4	2	9
74140000	4	4	5	5	4	3	10
74160000	4	4	4	5	3	3	9
74180000	4	4	5	5	3	3	9
74200000	4	4	3	5	3	3	8
74220000	4	4	6	5	3	3	9
74240000	4	4	4	5	5	3	9
74260000	4	4	3	5	3	4	9
74280000	4	5	3	5	5	2	8
74300000	4	4	3	5	5	3	9
74320000	4	4	3	4	3	3	8
74340000	5	4	3	5	5	3	9
74360000	4	4	3	5	4	3	9
74380000	4	4	4	5	3	3	11
74400000	4	4	2	5	3	3	9
74420000	4	4	2	4	3	3	8
74440000	4	4	2	4	3	3	8
74460000	4	4	3	5	4	3	9
74480000	5	4	2	4	3	3	9
74500000	4	4	2	5	6	3	9
74520000	4	6	3	5	3	2	10
74540000	5	3	3	5	4	2	9
74560000	4	4	3	5	4	2	10
74580000	4	4	4	5	3	2	10
74600000	5	4	3	5	4	2	10
74620000	5	4	3	5	4	2	8
74640000	4	4	3	4	6	3	9
74660000	4	4	2	4	4	2	8
74680000	4	4	2	4	5	2	11
74700000	4	4	2	4	5	4	9
74720000	4	4	3	4	4	2	10
74740000	4	4	2	5	5	2	9
74760000	4	4	2	4	3	3	9
74780000	5	5	4	5	3	2	9
74800000	4	4	4	5	3	3	9
74820000	4	4	5	5	7	2	9
74840000	4	5	3	6	7	2	10
74860000	5	4	3	5	3	2	10
74880000	4	4	3	5	4	4	10
74900000	5	4	4	5	5	3	9
74920000	4	5	3	5	4	4	10
74940000	4	4	2	5	5	3	10
74960000	4	4	2	4	4	2	9
74980000	4	5	3	5	3	3	9
75000000	5	4	4	5	4	3	11
75020000	4	4	3	5	5	3	10
75040000	4	4	3	5	4	3	10
75060000	4	5	4	5	4	3	8
75080000	4	4	2	4	5	2	8
75100000	4	4	2	5	4	4	8
75120000	4	4	2	4	4	3	9
75140000	4	5	2	5	3	3	9
75160000	4	4	2	5	4	3	9
75180000	4	5	5	5	4	3	9
75200000	4	4	3	5	5	2	10
75220000	5	4	2	5	4	2	9
75240000	5	4	2	5	5	3	11
75260000	5	4	2	4	4	2	9
75280000	4	4	2	5	4	2	8
75300000	5	4	2	5	4	2	8
75320000	4	5	3	5	4	2	8
75340000	4	4	5	5	4	2	9
75360000	4	4	4	5	3	2	9
75380000	4	4	4	5	5	3	9
75400000	4	4	2	4	5	2	9
75420000	4	5	3	6	5	2	9
75440000	4	4	2	5	4	2	9
75460000	6	4	3	5	7	2	9
75480000	5	4	2	5	4	3	9
75500000	5	4	2	5	4	2	11
75520000	4	5	2	4	4	2	9
75540000	4	4	3	5	4	2	8
75560000	4	4	3	5	4	2	10
75580000	5	3	4	5	4	2	8
75600000	5	3	2	5	4	2	8
75620000	5	3	2	5	4	3	9
75640000	4	4	5	5	3	2	10
75660000	5	4	5	5	3	2	9
75680000	4	4	4	5	3	2	10
75700000	4	4	4	5	3	2	10
75720000	4	4	4	5	3	3	10
75740000	4	4	2	4	4	2	9
75760000	4	4	2	5	4	2	8
75780000	4	4	4	4	7	2	9
75800000	4	5	3	5	5	3	11
75820000	5	4	2	5	3	3	10
75840000	5	4	4	5	4	3	9
75860000	4	4	4	5	3	2	10
75880000	4	4	4	6	3	2	11
75900000	5	4	4	6	4	2	8
75920000	4	5	4	7	4	2	8
75940000	4	4	4	4	4	3	8
75960000	4	4	2	4	4	3	9
75980000	4	3	2	4	4	2	9
76000000	4	3	2	5	4	3	10
76020000	4	4	2	4	4	2	9
76040000	4	4	3	6	4	2	10
76060000	4	3	3	5	4	3	10
76080000	4	4	3	5	3	3	10
76100000	4	5	5	5	4	3	10
76120000	4	4	2	5	5	3	10
76140000	4	4	2	5	4	3	10
76160000	4	3	2	5	4	2	8
76180000	4	3	6	6	4	3	9
76200000	4	4	3	5	3	3	9
76220000	4	3	3	5	4	2	10
76240000	4	3	2	5	4	3	10
76260000	4	4	2	4	3	3	9
76280000	4	4	2	6	5	4	9
76300000	4	4	3	4	4	3	9
76320000	6	4	3	5	4	3	8
76340000	5	4	4	5	4	2	10
76360000	5	4	4	5	3	2	10
76380000	9	4	5	5	4	2	10
76400000	5	4	3	5	5	2	8
76420000	4	4	4	5	3	2	9
76440000	4	5	3	5	4	2	9
76460000	5	5	2	4	5	2	10
76480000	4	4	2	4	5	2	10
76500000	4	5	2	4	4	2	12
76520000	4	3	3	5	4	2	11
76540000	4	5	3	5	4	2	10
76560000	4	4	3	5	4	2	12
76580000	5	4	3	5	4	2	10
76600000	5	4	2	5	4	2	10
76620000	5	4	4	5	4	3	11
76640000	4	5	3	5	4	2	10
76660000	4	3	3	5	3	2	9
76680000	5	4	3	5	3	3	9
76700000	4	4	4	5	4	4	10
76720000	4	4	3	5	4	2	9
76740000	5	5	5	5	4	2	8
76760000	6	4	2	6	4	3	8
76780000	5	4	4	5	3	3	9
76800000	4	4	2	5	4	3	9
76820000	4	4	2	4	3	3	8
76840000	4	4	2	6	3	3	8
76860000	4	5	5	5	4	2	10
76880000	5	4	3	6	4	3	8
76900000	4	4	2	4	5	2	10
76920000	4	4	3	4	4	3	9
76940000	5	4	2	5	4	4	9
76960000	4	4	2	4	4	2	11
76980000	5	3	3	4	7	2	9
77000000	4	4	2	5	5	2	9
77020000	4	4	2	5	4	3	10
77040000	4	4	2	5	4	2	8
77060000	5	4	3	6	4	2	8
77080000	4	4	2	4	4	2	9
77100000	5	4	2	6	5	3	11
77120000	5	4	3	5	5	3	9
77140000	4	4	3	5	5	4	9
77160000	5	4	2	5	4	3	8
77180000	5	4	2	4	4	2	9
77200000	4	4	3	5	4	2	8
77220000	4	4	3	4	4	3	11
77240000	4	4	2	5	4	3	13
77260000	4	4	2	5	4	3	8
77280000	4	4	2	4	5	3	10
77300000	5	5	3	5	4	4	13
77320000	4	4	2	6	4	4	9
77340000	4	4	3	4	4	3	9
77360000	4	4	4	5	7	2	10
77380000	4	3	2	4	5	3	11
77400000	4	3	4	5	4	2	8
77420000	4	4	3	5	3	3	10
77440000	4	3	4	5	3	2	9
77460000	4	5	3	6	3	3	11
77480000	4	4	3	5	3	3	10
77500000	4	4	4	5	3	3	10
77520000	4	4	3	5	4	3	10
77540000	4	4	3	5	3	4	9
77560000	5	3	3	5	3	2	10
77580000	4	3	4	5	3	2	9
77600000	5	3	6	5	3	3	9
77620000	4	4	6	5	3	2	9
77640000	5	3	6	6	4	2	9
77660000	4	4	3	5	5	2	8
77680000	4	4	2	6	4	2	9
77700000	4	4	3	4	4	2	9
77720000	4	4	3	5	3	2	10
77740000	4	5	2	4	3	3	8
77760000	4	3	2	5	3	3	9
77780000	5	3	2	6	4	2	9
77800000	4	4	2	5	4	2	11
77820000	5	4	2	5	4	3	10
77840000	5	4	2	5	4	3	9
77860000	4	5	2	5	4	3	8
77880000	5	4	2	5	4	3	9
77900000	4	4	3	4	4	2	9
77920000	5	4	2	4	4	2	10
77940000	4	4	3	6	4	2	10
77960000	4	4	7	5	5	2	11
77980000	4	3	3	5	3	3	14
78000000	4	3	2	4	4	2	11
78020000	4	3	5	4	3	2	11
78040000	4	5	2	4	3	2	8
78060000	4	4	4	5	3	2	10
78080000	4	4	2	4	5	2	8
78100000	4	4	3	5	4	2	9
78120000	4	5	3	5	5	2	9
78140000	4	4	4	5	4	3	9
78160000	4	4	4	4	5	2	11
78180000	4	4	3	5	4	3	11
78200000	4	4	4	5	4	3	10
78220000	4	4	4	5	4	2	9
78240000	5	3	2	5	5	3	10
78260000	4	4	3	5	3	2	11
78280000	4	4	5	5	4	3	11
78300000	4	4	8	5	4	3	9
78320000	4	4	3	5	3	2	11
78340000	4	4	4	5	3	2	10
78360000	4	4	4	5	3	2	9
78380000	4	4	7	5	3	2	10
78400000	4	4	3	5	3	2	12
78420000	4	4	3	6	3	2	9
78440000	4	3	3	5	3	3	13
78460000	4	4	3	5	3	2	11
78480000	4	4	3	5	3	3	11
78500000	4	4	5	5	3	2	10
78520000	5	4	4	5	3	2	9
78540000	4	4	4	5	3	2	11
78560000	5	4	5	5	3	4	9
78580000	4	4	5	5	6	3	10
78600000	4	4	3	5	4	2	12
78620000	4	4	3	5	3	3	12
78640000	4	6	5	5	3	3	13
78660000	4	4	3	5	3	2	11
78680000	4	3	5	5	3	3	10
78700000	4	4	5	5	3	2	10
78720000	4	4	5	5	3	3	10
78740000	4	5	4	5	3	3	11
78760000	4	4	3	6	3	3	9
78780000	4	4	2	4	4	4	9
78800000	4	4	2	5	4	3	9
78820000	5	5	6	5	12	2	9
78840000	5	4	3	5	3	3	10
78860000	4	3	3	5	3	2	8
78880000	5	3	5	5	3	2	10
78900000	4	4	7	5	3	2	10
78920000	4	4	6	5	4	2	9
78940000	4	4	2	5	5	5	8
78960000	4	4	2	5	4	2	10
78980000	5	3	5	5	4	2	11
79000000	4	4	3	5	4	2	9
79020000	5	3	2	5	6	2	10
79040000	4	3	4	5	4	2	9
79060000	4	5	4	5	3	2	9
79080000	4	4	3	5	4	3	9
79100000	4	3	5	5	5	2	9
79120000	5	4	3	5	3	2	9
79140000	7	4	5	5	4	2	11
79160000	4	4	3	5	3	2	8
79180000	4	4	4	4	5	2	8
79200000	4	4	3	5	4	3	9
79220000	4	4	2	5	5	2	9
79240000	4	5	7	4	4	2	11
79260000	5	4	7	5	3	2	9
79280000	5	4	2	5	5	2	9
79300000	5	4	5	5	4	4	9
79320000	4	4	8	5	4	3	9
79340000	5	3	8	4	5	2	8
79360000	5	3	5	5	4	2	10
79380000	4	4	8	5	3	3	10
79400000	4	4	3	5	4	3	9
79420000	5	4	3	5	4	3	8
79440000	4	3	3	5	3	2	8
79460000	4	4	3	5	4	3	9
79480000	5	4	2	5	4	3	10
79500000	4	4	3	5	4	3	9
79520000	4	4	3	5	3	3	10
79540000	4	4	5	5	3	3	10
79560000	4	4	3	5	3	3	10
79580000	4	4	2	5	4	3	9
79600000	4	4	5	5	4	3	9
79620000	4	4	2	5	3	3	9
79640000	4	5	3	6	3	2	8
79660000	4	4	2	5	4	2	13
79680000	4	4	2	6	4	3	8
79700000	4	4	3	4	4	2	8
79720000	4	4	2	4	5	3	9
79740000	5	4	2	5	4	2	9
79760000	4	4	3	5	4	2	10
79780000	4	4	4	5	4	3	10
79800000	4	4	4	5	3	2	10
79820000	4	5	3	6	3	3	9
79840000	5	4	5	5	3	3	8
79860000	5	4	3	5	6	3	8
79880000	4	4	5	5	3	2	10
79900000	4	4	3	5	3	2	9
79920000	4	4	3	5	3	3	8
79940000	4	4	10	5	3	2	9
79960000	4	4	3	5	4	2	14
79980000	4	4	3	5	3	2	9
80000000	5	4	5	5	3	3	9
80020000	5	4	6	5	3	2	10
80040000	4	5	4	6	3	3	11
80060000	4	4	3	5	3	2	10
80080000	4	4	4	5	3	2	11
80100000	4	4	4	5	3	2	9
80120000	5	4	3	6	3	3	11
80140000	7	3	2	5	3	2	10
80160000	5	3	2	5	3	3	9
80180000	4	3	3	5	3	2	10
80200000	4	4	4	4	3	2	12
80220000	4	4	4	4	3	2	10
80240000	4	5	2	5	4	3	9
80260000	5	4	3	5	4	2	10
80280000	4	4	2	5	4	2	9
80300000	4	4	3	4	4	3	9
80320000	4	4	5	5	3	3	8
80340000	4	5	3	5	9	3	12
80360000	4	5	4	5	5	3	9
80380000	4	4	2	4	4	3	8
80400000	4	4	4	4	3	3	8
80420000	4	5	2	5	4	4	8
80440000	5	4	3	5	3	2	9
80460000	4	4	2	4	3	2	9
80480000	4	4	2	5	3	3	10
80500000	4	4	8	6	4	2	8
80520000	4	4	2	5	3	2	8
80540000	4	4	5	6	4	3	8
80560000	4	4	7	5	4	2	11
80580000	4	3	2	4	5	2	10
80600000	5	3	4	5	3	3	9
80620000	5	4	2	5	3	2	9
80640000	4	3	2	5	3	2	10
80660000	4	4	2	5	7	2	9
80680000	4	4	2	6	4	3	8
80700000	4	3	2	4	4	3	9
80720000	4	4	4	6	4	2	9
80740000	4	4	3	5	3	2	9
80760000	4	4	2	5	4	4	8
80780000	4	3	3	5	4	2	9
80800000	4	5	3	5	4	2	12
80820000	4	4	3	5	4	2	11
80840000	4	4	2	5	4	2	12
80860000	5	3	4	5	4	3	10
80880000	4	4	2	4	4	2	9
80900000	4	3	3	5	4	2	9
80920000	4	4	3	5	4	2	9
80940000	5	4	3	5	4	2	11
80960000	4	4	3	5	3	2	10
80980000	4	4	4	5	6	2	8
81000000	4	3	3	5	5	3	10
81020000	4	4	2	4	6	2	10
81040000	5	4	4	5	4	3	10
81060000	6	4	2	6	3	4	11
81080000	5	3	2	5	5	2	9
81100000	5	4	3	5	5	3	10
81120000	4	4	3	5	3	2	10
81140000	4	4	5	5	3	2	9
81160000	4	4	5	5	3	3	9
81180000	4	3	4	5	3	2	8
81200000	4	4	3	5	3	2	9
81220000	6	4	2	5	3	2	9
81240000	4	4	2	5	4	2	10
81260000	4	4	4	5	4	2	10
81280000	4	4	3	5	6	2	9
81300000	4	5	2	5	3	2	9
81320000	4	5	3	5	4	2	9
81340000	5	4	4	5	4	2	11
81360000	5	3	3	5	3	2	11
81380000	5	5	2	5	4	2	11
81400000	5	4	2	4	4	3	10
81420000	4	4	3	5	4	3	10
81440000	4	4	3	5	4	3	13
81460000	4	4	3	6	4	4	9
81480000	4	4	5	5	4	3	8
81500000	4	4	2	5	4	2	9
81520000	5	4	3	5	4	2	9
81540000	4	3	3	5	6	4	8
81560000	4	4	4	5	6	3	9
81580000	4	4	5	5	4	2	9
81600000	4	4	2	5	4	2	10
81620000	4	4	2	4	4	3	9
81640000	4	4	2	5	4	2	8
81660000	4	4	4	5	3	3	9
81680000	5	4	3	5	4	2	8
81700000	4	4	3	5	4	2	9
81720000	4	4	3	5	5	3	10
81740000	4	4	3	5	5	2	10
81760000	5	4	2	5	4	3	9
81780000	4	4	3	5	3	3	10
81800000	4	4	2	6	3	3	10
81820000	4	4	6	4	3	3	11
81840000	4	6	2	5	4	2	9
81860000	4	4	2	5	3	3	9
81880000	4	4	2	5	6	2	10
81900000	4	4	2	5	5	3	9
81920000	4	3	3	4	4	3	9
81940000	4	4	2	5	4	4	10
81960000	5	4	3	5	5	2	8
81980000	4	4	2	4	3	2	9
82000000	4	4	2	6	3	3	9
82020000	5	4	2	5	4	2	11
82040000	4	4	3	5	3	2	11
82060000	4	4	4	4	3	2	8
82080000	4	5	5	5	3	2	10
82100000	4	5	3	5	3	2	9
82120000	5	4	2	5	4	3	11
82140000	4	4	2	4	3	2	10
82160000	4	4	3	4	5	3	10
82180000	4	3	2	4	5	4	11
82200000	4	4	4	5	4	3	11
82220000	4	5	3	5	3	3	10
82240000	4	4	2	5	7	2	10
82260000	5	3	3	4	4	2	9
82280000	4	4	5	5	3	2	8
82300000	5	6	3	5	4	2	8
82320000	5	4	2	5	4	2	9
82340000	4	4	2	5	5	2	10
82360000	4	4	2	4	4	3	9
82380000	4	4	2	5	4	3	9
82400000	4	3	2	5	4	3	10
82420000	5	4	3	5	5	2	9
82440000	5	4	3	4	4	2	11
82460000	4	4	3	5	4	3	9
82480000	4	5	5	5	4	2	9
82500000	4	5	2	5	4	3	9
82520000	4	4	6	5	4	2	8
82540000	4	4	4	5	3	2	9
82560000	4	4	3	5	4	2	9
82580000	4	5	2	6	5	6	8
82600000	4	4	2	4	4	3	8
82620000	4	4	3	5	3	2	10
82640000	4	3	3	4	4	2	9
82660000	4	4	2	5	4	3	10
82680000	4	4	2	5	4	4	11
82700000	4	3	2	4	4	2	10
82720000	4	4	3	5	4	2	10
82740000	4	4	2	4	4	2	9
82760000	4	5	2	5	4	2	10
82780000	4	3	3	4	4	3	9
82800000	4	4	3	6	4	2	9
82820000	5	4	2	4	4	2	9
82840000	5	3	2	5	4	3	10
82860000	4	5	3	5	4	2	9
82880000	4	4	3	5	3	3	10
82900000	4	3	3	5	3	2	10
82920000	4	4	3	6	3	2	11
82940000	4	4	2	5	3	5	10
82960000	4	4	2	5	4	2	10
82980000	4	4	2	5	3	2	10
83000000	4	3	2	4	3	2	10
83020000	4	4	2	4	3	3	9
83040000	4	4	2	5	3	3	9
83060000	4	4	2	4	3	3	10
83080000	4	4	3	6	3	3	9
83100000	4	4	3	5	4	3	9
83120000	4	4	2	5	4	3	9
83140000	4	4	6	5	4	4	10
83160000	4	4	4	5	3	2	11
83180000	4	4	3	5	3	2	10
83200000	4	4	4	5	3	2	9
83220000	4	4	3	5	4	2	10
83240000	5	3	4	5	3	3	10
83260000	5	4	3	5	3	3	10
83280000	5	3	4	5	3	2	10
83300000	4	4	3	5	3	3	8
83320000	4	4	3	5	3	3	8
83340000	4	4	3	5	4	3	9
83360000	4	4	4	5	3	3	8
83380000	5	3	5	5	3	2	11
83400000	4	5	3	5	3	3	9
83420000	4	4	4	5	3	3	9
83440000	4	5	4	5	4	3	9
83460000	4	4	3	5	3	3	9
83480000	4	4	4	5	3	3	10
83500000	4	4	4	5	3	3	11
83520000	4	4	4	5	3	4	8
83540000	4	5	4	5	3	3	10
83560000	4	4	3	6	3	2	8
83580000	4	4	3	5	3	3	9
83600000	4	3	4	6	4	2	10
83620000	5	4	5	5	3	3	10
83640000	4	4	7	5	4	3	10
83660000	4	5	6	5	3	2	10
83680000	5	3	3	5	4	2	9
83700000	4	4	4	4	4	2	8
83720000	4	4	2	4	3	3	9
