states	PB1	PB2	PA	HA	NA	MP	NS
21240000	6	4	3	7	4	0	7
21260000	6	4	4	7	5	0	7
21280000	6	4	4	8	4	0	7
21300000	6	4	4	7	4	0	7
21320000	6	8	4	7	4	0	8
21340000	6	4	5	8	4	0	7
21360000	6	4	4	7	4	0	6
21380000	6	3	4	7	3	0	7
21400000	6	4	4	7	5	0	7
21420000	6	4	4	7	4	0	7
21440000	6	4	4	8	4	0	7
21460000	5	4	3	7	6	0	8
21480000	6	4	4	7	4	0	7
21500000	6	4	4	7	5	0	7
21520000	6	4	5	7	4	0	8
21540000	6	4	4	8	4	0	8
21560000	5	4	5	7	5	0	7
21580000	6	7	3	7	6	0	6
21600000	6	5	5	7	5	0	6
21620000	6	4	4	7	4	0	7
21640000	6	4	4	7	4	0	7
21660000	6	4	4	7	4	0	7
21680000	6	4	3	7	4	0	7
21700000	6	4	5	7	4	0	8
21720000	6	5	4	7	3	0	7
21740000	6	4	4	7	5	0	6
21760000	7	7	4	7	6	0	6
21780000	6	4	5	7	4	0	7
21800000	6	4	4	7	4	0	6
21820000	5	4	5	7	4	0	6
21840000	6	4	6	7	5	0	6
21860000	7	4	4	7	4	0	8
21880000	6	4	3	7	4	0	8
21900000	6	6	4	7	4	0	7
21920000	6	4	4	7	5	0	7
21940000	6	4	4	8	5	0	7
21960000	6	4	3	7	5	0	7
21980000	5	4	4	7	4	0	6
22000000	6	3	5	6	3	0	6
22020000	6	4	4	6	3	0	7
22040000	6	4	3	6	4	0	7
22060000	5	4	3	7	4	0	7
22080000	6	4	3	7	5	0	7
22100000	6	4	4	8	4	0	7
22120000	6	4	4	7	4	0	7
22140000	6	4	3	7	4	0	8
22160000	6	6	5	7	4	0	6
22180000	6	4	4	7	5	0	7
22200000	6	4	4	8	4	0	6
22220000	6	4	4	7	4	0	8
22240000	8	4	5	7	6	0	6
22260000	6	4	4	7	5	0	6
22280000	6	4	4	7	5	0	7
22300000	6	4	4	7	4	0	8
22320000	6	4	6	8	4	0	9
22340000	7	4	4	7	4	0	8
22360000	6	4	4	7	4	0	8
22380000	6	4	4	7	4	0	7
22400000	6	4	6	7	5	0	7
22420000	6	4	4	7	4	0	8
22440000	6	6	3	7	6	0	8
22460000	7	4	5	7	4	0	7
22480000	6	4	5	7	5	0	7
22500000	6	4	3	6	4	0	8
22520000	6	4	4	7	4	0	7
22540000	6	4	4	7	4	0	6
22560000	6	4	4	7	4	0	7
22580000	6	4	4	7	4	0	6
22600000	6	4	6	7	4	0	8
22620000	6	4	8	7	4	0	7
22640000	6	4	4	7	4	0	7
22660000	7	4	3	7	7	0	6
22680000	6	4	4	7	4	0	7
22700000	6	4	5	7	4	0	9
22720000	6	4	4	7	5	0	7
22740000	7	4	4	6	6	0	7
22760000	6	4	5	7	4	0	6
22780000	7	4	3	6	4	0	6
22800000	6	4	4	7	4	0	7
22820000	5	4	3	7	4	0	8
22840000	6	4	4	7	4	0	8
22860000	6	4	6	7	5	0	7
22880000	6	4	4	7	4	0	7
22900000	6	4	5	7	5	0	8
22920000	6	4	3	7	4	0	8
22940000	6	4	5	7	4	0	6
22960000	6	4	5	7	4	0	8
22980000	5	4	5	6	4	0	6
23000000	5	4	4	7	4	0	8
23020000	6	4	3	7	4	0	7
23040000	6	4	4	7	5	0	8
23060000	6	6	4	8	4	0	7
23080000	6	4	4	7	5	0	9
23100000	6	4	5	6	5	0	8
23120000	6	5	5	7	5	0	7
23140000	6	4	4	7	4	0	7
23160000	6	4	3	7	6	0	9
23180000	7	4	6	7	5	0	6
23200000	6	4	4	7	4	0	7
23220000	6	4	5	7	4	0	8
23240000	6	4	3	7	4	0	7
23260000	6	3	5	7	3	1	9
23280000	6	3	8	6	3	0	7
23300000	6	4	4	6	4	0	7
23320000	6	4	3	6	5	0	7
23340000	6	4	3	7	4	0	8
23360000	5	4	3	6	4	0	8
23380000	5	4	4	6	4	0	8
23400000	6	4	5	8	5	0	7
23420000	6	4	4	7	4	0	7
23440000	6	7	4	7	3	0	7
23460000	6	3	4	6	3	2	8
23480000	6	4	3	6	4	0	7
23500000	6	4	4	6	4	0	7
23520000	6	4	4	7	5	0	8
23540000	5	4	4	7	4	0	6
23560000	6	4	5	7	6	0	8
23580000	6	4	3	7	4	0	8
23600000	6	5	3	7	4	0	6
23620000	5	4	4	7	4	0	8
23640000	7	4	4	7	4	0	8
23660000	6	4	3	7	4	0	7
23680000	6	5	5	6	4	0	7
23700000	5	4	4	7	4	0	7
23720000	6	4	4	7	5	0	7
23740000	6	5	4	7	4	0	7
23760000	6	4	6	8	4	0	8
23780000	5	4	4	8	4	0	7
23800000	6	5	5	7	4	0	7
23820000	6	4	4	7	4	0	7
23840000	5	4	4	7	5	0	8
23860000	5	4	4	8	4	0	7
23880000	6	4	6	7	4	0	7
23900000	6	4	4	9	4	1	7
23920000	6	4	4	7	4	0	8
23940000	7	4	6	8	5	0	6
23960000	5	4	4	7	4	0	7
23980000	6	7	4	6	4	0	7
24000000	6	4	7	7	5	0	6
24020000	6	4	5	7	4	0	7
24040000	6	4	4	7	4	0	6
24060000	7	3	4	7	3	0	8
24080000	6	4	6	7	4	0	6
24100000	7	4	4	7	4	0	6
24120000	7	4	5	7	5	0	8
24140000	6	4	6	7	4	0	6
24160000	6	4	3	6	4	0	8
24180000	6	4	3	7	4	0	7
24200000	5	4	4	7	6	0	6
24220000	5	4	4	7	3	0	7
24240000	7	5	5	8	4	0	6
24260000	8	4	4	6	4	0	6
24280000	7	6	4	7	5	0	8
24300000	5	4	4	8	5	0	6
24320000	5	4	6	7	4	0	7
24340000	5	4	3	7	4	0	9
24360000	5	4	4	8	4	0	7
24380000	8	4	3	7	5	0	7
24400000	6	4	4	7	4	0	7
24420000	6	4	4	6	4	0	7
24440000	6	8	3	7	4	0	6
24460000	6	4	4	7	4	0	7
24480000	6	4	4	7	6	0	8
24500000	7	4	4	7	4	0	6
24520000	7	4	4	7	7	0	7
24540000	6	4	4	8	5	0	7
24560000	6	4	4	7	4	0	6
24580000	7	4	4	7	5	0	6
24600000	6	4	6	7	4	0	7
24620000	6	4	4	7	6	0	6
24640000	6	5	4	7	4	1	7
24660000	6	4	4	6	4	0	7
24680000	6	4	4	7	4	0	7
24700000	6	4	4	7	4	0	8
24720000	6	4	5	7	4	0	6
24740000	6	4	4	7	4	0	6
24760000	6	4	4	7	4	0	7
24780000	6	4	3	7	4	0	7
24800000	6	4	6	7	4	0	9
24820000	6	4	3	7	4	0	8
24840000	6	4	5	8	5	0	7
24860000	6	4	4	7	4	0	7
24880000	6	6	4	7	4	0	7
24900000	6	4	6	7	4	0	8
24920000	6	4	5	7	5	0	6
24940000	7	4	5	7	4	0	7
24960000	7	3	4	7	3	0	6
24980000	6	4	4	8	5	0	8
25000000	6	4	3	6	5	0	8
25020000	6	4	6	7	5	0	6
25040000	5	4	3	6	4	0	7
25060000	6	4	3	6	4	0	7
25080000	6	4	4	7	4	0	6
25100000	5	4	4	7	5	0	6
25120000	7	4	4	7	4	0	7
25140000	7	4	5	6	4	0	6
25160000	6	4	3	7	4	0	7
25180000	5	4	3	7	4	0	7
25200000	7	5	4	7	4	0	7
25220000	6	4	4	7	6	0	8
25240000	8	4	4	7	4	0	6
25260000	6	4	6	7	4	0	8
25280000	6	4	4	7	4	0	7
25300000	6	4	4	7	4	0	7
25320000	6	4	6	7	4	0	9
25340000	7	5	5	7	4	0	8
25360000	6	4	3	7	4	0	6
25380000	6	6	3	7	4	0	6
25400000	6	4	4	7	4	0	7
25420000	6	4	4	7	4	0	7
25440000	6	4	6	7	4	0	6
25460000	6	4	4	7	4	0	6
25480000	6	4	4	7	4	0	7
25500000	6	4	4	7	4	0	7
25520000	6	4	6	7	4	0	7
25540000	6	4	6	7	4	0	6
25560000	5	4	3	7	4	0	6
25580000	6	4	3	7	4	0	7
25600000	6	4	3	7	4	0	7
25620000	6	4	4	7	4	0	8
25640000	6	7	4	7	5	0	7
25660000	6	4	4	7	4	0	7
25680000	6	4	4	8	5	0	7
25700000	6	4	4	8	3	0	7
25720000	6	4	4	8	4	0	8
25740000	5	4	4	8	4	0	7
25760000	6	4	4	7	4	0	9
25780000	6	4	5	7	4	0	9
25800000	6	4	5	6	4	0	8
25820000	5	4	5	7	4	0	8
25840000	6	4	4	7	4	0	6
25860000	6	4	4	7	4	0	7
25880000	6	4	5	7	4	0	8
25900000	6	4	3	8	4	0	6
25920000	6	4	4	7	4	0	7
25940000	7	4	4	7	4	0	7
25960000	6	4	4	7	5	0	7
25980000	6	4	4	7	5	0	6
26000000	7	4	4	7	4	0	8
26020000	6	4	5	7	4	0	6
26040000	6	4	3	8	3	0	6
26060000	5	3	6	7	5	0	6
26080000	6	3	4	7	3	0	7
26100000	6	3	4	7	4	0	6
26120000	6	3	4	7	3	0	6
26140000	7	3	4	7	3	0	5
26160000	6	3	4	7	3	0	6
26180000	6	4	3	7	4	0	6
26200000	7	3	3	6	3	0	5
26220000	6	3	3	7	3	0	9
26240000	7	3	3	7	3	0	7
26260000	6	3	4	8	5	0	6
26280000	6	3	6	7	3	0	6
26300000	8	3	3	7	3	0	5
26320000	6	3	4	8	4	0	7
26340000	6	3	4	7	3	0	6
26360000	7	3	4	7	3	0	6
26380000	6	3	6	8	3	0	6
26400000	6	4	9	7	4	0	8
26420000	6	4	4	7	4	0	7
26440000	6	4	4	7	4	0	7
26460000	6	4	4	6	4	0	8
26480000	5	4	4	7	4	0	7
26500000	6	4	4	8	4	0	7
26520000	6	4	6	7	4	0	8
26540000	6	4	6	7	4	0	7
26560000	6	4	4	7	4	0	7
26580000	6	4	4	7	4	0	7
26600000	5	4	4	9	4	0	7
26620000	6	5	4	8	4	0	8
26640000	6	4	4	7	4	0	6
26660000	6	4	5	7	5	0	7
26680000	5	4	6	7	4	0	7
26700000	6	4	5	8	4	0	7
26720000	8	4	6	7	5	0	8
26740000	6	4	4	7	4	0	7
26760000	6	4	3	7	4	0	6
26780000	7	5	6	7	4	0	7
26800000	6	4	4	7	4	0	9
26820000	6	4	4	8	4	0	6
26840000	6	4	4	7	4	0	7
26860000	7	3	7	7	4	0	7
26880000	6	5	5	7	6	0	7
26900000	7	4	4	7	5	0	6
26920000	6	4	7	7	4	0	6
26940000	6	4	3	7	4	0	6
26960000	6	4	4	7	5	1	7
26980000	6	4	3	8	4	0	6
27000000	6	4	5	8	4	0	7
27020000	6	4	3	6	4	0	8
27040000	6	4	6	7	4	0	8
27060000	5	4	4	7	4	0	7
27080000	6	4	4	6	4	0	6
27100000	6	4	5	7	4	0	8
27120000	5	4	4	7	4	0	7
27140000	6	3	3	7	3	1	8
27160000	6	4	4	7	6	0	8
27180000	7	4	5	7	3	1	7
27200000	6	4	6	7	4	0	9
27220000	6	4	6	7	4	0	7
27240000	6	4	4	7	6	0	7
27260000	7	4	4	7	4	0	8
27280000	6	4	3	6	4	0	7
27300000	6	4	3	6	6	0	8
27320000	6	4	4	7	5	0	7
27340000	6	4	4	7	3	0	8
27360000	6	4	5	6	5	0	8
27380000	5	4	4	7	4	0	7
27400000	6	4	4	7	4	0	7
27420000	7	4	4	7	4	0	7
27440000	6	4	4	7	4	0	9
27460000	7	4	4	8	4	0	6
27480000	8	4	4	7	5	0	9
27500000	6	3	4	8	3	0	8
27520000	6	5	3	6	4	0	7
27540000	5	4	4	7	3	0	7
27560000	5	4	5	8	4	0	10
27580000	6	4	4	7	5	0	7
27600000	5	4	4	8	4	0	6
27620000	6	4	4	7	4	0	8
27640000	6	4	4	7	4	0	8
27660000	6	4	3	6	4	0	8
27680000	6	4	5	7	4	0	7
27700000	5	4	4	7	4	0	7
27720000	6	4	4	7	4	0	6
27740000	7	4	3	7	4	0	7
27760000	6	4	3	7	4	0	10
27780000	5	4	4	8	4	0	7
27800000	7	4	4	7	4	0	6
27820000	6	4	4	7	4	0	6
27840000	7	4	4	6	4	0	7
27860000	6	4	5	7	4	0	7
27880000	6	5	4	7	5	0	8
27900000	6	4	5	7	4	0	7
27920000	6	3	3	7	3	1	8
27940000	6	4	4	8	3	0	10
27960000	5	4	5	7	3	0	8
27980000	6	4	4	7	4	0	7
28000000	6	4	4	7	4	0	8
28020000	6	4	6	7	4	0	7
28040000	6	4	4	7	6	0	8
28060000	6	4	5	7	4	0	9
28080000	7	4	5	6	4	0	7
28100000	6	4	6	7	5	0	8
28120000	6	4	4	7	4	0	7
28140000	6	4	5	8	5	0	7
28160000	6	4	4	7	5	0	7
28180000	6	5	4	6	4	0	7
28200000	6	4	4	7	5	0	7
28220000	6	4	4	7	4	0	7
28240000	6	4	5	7	4	0	8
28260000	6	4	4	8	4	0	7
28280000	7	4	3	6	4	0	8
28300000	8	4	5	7	5	0	9
28320000	6	4	4	7	4	0	6
28340000	6	4	4	7	4	0	7
28360000	6	4	4	7	4	0	7
28380000	6	4	5	7	4	0	7
28400000	6	4	3	8	4	0	6
28420000	6	4	4	7	4	0	7
28440000	5	4	4	6	4	0	7
28460000	6	4	5	7	5	0	8
28480000	6	4	8	7	4	0	8
28500000	6	4	4	7	5	0	8
28520000	6	5	3	6	4	0	6
28540000	6	7	5	7	5	0	8
28560000	6	5	5	7	4	0	6
28580000	6	4	4	7	4	0	7
28600000	6	3	5	6	3	1	7
28620000	6	4	3	6	5	0	8
28640000	6	4	5	7	4	0	8
28660000	6	4	3	7	4	0	7
28680000	8	4	4	7	4	0	7
28700000	8	4	3	8	4	0	7
28720000	5	4	3	8	4	0	6
28740000	6	4	3	6	4	0	7
28760000	6	5	6	8	4	0	6
28780000	6	4	4	7	4	0	7
28800000	5	4	4	7	4	0	7
28820000	6	4	5	7	4	0	11
28840000	6	4	4	7	4	0	7
28860000	5	4	5	7	4	0	8
28880000	6	4	3	7	4	0	9
28900000	5	4	5	6	4	0	7
28920000	7	4	4	7	4	0	7
28940000	6	4	4	7	5	0	7
28960000	6	4	3	7	3	1	7
28980000	6	3	3	8	3	1	8
29000000	6	3	3	7	3	0	6
29020000	7	4	6	7	5	0	6
29040000	6	4	5	7	4	0	8
29060000	6	4	4	7	4	0	8
29080000	6	4	6	7	5	0	7
29100000	6	4	4	7	5	0	7
29120000	6	4	3	8	4	0	6
29140000	6	4	3	6	4	0	6
29160000	7	3	4	8	3	0	7
29180000	5	4	4	7	5	0	6
29200000	6	4	4	9	4	0	6
29220000	6	4	3	7	4	0	7
29240000	6	6	5	8	5	0	7
29260000	6	5	3	7	4	0	8
29280000	6	4	4	7	4	0	6
29300000	6	3	4	7	3	0	8
29320000	5	3	4	7	3	0	7
29340000	7	3	4	7	3	0	7
29360000	6	3	5	7	3	0	8
29380000	6	3	4	7	3	0	7
29400000	6	3	4	7	3	0	6
29420000	6	4	5	7	5	0	7
29440000	6	4	4	6	4	0	6
29460000	6	4	3	6	4	0	7
29480000	6	4	4	8	5	0	6
29500000	6	7	4	7	4	0	6
29520000	6	4	3	7	4	0	6
29540000	6	4	4	7	4	0	8
29560000	6	4	4	7	4	0	6
29580000	7	4	5	7	5	0	8
29600000	6	4	4	7	3	0	7
29620000	6	4	4	7	5	0	7
29640000	6	7	4	7	4	0	7
29660000	6	4	3	7	4	0	7
29680000	9	4	4	7	4	0	8
29700000	6	6	4	7	5	0	6
29720000	6	4	4	8	5	0	6
29740000	6	4	4	8	4	0	8
29760000	6	4	5	8	3	1	8
29780000	6	4	6	7	4	0	7
29800000	6	4	3	6	4	0	7
29820000	7	4	4	7	4	0	8
29840000	6	3	3	6	4	0	6
29860000	6	4	4	7	5	0	8
29880000	6	4	4	7	4	0	7
29900000	7	4	5	7	5	0	7
29920000	7	4	5	7	6	0	6
29940000	6	4	6	7	4	0	7
29960000	6	4	4	7	5	0	6
29980000	6	4	3	6	4	0	6
30000000	7	4	6	7	4	0	6
30020000	6	4	4	7	4	0	7
30040000	8	4	3	6	5	0	8
30060000	8	4	3	7	4	0	8
30080000	7	4	9	6	4	0	8
30100000	6	5	3	7	5	0	7
30120000	6	4	4	7	4	0	8
30140000	6	4	4	7	4	0	7
30160000	7	4	6	7	4	0	8
30180000	6	4	4	8	5	0	7
30200000	7	4	3	7	5	0	8
30220000	5	4	4	7	4	0	8
30240000	6	4	4	7	4	0	6
30260000	6	4	4	8	4	0	7
30280000	7	4	5	7	7	0	7
30300000	6	4	4	8	4	0	8
30320000	7	4	4	7	4	0	7
30340000	6	4	4	7	4	0	7
30360000	6	4	3	7	4	0	7
30380000	7	4	6	7	4	0	6
30400000	6	4	6	7	4	0	6
30420000	5	4	4	7	4	0	8
30440000	6	4	4	7	4	0	7
30460000	5	4	4	7	4	0	6
30480000	6	4	4	8	4	0	8
30500000	6	4	4	7	4	0	7
30520000	6	4	10	11	5	0	9
30540000	6	4	5	7	5	0	9
30560000	6	4	4	7	6	0	7
30580000	5	4	4	7	4	0	6
30600000	5	5	3	6	4	0	8
30620000	7	4	4	7	6	0	6
30640000	6	4	5	7	4	0	8
30660000	6	4	3	7	4	0	7
30680000	6	4	4	7	4	0	7
30700000	6	4	4	7	4	0	6
30720000	6	4	4	7	6	0	8
30740000	6	4	4	7	4	0	6
30760000	6	7	3	8	5	0	6
30780000	9	4	4	7	4	0	7
30800000	7	3	7	7	3	0	6
30820000	6	4	5	7	3	0	8
30840000	6	4	5	7	4	0	6
30860000	6	4	3	7	4	0	7
30880000	7	4	5	7	4	0	7
30900000	6	4	5	7	3	0	6
30920000	6	4	5	8	4	0	7
30940000	6	4	4	7	4	0	7
30960000	7	4	6	7	4	0	8
30980000	6	4	4	7	4	0	6
31000000	6	4	10	6	4	0	7
31020000	6	4	3	7	4	0	6
31040000	6	4	3	6	4	0	7
31060000	6	5	4	7	4	0	6
31080000	5	4	4	7	4	0	7
31100000	5	4	4	7	5	0	8
31120000	7	4	4	8	3	0	8
31140000	6	4	5	7	5	0	7
31160000	6	4	4	7	4	0	6
31180000	6	4	3	7	5	0	7
31200000	6	4	4	7	4	0	7
31220000	6	4	4	7	5	0	7
31240000	7	4	6	7	4	0	7
31260000	6	4	5	7	4	0	9
31280000	6	4	3	7	4	0	7
31300000	6	4	5	7	4	0	7
31320000	6	4	4	6	4	0	8
31340000	6	4	5	7	4	0	9
31360000	6	4	9	8	4	0	7
31380000	6	4	4	7	5	0	7
31400000	7	4	5	7	4	0	7
31420000	6	5	3	6	4	0	6
31440000	5	5	3	6	4	0	7
31460000	7	4	4	7	4	0	7
31480000	6	5	6	7	4	0	6
31500000	6	4	6	7	4	0	6
31520000	6	4	5	9	4	0	6
31540000	6	4	4	7	6	0	7
31560000	6	4	3	7	4	0	6
31580000	6	4	3	7	4	0	6
31600000	6	4	3	6	4	0	7
31620000	6	5	4	7	4	0	7
31640000	6	4	4	7	4	0	6
31660000	6	4	6	7	4	0	6
31680000	6	4	4	7	4	0	8
31700000	5	4	4	7	6	0	6
31720000	6	3	4	7	3	1	7
31740000	6	4	4	7	4	0	7
31760000	6	4	3	7	4	0	8
31780000	6	4	4	7	4	0	7
31800000	6	4	5	7	5	0	8
31820000	6	4	6	7	4	0	7
31840000	6	5	6	7	4	0	8
31860000	6	4	5	7	5	0	8
31880000	6	4	4	6	4	0	7
31900000	6	4	4	7	4	0	7
31920000	6	4	5	7	4	0	7
31940000	6	4	4	6	4	1	7
31960000	6	4	3	6	4	0	7
31980000	6	4	3	6	5	0	8
32000000	6	4	3	7	4	0	8
32020000	6	5	5	7	4	0	9
32040000	6	4	4	6	4	0	8
32060000	6	4	4	7	4	0	8
32080000	6	4	4	7	4	0	8
32100000	6	5	3	7	5	0	8
32120000	6	4	4	7	5	0	8
32140000	6	4	3	6	4	0	7
32160000	6	4	3	7	4	0	7
32180000	6	5	7	8	4	1	7
32200000	6	4	5	7	4	0	7
32220000	6	5	4	7	5	0	8
32240000	6	4	4	7	6	0	7
32260000	5	4	4	7	4	0	7
32280000	6	4	3	6	6	0	9
32300000	6	4	4	7	4	0	7
32320000	6	4	3	7	5	0	7
32340000	5	4	6	8	5	0	6
32360000	6	4	4	7	4	0	6
32380000	6	4	6	6	4	0	6
32400000	5	4	4	7	4	0	8
32420000	7	4	4	8	4	0	6
32440000	6	4	4	7	4	0	6
32460000	6	4	9	8	5	0	7
32480000	6	4	3	7	5	0	7
32500000	6	4	4	7	7	0	7
32520000	6	4	4	8	4	0	7
32540000	6	4	4	7	4	0	8
32560000	6	4	4	6	4	0	9
32580000	6	4	6	7	4	0	7
32600000	5	4	6	8	4	0	7
32620000	6	4	6	7	5	0	7
32640000	5	4	4	8	5	0	6
32660000	6	4	5	6	5	0	8
32680000	6	5	4	7	4	0	7
32700000	6	4	4	7	4	0	7
32720000	5	5	5	7	5	0	8
32740000	6	3	4	7	3	0	6
32760000	7	4	4	7	4	0	7
32780000	6	4	3	7	4	0	7
32800000	6	7	4	7	4	0	8
32820000	5	4	5	9	4	0	7
32840000	7	4	3	6	4	0	7
32860000	6	4	5	7	4	0	8
32880000	7	4	4	7	4	0	7
32900000	5	4	4	7	4	0	7
32920000	5	4	3	6	4	0	8
32940000	5	6	4	7	5	0	7
32960000	6	4	4	7	4	0	7
32980000	6	4	4	8	4	0	10
33000000	6	7	3	6	5	0	7
33020000	6	4	7	7	4	0	7
33040000	6	4	3	6	4	0	6
33060000	5	4	3	6	4	0	6
33080000	6	4	4	7	4	0	6
33100000	7	4	4	7	4	0	7
33120000	8	4	3	7	4	0	7
33140000	6	5	4	7	5	0	8
33160000	6	4	4	7	5	0	7
33180000	6	4	5	7	4	0	6
33200000	6	4	4	7	4	0	7
33220000	5	4	3	7	4	0	8
33240000	6	4	5	7	4	0	7
33260000	6	4	4	7	5	0	8
33280000	7	4	4	7	4	0	6
33300000	5	4	4	7	4	0	7
33320000	6	4	4	7	4	0	8
33340000	5	4	5	7	4	0	8
33360000	6	5	4	7	4	0	8
33380000	6	4	4	7	5	0	7
33400000	6	4	5	6	4	0	7
33420000	6	4	3	7	4	0	6
33440000	6	4	4	8	4	0	6
33460000	7	4	6	7	4	0	7
33480000	6	6	3	8	4	0	7
33500000	6	4	3	7	4	0	7
33520000	6	4	8	7	4	0	6
33540000	7	4	4	7	4	0	7
33560000	6	4	3	6	4	0	7
33580000	6	4	6	7	4	0	7
33600000	6	4	4	7	4	0	7
33620000	6	4	4	7	4	0	7
33640000	5	4	4	7	4	0	6
33660000	10	4	4	7	4	0	7
33680000	6	4	3	7	4	0	6
33700000	7	5	3	7	5	1	7
33720000	7	4	3	6	5	0	6
33740000	5	4	6	8	4	0	7
33760000	6	4	4	7	4	0	7
33780000	7	4	3	6	4	0	6
33800000	6	6	4	8	4	0	7
33820000	6	4	4	7	4	0	7
33840000	6	4	4	7	4	0	7
33860000	5	4	3	7	4	0	8
33880000	5	4	4	7	6	0	7
33900000	7	4	4	7	5	0	7
33920000	6	4	4	8	4	0	7
33940000	6	4	4	7	4	0	7
33960000	6	4	4	7	5	0	8
33980000	6	3	4	7	3	0	6
34000000	6	3	4	7	5	0	7
34020000	5	3	4	7	3	0	7
34040000	6	3	6	7	3	0	6
34060000	6	3	3	7	3	0	7
34080000	6	3	3	6	3	0	6
34100000	6	4	4	8	4	0	7
34120000	6	4	4	7	5	0	9
34140000	6	4	5	7	4	0	7
34160000	6	4	5	6	4	0	8
34180000	5	4	4	7	4	0	8
34200000	6	4	6	7	4	0	7
34220000	7	4	4	7	4	0	7
34240000	5	4	3	7	4	0	7
34260000	5	4	3	6	4	0	7
34280000	6	4	4	7	4	0	7
34300000	5	4	4	7	5	0	7
34320000	6	4	4	7	4	0	7
34340000	6	4	4	7	5	0	8
34360000	6	4	6	7	5	0	8
34380000	8	4	3	6	5	0	6
34400000	6	4	3	7	6	1	8
34420000	6	6	4	8	6	0	7
34440000	6	5	6	6	5	0	7
34460000	6	4	4	7	5	0	7
34480000	6	4	3	6	4	0	7
34500000	6	4	5	7	4	0	8
34520000	6	4	7	7	4	0	8
34540000	6	4	4	7	6	0	7
34560000	8	4	5	7	4	0	7
34580000	6	4	4	7	4	0	7
34600000	6	4	4	8	5	0	6
34620000	5	4	4	7	4	0	6
34640000	6	4	4	7	4	0	8
34660000	6	4	3	7	4	0	7
34680000	6	4	6	8	4	0	6
34700000	5	5	4	8	4	0	7
34720000	5	4	3	7	5	0	8
34740000	6	4	5	7	4	0	8
34760000	5	4	4	7	5	0	8
34780000	6	6	4	8	4	0	9
34800000	5	4	4	7	4	0	6
34820000	6	4	3	7	5	0	8
34840000	6	4	3	7	4	0	7
34860000	6	4	4	7	4	0	6
34880000	6	4	4	7	5	0	7
34900000	6	4	3	7	4	0	6
34920000	6	4	4	6	5	0	8
34940000	6	4	3	7	4	0	6
34960000	6	4	4	6	4	0	8
34980000	6	4	4	7	4	0	7
35000000	5	4	4	8	4	0	9
35020000	6	4	3	7	4	0	7
35040000	6	4	4	7	4	0	9
35060000	5	4	4	7	4	0	6
35080000	6	4	4	7	4	0	6
35100000	6	5	5	7	4	0	8
35120000	6	4	3	7	4	0	7
35140000	6	5	3	6	4	0	8
35160000	6	7	6	7	4	0	7
35180000	6	4	3	7	4	0	8
35200000	6	4	5	7	4	0	7
35220000	6	4	4	7	4	0	6
35240000	6	4	3	7	4	0	8
35260000	6	4	4	7	4	0	6
35280000	6	5	6	9	4	0	8
35300000	6	4	4	7	4	0	7
35320000	5	4	6	7	4	0	7
35340000	6	4	5	7	4	0	7
35360000	6	4	4	7	4	0	8
35380000	6	4	4	7	4	0	6
35400000	5	4	4	7	4	0	6
35420000	6	4	6	7	5	0	6
35440000	6	4	5	7	4	0	8
35460000	6	3	4	7	3	0	8
35480000	7	3	4	7	3	0	6
