states	PB1	PB2	HA	NP	NA	MP	NS
24300000	6	2	3	5	2	3	6
24320000	6	2	2	5	2	2	7
24340000	5	2	2	6	3	2	6
24360000	6	2	3	8	3	2	9
24380000	5	2	2	5	2	2	5
24400000	5	2	2	5	2	2	7
24420000	5	3	2	8	2	2	5
24440000	6	3	2	5	3	3	5
24460000	7	2	3	5	3	2	5
24480000	5	2	2	5	3	2	6
24500000	6	2	3	6	2	2	6
24520000	5	2	3	5	2	2	6
24540000	6	2	3	7	3	2	6
24560000	5	3	4	7	2	2	6
24580000	5	2	2	6	2	2	6
24600000	5	2	2	5	2	2	6
24620000	5	2	3	5	2	2	6
24640000	5	2	3	5	2	2	6
24660000	6	2	3	9	4	2	5
24680000	6	2	2	5	3	2	6
24700000	5	3	2	5	2	2	8
24720000	5	3	3	5	3	2	7
24740000	5	2	3	7	3	2	9
24760000	6	2	4	5	3	2	8
24780000	5	2	3	5	2	2	6
24800000	5	2	3	6	2	2	9
24820000	5	3	2	5	3	2	7
24840000	7	3	2	5	3	2	9
24860000	5	2	2	5	3	2	7
24880000	5	2	2	6	2	7	7
24900000	6	3	2	5	4	3	7
24920000	5	2	3	5	2	2	9
24940000	6	3	4	5	2	2	5
24960000	5	2	3	5	2	2	5
24980000	5	3	2	5	4	2	6
25000000	5	3	2	5	3	2	8
25020000	5	2	2	7	2	2	6
25040000	5	3	3	5	2	2	5
25060000	5	2	3	5	2	2	6
25080000	5	2	2	5	2	2	6
25100000	5	2	2	5	2	2	5
25120000	5	2	3	5	3	2	7
25140000	5	2	3	6	2	2	6
25160000	6	2	3	5	2	2	6
25180000	5	2	2	7	3	2	5
25200000	7	2	3	5	3	2	7
25220000	6	4	3	5	2	2	5
25240000	6	2	3	5	3	2	9
25260000	6	2	2	5	2	3	8
25280000	5	2	2	6	3	2	7
25300000	5	2	3	6	2	3	6
25320000	5	2	2	7	3	2	8
25340000	6	3	2	6	2	2	6
25360000	5	2	2	7	2	2	7
25380000	5	2	2	7	2	2	6
25400000	5	3	2	5	2	2	6
25420000	5	2	3	5	2	2	9
25440000	5	2	2	7	2	2	5
25460000	5	2	3	5	3	2	7
25480000	5	2	2	5	3	2	7
25500000	5	2	3	5	3	2	9
25520000	5	3	3	7	2	2	7
25540000	5	2	2	5	2	2	5
25560000	5	3	2	6	2	2	5
25580000	5	2	3	7	2	2	8
25600000	6	3	3	5	3	2	6
25620000	5	2	2	5	2	2	5
25640000	5	2	2	5	2	2	6
25660000	5	3	2	5	2	2	6
25680000	5	2	2	6	2	3	7
25700000	5	3	2	6	2	2	8
25720000	6	4	2	5	2	2	9
25740000	5	3	3	6	2	7	10
25760000	5	2	2	6	2	2	8
25780000	5	2	3	6	2	2	7
25800000	5	2	2	6	2	2	8
25820000	5	2	2	7	2	2	8
25840000	5	2	2	8	2	2	6
25860000	6	3	2	6	3	2	6
25880000	5	2	2	6	2	2	5
25900000	6	2	3	5	2	2	6
25920000	5	3	3	7	3	2	8
25940000	5	2	2	7	2	2	6
25960000	5	2	3	6	2	2	5
25980000	5	2	3	6	2	2	6
26000000	5	2	2	6	2	2	5
26020000	5	2	3	6	2	2	5
26040000	6	2	4	7	2	2	6
26060000	6	3	2	5	2	2	5
26080000	6	2	2	5	2	2	5
26100000	5	3	2	5	2	2	6
26120000	5	2	2	5	3	2	6
26140000	7	2	2	6	2	3	6
26160000	6	2	2	7	3	2	6
26180000	5	2	2	5	2	2	8
26200000	7	3	2	5	2	2	6
26220000	5	3	2	6	2	2	5
26240000	6	2	2	6	3	2	10
26260000	6	3	3	5	3	2	5
26280000	6	2	2	6	2	2	6
26300000	6	2	2	5	3	3	6
26320000	5	2	2	5	2	2	7
26340000	6	2	2	7	3	3	6
26360000	5	2	4	7	2	2	6
26380000	6	3	4	5	2	2	6
26400000	5	2	2	5	2	2	5
26420000	6	2	2	5	2	2	6
26440000	6	3	2	8	2	3	5
26460000	5	2	2	6	2	2	5
26480000	6	2	2	12	2	2	8
26500000	5	2	2	6	2	2	5
26520000	5	2	2	6	2	3	5
26540000	5	2	3	7	2	2	6
26560000	5	3	3	6	3	2	6
26580000	5	2	3	7	3	2	5
26600000	5	2	2	6	3	2	5
26620000	6	2	2	6	2	2	5
26640000	7	2	4	6	3	2	6
26660000	6	2	3	6	4	2	6
26680000	5	2	3	6	3	3	5
26700000	5	2	2	7	2	2	5
26720000	5	2	4	6	2	2	8
26740000	5	2	3	7	2	3	7
26760000	6	3	4	7	3	2	6
26780000	5	2	3	7	3	2	6
26800000	5	3	2	5	3	2	5
26820000	5	4	2	5	2	2	6
26840000	6	2	3	5	2	2	5
26860000	6	2	2	6	2	3	6
26880000	5	2	2	6	3	2	9
26900000	6	2	2	7	3	2	7
26920000	6	2	2	8	2	2	7
26940000	5	2	2	6	2	2	7
26960000	5	2	3	8	3	2	8
26980000	5	3	3	8	3	2	7
27000000	5	2	3	9	2	2	8
27020000	6	2	2	5	2	2	6
27040000	5	3	2	6	2	2	6
27060000	6	2	3	5	2	2	7
27080000	5	3	2	5	2	2	7
27100000	5	3	3	5	2	2	8
27120000	5	2	2	5	2	2	5
27140000	6	2	3	5	2	2	5
27160000	5	2	3	5	2	2	6
27180000	5	3	2	6	2	2	8
27200000	5	3	3	6	2	2	7
27220000	6	2	4	7	2	2	7
27240000	6	2	2	5	3	2	8
27260000	5	2	3	5	2	3	8
27280000	5	2	3	7	2	2	9
27300000	6	2	2	6	2	2	6
27320000	5	2	2	8	2	3	7
27340000	5	2	2	5	2	2	6
27360000	5	2	2	5	2	2	6
27380000	5	2	2	5	3	2	8
27400000	6	2	2	5	2	2	7
27420000	5	2	2	5	3	2	7
27440000	5	2	2	5	2	2	5
27460000	5	2	2	5	2	2	6
27480000	6	2	2	5	2	2	5
27500000	5	2	2	5	3	3	7
27520000	5	3	3	5	2	3	6
27540000	5	2	2	7	3	2	7
27560000	6	2	2	5	2	2	6
27580000	5	3	3	6	3	3	6
27600000	5	3	3	5	2	2	7
27620000	5	2	2	5	2	2	6
27640000	5	3	2	6	2	2	7
27660000	5	3	2	8	4	2	5
27680000	5	2	2	6	2	2	5
27700000	5	2	4	6	3	2	6
27720000	6	2	2	6	2	2	6
27740000	6	2	2	5	2	2	6
27760000	5	2	2	5	3	2	7
27780000	6	4	2	12	4	3	5
27800000	5	3	2	7	2	2	6
27820000	5	3	2	7	2	2	6
27840000	5	2	3	5	2	2	5
27860000	6	3	2	5	2	2	6
27880000	5	2	2	5	2	2	5
27900000	6	3	3	6	2	2	7
27920000	7	3	2	6	3	2	6
27940000	5	2	2	5	2	2	5
27960000	6	2	2	6	2	2	7
27980000	6	2	2	6	2	3	5
28000000	5	4	3	5	3	2	6
28020000	6	2	2	5	2	2	7
28040000	5	2	3	5	2	2	7
28060000	6	2	3	5	3	2	6
28080000	5	2	2	8	2	2	8
28100000	5	2	2	5	2	2	9
28120000	5	2	2	6	2	2	7
28140000	6	2	3	5	2	2	7
28160000	5	3	4	5	4	3	9
28180000	6	2	3	5	2	2	6
28200000	6	2	2	6	2	2	7
28220000	5	2	3	5	2	2	6
28240000	5	2	3	5	2	2	7
28260000	6	2	3	5	2	2	8
28280000	5	2	3	5	2	3	8
28300000	5	3	3	5	3	3	8
28320000	5	2	3	6	2	2	6
28340000	6	4	3	5	3	2	5
28360000	5	2	3	5	2	3	6
28380000	6	3	2	6	2	2	7
28400000	5	2	2	6	2	2	9
28420000	6	3	3	5	3	2	7
28440000	6	2	3	5	2	2	8
28460000	5	2	3	5	3	2	6
28480000	5	3	2	5	2	2	6
28500000	5	3	3	5	2	2	6
28520000	5	2	2	5	3	2	6
28540000	5	2	2	6	2	2	7
28560000	5	4	4	6	2	2	6
28580000	6	4	3	5	2	2	8
28600000	5	3	3	5	2	2	7
28620000	5	2	3	5	2	2	7
28640000	7	4	4	8	2	2	8
28660000	6	2	3	6	2	2	7
28680000	7	2	4	8	3	2	7
28700000	5	2	2	6	2	2	8
28720000	6	2	4	5	3	2	7
28740000	7	2	2	5	3	2	10
28760000	6	2	3	5	4	2	6
28780000	6	2	4	5	2	2	8
28800000	5	3	2	6	4	2	8
28820000	5	2	3	7	2	2	11
28840000	6	3	4	6	2	2	7
28860000	5	3	3	5	2	2	7
28880000	6	2	2	5	2	2	7
28900000	5	2	2	6	2	2	6
28920000	5	5	3	7	2	2	7
28940000	5	2	3	5	3	3	7
28960000	5	2	3	5	3	2	6
28980000	5	2	3	5	2	2	8
29000000	6	3	3	8	3	2	6
29020000	5	2	3	5	2	2	6
29040000	5	2	2	5	2	2	6
29060000	6	4	3	5	3	2	6
29080000	5	3	3	6	3	3	7
29100000	6	3	3	5	2	2	8
29120000	6	3	3	5	3	2	8
29140000	6	2	3	5	2	2	7
29160000	5	2	2	6	2	2	6
29180000	6	2	2	6	3	2	7
29200000	6	2	2	5	2	2	6
29220000	6	2	2	5	2	2	7
29240000	6	2	2	6	2	2	6
29260000	5	3	3	7	2	2	6
29280000	5	3	2	6	2	2	5
29300000	6	2	2	5	2	2	6
29320000	5	3	2	5	2	2	6
29340000	5	3	3	5	2	2	6
29360000	6	2	2	5	4	2	5
29380000	6	2	3	5	3	2	6
29400000	6	2	2	5	2	3	5
29420000	6	4	3	5	2	2	6
29440000	5	2	2	8	3	2	6
29460000	5	2	2	8	2	2	7
29480000	5	2	2	6	2	2	6
29500000	6	2	2	6	3	2	7
29520000	6	3	2	6	4	2	7
29540000	5	2	2	6	2	2	5
29560000	5	2	3	6	2	3	8
29580000	5	2	3	5	2	2	7
29600000	5	2	2	6	2	2	6
29620000	5	2	2	7	3	2	7
29640000	6	2	3	5	2	2	6
29660000	6	3	3	7	3	2	8
29680000	5	2	2	6	3	2	7
29700000	5	2	3	5	2	2	8
29720000	5	2	3	5	2	2	6
29740000	5	3	3	5	2	2	6
29760000	5	2	3	6	2	2	8
29780000	5	2	2	6	4	2	7
29800000	8	2	2	6	3	2	6
29820000	7	2	2	5	2	2	5
29840000	5	2	3	6	2	2	8
29860000	6	3	2	5	2	2	7
29880000	5	2	2	5	2	2	6
29900000	5	3	4	6	2	2	5
29920000	5	2	2	5	2	2	6
29940000	5	2	2	5	2	2	6
29960000	6	4	2	6	2	2	8
29980000	6	2	3	5	2	3	6
30000000	6	3	3	5	3	2	8
30020000	6	3	3	5	3	3	6
30040000	6	3	3	5	2	3	6
30060000	5	2	2	7	2	2	5
30080000	7	3	3	5	2	2	6
30100000	7	2	2	5	2	2	6
30120000	6	3	2	7	2	2	5
30140000	5	2	2	5	2	2	6
30160000	7	2	3	6	2	2	7
30180000	6	4	2	5	3	2	6
30200000	5	3	4	6	2	2	7
30220000	6	4	3	5	3	2	8
30240000	5	2	2	5	2	2	7
30260000	5	4	3	5	2	2	7
30280000	7	3	2	6	2	2	5
30300000	5	2	3	5	2	2	6
30320000	5	2	3	7	2	2	6
30340000	5	2	3	6	2	2	5
30360000	5	2	2	5	2	2	6
30380000	5	2	4	6	2	3	5
30400000	5	2	2	5	2	2	8
30420000	6	2	2	6	3	3	8
30440000	6	3	2	5	2	2	6
30460000	5	4	2	5	2	2	6
30480000	6	2	3	6	2	2	6
30500000	6	2	3	5	2	2	7
30520000	5	2	2	5	2	2	8
30540000	5	3	3	6	2	2	6
30560000	6	2	4	5	3	2	8
30580000	6	2	3	5	2	2	8
30600000	5	3	2	5	2	2	9
30620000	6	2	3	5	3	3	8
30640000	5	3	4	5	3	2	6
30660000	6	3	3	5	2	2	6
30680000	6	2	3	6	3	3	7
30700000	6	3	2	5	3	2	5
30720000	5	2	2	5	2	2	6
30740000	5	2	2	6	4	2	5
30760000	6	3	3	7	3	2	6
30780000	5	2	3	5	2	2	6
30800000	6	2	3	5	2	2	6
30820000	6	2	3	5	2	3	7
30840000	6	3	3	5	3	3	5
30860000	5	2	3	11	2	2	5
30880000	6	3	2	5	3	2	7
30900000	5	3	2	5	2	2	7
30920000	5	2	3	5	2	2	5
30940000	5	2	2	5	2	3	6
30960000	5	2	2	6	2	3	8
30980000	6	2	2	5	2	2	6
31000000	6	3	2	5	2	2	7
31020000	6	2	3	5	2	2	8
31040000	6	2	3	5	2	2	6
31060000	5	2	2	5	2	3	7
31080000	6	2	2	5	3	2	7
31100000	5	2	5	6	3	2	7
31120000	6	2	3	5	2	2	8
31140000	5	2	2	6	2	2	10
31160000	5	3	2	6	2	2	9
31180000	5	2	3	6	2	2	9
31200000	5	2	2	6	2	2	7
31220000	5	3	2	7	2	2	7
31240000	5	2	3	6	2	2	6
31260000	5	2	2	7	2	2	8
31280000	5	2	2	5	2	2	6
31300000	5	2	2	7	2	2	6
31320000	5	2	2	5	2	2	6
31340000	5	2	2	5	2	3	6
31360000	5	2	2	5	2	2	6
31380000	5	2	2	5	3	2	8
31400000	5	2	3	5	3	2	6
31420000	5	2	2	5	2	2	5
31440000	5	3	2	9	3	2	6
31460000	5	2	2	10	2	2	6
31480000	7	2	2	7	2	2	6
31500000	6	3	2	7	3	3	9
31520000	5	3	2	6	2	2	5
31540000	5	2	2	5	3	3	6
31560000	5	3	2	6	2	2	5
31580000	6	3	2	7	3	2	6
31600000	5	3	3	5	2	2	6
31620000	6	2	3	5	2	2	5
31640000	5	2	2	6	3	2	8
31660000	5	2	2	5	2	2	8
31680000	6	2	2	7	2	2	7
31700000	5	2	2	5	3	3	7
31720000	5	3	2	5	2	2	6
31740000	5	2	2	5	2	3	6
31760000	5	2	2	7	2	3	6
31780000	5	3	2	6	2	2	7
31800000	7	2	3	5	2	2	7
31820000	5	2	3	6	2	2	8
31840000	5	2	3	5	2	2	5
31860000	5	2	2	5	2	2	5
31880000	5	3	2	7	2	2	6
31900000	6	2	3	7	2	2	7
31920000	5	2	4	6	2	2	7
31940000	6	2	3	7	2	2	5
31960000	5	2	3	5	2	2	7
31980000	5	2	2	6	3	2	6
32000000	6	2	2	6	2	2	9
32020000	5	2	4	7	2	2	6
32040000	5	2	4	7	2	2	6
32060000	5	2	2	6	2	2	6
32080000	6	2	2	5	2	2	11
32100000	5	2	2	7	2	2	6
32120000	5	3	2	6	2	2	9
32140000	6	3	2	6	2	2	10
32160000	5	2	2	7	4	2	5
32180000	6	2	2	6	2	3	5
32200000	5	3	3	5	2	2	5
32220000	6	2	3	5	2	2	6
32240000	6	2	2	5	2	2	6
32260000	6	2	2	5	2	2	6
32280000	5	2	4	5	2	2	7
32300000	6	2	2	5	2	2	5
32320000	5	3	3	5	3	2	5
32340000	5	2	3	5	2	2	6
32360000	6	2	3	5	2	2	6
32380000	6	2	2	5	2	2	7
32400000	6	3	3	6	2	3	9
32420000	5	3	2	5	2	3	6
32440000	5	3	2	5	2	2	6
32460000	5	2	2	5	3	2	6
32480000	5	2	2	6	3	2	6
32500000	6	2	4	6	2	3	7
32520000	5	3	3	5	2	2	6
32540000	6	3	2	5	2	2	6
32560000	6	3	4	6	2	2	6
32580000	6	2	3	5	3	2	7
32600000	5	2	4	6	2	3	7
32620000	6	2	2	5	2	2	9
32640000	7	3	3	6	2	2	6
32660000	6	2	2	7	2	2	5
32680000	6	2	3	6	2	3	5
32700000	5	2	3	7	2	2	7
32720000	5	3	4	7	2	2	7
32740000	5	2	3	5	3	2	8
32760000	6	2	3	5	2	2	6
32780000	5	3	3	5	3	2	7
32800000	5	2	2	5	2	2	9
32820000	6	2	2	6	2	2	9
32840000	7	2	3	7	3	2	9
32860000	5	2	3	6	2	2	5
32880000	5	3	3	6	2	2	6
32900000	5	2	2	8	2	2	8
32920000	5	3	2	5	3	2	5
32940000	5	4	2	5	2	2	5
32960000	6	2	3	5	2	2	5
32980000	5	3	3	5	2	2	5
33000000	5	2	2	6	2	2	6
33020000	7	2	3	5	4	2	6
33040000	6	4	2	5	2	3	6
33060000	5	2	3	5	3	2	5
33080000	5	2	2	5	2	2	6
33100000	5	2	2	6	2	2	6
33120000	6	2	2	5	3	2	9
33140000	6	2	2	6	2	2	9
33160000	5	3	2	7	2	2	6
33180000	5	2	2	5	3	2	8
33200000	6	3	2	6	2	2	8
33220000	5	2	2	5	2	2	8
33240000	5	2	2	7	3	3	7
33260000	6	2	2	5	3	2	9
33280000	5	2	2	6	2	2	7
33300000	5	2	2	5	2	2	6
33320000	5	2	2	5	4	2	8
33340000	6	3	3	5	3	2	5
33360000	5	3	3	5	2	2	6
33380000	6	2	3	6	2	2	6
33400000	5	2	2	5	2	2	6
33420000	5	2	4	5	2	2	6
33440000	5	2	3	6	2	2	7
33460000	5	2	3	5	2	2	8
33480000	5	2	2	6	2	2	8
33500000	5	2	3	6	2	2	6
33520000	5	2	2	5	2	2	7
33540000	5	2	2	5	2	2	6
33560000	5	3	2	5	2	2	5
33580000	7	3	3	5	2	2	5
33600000	6	2	3	5	2	2	7
33620000	5	3	2	6	2	2	8
33640000	5	3	2	5	3	3	6
33660000	6	2	2	5	2	2	6
33680000	6	2	3	5	3	2	7
33700000	6	2	3	6	2	2	6
33720000	5	2	2	5	3	2	7
33740000	5	2	2	6	3	2	8
33760000	6	3	3	5	2	2	7
33780000	6	2	3	8	2	2	5
33800000	5	3	2	5	2	2	5
33820000	5	2	4	5	2	2	6
33840000	6	3	2	5	2	2	6
33860000	5	2	2	7	3	2	5
33880000	5	2	2	7	2	2	6
33900000	6	2	2	5	3	2	7
33920000	6	4	3	5	3	2	7
33940000	5	3	2	5	2	2	6
33960000	6	5	3	5	3	3	8
33980000	5	2	2	5	2	3	8
34000000	5	2	3	6	2	2	6
34020000	5	2	2	5	2	2	5
34040000	5	2	2	5	3	2	5
34060000	5	3	2	6	2	2	5
34080000	5	2	3	5	2	2	5
34100000	5	2	3	5	2	2	5
34120000	5	2	2	5	2	2	5
34140000	5	2	3	6	2	2	6
34160000	6	3	2	6	3	2	5
34180000	5	2	3	6	2	2	7
34200000	5	3	2	6	4	2	7
34220000	5	2	2	6	2	2	9
34240000	5	2	2	5	2	2	8
34260000	7	3	3	5	3	2	7
34280000	5	3	4	5	3	3	7
34300000	5	2	3	5	2	2	6
34320000	5	3	3	6	2	3	10
34340000	5	4	3	7	2	2	7
34360000	6	2	2	5	2	2	7
34380000	6	2	3	10	2	2	8
34400000	5	2	3	5	3	2	6
34420000	5	3	2	6	2	2	6
34440000	5	2	3	5	2	2	5
34460000	6	3	2	5	2	2	7
34480000	6	2	2	5	2	2	7
34500000	5	2	2	7	2	2	8
34520000	5	2	2	5	2	2	8
34540000	6	2	2	5	2	2	5
34560000	6	2	2	6	2	2	9
34580000	6	2	2	6	3	2	7
34600000	6	2	3	8	2	2	7
34620000	5	2	2	5	3	2	5
34640000	6	2	2	6	2	2	7
34660000	5	2	3	9	2	2	7
34680000	6	3	2	6	3	3	7
34700000	5	2	2	6	2	2	6
34720000	6	3	4	7	2	3	6
34740000	5	2	3	7	2	2	6
34760000	5	4	3	5	2	3	7
34780000	5	4	2	6	2	2	9
34800000	5	2	2	7	4	2	7
34820000	5	4	2	5	2	2	7
34840000	5	2	2	5	2	2	7
34860000	7	2	3	5	2	2	6
34880000	6	2	2	6	3	2	6
34900000	6	2	3	5	4	3	5
34920000	6	2	2	7	3	3	5
34940000	6	3	3	7	2	2	5
34960000	5	2	3	5	2	2	7
34980000	5	3	3	5	2	2	6
35000000	6	2	3	6	2	2	6
35020000	7	3	2	6	2	2	5
35040000	5	2	2	7	2	3	7
35060000	6	2	2	8	2	2	7
35080000	5	2	2	5	2	2	7
35100000	5	2	2	5	2	2	6
35120000	5	2	3	6	2	2	6
35140000	5	3	2	5	2	2	8
35160000	5	2	3	5	2	2	6
35180000	5	2	3	7	2	2	6
35200000	5	3	2	5	2	2	10
35220000	5	2	2	5	2	3	7
35240000	5	2	2	8	2	2	8
35260000	5	2	2	5	2	2	7
35280000	6	2	2	5	2	2	7
35300000	5	3	2	5	2	2	6
35320000	5	3	3	6	3	2	8
35340000	5	3	2	5	2	2	8
35360000	7	2	2	5	2	3	6
35380000	5	2	2	5	2	2	6
35400000	6	4	3	5	3	2	7
35420000	6	3	4	5	3	2	7
35440000	5	2	3	6	2	2	7
35460000	5	2	2	6	3	2	8
35480000	6	2	3	8	3	3	8
