states	PB1	PB2	PA	NP	NA	MP	NS
115440000	2	1	6	5	3	1	6
115460000	2	1	2	7	4	1	5
115480000	2	1	2	5	3	1	5
115500000	2	1	2	6	3	1	5
115520000	2	1	2	9	3	1	5
115540000	2	1	2	6	3	1	6
115560000	2	1	2	7	3	1	6
115580000	3	3	2	5	3	1	6
115600000	2	1	2	7	4	1	5
115620000	2	2	2	5	4	1	6
115640000	2	1	2	5	3	1	5
115660000	2	1	2	4	3	1	7
115680000	2	1	2	4	3	1	6
115700000	3	1	2	6	3	1	6
115720000	2	1	1	4	4	1	5
115740000	2	1	2	5	3	1	6
115760000	2	1	2	6	4	2	7
115780000	2	1	2	6	4	1	5
115800000	2	1	2	5	3	1	5
115820000	2	1	1	4	4	1	5
115840000	2	1	1	5	3	1	6
115860000	2	1	2	5	3	1	5
115880000	2	1	3	5	4	1	5
115900000	2	1	2	5	5	1	6
115920000	2	1	2	5	5	1	5
115940000	3	1	2	8	3	1	5
115960000	2	1	2	5	3	1	5
115980000	2	1	2	5	3	2	5
116000000	2	1	1	5	3	1	5
116020000	2	1	2	5	4	1	6
116040000	2	1	1	5	3	1	5
116060000	2	1	2	5	3	2	5
116080000	2	1	3	5	3	1	6
116100000	2	1	2	7	3	2	5
116120000	2	1	2	5	3	1	6
116140000	2	1	1	5	4	1	5
116160000	2	1	2	6	3	1	5
116180000	2	1	2	5	3	1	5
116200000	2	2	2	4	3	1	6
116220000	2	1	2	5	3	1	5
116240000	2	2	2	6	4	3	5
116260000	2	1	1	7	3	2	6
116280000	2	1	2	6	4	2	5
116300000	2	1	2	4	3	2	6
116320000	2	1	1	5	3	1	6
116340000	2	1	2	6	3	1	5
116360000	2	1	2	8	3	1	6
116380000	2	1	2	4	3	1	5
116400000	2	1	2	4	3	1	5
116420000	2	1	2	4	3	1	5
116440000	2	1	2	6	3	1	6
116460000	2	1	1	5	5	1	6
116480000	3	1	2	7	4	1	5
116500000	3	1	2	4	4	1	5
116520000	2	1	2	4	3	1	5
116540000	2	1	1	4	3	1	8
116560000	2	2	1	9	4	1	7
116580000	2	1	2	5	4	1	5
116600000	2	1	2	4	4	2	5
116620000	2	1	1	5	4	1	7
116640000	2	3	1	4	4	1	5
116660000	2	2	4	5	4	1	5
116680000	2	2	2	4	3	1	5
116700000	2	1	2	5	3	1	5
116720000	2	1	2	4	3	1	5
116740000	2	1	2	6	4	1	5
116760000	2	1	2	5	4	1	6
116780000	2	1	2	5	4	1	5
116800000	2	1	1	5	3	1	5
116820000	2	1	1	4	3	1	5
116840000	2	1	2	5	4	1	5
116860000	2	1	1	5	3	1	5
116880000	2	1	1	5	3	1	7
116900000	2	1	2	5	3	1	5
116920000	2	1	2	5	3	1	5
116940000	2	1	2	5	4	1	5
116960000	2	1	1	7	3	1	5
116980000	2	1	2	5	3	1	5
117000000	2	1	2	5	3	1	5
117020000	2	1	2	5	3	1	5
117040000	2	1	2	5	3	1	5
117060000	2	1	1	4	4	1	5
117080000	2	1	2	5	3	1	5
117100000	2	1	2	4	3	1	7
117120000	2	1	3	5	3	1	6
117140000	2	2	1	4	3	1	6
117160000	2	1	2	9	3	1	5
117180000	2	1	2	5	3	1	6
117200000	2	1	1	4	3	1	6
117220000	2	1	1	7	4	1	6
117240000	2	1	2	4	3	1	5
117260000	2	1	2	5	5	1	5
117280000	2	1	2	4	3	1	6
117300000	2	1	2	5	3	1	5
117320000	2	1	2	6	3	1	6
117340000	2	1	2	4	4	1	6
117360000	2	3	2	6	4	2	7
117380000	2	1	2	6	3	1	7
117400000	2	1	2	5	4	1	6
117420000	2	1	1	4	3	1	5
117440000	2	1	2	4	4	1	5
117460000	2	2	2	5	3	1	5
117480000	2	1	2	5	3	1	5
117500000	2	1	1	5	4	1	5
117520000	2	1	2	5	4	1	5
117540000	2	2	2	6	3	1	5
117560000	2	1	1	5	3	1	6
117580000	2	1	2	5	3	1	6
117600000	2	1	2	5	4	1	6
117620000	2	1	2	5	3	1	7
117640000	2	2	2	4	5	1	5
117660000	2	2	2	7	4	1	5
117680000	2	1	2	6	3	1	7
117700000	2	2	2	5	3	1	6
117720000	2	1	2	5	4	2	6
117740000	2	2	1	6	3	1	5
117760000	2	1	1	4	5	1	5
117780000	2	1	2	4	4	1	5
117800000	2	1	2	6	3	1	5
117820000	2	2	2	5	3	1	5
117840000	2	1	2	5	4	2	6
117860000	2	1	1	5	4	1	5
117880000	3	2	2	6	3	1	7
117900000	2	1	2	5	3	1	6
117920000	2	1	1	4	3	1	7
117940000	2	2	2	5	3	1	5
117960000	2	1	2	5	3	1	5
117980000	3	1	2	6	3	1	7
118000000	2	1	2	6	3	1	5
118020000	2	1	2	8	3	1	5
118040000	2	1	2	5	3	1	5
118060000	2	2	2	5	3	1	5
118080000	2	1	2	5	3	1	5
118100000	2	1	1	7	3	1	5
118120000	2	1	1	7	3	1	5
118140000	2	2	1	6	4	1	5
118160000	2	2	2	4	3	1	5
118180000	2	1	2	5	3	1	5
118200000	2	1	2	5	4	1	7
118220000	2	1	2	5	3	1	5
118240000	2	1	2	6	3	1	7
118260000	2	2	2	4	4	1	7
118280000	2	1	2	5	3	1	5
118300000	2	1	2	4	3	1	5
118320000	2	1	2	6	3	2	7
118340000	2	3	2	5	4	2	5
118360000	2	1	2	4	4	1	6
118380000	2	2	3	5	3	1	6
118400000	2	2	2	6	3	1	5
118420000	2	1	2	5	4	1	5
118440000	2	1	2	5	4	1	6
118460000	2	2	2	4	4	2	5
118480000	2	1	2	5	3	1	6
118500000	2	1	2	5	5	1	6
118520000	2	1	2	6	4	1	6
118540000	2	1	2	5	3	1	6
118560000	2	1	2	4	3	1	5
118580000	2	1	1	4	3	1	5
118600000	2	1	2	5	4	1	5
118620000	2	1	2	5	4	1	6
118640000	2	2	2	5	3	1	5
118660000	2	1	2	5	3	1	6
118680000	2	2	2	5	3	1	5
118700000	2	1	2	4	3	1	5
118720000	2	1	2	7	3	1	5
118740000	2	1	2	5	4	1	6
118760000	2	2	2	5	4	1	5
118780000	2	1	2	5	4	1	5
118800000	2	1	2	4	3	1	6
118820000	2	1	1	5	4	2	5
118840000	2	1	1	7	3	2	6
118860000	2	1	2	5	3	3	6
118880000	2	1	2	4	3	1	5
118900000	2	3	1	4	4	1	5
118920000	2	1	1	5	4	1	5
118940000	2	1	2	5	4	2	6
118960000	2	1	2	4	5	1	5
118980000	2	1	2	4	3	1	7
119000000	2	1	3	5	3	3	5
119020000	2	1	1	6	3	1	6
119040000	2	1	1	5	3	1	5
119060000	2	1	1	6	5	1	5
119080000	2	1	2	5	3	1	6
119100000	2	3	1	5	4	1	5
119120000	2	2	1	4	4	2	5
119140000	2	1	2	6	5	1	5
119160000	2	1	3	6	3	1	6
119180000	2	1	2	5	4	1	6
119200000	2	1	2	4	3	1	5
119220000	2	1	2	4	3	1	5
119240000	2	1	2	5	5	1	5
119260000	2	1	1	8	3	1	6
119280000	2	1	2	4	4	1	6
119300000	2	1	3	6	4	1	5
119320000	3	2	1	6	4	2	5
119340000	2	2	2	5	3	1	7
119360000	3	1	1	5	3	1	6
119380000	2	1	2	8	3	1	6
119400000	2	1	2	4	3	1	5
119420000	2	1	2	5	4	1	5
119440000	2	1	2	5	4	1	6
119460000	2	1	2	5	4	1	6
119480000	2	1	2	4	4	2	5
119500000	2	1	2	5	3	1	5
119520000	2	1	2	7	3	1	5
119540000	2	1	2	5	3	1	6
119560000	3	1	1	5	3	1	5
119580000	2	3	2	9	4	1	5
119600000	2	1	1	4	4	1	5
119620000	2	1	2	6	3	1	5
119640000	2	1	2	4	4	1	6
119660000	2	1	2	5	3	1	5
119680000	2	2	2	5	5	2	7
119700000	2	1	3	6	3	1	6
119720000	3	1	2	4	3	2	5
119740000	2	1	2	5	3	1	6
119760000	2	1	1	5	4	1	6
119780000	2	1	2	4	3	1	6
119800000	2	1	2	5	4	1	5
119820000	2	1	2	7	3	1	5
119840000	2	1	2	5	4	1	7
119860000	2	1	2	5	3	1	5
119880000	2	3	2	9	3	1	5
119900000	2	1	1	5	5	1	5
119920000	2	1	2	4	4	1	5
119940000	2	2	2	4	3	2	5
119960000	2	1	2	4	4	1	5
119980000	2	1	2	6	3	1	5
120000000	2	1	2	5	3	1	8
120020000	2	1	2	6	3	1	5
120040000	3	1	2	6	4	1	5
120060000	2	1	2	4	3	1	5
120080000	2	1	3	4	3	1	5
120100000	2	1	2	4	4	1	5
120120000	2	2	2	4	4	2	5
120140000	2	1	2	6	4	2	5
120160000	2	1	2	5	4	1	6
120180000	2	1	2	5	4	1	5
120200000	2	1	2	5	4	1	5
120220000	2	2	1	5	3	1	6
120240000	2	1	2	5	3	1	5
120260000	2	3	2	4	4	2	6
120280000	2	1	2	6	3	1	7
120300000	2	1	1	5	4	1	5
120320000	2	2	2	5	3	1	6
120340000	2	1	1	5	3	1	6
120360000	2	1	2	8	3	1	6
120380000	2	1	2	5	4	1	5
120400000	2	1	2	4	4	1	6
120420000	2	2	2	5	3	1	7
120440000	2	2	2	5	3	2	5
120460000	2	1	2	4	4	2	6
120480000	3	2	1	4	3	2	5
120500000	2	1	2	4	3	1	6
120520000	2	1	1	4	3	1	5
120540000	2	1	2	4	3	1	5
120560000	2	1	2	5	3	1	5
120580000	2	1	2	6	3	2	5
120600000	2	1	2	5	3	1	5
120620000	2	1	2	5	3	1	5
120640000	2	1	2	4	4	2	6
120660000	2	1	2	4	4	1	5
120680000	2	1	2	4	3	1	5
120700000	2	2	2	7	4	2	5
120720000	2	2	2	5	3	1	5
120740000	2	2	2	5	4	1	5
120760000	2	2	1	6	3	2	6
120780000	3	2	1	5	4	2	5
120800000	2	1	2	4	4	1	5
120820000	2	1	2	5	3	1	5
120840000	2	2	1	5	3	1	5
120860000	2	1	3	5	3	1	7
120880000	2	1	2	7	3	1	5
120900000	2	1	1	4	3	2	6
120920000	2	1	2	5	3	1	6
120940000	2	1	2	6	3	1	6
120960000	2	1	1	7	4	1	6
120980000	2	1	1	5	3	1	7
121000000	2	1	2	5	4	2	5
121020000	2	1	1	4	3	1	6
121040000	2	1	2	5	3	1	5
121060000	2	1	1	5	3	1	5
121080000	2	1	2	5	4	1	5
121100000	2	1	3	5	3	3	5
121120000	2	1	2	5	6	1	5
121140000	2	4	2	4	4	2	5
121160000	2	1	2	8	3	1	5
121180000	2	1	2	5	5	2	6
121200000	2	1	2	5	3	1	6
121220000	2	1	2	6	4	1	6
121240000	2	1	2	4	4	1	6
121260000	2	1	2	6	4	1	6
121280000	2	1	2	5	3	1	6
121300000	3	1	2	6	4	1	5
121320000	2	1	2	4	4	1	5
121340000	2	2	1	6	4	2	5
121360000	2	1	2	4	3	1	6
121380000	2	1	2	4	3	1	6
121400000	2	1	2	4	3	1	6
121420000	2	1	2	6	3	1	5
121440000	2	1	1	4	3	1	5
121460000	2	1	2	5	3	1	6
121480000	2	1	1	5	3	1	5
121500000	2	3	2	5	5	1	5
121520000	2	1	2	7	4	1	5
121540000	2	1	3	5	3	1	8
121560000	2	1	2	5	3	1	6
121580000	2	1	2	4	4	1	5
121600000	2	1	2	4	3	1	6
121620000	2	1	2	6	3	2	6
121640000	2	1	2	4	3	1	5
121660000	2	1	1	6	3	1	5
121680000	2	1	2	4	4	1	6
121700000	2	1	2	4	5	1	6
121720000	2	1	2	5	3	1	5
121740000	2	1	2	5	4	1	6
121760000	2	1	2	5	3	1	5
121780000	2	2	2	5	3	1	5
121800000	2	1	2	5	3	1	6
121820000	2	1	1	5	6	1	5
121840000	2	1	1	5	3	1	5
121860000	2	1	2	7	4	1	6
121880000	2	1	1	5	3	1	5
121900000	2	1	2	4	5	1	6
121920000	2	3	1	4	3	1	5
121940000	2	1	2	6	3	1	6
121960000	2	1	2	6	3	1	5
121980000	2	1	1	5	3	1	5
122000000	2	1	2	5	3	1	5
122020000	2	1	2	7	3	2	5
122040000	2	1	2	7	3	1	6
122060000	2	1	2	5	3	1	5
122080000	2	1	2	6	4	1	6
122100000	2	1	2	4	3	1	5
122120000	2	1	2	4	3	1	5
122140000	2	1	3	4	4	1	6
122160000	2	1	2	5	3	1	5
122180000	2	1	2	4	3	1	5
122200000	2	2	2	4	4	2	6
122220000	2	1	2	5	5	1	5
122240000	2	1	1	4	3	1	5
122260000	2	1	1	5	3	1	5
122280000	2	1	2	4	5	1	5
122300000	2	1	2	4	3	1	5
122320000	2	1	1	5	3	1	5
122340000	2	2	1	5	4	1	5
122360000	2	1	2	5	3	1	6
122380000	2	1	2	4	3	1	6
122400000	2	1	1	4	3	1	5
122420000	2	1	2	5	3	2	6
122440000	2	1	1	5	3	1	6
122460000	2	1	1	4	3	1	5
122480000	2	2	1	4	4	2	5
122500000	2	2	2	4	3	1	5
122520000	2	1	2	5	3	1	5
122540000	2	1	2	6	3	1	6
122560000	2	1	2	7	4	1	7
122580000	2	1	3	4	3	1	5
122600000	2	1	2	4	3	1	6
122620000	2	1	2	5	4	1	9
122640000	2	1	1	5	4	1	6
122660000	2	1	2	4	3	1	5
122680000	2	1	2	4	3	1	6
122700000	2	3	2	6	3	1	5
122720000	2	1	2	5	3	1	5
122740000	2	1	1	5	3	1	5
122760000	2	1	3	5	4	1	5
122780000	2	1	1	5	3	1	5
122800000	2	1	2	7	4	1	5
122820000	2	1	2	5	4	1	6
122840000	2	1	1	6	3	1	5
122860000	2	1	2	5	3	1	5
122880000	2	1	2	5	3	1	5
122900000	2	1	2	5	4	1	6
122920000	2	1	2	5	3	1	5
122940000	2	1	1	8	4	2	5
122960000	2	1	2	5	4	1	5
122980000	2	3	1	5	3	1	8
123000000	2	1	1	5	4	1	5
123020000	2	1	2	4	3	1	5
123040000	2	1	2	9	4	1	5
123060000	2	1	1	5	3	1	5
123080000	2	1	2	5	3	1	5
123100000	2	1	1	5	3	1	5
123120000	2	1	2	6	3	1	5
123140000	2	1	2	5	4	1	5
123160000	2	2	2	4	3	1	5
123180000	2	1	2	5	3	2	7
123200000	2	1	2	6	3	1	5
123220000	2	3	1	5	3	1	5
123240000	3	2	2	4	3	1	7
123260000	2	1	2	5	3	2	5
123280000	2	1	2	6	3	1	6
123300000	2	1	2	5	4	1	5
123320000	2	1	2	6	3	1	5
123340000	2	1	3	11	4	1	6
123360000	2	1	1	6	3	1	5
123380000	2	1	1	4	3	1	6
123400000	2	2	1	4	3	1	6
123420000	2	1	1	8	3	2	5
123440000	2	2	1	5	4	2	5
123460000	2	1	1	5	4	1	6
123480000	2	1	2	6	3	1	5
123500000	2	2	2	4	4	1	6
123520000	2	1	2	8	4	1	5
123540000	2	1	2	6	3	1	5
123560000	2	1	2	5	3	1	6
123580000	2	1	2	5	4	1	7
123600000	3	1	2	5	4	1	5
123620000	2	1	3	5	3	1	5
123640000	2	1	2	5	3	2	5
123660000	2	1	2	5	3	1	5
123680000	2	1	1	5	5	1	6
123700000	2	2	2	6	4	1	5
123720000	4	1	2	6	3	1	6
123740000	2	1	2	5	3	1	5
123760000	2	1	2	6	3	1	7
123780000	2	2	2	6	5	1	5
123800000	2	1	2	6	4	2	6
123820000	2	1	1	4	4	1	5
123840000	2	2	1	6	3	1	5
123860000	2	1	2	5	4	1	5
123880000	2	1	1	5	4	1	6
123900000	2	3	1	4	3	1	5
123920000	2	1	2	5	4	1	6
123940000	2	2	1	5	3	1	6
123960000	2	1	2	4	3	3	6
123980000	2	1	2	5	5	1	5
124000000	2	1	2	5	3	1	7
124020000	2	2	2	5	3	1	5
124040000	2	1	1	7	5	2	5
124060000	2	2	1	4	3	1	5
124080000	2	1	2	4	3	1	7
124100000	2	1	2	5	4	1	5
124120000	2	1	2	5	3	1	7
124140000	2	1	2	6	3	1	5
124160000	2	1	2	5	3	1	5
124180000	2	1	3	4	3	1	6
124200000	2	1	2	7	4	1	5
124220000	2	1	2	4	3	1	7
124240000	2	1	2	5	3	1	5
124260000	2	3	2	5	4	1	6
124280000	2	1	2	5	3	1	5
124300000	2	1	2	6	3	1	6
124320000	2	1	2	6	3	1	7
124340000	2	1	2	5	4	1	5
124360000	2	1	2	5	3	1	5
124380000	2	1	2	5	5	2	6
124400000	3	2	1	5	3	1	5
124420000	2	1	1	7	3	1	6
124440000	2	3	2	5	3	1	5
124460000	2	2	2	6	4	2	5
124480000	2	2	2	4	3	1	5
124500000	2	1	2	5	3	1	6
124520000	2	1	1	5	3	1	5
124540000	2	1	2	6	5	2	6
124560000	2	1	2	5	5	1	5
124580000	2	1	2	5	3	1	6
124600000	2	3	2	5	4	1	6
124620000	2	1	2	5	4	1	5
124640000	2	2	2	4	3	1	7
124660000	2	1	1	5	4	1	5
124680000	2	2	2	4	4	1	6
124700000	2	2	2	5	3	1	5
124720000	2	1	2	5	4	2	6
124740000	2	2	1	4	4	1	5
124760000	2	1	2	5	3	1	5
124780000	2	2	1	5	3	1	5
124800000	2	1	2	5	3	1	5
124820000	3	1	3	7	3	1	6
124840000	2	1	2	4	3	1	5
124860000	2	1	1	6	4	1	6
124880000	2	1	2	4	3	1	6
124900000	2	2	2	4	3	1	5
124920000	2	1	2	4	4	2	5
124940000	2	1	2	5	4	2	6
124960000	2	1	1	5	4	1	6
124980000	2	1	2	5	4	2	5
125000000	2	1	2	5	3	1	5
125020000	2	3	2	8	4	2	5
125040000	2	1	2	5	5	1	5
125060000	2	1	2	5	3	1	7
125080000	2	3	2	5	4	1	5
125100000	2	1	3	6	3	1	5
125120000	3	2	2	6	3	1	6
125140000	2	1	2	7	3	1	5
125160000	2	1	2	4	3	1	6
125180000	2	1	2	4	3	1	5
125200000	2	2	2	5	4	1	5
125220000	2	1	2	4	3	1	5
125240000	2	1	2	5	4	2	5
125260000	2	2	2	4	3	1	5
125280000	2	1	2	5	4	1	5
125300000	2	1	2	5	4	1	5
125320000	2	1	2	6	3	1	5
125340000	2	1	2	5	3	1	5
125360000	2	1	1	5	3	1	5
125380000	2	1	2	5	3	1	6
125400000	2	1	2	4	4	1	5
125420000	2	2	2	4	3	1	5
125440000	2	1	2	4	3	1	6
125460000	2	2	1	4	3	1	5
125480000	2	1	2	4	3	1	5
125500000	2	1	2	6	4	1	5
125520000	2	1	2	4	4	1	5
125540000	2	1	2	5	3	1	5
125560000	2	4	2	8	3	1	5
125580000	2	1	3	5	3	2	5
125600000	2	1	2	6	4	1	6
125620000	2	1	1	6	4	1	5
125640000	2	1	2	4	4	1	6
125660000	2	1	2	5	4	2	6
125680000	2	1	1	4	3	1	6
125700000	2	1	2	7	3	1	7
125720000	2	1	2	6	5	1	6
125740000	2	1	2	6	3	1	5
125760000	2	1	1	6	3	1	7
125780000	2	1	2	5	4	1	6
125800000	2	1	2	5	3	1	7
125820000	2	3	2	5	4	2	5
125840000	2	2	1	4	4	2	5
125860000	2	1	2	5	3	1	5
125880000	2	1	2	4	4	1	5
125900000	2	1	2	6	3	1	5
125920000	2	3	2	7	3	1	7
125940000	2	1	2	5	4	1	5
125960000	2	1	1	4	4	1	6
125980000	2	1	2	5	4	2	5
126000000	2	1	2	5	3	1	5
126020000	2	1	2	5	3	1	7
126040000	2	1	2	4	3	2	6
126060000	2	1	2	5	3	1	5
126080000	2	1	1	7	4	1	6
126100000	2	1	1	4	3	1	5
126120000	2	1	1	5	3	1	5
126140000	2	1	2	5	5	1	5
126160000	2	2	2	5	3	1	5
126180000	2	1	1	7	3	1	6
126200000	2	1	2	6	4	1	5
126220000	2	1	2	4	3	1	5
126240000	2	1	2	5	3	1	5
126260000	2	2	2	4	4	1	6
126280000	3	1	1	5	3	1	5
126300000	2	2	1	5	4	1	6
126320000	2	1	1	5	3	1	6
126340000	3	1	1	5	4	2	5
126360000	2	1	2	6	3	1	5
126380000	2	1	2	7	3	1	6
126400000	2	1	2	5	4	1	6
126420000	2	3	1	6	4	1	5
126440000	2	1	2	4	5	1	5
126460000	2	1	2	4	3	1	5
126480000	2	1	2	5	3	1	6
126500000	2	1	2	6	3	1	5
126520000	2	2	2	4	4	4	5
126540000	2	1	1	5	4	1	5
126560000	2	2	2	6	3	1	5
126580000	2	1	2	6	3	1	5
126600000	2	1	2	5	3	1	6
126620000	2	1	1	7	3	1	5
126640000	2	1	2	4	3	1	5
126660000	2	1	2	5	3	1	6
126680000	2	1	2	5	4	1	5
126700000	3	1	2	4	3	1	5
126720000	2	2	2	4	3	1	5
126740000	2	1	2	4	3	2	5
126760000	2	1	2	7	3	1	5
126780000	2	1	2	5	4	1	6
126800000	2	1	2	5	3	1	5
126820000	2	1	2	4	4	1	5
126840000	2	2	2	5	4	2	5
126860000	2	1	2	4	3	1	5
126880000	2	1	2	5	3	1	5
126900000	2	1	1	5	3	1	5
126920000	2	1	2	4	4	1	7
126940000	2	2	1	4	5	2	6
126960000	2	2	1	4	4	2	7
126980000	2	1	1	5	3	1	6
127000000	2	1	1	5	3	1	6
127020000	2	1	1	5	3	2	5
127040000	2	1	2	5	4	1	5
127060000	2	3	2	5	5	1	6
127080000	2	1	2	6	3	1	5
127100000	2	1	2	5	3	1	6
127120000	2	1	2	5	3	1	6
127140000	2	1	2	5	3	1	6
127160000	2	1	2	5	3	1	6
127180000	2	1	1	5	4	1	5
127200000	2	1	2	4	3	1	5
127220000	2	1	1	7	4	1	5
127240000	2	1	2	4	3	1	6
127260000	2	2	2	4	4	1	7
127280000	2	1	2	8	6	1	5
127300000	2	1	2	5	4	1	6
127320000	2	1	2	4	3	1	5
127340000	2	3	2	5	4	1	5
127360000	2	1	2	5	3	1	5
127380000	5	1	2	5	4	4	5
127400000	2	1	2	5	4	1	5
127420000	2	1	2	6	4	1	5
127440000	2	1	3	5	3	1	5
127460000	2	2	2	5	3	1	5
127480000	2	1	2	5	4	2	6
127500000	2	1	1	5	3	1	5
127520000	2	1	2	5	4	1	5
127540000	2	1	3	5	3	1	5
127560000	2	1	2	5	3	1	5
127580000	2	1	2	5	3	1	5
127600000	2	1	2	5	4	1	6
127620000	2	1	2	4	3	1	5
127640000	2	1	1	5	3	1	5
127660000	2	1	1	4	3	1	5
127680000	2	3	2	4	4	2	6
127700000	2	2	2	5	4	2	6
127720000	2	1	2	5	5	1	7
127740000	2	1	2	5	5	1	5
127760000	2	2	2	5	4	2	6
127780000	3	1	1	5	3	1	6
127800000	2	1	3	4	3	1	5
127820000	2	1	2	11	3	1	5
127840000	2	1	3	5	3	1	5
127860000	2	1	2	5	4	1	6
127880000	2	1	3	7	3	1	6
127900000	2	1	2	5	3	1	9
127920000	2	1	2	5	3	1	5
127940000	2	1	2	5	4	1	5
127960000	2	1	1	6	3	1	5
127980000	2	1	2	5	4	1	5
128000000	2	1	1	5	4	1	5
128020000	2	1	2	5	5	1	5
128040000	2	1	2	5	3	1	6
128060000	2	1	2	5	4	1	6
128080000	2	1	1	4	3	1	5
128100000	2	1	2	5	4	1	6
128120000	2	1	2	5	3	1	5
128140000	2	1	2	4	3	1	6
128160000	2	2	2	4	4	2	7
128180000	2	3	2	4	3	1	6
128200000	2	1	2	4	3	1	6
128220000	2	2	1	5	3	1	6
128240000	2	1	1	5	3	1	5
128260000	2	1	3	5	3	1	5
128280000	2	1	2	6	5	1	6
128300000	2	1	3	5	3	1	5
128320000	2	1	2	5	3	3	5
128340000	2	1	2	5	3	1	7
128360000	2	1	1	5	4	2	6
128380000	2	1	2	7	3	1	5
128400000	2	1	2	9	3	1	6
128420000	2	1	1	5	3	1	5
128440000	3	1	2	5	3	1	5
128460000	2	1	2	5	4	1	6
128480000	2	1	2	4	4	1	6
128500000	2	1	2	4	3	2	6
128520000	2	1	2	4	4	1	5
128540000	2	1	1	4	4	1	5
128560000	2	1	2	4	4	1	6
128580000	2	1	3	5	4	1	6
128600000	2	1	2	5	3	1	5
128620000	2	2	1	5	4	1	5
128640000	2	1	2	5	3	1	6
128660000	2	3	2	6	4	1	5
128680000	2	1	2	5	3	1	6
128700000	2	1	2	4	3	1	5
128720000	2	1	1	6	4	1	5
128740000	2	1	2	6	3	1	6
128760000	2	1	2	4	3	1	5
128780000	2	1	2	4	3	1	8
128800000	2	1	2	5	3	1	6
128820000	2	1	2	8	4	1	5
128840000	2	1	2	5	3	1	5
128860000	2	1	2	6	5	1	5
128880000	2	1	1	6	4	1	5
128900000	2	1	1	7	4	1	5
128920000	2	1	2	5	3	1	6
128940000	2	1	2	6	3	1	6
128960000	2	1	2	5	5	1	7
128980000	2	2	2	6	3	1	5
129000000	2	1	2	5	3	1	5
129020000	2	1	2	5	4	1	6
129040000	2	1	2	5	4	2	5
129060000	2	1	2	5	3	1	5
129080000	2	1	2	5	3	1	7
129100000	2	2	2	5	3	1	5
129120000	2	1	2	5	3	1	7
129140000	2	1	2	4	3	1	5
129160000	3	2	2	5	4	1	6
129180000	2	1	2	5	3	1	5
129200000	2	3	2	8	3	1	5
129220000	2	1	2	5	4	1	5
129240000	2	1	2	5	3	1	5
129260000	2	1	2	5	4	1	5
129280000	2	1	1	5	3	1	5
129300000	2	1	1	5	3	1	7
129320000	2	1	2	4	4	1	5
129340000	2	1	1	5	4	1	6
129360000	3	1	2	5	4	1	6
129380000	2	1	2	5	3	1	5
129400000	2	2	2	5	5	1	6
129420000	2	1	1	5	4	1	5
129440000	2	1	1	5	3	1	5
129460000	3	2	2	6	3	1	5
129480000	2	1	1	6	3	1	5
129500000	2	1	2	5	4	1	6
129520000	2	2	2	6	4	2	6
129540000	2	2	2	8	4	1	5
129560000	2	1	2	5	4	1	5
129580000	2	2	2	7	3	1	6
129600000	3	1	2	5	3	1	5
129620000	2	1	3	4	3	1	5
129640000	2	1	2	7	5	1	5
129660000	2	1	2	6	3	1	5
129680000	2	2	3	6	3	1	5
129700000	2	2	2	5	3	1	5
129720000	2	3	2	6	3	1	5
129740000	2	1	2	5	4	1	5
129760000	3	1	3	4	4	1	8
129780000	2	1	2	5	4	1	6
129800000	2	1	2	7	3	1	5
129820000	2	2	2	4	4	1	6
129840000	2	1	1	4	3	2	6
129860000	2	3	3	5	3	1	5
129880000	2	3	2	5	3	1	8
129900000	2	3	2	4	3	1	5
129920000	2	1	2	7	4	1	6
129940000	2	1	2	4	4	2	5
129960000	2	2	2	4	4	4	5
129980000	2	1	2	7	3	1	5
130000000	2	1	2	4	3	3	7
130020000	2	1	1	4	3	1	6
130040000	2	1	2	9	3	1	5
130060000	2	1	2	4	3	1	5
130080000	2	1	2	5	3	1	6
130100000	2	1	2	5	3	1	5
130120000	2	1	2	6	3	1	5
130140000	2	1	2	4	4	1	6
130160000	2	1	2	5	5	1	6
130180000	2	1	2	5	4	1	5
130200000	2	1	1	6	4	1	7
130220000	2	2	2	6	4	1	7
130240000	2	1	2	4	3	1	6
130260000	2	2	3	4	4	1	6
130280000	2	2	2	5	3	1	7
130300000	2	1	1	5	3	1	5
130320000	2	1	1	5	3	1	5
130340000	2	1	2	5	3	1	5
130360000	2	1	2	6	5	1	5
130380000	2	3	3	6	3	1	5
130400000	2	2	1	5	4	2	5
130420000	2	1	1	4	3	1	5
130440000	2	1	2	6	3	1	6
130460000	2	1	1	7	6	1	5
130480000	2	1	2	8	4	2	6
130500000	2	1	1	6	3	1	5
130520000	3	1	3	5	3	1	6
130540000	2	1	2	5	3	1	5
130560000	2	1	2	6	3	2	6
130580000	2	2	2	7	5	2	5
130600000	2	1	2	4	3	1	6
130620000	2	1	2	5	3	1	5
130640000	2	2	2	5	4	1	5
130660000	3	1	2	5	3	1	5
130680000	2	1	2	5	3	1	5
130700000	2	2	2	5	5	2	5
130720000	2	2	2	6	4	1	5
130740000	2	1	2	5	4	1	7
130760000	2	1	1	4	4	1	5
130780000	2	2	2	5	4	2	5
130800000	2	3	3	6	4	1	5
130820000	3	1	1	5	3	1	5
130840000	2	1	1	5	3	1	6
130860000	2	1	2	6	4	2	5
130880000	2	1	2	7	3	1	7
130900000	2	1	2	7	3	1	5
130920000	2	1	2	4	5	1	5
130940000	2	2	2	4	4	1	5
