states	PB1	PB2	PA	HA	NP	NA	NS
68420000	4	4	3	5	3	2	9
68440000	4	4	3	5	3	2	9
68460000	5	4	5	5	3	3	9
68480000	4	4	5	5	3	3	9
68500000	4	3	3	5	4	2	10
68520000	4	3	3	5	3	2	10
68540000	4	4	3	5	4	3	11
68560000	4	5	3	5	3	3	11
68580000	4	4	4	5	3	4	9
68600000	4	4	3	5	3	2	9
68620000	4	3	2	6	3	2	9
68640000	4	4	2	4	3	3	9
68660000	6	3	3	5	5	2	9
68680000	4	4	4	5	4	2	9
68700000	4	3	2	5	4	2	9
68720000	4	4	3	5	3	2	9
68740000	4	3	3	5	3	2	8
68760000	4	4	2	5	4	2	8
68780000	4	5	8	5	4	2	9
68800000	4	5	3	5	3	3	9
68820000	5	4	5	6	6	3	10
68840000	4	4	4	4	6	2	8
68860000	4	4	2	4	4	2	9
68880000	4	4	2	4	3	2	9
68900000	4	4	3	6	3	3	8
68920000	4	4	3	5	4	4	9
68940000	4	4	3	5	4	3	8
68960000	4	4	3	5	4	3	8
68980000	4	5	3	5	4	2	8
69000000	4	4	3	5	3	2	8
69020000	4	6	2	5	4	2	9
69040000	7	4	3	5	3	4	8
69060000	4	4	3	6	5	2	9
69080000	4	4	5	5	5	4	10
69100000	4	4	3	6	4	2	9
69120000	5	4	3	5	4	2	9
69140000	4	4	3	5	3	2	9
69160000	4	4	4	5	4	2	9
69180000	5	3	6	5	4	2	9
69200000	4	4	2	4	4	3	9
69220000	4	5	4	5	4	4	11
69240000	4	4	4	5	3	2	10
69260000	4	4	6	5	3	3	9
69280000	4	4	2	5	4	3	10
69300000	5	4	2	4	4	2	9
69320000	4	3	4	5	4	2	9
69340000	4	3	3	5	4	2	9
69360000	4	4	5	4	4	3	10
69380000	4	4	2	4	7	3	9
69400000	4	4	3	5	3	3	8
69420000	4	4	4	5	4	2	10
69440000	4	3	2	5	4	2	9
69460000	4	3	5	4	6	2	9
69480000	5	4	3	5	3	2	10
69500000	5	4	4	5	3	2	9
69520000	4	4	4	5	3	3	9
69540000	4	4	2	5	4	2	9
69560000	4	4	6	5	6	2	9
69580000	4	3	4	6	5	2	9
69600000	4	4	3	5	4	3	9
69620000	4	3	3	5	4	2	11
69640000	4	5	3	5	4	3	11
69660000	4	4	2	4	4	3	12
69680000	4	3	2	4	4	2	10
69700000	6	4	2	5	4	3	9
69720000	6	4	3	5	4	3	9
69740000	4	4	3	6	4	3	9
69760000	5	4	3	4	4	3	8
69780000	4	3	3	5	4	2	12
69800000	4	6	2	4	4	3	8
69820000	6	4	3	5	4	2	8
69840000	6	4	2	5	4	3	8
69860000	4	4	3	5	4	3	10
69880000	4	4	2	4	4	3	11
69900000	4	4	3	5	4	2	10
69920000	4	4	2	5	5	2	8
69940000	5	4	2	5	4	2	10
69960000	4	5	2	4	6	3	10
69980000	4	4	3	5	4	3	10
70000000	5	5	3	6	3	2	9
70020000	4	4	3	5	5	3	9
70040000	4	4	3	6	4	3	10
70060000	4	4	2	4	4	2	8
70080000	5	4	2	4	3	2	9
70100000	4	4	2	4	4	2	9
70120000	4	4	2	4	3	3	10
70140000	4	4	2	5	4	2	9
70160000	5	4	2	5	3	2	10
70180000	5	4	3	5	5	3	10
70200000	5	4	3	5	4	3	10
70220000	4	5	3	6	4	4	9
70240000	4	4	4	5	4	3	10
70260000	4	4	2	5	5	3	10
70280000	4	4	2	4	5	3	11
70300000	4	4	2	4	3	3	10
70320000	8	4	2	5	4	2	10
70340000	4	4	2	5	3	2	10
70360000	6	4	3	5	3	2	11
70380000	5	4	3	5	4	2	9
70400000	4	5	2	4	4	2	10
70420000	4	3	2	4	4	2	11
70440000	5	4	4	5	4	4	9
70460000	4	5	3	6	8	2	8
70480000	5	4	4	5	3	2	9
70500000	4	4	3	4	4	3	9
70520000	4	5	4	4	4	3	10
70540000	4	4	2	5	4	2	10
70560000	4	4	2	4	4	3	11
70580000	4	4	3	4	3	3	9
70600000	5	4	2	5	3	2	10
70620000	5	4	4	5	3	2	10
70640000	4	3	2	5	3	2	9
70660000	4	5	3	5	3	4	9
70680000	4	4	6	5	3	3	9
70700000	4	5	4	5	3	2	11
70720000	5	4	3	4	4	2	8
70740000	4	4	4	5	3	2	9
70760000	4	4	5	5	3	2	8
70780000	4	4	3	5	4	2	8
70800000	5	4	5	5	4	3	10
70820000	6	4	3	6	3	3	10
70840000	4	4	3	5	4	4	10
70860000	5	4	4	5	3	3	11
70880000	5	4	6	5	3	3	8
70900000	4	4	3	5	3	4	10
70920000	4	3	4	5	3	2	9
70940000	5	4	3	5	3	3	13
70960000	5	4	4	6	3	2	9
70980000	4	4	3	5	3	2	10
71000000	4	4	2	5	3	2	12
71020000	4	4	2	5	3	2	11
71040000	4	4	2	5	4	2	11
71060000	4	4	3	5	4	3	9
71080000	4	4	4	5	3	2	11
71100000	5	3	4	5	3	3	10
71120000	5	4	4	5	3	4	9
71140000	5	4	2	4	4	3	9
71160000	4	4	2	5	5	3	10
71180000	6	4	3	5	4	3	9
71200000	5	4	4	4	4	2	9
71220000	4	4	2	4	4	2	11
71240000	4	4	5	5	3	3	10
71260000	5	4	4	5	4	3	10
71280000	4	4	2	4	4	4	10
71300000	5	6	3	5	3	3	10
71320000	5	3	5	5	3	2	8
71340000	4	4	5	5	3	2	9
71360000	5	4	3	5	3	2	9
71380000	4	4	4	5	3	2	9
71400000	5	4	3	5	3	2	8
71420000	4	4	2	4	3	2	8
71440000	5	4	2	5	3	2	10
71460000	4	4	3	6	4	2	10
71480000	4	4	4	5	4	2	11
71500000	5	4	6	6	3	2	10
71520000	4	4	4	5	3	3	8
71540000	4	3	4	5	4	3	9
71560000	4	5	3	6	3	2	9
71580000	4	4	7	5	3	4	9
71600000	6	4	4	7	3	3	9
71620000	4	4	3	5	3	3	12
71640000	4	3	4	5	4	2	8
71660000	5	4	3	5	3	4	9
71680000	4	3	3	4	3	3	8
71700000	5	5	2	6	4	2	9
71720000	4	4	3	5	4	3	9
71740000	4	4	3	6	3	2	11
71760000	4	4	5	5	3	3	10
71780000	4	4	4	5	3	2	8
71800000	4	4	4	5	3	2	9
71820000	4	4	5	5	3	3	9
71840000	4	4	5	5	3	3	11
71860000	4	4	6	5	3	2	9
71880000	5	3	4	5	3	2	9
71900000	4	5	4	5	3	3	9
71920000	4	4	4	5	3	2	9
71940000	4	3	4	6	4	2	8
71960000	4	4	3	4	4	2	10
71980000	4	4	3	5	5	3	9
72000000	4	4	5	5	4	2	9
72020000	4	4	5	6	3	2	9
72040000	5	4	2	4	4	2	9
72060000	4	3	2	4	6	3	9
72080000	4	4	3	4	4	4	11
72100000	4	5	3	5	4	3	10
72120000	4	4	3	5	4	3	10
72140000	5	4	4	5	4	2	10
72160000	5	4	3	5	4	2	10
72180000	5	3	2	5	4	2	10
72200000	4	4	2	5	4	3	10
72220000	4	3	2	5	4	2	9
72240000	4	4	2	4	4	2	10
72260000	4	5	2	4	4	2	10
72280000	4	5	4	6	4	2	9
72300000	4	3	2	5	4	3	9
72320000	4	4	5	6	4	3	10
72340000	4	3	2	4	4	2	9
72360000	4	3	4	5	3	3	9
72380000	5	3	2	6	3	2	9
72400000	5	4	2	5	3	3	12
72420000	4	4	6	5	3	3	10
72440000	4	4	4	5	3	2	11
72460000	4	4	5	4	3	2	10
72480000	4	4	2	4	3	3	11
72500000	4	4	2	4	3	3	10
72520000	7	4	4	5	3	3	8
72540000	4	4	3	5	5	2	10
72560000	4	4	3	5	4	2	11
72580000	5	4	2	5	4	3	10
72600000	4	4	2	4	4	3	13
72620000	4	5	2	4	4	2	9
72640000	4	4	3	5	4	4	9
72660000	4	4	5	5	3	2	9
72680000	4	4	3	6	4	3	11
72700000	4	4	3	5	3	2	9
72720000	4	4	2	5	3	3	9
72740000	4	4	3	5	4	4	8
72760000	4	4	3	5	4	3	8
72780000	4	4	2	5	4	3	10
72800000	4	4	3	5	4	3	8
72820000	4	5	3	5	5	3	9
72840000	4	4	2	4	3	3	9
72860000	5	4	2	6	4	2	9
72880000	4	4	2	5	4	3	9
72900000	4	5	4	6	4	2	9
72920000	4	4	3	5	4	4	9
72940000	4	4	2	5	4	2	9
72960000	4	4	2	4	4	3	9
72980000	5	4	2	5	4	3	9
73000000	4	4	5	5	4	3	9
73020000	4	4	3	5	4	2	9
73040000	4	5	3	5	5	3	9
73060000	4	4	5	5	5	2	8
73080000	5	3	3	5	5	2	9
73100000	4	4	3	5	4	2	8
73120000	4	5	3	4	4	2	11
73140000	4	4	4	6	11	2	11
73160000	4	5	2	4	4	2	9
73180000	4	4	3	5	4	4	10
73200000	4	4	4	5	4	4	10
73220000	4	4	4	5	3	2	11
73240000	4	4	3	5	3	4	9
73260000	4	3	3	5	4	2	9
73280000	5	4	4	5	3	3	9
73300000	4	5	3	5	3	4	9
73320000	5	4	3	5	3	2	9
73340000	4	3	5	5	3	3	9
73360000	4	4	3	5	3	3	9
73380000	4	4	3	5	4	2	9
73400000	4	3	3	5	3	2	9
73420000	4	3	3	5	6	3	9
73440000	4	4	4	5	3	2	9
73460000	4	4	5	5	3	3	9
73480000	4	5	3	5	3	3	9
73500000	5	4	2	5	5	3	9
73520000	4	5	2	6	3	2	9
73540000	4	4	2	5	3	3	8
73560000	4	4	3	5	3	3	8
73580000	4	4	3	5	3	3	10
73600000	4	4	11	5	3	2	9
73620000	4	4	4	5	3	4	11
73640000	5	4	5	5	3	2	10
73660000	5	3	7	5	3	2	9
73680000	4	4	3	5	5	2	8
73700000	4	4	3	5	3	2	9
73720000	4	3	4	5	3	3	10
73740000	4	4	3	5	3	2	10
73760000	4	4	3	5	3	2	10
73780000	4	4	3	6	3	4	9
73800000	4	3	3	5	3	3	9
73820000	4	3	3	5	4	2	11
73840000	4	5	4	5	3	3	10
73860000	4	4	2	5	4	3	9
73880000	4	4	2	5	3	2	9
73900000	5	4	3	5	3	3	10
73920000	4	4	3	5	3	3	9
73940000	4	4	3	5	3	3	10
73960000	5	4	6	5	3	3	10
73980000	4	4	4	5	3	3	9
74000000	4	4	4	5	3	3	9
74020000	5	4	3	5	3	4	9
74040000	4	4	3	5	3	3	10
74060000	4	4	2	4	4	2	8
74080000	4	4	2	4	6	2	9
74100000	5	4	2	4	4	2	8
74120000	4	4	4	5	3	3	10
74140000	4	4	4	5	3	2	9
74160000	4	5	3	5	3	2	9
74180000	4	4	4	6	3	3	10
74200000	5	4	4	5	4	2	9
74220000	5	5	3	5	3	2	9
74240000	4	4	4	5	3	2	8
74260000	4	4	4	5	3	3	10
74280000	4	4	2	6	3	2	11
74300000	4	4	3	5	4	2	9
74320000	4	3	5	5	3	3	10
74340000	5	4	4	5	5	2	9
74360000	4	4	3	4	4	3	10
74380000	4	5	5	5	4	2	9
74400000	4	4	5	5	3	3	9
74420000	4	4	7	4	4	2	11
74440000	6	4	6	5	5	2	9
74460000	4	4	2	4	4	2	8
74480000	4	4	3	5	5	2	8
74500000	4	3	3	5	5	4	8
74520000	4	4	3	5	3	3	8
74540000	4	5	5	5	4	3	9
74560000	4	4	3	5	3	3	9
74580000	4	4	3	5	3	3	10
74600000	4	4	2	4	4	3	10
74620000	5	4	2	4	4	3	8
74640000	4	3	2	5	4	3	8
74660000	4	3	6	4	6	3	8
74680000	4	4	3	5	3	4	8
74700000	4	5	8	5	3	3	9
74720000	4	5	4	4	4	3	8
74740000	4	5	3	5	3	2	8
74760000	4	4	2	4	4	2	9
74780000	4	4	3	5	4	3	9
74800000	4	3	2	5	4	2	11
74820000	4	4	4	6	4	2	11
74840000	4	4	5	5	3	2	11
74860000	4	6	3	5	3	3	12
74880000	4	3	4	5	3	2	9
74900000	4	4	4	5	3	3	9
74920000	4	4	4	5	3	2	8
74940000	4	4	3	5	4	2	8
74960000	4	5	3	5	3	2	9
74980000	4	4	2	4	3	2	9
75000000	4	3	2	5	3	2	9
75020000	4	4	4	4	3	2	8
75040000	4	4	2	4	4	2	10
75060000	4	4	3	5	5	2	11
75080000	4	4	3	5	3	2	8
75100000	4	4	3	5	3	2	9
75120000	5	4	4	6	3	2	10
75140000	4	4	3	5	3	3	10
75160000	5	4	7	5	3	2	10
75180000	4	4	4	7	3	2	11
75200000	4	4	4	5	3	2	12
75220000	4	4	4	5	6	2	12
75240000	7	4	2	4	3	3	9
75260000	6	4	2	5	4	3	9
75280000	4	4	3	5	3	2	8
75300000	4	4	6	7	4	2	9
75320000	4	4	6	5	3	2	9
75340000	4	4	2	5	3	3	11
75360000	4	4	2	5	3	2	10
75380000	4	4	2	4	4	3	11
75400000	4	4	2	4	3	4	11
75420000	4	4	2	4	3	2	11
75440000	4	4	3	5	4	2	11
75460000	4	4	2	4	3	2	9
75480000	5	4	2	5	4	2	9
75500000	4	4	3	5	3	3	11
75520000	4	5	2	6	4	3	11
75540000	4	5	3	5	4	2	11
75560000	4	4	3	5	4	3	10
75580000	5	4	3	5	3	4	11
75600000	4	4	2	5	3	3	9
75620000	5	4	2	5	4	3	10
75640000	4	4	2	4	4	2	12
75660000	4	4	2	5	3	2	9
75680000	4	4	3	6	3	2	8
75700000	5	3	4	7	3	2	9
75720000	4	4	4	6	3	2	9
75740000	5	4	4	7	3	2	9
75760000	4	4	7	5	3	2	9
75780000	4	4	5	5	3	3	10
75800000	4	4	2	5	3	2	10
75820000	4	4	5	5	3	2	10
75840000	4	4	4	4	3	2	10
75860000	4	3	2	4	3	2	11
75880000	4	4	2	4	3	2	9
75900000	4	4	5	5	5	4	9
75920000	4	4	2	4	5	2	9
75940000	4	4	3	4	3	2	9
75960000	4	4	3	5	3	3	9
75980000	4	4	3	5	4	4	10
76000000	4	4	4	5	4	3	13
76020000	4	4	3	5	3	3	8
76040000	4	3	4	5	3	2	9
76060000	4	4	3	5	3	3	8
76080000	4	4	3	5	3	2	9
76100000	4	4	4	5	3	3	10
76120000	4	4	3	6	3	3	11
76140000	4	5	5	5	3	2	9
76160000	4	4	3	5	4	3	8
76180000	5	4	3	5	3	3	8
76200000	4	4	3	5	3	3	10
76220000	5	4	3	5	3	2	11
76240000	5	3	3	5	3	2	11
76260000	5	4	6	5	3	2	11
76280000	5	4	3	5	5	2	11
76300000	4	4	3	5	4	4	11
76320000	4	4	2	4	3	3	11
76340000	4	4	2	5	5	3	12
76360000	6	4	3	5	3	4	9
76380000	6	4	2	5	4	2	9
76400000	5	3	3	5	3	2	9
76420000	6	4	2	5	3	3	9
76440000	4	4	3	5	4	2	9
76460000	4	4	2	4	5	2	9
76480000	5	4	3	6	4	3	11
76500000	4	4	3	4	4	3	10
76520000	5	4	2	5	4	4	8
76540000	4	4	2	4	4	4	9
76560000	4	4	3	5	6	3	10
76580000	4	4	2	4	4	3	9
76600000	4	4	3	5	4	2	9
76620000	4	4	3	5	4	2	11
76640000	4	5	3	5	5	2	9
76660000	4	3	5	5	4	2	9
76680000	4	4	3	5	4	2	9
76700000	4	4	2	5	4	3	9
76720000	4	4	2	7	3	3	9
76740000	4	4	5	5	4	4	13
76760000	4	4	2	5	4	2	9
76780000	5	4	5	4	7	2	9
76800000	4	4	3	4	5	3	9
76820000	4	4	3	5	3	2	10
76840000	6	4	7	5	4	2	9
76860000	5	4	2	5	4	3	9
76880000	4	4	6	5	4	2	8
76900000	4	4	4	5	4	2	8
76920000	4	5	3	4	9	2	8
76940000	4	4	2	5	4	3	8
76960000	4	5	4	4	4	2	9
76980000	5	4	3	5	4	2	8
77000000	4	4	2	5	5	3	9
77020000	4	4	3	5	3	2	11
77040000	5	4	6	5	3	3	11
77060000	5	4	3	6	3	4	9
77080000	4	4	10	5	3	3	9
77100000	5	4	7	5	4	2	10
77120000	4	4	3	5	3	2	12
77140000	4	3	8	6	3	3	10
77160000	4	5	4	5	4	3	12
77180000	4	4	4	5	3	2	10
77200000	4	4	3	5	4	2	9
77220000	4	4	3	5	3	2	8
77240000	5	4	4	6	3	2	9
77260000	4	4	3	5	3	3	9
77280000	5	4	3	5	3	2	9
77300000	4	4	4	5	3	2	10
77320000	4	4	3	5	3	2	8
77340000	4	4	3	5	3	3	9
77360000	5	4	4	5	3	2	9
77380000	4	4	3	5	3	3	8
77400000	5	5	3	5	3	3	8
77420000	5	4	3	5	3	3	9
77440000	4	4	3	5	4	3	9
77460000	4	4	4	5	3	3	9
77480000	5	4	5	5	3	3	10
77500000	4	4	4	5	3	2	8
77520000	4	3	3	5	4	3	11
77540000	5	4	4	6	3	2	9
77560000	4	4	4	5	3	3	10
77580000	4	4	3	5	4	3	9
77600000	4	4	3	5	3	2	9
77620000	5	3	5	5	3	2	9
77640000	4	5	4	5	3	2	8
77660000	4	4	5	5	5	3	9
77680000	5	4	4	5	3	3	9
77700000	4	4	4	5	3	3	9
77720000	4	4	3	5	3	2	10
77740000	4	3	4	5	4	3	11
77760000	4	5	3	5	3	2	8
77780000	4	5	4	5	3	2	8
77800000	4	4	4	5	3	3	9
77820000	4	4	4	5	3	4	9
77840000	4	4	5	5	3	3	10
77860000	4	4	3	5	3	3	9
77880000	4	3	4	5	3	3	10
77900000	4	3	4	5	3	2	9
77920000	4	4	6	5	3	3	9
77940000	4	4	3	5	3	4	10
77960000	4	4	4	5	3	4	8
77980000	4	4	3	5	6	3	8
78000000	4	4	5	6	3	3	9
78020000	4	3	3	5	3	3	10
78040000	5	4	5	5	3	2	9
78060000	5	4	5	5	3	2	9
78080000	4	4	3	5	4	3	11
78100000	4	4	3	5	3	2	9
78120000	5	4	5	5	3	2	10
78140000	4	4	4	5	3	2	9
78160000	5	3	5	5	4	2	10
78180000	4	4	3	5	3	3	10
78200000	5	6	7	5	3	2	8
78220000	5	3	7	5	3	2	9
78240000	4	3	4	5	3	3	9
78260000	5	4	6	6	3	2	9
78280000	4	4	3	5	3	2	9
78300000	4	4	5	5	3	2	9
78320000	4	4	3	5	3	2	8
78340000	4	4	6	5	3	2	9
78360000	4	5	5	5	3	2	9
78380000	4	4	3	5	3	2	8
78400000	4	4	4	6	3	2	9
78420000	5	4	4	6	3	3	9
78440000	4	4	3	6	3	2	10
78460000	4	4	4	5	3	2	9
78480000	4	3	4	5	3	2	9
78500000	4	4	9	5	3	3	9
78520000	4	3	3	5	4	2	10
78540000	4	4	3	5	4	2	9
78560000	4	4	3	5	5	2	12
78580000	5	3	3	6	7	2	10
78600000	4	4	3	5	4	2	10
78620000	4	5	3	5	6	2	9
78640000	4	3	2	5	5	2	8
78660000	4	3	2	5	6	2	11
78680000	5	3	3	5	4	3	9
78700000	5	4	2	5	4	3	10
78720000	4	4	4	5	4	3	9
78740000	4	4	4	5	3	3	9
78760000	4	4	2	5	5	2	10
78780000	4	4	5	5	4	3	10
78800000	5	5	3	5	4	2	9
78820000	4	3	2	5	4	2	10
78840000	4	4	3	5	4	2	9
78860000	4	4	2	5	5	2	9
78880000	4	4	5	5	4	2	8
78900000	4	4	3	5	3	2	9
78920000	5	4	2	5	3	2	10
78940000	4	4	2	5	4	3	9
78960000	4	4	2	5	6	3	10
78980000	5	4	2	4	7	3	11
79000000	4	5	2	4	4	3	10
79020000	4	4	2	4	4	3	9
79040000	4	5	3	4	5	3	10
79060000	6	4	2	5	4	4	12
79080000	4	4	3	4	4	3	9
79100000	4	4	2	4	4	2	11
79120000	4	3	3	5	6	2	11
79140000	4	5	3	5	5	3	11
79160000	5	4	2	5	5	2	11
79180000	4	3	3	5	4	2	10
79200000	4	5	3	5	5	2	11
79220000	4	4	3	5	6	2	10
79240000	4	4	3	5	3	2	10
79260000	5	4	2	5	5	4	10
79280000	5	4	3	5	5	2	8
79300000	4	4	4	5	3	3	9
79320000	4	5	3	5	5	3	9
79340000	4	4	3	4	3	2	8
79360000	4	4	2	5	3	3	11
79380000	4	3	4	5	4	2	9
79400000	5	5	3	5	7	4	9
79420000	6	4	2	5	4	3	10
79440000	4	4	2	5	3	3	8
79460000	4	5	3	5	3	3	9
79480000	5	4	2	5	3	2	9
79500000	4	4	2	5	3	2	9
79520000	5	4	2	5	3	2	8
79540000	5	4	3	6	3	2	9
79560000	4	4	4	5	3	2	10
79580000	4	4	3	5	4	3	9
79600000	4	4	5	5	3	2	9
79620000	4	4	5	5	3	2	9
79640000	5	4	4	5	3	3	8
79660000	4	4	4	6	3	3	9
79680000	4	4	3	5	3	3	9
79700000	4	4	4	5	3	2	10
79720000	4	4	4	5	3	2	9
79740000	4	3	3	5	3	3	9
79760000	7	4	4	5	3	4	8
79780000	4	4	3	5	4	2	10
79800000	5	4	3	5	4	2	8
79820000	4	4	4	5	4	3	9
79840000	4	5	3	5	3	4	13
79860000	4	4	3	5	4	4	8
79880000	4	4	3	5	3	2	9
79900000	4	4	5	5	4	3	9
79920000	5	4	7	5	3	3	8
79940000	4	4	4	5	3	3	8
79960000	5	4	3	5	3	3	10
79980000	4	4	3	5	3	3	9
80000000	4	4	4	6	3	2	10
80020000	4	5	6	5	3	2	10
80040000	4	4	3	5	3	3	8
80060000	4	4	3	5	3	3	8
80080000	4	4	3	6	4	2	8
80100000	4	4	4	5	3	2	11
80120000	4	3	3	5	3	2	9
80140000	4	4	4	5	3	2	9
80160000	5	3	3	5	4	2	10
80180000	4	4	3	5	3	2	10
80200000	4	5	8	5	3	2	9
80220000	4	4	4	5	4	3	8
80240000	4	4	3	5	3	4	10
80260000	4	4	4	5	5	3	8
80280000	4	4	3	5	3	3	10
80300000	5	4	7	5	3	2	9
80320000	4	4	3	5	4	3	8
80340000	5	4	2	4	4	3	9
80360000	5	4	2	5	5	4	9
80380000	4	4	2	6	6	3	10
80400000	5	4	3	5	3	4	11
80420000	5	4	5	5	5	3	10
80440000	5	4	2	5	3	2	9
80460000	4	4	3	4	3	2	9
80480000	4	3	3	4	4	3	10
80500000	4	4	2	5	3	4	9
80520000	4	3	4	4	4	2	9
80540000	4	4	3	5	4	2	10
80560000	4	4	2	4	4	2	11
80580000	4	4	3	5	4	2	10
80600000	5	3	2	4	3	2	10
80620000	6	5	9	5	3	2	9
80640000	6	3	2	6	3	2	12
80660000	4	4	5	5	3	4	10
80680000	4	4	4	5	4	4	10
80700000	6	4	2	5	5	2	8
80720000	4	5	2	6	4	3	8
80740000	5	4	6	5	4	2	9
80760000	4	4	4	5	3	5	9
80780000	4	4	4	6	4	2	9
80800000	4	4	3	5	4	3	9
80820000	5	4	3	5	4	2	8
80840000	4	4	2	4	6	4	8
80860000	5	4	3	5	4	4	8
80880000	4	4	3	4	4	3	10
80900000	4	4	2	5	3	2	12
80920000	4	4	2	5	3	2	9
80940000	4	4	2	5	8	2	8
80960000	5	4	2	4	4	3	9
80980000	4	4	3	5	4	2	9
81000000	4	4	3	5	4	3	8
81020000	4	4	4	5	3	2	8
81040000	4	6	2	5	4	2	9
81060000	4	4	3	5	4	2	10
81080000	6	4	4	5	5	3	10
81100000	5	4	3	5	3	2	10
81120000	4	4	3	5	3	2	9
81140000	4	4	5	6	4	3	9
81160000	4	4	4	5	4	2	9
81180000	4	3	4	4	4	3	9
81200000	4	3	2	4	7	2	8
81220000	4	4	6	5	3	2	8
81240000	4	4	2	5	3	2	8
81260000	5	4	3	6	5	2	9
81280000	5	4	8	5	3	3	10
81300000	5	4	4	5	5	2	9
81320000	5	4	3	5	3	4	9
81340000	4	4	5	6	4	2	9
81360000	5	4	2	4	3	3	11
81380000	4	5	4	4	3	2	9
81400000	4	4	4	4	7	3	9
81420000	4	4	6	5	4	3	8
81440000	4	4	2	5	4	3	9
81460000	4	4	2	4	4	3	9
81480000	5	4	2	5	3	2	11
81500000	5	4	4	5	4	3	9
81520000	4	4	4	5	3	2	11
81540000	4	3	4	5	3	2	9
81560000	5	4	5	5	3	2	9
81580000	5	4	3	5	3	3	9
81600000	5	4	4	5	4	3	9
81620000	5	4	3	5	3	3	11
81640000	4	4	2	4	3	2	9
81660000	6	4	2	5	3	2	9
81680000	4	4	2	5	3	2	8
81700000	4	4	2	5	3	3	10
81720000	5	5	2	5	4	3	9
81740000	4	4	2	4	3	3	10
81760000	4	4	3	6	4	3	9
81780000	4	7	5	5	4	3	8
81800000	4	4	4	5	4	2	9
81820000	4	5	3	4	4	4	10
81840000	4	4	3	5	4	3	9
81860000	4	4	3	5	4	3	8
81880000	4	3	5	6	4	2	9
81900000	4	4	3	5	4	3	8
81920000	6	4	3	6	4	3	9
81940000	6	4	2	5	4	3	11
81960000	4	4	4	5	5	3	9
81980000	6	4	3	5	4	4	8
82000000	4	4	2	5	4	2	9
82020000	4	4	2	7	3	2	9
82040000	4	5	4	5	3	3	9
82060000	4	4	2	5	4	3	9
82080000	4	4	2	5	4	2	8
82100000	4	5	3	5	4	2	9
82120000	4	4	6	5	4	2	9
82140000	5	4	3	5	4	2	11
82160000	4	5	4	5	3	3	9
82180000	4	4	3	5	5	3	10
82200000	5	4	2	5	4	3	8
82220000	5	4	2	5	4	4	8
82240000	4	3	2	5	4	2	9
82260000	4	4	2	5	4	3	9
82280000	4	4	2	5	4	3	8
82300000	5	4	2	5	4	3	9
82320000	5	4	6	5	5	2	9
82340000	4	4	4	5	3	2	9
82360000	4	4	6	5	3	2	9
82380000	4	4	6	5	3	2	9
82400000	5	3	3	5	4	2	9
82420000	5	4	4	5	3	4	10
82440000	4	4	3	5	4	3	11
82460000	4	4	3	4	4	3	11
82480000	4	4	2	5	4	3	9
82500000	4	4	2	5	5	3	13
82520000	4	4	3	6	5	3	10
82540000	5	4	2	4	4	2	10
82560000	4	4	2	5	4	3	12
82580000	4	4	3	5	4	2	9
82600000	4	4	3	4	4	4	9
82620000	5	4	3	5	3	3	11
82640000	6	4	2	5	4	3	10
82660000	4	4	2	5	4	2	10
82680000	5	4	2	5	3	2	13
82700000	4	4	4	4	3	2	11
82720000	4	4	3	6	3	3	10
82740000	4	4	3	5	3	2	11
82760000	4	3	3	5	3	2	11
82780000	5	4	4	5	4	3	10
82800000	5	3	4	5	3	2	9
82820000	5	3	3	5	4	2	9
82840000	4	5	6	6	3	2	10
82860000	4	4	3	5	3	2	10
82880000	4	4	4	6	3	2	9
82900000	5	4	3	5	3	2	9
82920000	4	5	6	5	3	2	9
82940000	4	4	6	6	3	2	9
82960000	4	4	4	5	3	2	10
82980000	4	4	5	5	3	3	10
83000000	5	4	3	5	3	2	9
83020000	5	4	3	5	3	2	10
83040000	5	4	3	6	3	2	8
83060000	5	4	3	5	3	2	9
83080000	4	3	3	5	3	2	9
83100000	4	6	4	4	3	2	10
83120000	4	4	4	5	3	2	9
83140000	4	4	4	5	3	4	10
83160000	4	4	4	5	3	2	9
83180000	4	4	3	5	6	3	9
83200000	4	4	3	5	3	3	9
83220000	4	4	3	5	5	3	10
83240000	5	4	3	5	3	4	9
83260000	4	4	3	5	3	2	8
83280000	4	4	7	5	4	2	9
83300000	4	4	3	5	3	2	11
83320000	5	4	3	5	4	2	11
83340000	4	4	2	4	5	3	12
83360000	4	4	2	4	4	2	12
83380000	4	4	2	4	3	2	12
83400000	5	3	2	5	4	2	11
83420000	4	4	3	5	4	2	9
83440000	5	4	7	5	3	3	9
83460000	6	4	3	5	3	2	11
83480000	4	5	3	5	3	2	11
83500000	4	4	4	5	3	2	9
83520000	4	5	3	5	3	2	11
83540000	4	4	3	5	3	3	10
83560000	4	7	3	5	3	2	9
83580000	4	3	3	6	3	3	9
83600000	5	4	5	5	4	4	9
83620000	5	4	4	5	3	2	10
83640000	4	4	4	5	3	2	10
83660000	4	4	3	5	3	3	9
83680000	4	5	4	5	3	2	11
83700000	4	3	3	5	3	2	8
83720000	5	3	4	5	4	2	8
83740000	4	4	6	6	3	3	10
83760000	4	5	4	5	3	2	9
83780000	4	3	6	5	3	3	8
83800000	5	4	3	5	4	2	10
83820000	4	4	2	4	3	2	9
83840000	4	4	2	6	3	3	9
83860000	5	4	3	5	4	2	10
83880000	5	4	7	5	3	2	9
83900000	4	3	5	6	4	2	8
83920000	4	4	4	5	5	3	8
