states	PB1	PB2	PA	HA	NP	NA	NS
24480000	4	5	2	5	3	2	8
24500000	4	4	3	5	3	3	8
24520000	5	4	2	5	4	3	10
24540000	4	4	2	4	3	3	10
24560000	4	4	5	4	3	2	9
24580000	4	4	2	4	3	2	9
24600000	4	3	3	5	3	2	11
24620000	4	4	6	6	4	4	8
24640000	5	4	3	6	3	2	9
24660000	4	3	4	5	4	2	8
24680000	4	3	4	5	3	2	9
24700000	4	5	3	5	3	3	9
24720000	7	4	3	5	4	4	9
24740000	4	4	3	5	6	4	10
24760000	4	3	6	5	4	2	10
24780000	4	4	3	5	5	2	9
24800000	4	4	2	5	4	2	8
24820000	5	6	2	4	4	3	9
24840000	4	3	2	5	4	2	9
24860000	5	3	5	5	4	3	9
24880000	4	5	3	5	6	4	9
24900000	4	4	7	6	7	2	9
24920000	4	4	2	4	5	2	10
24940000	4	5	2	5	4	4	9
24960000	5	4	3	5	3	2	8
24980000	4	4	4	5	3	2	9
25000000	4	4	2	5	3	2	9
25020000	5	4	3	5	3	3	8
25040000	5	4	3	5	4	3	9
25060000	5	4	3	5	3	2	10
25080000	4	4	3	5	3	4	9
25100000	4	4	4	5	3	3	8
25120000	5	4	3	5	5	3	10
25140000	4	4	2	5	4	4	11
25160000	4	5	2	4	3	3	10
25180000	4	4	3	4	4	3	12
25200000	4	4	2	5	4	3	9
25220000	4	4	3	5	5	3	9
25240000	4	4	3	5	3	2	10
25260000	5	4	3	5	3	2	11
25280000	4	4	3	5	5	2	11
25300000	4	5	3	5	4	2	11
25320000	4	4	4	5	3	3	10
25340000	4	4	4	5	3	3	9
25360000	4	4	7	5	3	2	9
25380000	5	4	4	5	3	2	10
25400000	4	5	6	5	5	3	10
25420000	6	4	2	5	3	2	9
25440000	4	4	4	4	4	2	10
25460000	4	4	4	5	3	3	8
25480000	4	4	2	5	3	3	9
25500000	5	4	3	5	4	4	10
25520000	4	5	2	5	3	3	10
25540000	4	4	3	5	4	3	10
25560000	5	4	3	5	5	4	11
25580000	4	4	3	5	4	3	11
25600000	5	4	2	5	4	3	9
25620000	4	5	4	6	4	3	9
25640000	6	4	3	6	5	3	9
25660000	4	4	3	5	4	3	11
25680000	4	3	3	5	4	2	9
25700000	5	4	2	5	4	3	9
25720000	4	4	3	5	5	3	9
25740000	4	4	3	5	4	4	11
25760000	4	5	3	5	4	2	11
25780000	4	4	5	5	4	3	8
25800000	4	4	3	5	3	2	8
25820000	5	4	3	5	4	2	8
25840000	5	5	2	5	4	3	9
25860000	5	4	3	7	4	2	9
25880000	5	4	3	5	4	3	8
25900000	4	5	3	4	4	2	9
25920000	4	4	4	5	4	4	8
25940000	4	4	2	5	4	3	9
25960000	5	4	2	6	5	3	10
25980000	5	4	3	5	4	3	10
26000000	4	4	4	5	4	3	12
26020000	4	4	3	5	6	3	11
26040000	4	4	3	5	3	5	11
26060000	4	4	3	5	5	3	11
26080000	5	4	3	5	3	2	9
26100000	4	3	3	4	4	2	9
26120000	4	4	3	4	5	3	8
26140000	4	4	2	4	6	3	9
26160000	4	4	3	5	4	4	10
26180000	4	4	2	5	4	2	9
26200000	4	4	2	4	5	3	10
26220000	4	5	2	5	3	2	9
26240000	4	4	2	6	4	2	9
26260000	4	4	2	5	5	2	9
26280000	4	4	3	5	3	2	9
26300000	4	4	3	5	4	3	10
26320000	4	4	3	5	3	3	8
26340000	4	4	6	5	3	3	10
26360000	4	4	3	5	3	3	9
26380000	5	4	4	5	3	3	11
26400000	5	3	4	5	3	4	9
26420000	4	4	5	5	3	2	8
26440000	4	4	4	5	3	2	9
26460000	4	3	5	5	3	2	9
26480000	5	3	5	5	3	3	8
26500000	4	4	4	5	4	2	10
26520000	4	3	3	5	3	3	9
26540000	5	4	3	5	3	3	9
26560000	4	4	5	6	3	2	15
26580000	4	4	5	5	3	2	11
26600000	4	4	3	5	3	3	10
26620000	4	4	3	5	4	2	13
26640000	4	4	4	5	3	2	11
26660000	5	3	4	5	3	2	11
26680000	4	3	4	5	3	3	9
26700000	4	4	4	5	3	2	10
26720000	4	5	3	7	4	2	10
26740000	4	4	5	5	3	2	9
26760000	4	4	5	5	3	3	8
26780000	4	4	4	5	5	3	8
26800000	4	4	5	5	3	3	8
26820000	4	4	3	5	3	3	8
26840000	4	4	3	5	3	2	10
26860000	4	4	3	5	6	2	9
26880000	5	3	13	5	3	2	9
26900000	5	4	3	5	3	3	9
26920000	7	4	3	5	5	3	8
26940000	5	4	3	5	3	2	10
26960000	5	3	6	5	3	2	9
26980000	5	4	3	5	3	3	8
27000000	5	4	4	6	4	2	9
27020000	4	4	4	5	3	3	9
27040000	4	3	3	5	3	3	9
27060000	5	4	6	5	3	2	9
27080000	4	4	3	5	4	2	10
27100000	4	4	3	5	3	3	10
27120000	4	4	3	5	3	2	11
27140000	5	3	3	5	3	2	9
27160000	4	4	4	5	3	3	9
27180000	4	4	3	6	4	4	8
27200000	4	4	3	5	3	3	9
27220000	4	4	3	5	4	4	8
27240000	4	4	4	5	3	2	9
27260000	5	3	3	5	3	2	11
27280000	5	4	6	5	3	3	8
27300000	5	4	3	5	3	2	8
27320000	5	3	4	5	3	2	9
27340000	5	4	3	5	3	2	11
27360000	4	4	4	5	5	2	9
27380000	5	4	3	5	3	3	14
27400000	5	3	4	5	3	2	9
27420000	5	4	3	5	3	2	8
27440000	5	4	5	5	4	2	8
27460000	4	3	4	5	6	2	8
27480000	4	3	7	5	3	2	9
27500000	4	4	4	6	3	2	8
27520000	4	4	2	5	4	2	9
27540000	4	3	4	5	4	2	9
27560000	4	4	3	5	4	2	8
27580000	5	3	2	4	4	2	9
27600000	4	4	5	5	4	2	9
27620000	4	4	4	5	4	3	10
27640000	4	3	2	5	4	2	9
27660000	4	4	3	5	3	3	13
27680000	4	4	2	5	4	3	9
27700000	4	4	3	5	5	3	9
27720000	4	6	3	5	5	4	9
27740000	4	4	4	5	5	4	11
27760000	4	4	3	5	4	2	10
27780000	4	5	5	6	4	2	9
27800000	4	4	2	4	4	2	10
27820000	4	5	7	5	4	2	10
27840000	4	4	3	5	4	2	9
27860000	4	3	2	4	4	3	10
27880000	4	3	4	5	4	2	11
27900000	4	3	2	5	4	2	11
27920000	5	3	2	5	4	3	10
27940000	4	4	4	5	3	2	11
27960000	4	4	3	5	3	3	10
27980000	4	4	3	6	4	3	9
28000000	5	4	3	5	4	3	10
28020000	6	4	4	5	3	4	9
28040000	4	4	3	6	4	2	11
28060000	4	4	4	5	4	3	10
28080000	4	4	4	5	6	3	10
28100000	4	4	3	5	3	3	9
28120000	4	5	3	5	3	4	9
28140000	4	4	4	5	3	2	10
28160000	5	4	4	5	3	2	10
28180000	5	6	3	5	3	2	9
28200000	4	4	4	5	3	2	8
28220000	5	4	5	5	3	2	13
28240000	6	3	3	5	4	2	9
28260000	5	4	2	5	3	3	8
28280000	4	4	2	5	4	3	9
28300000	4	4	3	5	3	4	9
28320000	4	4	3	5	6	3	9
28340000	5	4	3	5	5	3	9
28360000	4	4	3	5	3	2	9
28380000	4	4	2	5	4	2	9
28400000	4	4	4	5	4	3	9
28420000	4	5	3	5	4	4	8
28440000	4	4	2	4	3	2	11
28460000	4	4	3	5	5	3	9
28480000	4	4	3	7	4	2	9
28500000	4	4	2	4	3	3	11
28520000	4	4	2	5	3	3	8
28540000	4	4	3	6	4	2	10
28560000	4	4	3	7	3	3	9
28580000	5	3	3	6	4	2	8
28600000	6	6	3	5	4	2	10
28620000	4	4	3	5	4	3	9
28640000	6	3	2	6	4	2	10
28660000	4	4	4	5	5	2	10
28680000	4	6	3	5	4	3	8
28700000	4	4	3	5	4	3	9
28720000	4	4	3	5	4	2	9
28740000	5	4	3	6	4	2	10
28760000	4	3	3	5	4	2	10
28780000	4	4	4	5	3	3	10
28800000	4	4	4	5	4	3	10
28820000	4	4	2	4	4	2	10
28840000	4	4	2	7	4	2	10
28860000	5	4	2	5	4	2	10
28880000	4	4	2	5	4	3	10
28900000	4	4	2	4	4	3	10
28920000	4	5	4	4	4	4	9
28940000	4	4	5	5	3	3	10
28960000	4	3	4	5	6	3	10
28980000	4	4	5	5	3	2	10
29000000	5	4	5	5	3	3	8
29020000	4	5	5	5	3	2	8
29040000	4	5	2	4	3	2	10
29060000	4	4	2	5	4	2	9
29080000	4	4	4	5	3	3	8
29100000	4	4	5	6	3	3	8
29120000	4	5	5	5	3	2	9
29140000	4	4	2	4	5	2	9
29160000	4	3	4	6	6	3	10
29180000	4	4	2	5	4	2	10
29200000	4	3	3	5	9	2	9
29220000	4	4	2	4	5	3	9
29240000	4	4	3	5	4	4	8
29260000	5	3	3	5	5	2	9
29280000	4	4	3	5	4	2	10
29300000	4	4	3	5	4	2	11
29320000	4	3	2	5	5	4	10
29340000	4	4	2	5	4	2	12
29360000	4	4	2	5	3	3	8
29380000	4	3	3	5	3	3	9
29400000	4	3	4	5	3	2	9
29420000	5	3	2	5	3	3	10
29440000	5	4	3	5	7	3	9
29460000	4	4	3	5	4	2	8
29480000	4	4	5	5	4	2	10
29500000	4	4	3	5	4	2	11
29520000	4	5	2	5	5	3	8
29540000	4	5	2	5	4	3	8
29560000	4	4	3	5	4	2	9
29580000	5	6	3	5	3	3	12
29600000	7	4	2	5	4	2	9
29620000	4	4	3	5	3	2	8
29640000	4	5	2	5	4	2	9
29660000	5	5	2	4	4	3	9
29680000	4	4	7	5	4	3	10
29700000	4	4	2	4	4	2	9
29720000	4	4	2	4	3	3	9
29740000	5	4	5	5	3	2	10
29760000	4	4	3	5	3	2	9
29780000	5	4	4	5	3	2	8
29800000	5	4	5	5	4	3	11
29820000	4	5	4	5	3	2	11
29840000	4	5	4	5	3	3	9
29860000	4	4	4	5	6	4	8
29880000	4	5	3	5	3	4	8
29900000	4	4	5	5	3	3	9
29920000	5	5	4	5	4	3	10
29940000	4	3	5	5	3	2	9
29960000	4	4	4	5	4	2	10
29980000	4	4	3	5	3	2	8
30000000	4	3	5	5	3	2	11
30020000	4	4	3	5	3	2	8
30040000	4	3	4	5	3	2	9
30060000	5	4	2	5	3	2	8
30080000	4	4	2	5	4	2	9
30100000	6	4	2	5	5	3	9
30120000	4	3	2	5	4	2	9
30140000	5	4	2	5	3	4	10
30160000	5	4	2	5	3	3	10
30180000	4	4	4	5	4	4	10
30200000	4	4	3	5	6	4	10
30220000	4	4	3	5	5	3	10
30240000	4	5	2	4	5	3	9
30260000	5	4	2	4	4	3	9
30280000	4	4	2	4	5	2	8
30300000	4	5	2	4	5	3	8
30320000	4	4	2	5	4	4	9
30340000	4	4	4	5	4	2	9
30360000	4	4	4	4	4	3	9
30380000	4	4	3	6	4	2	10
30400000	4	4	6	5	8	3	12
30420000	5	4	5	5	4	2	10
30440000	4	4	2	5	4	2	11
30460000	5	4	3	5	4	2	10
30480000	4	4	2	5	4	2	9
30500000	4	4	7	5	4	2	9
30520000	4	5	4	5	3	2	9
30540000	4	4	3	4	4	3	9
30560000	4	3	3	5	3	2	9
30580000	4	3	4	5	4	3	8
30600000	4	6	4	4	4	2	10
30620000	5	4	3	5	4	2	9
30640000	5	4	2	5	5	3	9
30660000	4	4	3	5	4	3	10
30680000	4	4	2	5	3	3	8
30700000	4	4	2	4	3	4	9
30720000	4	3	2	5	4	2	9
30740000	4	4	5	5	3	3	8
30760000	4	3	5	5	4	2	9
30780000	5	4	5	5	3	3	9
30800000	4	5	4	6	3	2	10
30820000	4	3	3	5	3	2	9
30840000	4	3	5	5	5	2	9
30860000	4	3	4	6	5	3	8
30880000	4	3	3	5	3	3	8
30900000	4	4	3	5	3	2	8
30920000	4	5	2	5	6	4	8
30940000	5	4	2	5	4	3	9
30960000	4	3	2	4	3	2	9
30980000	4	4	2	6	3	2	8
31000000	5	4	3	5	5	2	9
31020000	4	3	2	5	4	3	10
31040000	4	4	3	4	4	2	9
31060000	4	3	2	5	4	2	11
31080000	4	4	3	5	5	2	8
31100000	4	4	4	5	5	3	9
31120000	4	4	4	4	4	2	10
31140000	5	4	7	5	4	3	10
31160000	5	4	3	5	4	2	10
31180000	4	4	2	7	3	3	9
31200000	4	4	2	5	4	3	10
31220000	7	4	2	5	4	2	9
31240000	4	4	3	5	4	3	12
31260000	4	4	6	5	3	2	9
31280000	4	4	2	6	5	3	9
31300000	5	3	4	4	4	2	10
31320000	5	4	2	4	4	3	9
31340000	5	4	2	4	5	3	10
31360000	4	3	3	5	4	3	9
31380000	5	4	4	5	3	2	9
31400000	4	4	4	5	6	2	10
31420000	4	5	2	4	6	2	10
31440000	4	4	2	4	4	2	10
31460000	4	4	2	5	4	3	9
31480000	6	5	2	5	4	2	12
31500000	5	3	3	6	6	2	11
31520000	4	4	3	5	4	3	11
31540000	4	4	2	5	4	4	10
31560000	4	4	3	5	5	3	10
31580000	4	4	3	4	4	3	11
31600000	4	4	3	5	4	4	10
31620000	4	3	2	5	3	2	10
31640000	4	4	2	5	4	3	10
31660000	4	4	2	5	3	3	9
31680000	4	3	3	4	4	2	12
31700000	4	4	3	5	4	2	10
31720000	5	4	2	5	5	2	10
31740000	4	4	4	5	4	3	9
31760000	5	4	3	6	3	2	10
31780000	4	5	3	5	3	2	8
31800000	4	4	2	5	4	2	9
31820000	4	4	3	5	4	2	8
31840000	5	4	3	5	4	2	10
31860000	4	4	2	5	4	3	8
31880000	4	4	4	4	4	4	10
31900000	4	4	2	4	4	3	9
31920000	4	4	2	5	4	3	9
31940000	4	5	5	5	5	3	8
31960000	4	4	3	5	4	3	10
31980000	4	4	2	5	4	2	9
32000000	4	4	3	5	4	2	10
32020000	4	4	4	4	4	2	9
32040000	4	4	4	5	5	3	10
32060000	4	4	4	5	6	2	9
32080000	4	3	4	4	4	2	9
32100000	4	4	4	5	4	2	9
32120000	4	3	3	5	4	2	11
32140000	4	4	3	5	6	2	10
32160000	4	3	4	5	4	2	11
32180000	4	3	5	5	7	3	10
32200000	4	4	5	5	4	3	10
32220000	4	5	2	5	4	3	10
32240000	4	4	4	5	4	2	9
32260000	4	4	3	6	4	2	11
32280000	5	4	3	5	5	3	9
32300000	4	4	3	5	5	2	11
32320000	4	4	2	4	5	2	11
32340000	4	3	3	4	5	2	10
32360000	4	3	2	4	4	2	9
32380000	4	4	2	4	4	2	10
32400000	4	5	4	6	4	3	8
32420000	4	5	4	5	4	2	11
32440000	4	4	4	5	4	3	9
32460000	4	4	4	4	4	2	8
32480000	4	4	5	4	4	2	8
32500000	5	4	4	6	4	3	9
32520000	4	4	4	5	4	2	9
32540000	4	4	4	5	7	3	8
32560000	4	4	2	4	4	3	12
32580000	4	4	2	5	5	2	10
32600000	4	4	2	4	4	3	10
32620000	6	4	2	5	4	3	9
32640000	4	4	2	4	4	3	10
32660000	4	4	4	5	6	3	10
32680000	5	4	3	6	4	3	10
32700000	4	5	3	4	5	3	9
32720000	4	5	5	7	4	3	8
32740000	4	5	4	5	6	2	10
32760000	4	4	3	6	4	3	8
32780000	4	4	2	4	3	3	8
32800000	5	4	2	4	3	3	10
32820000	5	4	5	5	4	3	10
32840000	4	4	4	5	5	2	10
32860000	4	5	3	5	4	3	10
32880000	4	4	3	5	4	2	10
32900000	5	3	3	6	3	3	10
32920000	5	4	4	5	3	2	9
32940000	5	4	5	5	4	2	9
32960000	5	3	7	5	3	3	9
32980000	4	4	4	6	3	2	8
33000000	4	3	3	5	5	2	8
33020000	4	4	4	5	5	2	8
33040000	4	4	5	5	7	2	9
33060000	4	4	3	5	3	2	8
33080000	4	3	3	5	3	2	9
33100000	4	4	3	5	5	2	8
33120000	4	5	4	5	3	2	8
33140000	4	5	3	5	5	3	9
33160000	4	3	3	5	3	2	9
33180000	4	4	3	5	3	3	9
33200000	5	4	3	5	3	2	9
33220000	4	4	3	5	3	3	9
33240000	4	5	3	5	3	2	10
33260000	4	3	4	5	3	2	10
33280000	6	4	9	5	3	3	9
33300000	4	4	4	5	4	2	10
33320000	4	3	7	5	4	3	9
33340000	4	4	4	6	3	3	9
33360000	4	4	4	5	3	2	9
33380000	4	4	4	5	3	3	9
33400000	4	4	6	5	4	2	10
33420000	4	4	3	5	3	4	9
33440000	5	4	3	5	3	3	10
33460000	4	3	3	6	3	2	8
33480000	4	4	6	5	5	4	8
33500000	5	6	6	5	3	3	10
33520000	4	3	3	6	3	2	9
33540000	5	4	4	5	3	2	9
33560000	4	3	4	6	4	2	9
33580000	4	4	5	5	3	2	10
33600000	4	4	4	5	3	2	11
33620000	4	4	4	5	3	3	10
33640000	4	4	7	5	3	3	11
33660000	5	4	3	5	4	3	12
33680000	4	4	3	5	5	3	8
33700000	4	4	4	5	5	2	13
33720000	4	4	4	5	3	3	10
33740000	6	4	3	5	5	2	8
33760000	5	4	3	5	3	2	8
33780000	5	4	3	5	3	2	11
33800000	4	5	3	5	3	2	10
33820000	4	4	5	5	3	2	9
33840000	4	4	4	5	3	2	12
33860000	4	4	7	5	3	2	8
33880000	5	4	4	5	3	2	9
33900000	4	4	3	5	3	3	10
33920000	4	4	3	5	3	4	10
33940000	4	4	4	5	3	2	10
33960000	4	5	3	5	3	2	9
33980000	4	4	3	4	4	2	9
34000000	4	4	2	5	5	2	11
34020000	5	4	3	5	3	2	9
34040000	4	3	3	6	6	2	10
34060000	4	4	2	5	4	2	10
34080000	4	4	2	5	3	4	11
34100000	4	4	4	5	4	2	11
34120000	4	4	5	5	4	2	9
34140000	5	3	3	5	4	2	9
34160000	4	3	2	5	4	2	9
34180000	4	3	3	5	4	1	10
34200000	4	2	3	5	4	1	11
34220000	4	2	4	5	6	1	10
34240000	4	3	4	5	3	3	9
34260000	4	3	3	5	3	2	10
34280000	4	4	9	5	4	2	8
34300000	4	3	6	5	3	2	10
34320000	4	4	3	5	4	2	10
34340000	5	5	2	6	4	3	9
34360000	4	4	2	5	4	2	11
34380000	4	4	6	5	4	2	9
34400000	4	3	3	5	4	3	9
34420000	4	4	3	5	3	2	10
34440000	4	5	2	5	4	2	8
34460000	6	4	2	5	4	2	9
34480000	6	5	2	5	4	2	9
34500000	4	5	3	4	4	3	8
34520000	4	4	2	4	4	3	8
34540000	7	4	4	5	4	2	8
34560000	4	4	3	5	4	3	8
34580000	5	4	5	6	4	2	9
34600000	4	5	5	5	5	2	8
34620000	4	4	2	5	4	3	8
34640000	4	4	2	5	4	3	8
34660000	4	4	3	5	5	3	9
34680000	4	3	3	5	4	3	10
34700000	4	4	2	5	4	4	8
34720000	4	4	2	5	4	2	9
34740000	4	4	3	5	4	2	9
34760000	4	4	7	6	6	2	9
34780000	5	4	3	5	5	3	11
34800000	5	4	3	5	4	4	11
34820000	4	4	3	5	3	3	10
34840000	4	4	7	4	4	2	9
34860000	5	3	6	5	4	2	9
34880000	4	5	3	5	4	3	9
34900000	4	4	3	5	3	3	9
34920000	4	4	3	5	3	3	9
34940000	4	3	3	5	5	2	11
34960000	4	4	3	5	3	2	14
34980000	4	3	3	4	5	2	9
35000000	4	4	2	5	4	2	9
35020000	4	4	2	5	3	2	10
35040000	4	5	3	5	4	3	9
35060000	4	4	3	6	3	2	9
35080000	4	5	2	6	5	3	8
35100000	5	3	3	4	5	2	9
35120000	5	4	3	5	5	3	9
35140000	5	5	4	5	3	2	9
35160000	4	5	3	5	3	3	9
35180000	4	5	4	5	3	3	8
35200000	4	4	3	5	4	2	10
35220000	4	5	4	5	3	3	10
35240000	4	4	3	5	4	3	11
35260000	5	4	4	5	3	3	9
35280000	4	4	3	5	3	2	10
35300000	4	4	6	5	3	2	9
35320000	4	4	3	5	4	3	12
35340000	4	5	3	5	5	2	10
35360000	4	4	3	5	3	3	9
35380000	4	6	3	5	3	3	9
35400000	4	4	4	5	3	3	9
35420000	4	3	2	5	3	4	8
35440000	4	3	6	5	7	2	9
35460000	5	3	3	5	3	2	9
