states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000 	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1982.97393843	1987.66263397	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	1991.34364918	2008.01804141	0
20020000 	1982.41870681	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1982.4566187	1986.99263682	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	1991.19899801	2007.92993912	0
20040000 	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1982.63439619	1987.52852496	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	1991.28781726	2007.87659825	0
20060000 	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1982.26166533	1987.4776569	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	1990.86605758	2007.68628472	0
20080000 	1982.64822046	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1983.02191018	1987.06594647	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	1991.27678186	2007.89546475	0
20100000 	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1982.66235315	1986.79316091	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	1991.57561055	2007.96130079	0
20120000 	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1983.3445752	1987.35266368	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	1991.78256056	2007.47969909	0
20140000 	1983.21756846	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1983.22981478	1987.52351461	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	1991.43838222	2007.98892997	0
20160000 	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1982.88727157	1987.60662001	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	1991.17242526	2007.95538562	0
20180000 	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1983.16398996	1987.20116047	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	1990.94793185	2007.84377009	0
