states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1983.65604808	1993.85055646	1993.85055646	1993.85055646	1993.85055646	1993.85055646	1993.85055646	1993.85055646	1993.85055646	1993.85055646	2001.35550519	0
20020000	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1983.55223854	1993.75677977	1993.75677977	1993.75677977	1993.75677977	1993.75677977	1993.75677977	1993.75677977	1993.75677977	1993.75677977	2001.33276474	0
20040000	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1983.04570268	1994.36741217	1994.36741217	1994.36741217	1994.36741217	1994.36741217	1994.36741217	1994.36741217	1994.36741217	1994.36741217	2001.68738789	0
20060000	1982.8871942	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1982.9226313	1994.39162796	1994.39162796	1994.39162796	1994.39162796	1994.39162796	1994.39162796	1994.39162796	1994.39162796	1994.39162796	2001.53941404	0
20080000	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1982.53403673	1994.6264859	1994.6264859	1994.6264859	1994.6264859	1994.6264859	1994.6264859	1994.6264859	1994.6264859	1994.6264859	2001.64039626	0
20100000	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1982.81347403	1994.09444386	1994.09444386	1994.09444386	1994.09444386	1994.09444386	1994.09444386	1994.09444386	1994.09444386	1994.09444386	2001.44025375	0
20120000	1982.64571588	1982.64571588	1982.64571588	1982.64571588	1982.64571588	1982.64571588	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1982.9041918	1994.50849441	1994.50849441	1994.50849441	1994.50849441	1994.50849441	1994.50849441	1994.50849441	1994.50849441	1994.50849441	2001.72882774	0
20140000	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1983.25995279	1994.51586858	1994.51586858	1994.51586858	1994.51586858	1994.51586858	1994.51586858	1994.51586858	1994.51586858	1994.51586858	2001.66772984	0
20160000	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1982.87107732	1994.19026275	1994.19026275	1994.19026275	1994.19026275	1994.19026275	1994.19026275	1994.19026275	1994.19026275	1994.19026275	2001.33129133	0
20180000	1982.51914646	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1982.80159507	1994.31033619	1994.31033619	1994.31033619	1994.31033619	1994.31033619	1994.31033619	1994.31033619	1994.31033619	1994.31033619	2001.53863259	0
