states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000 	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1983.84208166	1991.78035816	1991.78035816	1991.78035816	1991.78035816	1991.78035816	1991.78035816	1993.25645134	1993.25645134	1993.25645134	1993.25645134	1993.25645134	1993.25645134	1993.25645134	1993.25645134	1993.25645134	2003.55408329	0
20020000 	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1983.44224745	1991.26567314	1991.26567314	1991.26567314	1991.26567314	1991.26567314	1991.26567314	1993.96885075	1993.96885075	1993.96885075	1993.96885075	1993.96885075	1993.96885075	1993.96885075	1993.96885075	1993.96885075	2003.2925027	0
20040000 	1983.51689958	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1983.55556699	1991.2472788	1991.2472788	1991.2472788	1991.2472788	1991.2472788	1991.2472788	1994.02388	1994.02388	1994.02388	1994.02388	1994.02388	1994.02388	1994.02388	1994.02388	1994.02388	2003.47101188	0
20060000 	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1982.89583522	1991.17567334	1991.17567334	1991.17567334	1991.17567334	1991.17567334	1991.17567334	1993.82503856	1993.82503856	1993.82503856	1993.82503856	1993.82503856	1993.82503856	1993.82503856	1993.82503856	1993.82503856	2003.41714016	0
20080000 	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1983.64962831	1991.1262067	1991.1262067	1991.1262067	1991.1262067	1991.1262067	1991.1262067	1992.48399717	1992.48399717	1992.48399717	1992.48399717	1992.48399717	1992.48399717	1992.48399717	1992.48399717	1992.48399717	2003.58724034	0
20100000 	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1983.60832261	1990.49293393	1990.49293393	1990.49293393	1990.49293393	1990.49293393	1990.49293393	1992.84228803	1992.84228803	1992.84228803	1992.84228803	1992.84228803	1992.84228803	1992.84228803	1992.84228803	1992.84228803	2002.70629488	0
20120000 	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1983.99082984	1989.95079682	1989.95079682	1989.95079682	1989.95079682	1989.95079682	1989.95079682	1993.45545731	1993.45545731	1993.45545731	1993.45545731	1993.45545731	1993.45545731	1993.45545731	1993.45545731	1993.45545731	2002.94255116	0
20140000 	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1983.99174252	1989.16262626	1989.16262626	1989.16262626	1989.16262626	1989.16262626	1989.16262626	1994.30847978	1994.30847978	1994.30847978	1994.30847978	1994.30847978	1994.30847978	1994.30847978	1994.30847978	1994.30847978	2003.51426735	0
20160000 	1983.61370702	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1984.0251508	1990.30572157	1990.30572157	1990.30572157	1990.30572157	1990.30572157	1990.30572157	1994.00594113	1994.00594113	1994.00594113	1994.00594113	1994.00594113	1994.00594113	1994.00594113	1994.00594113	1994.00594113	2003.23429203	0
20180000 	1983.75582543	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1983.9199488	1991.00175644	1991.00175644	1991.00175644	1991.00175644	1991.00175644	1991.00175644	1993.65372698	1993.65372698	1993.65372698	1993.65372698	1993.65372698	1993.65372698	1993.65372698	1993.65372698	1993.65372698	2003.50896603	0
20200000 	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1983.74158783	1990.63151843	1990.63151843	1990.63151843	1990.63151843	1990.63151843	1990.63151843	1993.68801842	1993.68801842	1993.68801842	1993.68801842	1993.68801842	1993.68801842	1993.68801842	1993.68801842	1993.68801842	2003.92533081	0
20220000 	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1982.85253438	1989.20012996	1989.20012996	1989.20012996	1989.20012996	1989.20012996	1989.20012996	1994.13899571	1994.13899571	1994.13899571	1994.13899571	1994.13899571	1994.13899571	1994.13899571	1994.13899571	1994.13899571	2004.2025922	0
20240000 	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1983.34089937	1990.03342643	1990.03342643	1990.03342643	1990.03342643	1990.03342643	1990.03342643	1994.02087086	1994.02087086	1994.02087086	1994.02087086	1994.02087086	1994.02087086	1994.02087086	1994.02087086	1994.02087086	2003.84819658	0
20260000 	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1983.60849797	1991.1488983	1991.1488983	1991.1488983	1991.1488983	1991.1488983	1991.1488983	1994.06585532	1994.06585532	1994.06585532	1994.06585532	1994.06585532	1994.06585532	1994.06585532	1994.06585532	1994.06585532	2003.95960951	0
20280000 	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1983.76717363	1991.15986258	1991.15986258	1991.15986258	1991.15986258	1991.15986258	1991.15986258	1993.14696629	1993.14696629	1993.14696629	1993.14696629	1993.14696629	1993.14696629	1993.14696629	1993.14696629	1993.14696629	2003.77621065	0
20300000 	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1982.96935886	1991.49820031	1991.49820031	1991.49820031	1991.49820031	1991.49820031	1991.49820031	1993.67701953	1993.67701953	1993.67701953	1993.67701953	1993.67701953	1993.67701953	1993.67701953	1993.67701953	1993.67701953	2003.64573506	0
20320000 	1982.8001359	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1983.16481341	1991.701491	1991.701491	1991.701491	1991.701491	1991.701491	1991.701491	1994.16736172	1994.16736172	1994.16736172	1994.16736172	1994.16736172	1994.16736172	1994.16736172	1994.16736172	1994.16736172	2003.98012586	0
20340000 	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1983.43373408	1991.36690849	1991.36690849	1991.36690849	1991.36690849	1991.36690849	1991.36690849	1993.95792856	1993.95792856	1993.95792856	1993.95792856	1993.95792856	1993.95792856	1993.95792856	1993.95792856	1993.95792856	2003.93034587	0
