states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000 	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	1981.51423319	2007.7331263	0
20020000 	1980.74852758	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	1980.8202205	2007.73881908	0
20040000 	1981.56391564	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	1981.68372555	2007.35870487	0
20060000 	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	1981.80812537	2007.25283064	0
20080000 	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	1982.29184889	2007.43803821	0
20100000 	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	1982.34114254	2007.13387001	0
20120000 	1982.02732685	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	1982.05837592	2007.38308022	0
20140000 	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	1982.01493653	2007.38375161	0
20160000 	1982.05629925	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	1982.16974564	2007.69516192	0
20180000 	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	1981.62306341	2007.7546026	0
20200000 	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	1981.47243637	2006.96687053	0
