states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1983.60993034	1992.8695553	1992.8695553	1992.8695553	1992.8695553	1992.8695553	1992.8695553	1992.8695553	1997.91262091	1997.91262091	1997.91262091	1997.91262091	1997.91262091	1997.91262091	1997.91262091	1997.91262091	2007.41845583	0
20020000	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1983.42804151	1992.56655753	1992.56655753	1992.56655753	1992.56655753	1992.56655753	1992.56655753	1992.56655753	1997.64168225	1997.64168225	1997.64168225	1997.64168225	1997.64168225	1997.64168225	1997.64168225	1997.64168225	2007.56154234	0
20040000	1982.75020559	1982.75020559	1982.75020559	1982.75020559	1982.75020559	1982.75020559	1983.16852143	1983.16852143	1983.16852143	1983.16852143	1983.16852143	1983.16852143	1983.16852143	1992.06486595	1992.06486595	1992.06486595	1992.06486595	1992.06486595	1992.06486595	1992.06486595	1997.6239839	1997.6239839	1997.6239839	1997.6239839	1997.6239839	1997.6239839	1997.6239839	1997.6239839	2007.56793352	0
20060000	1983.30996346	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1983.34263135	1992.4069659	1992.4069659	1992.4069659	1992.4069659	1992.4069659	1992.4069659	1992.4069659	1997.57733143	1997.57733143	1997.57733143	1997.57733143	1997.57733143	1997.57733143	1997.57733143	1997.57733143	2007.55269508	0
20080000	1982.71338966	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1983.14092317	1992.09003373	1992.09003373	1992.09003373	1992.09003373	1992.09003373	1992.09003373	1992.09003373	1997.62378108	1997.62378108	1997.62378108	1997.62378108	1997.62378108	1997.62378108	1997.62378108	1997.62378108	2007.67612888	0
20100000	1982.56101325	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1982.62962548	1991.88156504	1991.88156504	1991.88156504	1991.88156504	1991.88156504	1991.88156504	1991.88156504	1997.56992735	1997.56992735	1997.76821983	1997.76821983	1997.76821983	1997.76821983	1997.76821983	1997.76821983	2007.3823686	0
20120000	1983.02984812	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1983.31016209	1992.15799855	1992.15799855	1992.15799855	1992.15799855	1992.15799855	1992.15799855	1992.15799855	1997.68160041	1997.68160041	1997.68160041	1997.68160041	1997.68160041	1997.68160041	1997.68160041	1997.68160041	2007.24535676	0
20140000	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1983.37125432	1991.64788923	1991.64788923	1991.64788923	1991.64788923	1991.64788923	1991.64788923	1991.64788923	1997.7859857	1997.7859857	1997.89438825	1997.89438825	1997.89438825	1997.89438825	1997.89438825	1997.89438825	2007.23647976	0
20160000	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1983.4526029	1991.70119809	1991.70119809	1991.70119809	1991.70119809	1991.70119809	1991.70119809	1991.70119809	1997.83654365	1997.83654365	1997.83654365	1997.83654365	1997.83654365	1997.83654365	1997.83654365	1997.83654365	2007.3479966	0
20180000	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1982.83029999	1991.47205527	1991.47205527	1991.47205527	1991.47205527	1991.47205527	1991.47205527	1991.47205527	1998.23998572	1998.23998572	1998.23998572	1998.23998572	1998.23998572	1998.23998572	1998.23998572	1998.23998572	2007.35170983	0
20200000	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1982.79459648	1992.29782531	1992.29782531	1992.29782531	1992.29782531	1992.29782531	1992.29782531	1992.29782531	1997.7760769	1997.7760769	1997.7760769	1997.7760769	1997.7760769	1997.7760769	1997.7760769	1997.7760769	2007.50433147	0
20220000	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1982.50167168	1991.97522533	1991.97522533	1991.97522533	1991.97522533	1991.97522533	1991.97522533	1991.97522533	1997.64666052	1997.64666052	1997.64666052	1997.64666052	1997.64666052	1997.64666052	1997.64666052	1997.64666052	2007.29900294	0
20240000	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1982.91054216	1991.83317565	1991.83317565	1991.83317565	1991.83317565	1991.83317565	1991.83317565	1991.83317565	1997.56156138	1997.56156138	1997.7238806	1997.7238806	1997.7238806	1997.7238806	1997.7238806	1997.7238806	2007.28517784	0
20260000	1983.41038847	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1983.59519355	1991.99228803	1991.99228803	1991.99228803	1991.99228803	1991.99228803	1991.99228803	1991.99228803	1997.66419239	1997.66419239	1997.66419239	1997.66419239	1997.66419239	1997.66419239	1997.66419239	1997.66419239	2007.20364641	0
20280000	1982.53347795	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1982.92835879	1991.60334145	1991.60334145	1991.60334145	1991.60334145	1991.60334145	1991.60334145	1991.60334145	1997.51290471	1997.51290471	1997.51290471	1997.51290471	1997.51290471	1997.51290471	1997.51290471	1997.51290471	2007.09270802	0
20300000	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1982.78605796	1991.80104423	1991.80104423	1991.80104423	1991.80104423	1991.80104423	1991.80104423	1991.80104423	1997.53746338	1997.53746338	1997.74892144	1997.74892144	1997.74892144	1997.74892144	1997.74892144	1997.74892144	2007.01314418	0
20320000	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1982.26138838	1992.10814516	1992.10814516	1992.10814516	1992.10814516	1992.10814516	1992.10814516	1992.10814516	1997.77706716	1997.77706716	1997.77706716	1997.77706716	1997.77706716	1997.77706716	1997.77706716	1997.77706716	2007.39442187	0
20340000	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1982.38116818	1991.92832956	1991.92832956	1991.92832956	1991.92832956	1991.92832956	1991.92832956	1991.92832956	1997.48983364	1997.48983364	1997.48983364	1997.48983364	1997.48983364	1997.48983364	1997.48983364	1997.48983364	2007.18785703	0
20360000	1982.91348661	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1983.06435836	1991.5215426	1991.5215426	1991.5215426	1991.5215426	1991.5215426	1991.5215426	1991.5215426	1997.86929246	1997.86929246	1997.86929246	1997.86929246	1997.86929246	1997.86929246	1997.86929246	1997.86929246	2007.35266275	0
20380000	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1981.98043957	1991.48796601	1991.48796601	1991.48796601	1991.48796601	1991.48796601	1991.48796601	1991.48796601	1997.90761759	1997.90761759	1997.90761759	1997.90761759	1997.90761759	1997.90761759	1997.90761759	1997.90761759	2007.29858097	0
20400000	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1982.63186477	1992.15110537	1992.15110537	1992.15110537	1992.15110537	1992.15110537	1992.15110537	1992.15110537	1997.92173489	1997.92173489	1997.92173489	1997.92173489	1997.92173489	1997.92173489	1997.92173489	1997.92173489	2007.54934755	0
