states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	1983.96000856	2002.08122171	0
20020000	1983.50828039	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	1984.20047146	2002.07462601	0
20040000	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	1983.88183292	2002.13371329	0
20060000	1983.56560211	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	1983.88162679	2001.85750805	0
20080000	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	1983.84094786	2001.94513404	0
20100000	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	1983.79179415	2002.26891841	0
20120000	0	1984.20895691	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	1984.32995007	2002.047046	0
20140000	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	1983.72742592	2002.01400904	0
20160000	0	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	1984.45205413	2002.07743053	0
20180000	1983.56173565	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	1984.47270632	2002.11950237	0
