states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	1981.3047976	2007.46911208	0
20020000	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	1981.02962688	2007.69597563	0
20040000	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	1980.6595195	2007.27964112	0
20060000	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	1980.67567992	2007.27737831	0
20080000	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	1980.7919785	2006.97302834	0
20100000	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	1981.11648133	2007.23355443	0
20120000	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	1981.38912993	2007.50091965	0
20140000	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	1981.49222479	2007.50598485	0
20160000	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	1981.28162896	2007.49130852	0
20180000	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	1981.37418071	2007.29510805	0
