states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1981.19976864	1988.94827339	1988.94827339	1997.20031248	1997.20031248	1997.20031248	1998.10745749	1998.10745749	1998.88657637	1998.88657637	1998.88657637	1998.88657637	1998.88657637	0
20020000	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.0027744	1982.06858151	1982.06858151	1982.06858151	1982.06858151	1982.06858151	1990.93225574	1990.93225574	1997.58451048	1997.58451048	1997.58451048	1998.49684309	1998.49684309	1998.88360936	1998.88360936	1998.88360936	1998.88360936	1998.88360936	0
20040000	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1982.76925731	1990.17692923	1990.17692923	1997.76742721	1997.76742721	1997.76742721	1998.70338396	1998.70338396	1998.74448181	1998.74448181	1998.74448181	1998.74448181	1998.74448181	0
20060000	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.09377034	1983.19939273	1983.19939273	1983.19939273	1983.19939273	1983.19939273	1989.68375347	1989.68375347	1997.65871422	1997.65871422	1997.65871422	1998.24581261	1998.24581261	1998.47539825	1998.47539825	1998.47539825	1998.47539825	1998.47539825	0
20080000	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1983.02411984	1990.23278331	1990.23278331	1997.7063146	1997.7063146	1997.7063146	1998.14783543	1998.14783543	1998.4113992	1998.4113992	1998.4113992	1998.4113992	1998.4113992	0
20100000	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1983.14710802	1988.94794954	1988.94794954	1997.71523125	1997.71523125	1997.71523125	1998.69697814	1998.69697814	1999.31116135	1999.31116135	1999.31116135	1999.31116135	1999.31116135	0
20120000	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1983.35703258	1988.38858809	1988.38858809	1997.45228139	1997.45228139	1997.45228139	1999.04867613	1999.04867613	1999.13397895	1999.13397895	1999.13397895	1999.13397895	1999.13397895	0
20140000	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1983.32170673	1988.18476722	1988.18476722	1997.5292477	1997.5292477	1997.5292477	1998.17602671	1998.17602671	1998.72582203	1998.72582203	1998.72582203	1998.72582203	1998.72582203	0
20160000	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1983.41922028	1989.16671323	1989.16671323	1997.58736088	1997.58736088	1997.58736088	1997.93414558	1997.93414558	1999.21243201	1999.21243201	1999.21243201	1999.21243201	1999.21243201	0
20180000	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1983.01882713	1988.50495496	1988.50495496	1997.05034246	1997.05034246	1997.05034246	1998.01498864	1998.01498864	1999.67767201	1999.67767201	1999.67767201	1999.67767201	1999.67767201	0
20200000	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.37856834	1983.39020932	1983.39020932	1983.39020932	1983.39020932	1983.39020932	1987.85919828	1987.85919828	1997.71274513	1997.71274513	1997.71274513	1998.91767674	1998.91767674	1999.30017915	1999.30017915	1999.30017915	1999.30017915	1999.30017915	0
20220000	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1983.11182275	1989.35530163	1989.35530163	1996.88328844	1996.88328844	1996.88328844	1998.34635587	1998.34635587	1998.58907554	1998.58907554	1998.58907554	1998.58907554	1998.58907554	0
20240000	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1982.8741336	1989.14307766	1989.14307766	1997.57841816	1997.57841816	1997.57841816	1998.66278518	1998.66278518	1998.9690896	1998.9690896	1998.9690896	1998.9690896	1998.9690896	0
