states	1984.0_diversity	1985.0_diversity	1986.0_diversity	1987.0_diversity	1988.0_diversity	1989.0_diversity	1990.0_diversity	1991.0_diversity	1992.0_diversity	1993.0_diversity	1994.0_diversity	1995.0_diversity	1996.0_diversity	1997.0_diversity	1998.0_diversity	1999.0_diversity	2000.0_diversity	2001.0_diversity	2002.0_diversity	2003.0_diversity	2004.0_diversity	2005.0_diversity	2006.0_diversity	2007.0_diversity	2008.0_diversity	2009.0_diversity	2010.0_diversity	2011.0_diversity	2012.0_diversity	2013.0_diversity
20000000 	1983.17898868	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1983.41648643	1994.56822326	1994.56822326	1994.56822326	1994.56822326	1994.56822326	1994.56822326	1994.56822326	1994.56822326	1994.56822326	2001.78297298	0
20020000 	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1982.96481126	1994.1946889	1994.1946889	1994.1946889	1994.1946889	1994.1946889	1994.1946889	1994.1946889	1994.1946889	1994.1946889	2001.4854802	0
20040000 	1982.16855993	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1982.42572196	1994.40088164	1994.40088164	1994.40088164	1994.40088164	1994.40088164	1994.40088164	1994.40088164	1994.40088164	1994.40088164	2001.73278503	0
20060000 	1982.52284205	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1982.59852245	1994.70734317	1994.70734317	1994.70734317	1994.70734317	1994.70734317	1994.70734317	1994.70734317	1994.70734317	1994.70734317	2001.65234815	0
20080000 	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1982.04540377	1993.62276704	1993.62276704	1993.62276704	1993.62276704	1993.62276704	1993.62276704	1993.62276704	1993.62276704	1993.62276704	2001.70028755	0
20100000 	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1983.17895863	1994.47629556	1994.47629556	1994.47629556	1994.47629556	1994.47629556	1994.47629556	1994.47629556	1994.47629556	1994.47629556	2001.80804344	0
20120000 	1983.3832743	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1983.48517435	1994.80745756	1994.80745756	1994.80745756	1994.80745756	1994.80745756	1994.80745756	1994.80745756	1994.80745756	1994.80745756	2001.72964303	0
20140000 	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1983.22241393	1994.80907305	1994.80907305	1994.80907305	1994.80907305	1994.80907305	1994.80907305	1994.80907305	1994.80907305	1994.80907305	2001.51807952	0
20160000 	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1983.8095298	1994.41556122	1994.41556122	1994.41556122	1994.41556122	1994.41556122	1994.41556122	1994.41556122	1994.41556122	1994.41556122	2001.87703905	0
20180000 	1983.24137088	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1983.70047615	1994.33152343	1994.33152343	1994.33152343	1994.33152343	1994.33152343	1994.33152343	1994.33152343	1994.33152343	1994.33152343	2001.86393466	0
20200000 	1983.28558898	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1983.49878524	1993.94539087	1993.94539087	1993.94539087	1993.94539087	1993.94539087	1993.94539087	1993.94539087	1993.94539087	1993.94539087	2002.02788901	0
20220000 	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1983.08242581	1994.58914513	1994.58914513	1994.58914513	1994.58914513	1994.58914513	1994.58914513	1994.58914513	1994.58914513	1994.58914513	2001.91751837	0
20240000 	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1982.3830752	1994.44477557	1994.44477557	1994.44477557	1994.44477557	1994.44477557	1994.44477557	1994.44477557	1994.44477557	1994.44477557	2001.78009426	0
20260000 	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1983.26326535	1994.13717795	1994.13717795	1994.13717795	1994.13717795	1994.13717795	1994.13717795	1994.13717795	1994.13717795	1994.13717795	2002.01539892	0
20280000 	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1983.05304056	1994.78974317	1994.78974317	1994.78974317	1994.78974317	1994.78974317	1994.78974317	1994.78974317	1994.78974317	1994.78974317	2002.16502811	0
20300000 	1983.62120767	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1983.72768254	1994.43416944	1994.43416944	1994.43416944	1994.43416944	1994.43416944	1994.43416944	1994.43416944	1994.43416944	1994.43416944	2001.9179439	0
20320000 	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1983.16317874	1994.16481257	1994.16481257	1994.16481257	1994.16481257	1994.16481257	1994.16481257	1994.16481257	1994.16481257	1994.16481257	2001.74861231	0
