,PB1,PB2,PA,HA,NP,NA,M1,NS1
PB1,0.0402366841674,0.0569274917447,0.013853957736,0.0572675689689,0.0123294888535,0.026299666541,0.0156081472705,0.00895566142498
PB2,0.0569274917447,0.0716966565277,0.0128462253436,0.0760606647385,0.0126064418041,0.0295381270543,0.0184326084134,0.00907617211827
PA,0.013853957736,0.0128462253436,0.0169741658147,0.015921227409,0.0127143237511,0.0164531322702,0.0109509265349,0.0108714143812
HA,0.0572675689689,0.0760606647385,0.015921227409,0.0770933180522,0.0179431951394,0.0303580852702,0.0232878988482,0.0125163395614
NP,0.0123294888535,0.0126064418041,0.0127143237511,0.0179431951394,0.012621458406,0.0114704072604,0.013261664859,0.00973891548321
NA,0.026299666541,0.0295381270543,0.0164531322702,0.0303580852702,0.0114704072604,0.0287583043332,0.0142456874615,0.0152782903224
M1,0.0156081472705,0.0184326084134,0.0109509265349,0.0232878988482,0.013261664859,0.0142456874615,0.00085324019933,0.00944778642216
NS1,0.00895566142498,0.00907617211827,0.0108714143812,0.0125163395614,0.00973891548321,0.0152782903224,0.00944778642216,0.0347884489566
