states	VicCoreN	YamCoreN	NCN	VicCoreS	YamCoreS	NCS	VicCore_nt	YamCore_nt	NC_nt	VicCoreTime	YamCoreTime	NCTime
20000000 	1.25348186099	1.19650456947	1.70072814515	2.70717263034	2.96621830477	3.02351670249	0.00230195714416	0.00217435527876	0.00324005205997	229.760006078	179.690078489	15.8755531135
20020000 	1.27121976422	1.15542151902	1.18563014891	2.70769809779	2.86695713364	2.76647034745	0.00227100275137	0.00238345782878	0.00256503411898	235.993813535	185.213791224	12.6515001443
20040000 	1.24698551613	1.14684301264	1.18868919109	2.71176644775	2.8889521604	2.37737838217	0.00229394732592	0.00217444961519	0.00229432463153	234.16470859	183.111374169	13.4602048374
20060000 	1.218869255	1.20607844176	1.1877221031	2.6746212274	2.88727869392	2.37544420619	0.00210459196291	0.00226422776497	0.00226375171973	232.182409097	191.529830897	14.3131124324
20080000 	1.20179105181	1.12615552321	1.50676575999	2.60876594174	2.76039051503	3.3274410533	0.00211851476156	0.00216263177605	0.00282099455914	238.810232084	190.915016238	15.9281559466
20100000 	1.17919106454	1.1725971584	1.48831872883	2.59083914898	2.89761786698	2.80154113662	0.00215418302847	0.00223464282694	0.0025486793507	236.602878354	191.881754435	11.4222845353
20120000 	1.22822179834	1.09212033408	1.32780307644	2.64822573795	2.73792027939	2.57750008957	0.0021290081759	0.00210576581095	0.00209829587878	245.06974262	196.864753169	12.8031033378
20140000 	1.19204020437	1.09791677812	1.41946393447	2.57673337105	2.72925538712	2.92242574744	0.00215184810841	0.00217638767086	0.00245965823923	249.152670281	193.092959525	11.9763521898
20160000 	1.20412751063	1.0784094526	1.77892524409	2.56188508297	2.67846812879	3.36725135489	0.00210740749035	0.00202610665636	0.00239421668996	240.838281195	199.367688665	15.7398407229
20180000 	1.23450907211	1.06323126328	1.52188510712	2.66840620741	2.71883423038	3.17059397317	0.00224861534168	0.00218185416248	0.00284814772292	235.721232492	197.51112223	15.7699158023
20200000 	1.21021215535	1.12906801072	1.20917547457	2.67067156994	2.68535094441	2.50472062589	0.00217876627697	0.00209191498651	0.00225629827471	243.758913424	196.62234506	11.5781375776
20220000 	1.17614209042	1.09744130276	1.4859234939	2.60164292792	2.64383586573	2.84802002997	0.00210812873324	0.00219069272873	0.00224626587965	240.617185887	200.466302341	16.1515717993
20240000 	1.21535334329	1.13533044186	1.59884271752	2.65205970099	2.84099119958	2.96927933254	0.00219512820446	0.00226031566508	0.00244440664981	239.436540499	187.610577632	13.1345002043
20260000 	1.22835990967	1.16467486411	1.51960038863	2.64346372452	2.95563715515	2.61708955819	0.00231336852118	0.00214635781845	0.00237163261258	240.971719828	182.02504968	11.8452193976
20280000 	1.22861180059	1.15143198893	1.33611770257	2.58520399708	2.8758514605	2.8949216889	0.00221833183071	0.00231145373438	0.0024792619404	234.410901687	183.250076452	17.9624893479
20300000 	1.18787556886	1.16917845381	2.20457118605	2.63060444158	2.80391212904	4.26217095969	0.00218763989419	0.00226585010685	0.00287200697089	231.505729396	189.021615375	13.6080885888
20320000 	1.26090295703	1.09597263558	1.53972216077	2.73759803086	2.7476497061	2.89830053792	0.00222621743831	0.00232461330098	0.00278382582268	236.338568594	194.347918082	11.0409529934
20340000 	1.26237410083	1.13847118823	1.71595309727	2.76033210076	2.8569182648	3.2412447393	0.0022827738545	0.00224622930115	0.00299610331587	224.972929826	186.214637834	15.7346958043
20360000 	1.21945097695	1.15813681597	1.65214735728	2.68794475905	2.89262340889	3.24075058544	0.00221096372825	0.00219327562892	0.00264932011985	232.891690907	183.916094423	15.7370950511
