states	VicCoreN	YamCoreN	NCN	VicCoreS	YamCoreS	NCS	VicCore_nt	YamCore_nt	NC_nt	VicCoreTime	YamCoreTime	NCTime
20000000	0.420463399636	0.417164265336	0.521868493932	2.5031325754	2.9983681571	2.77242637401	0.00144553462693	0.00144367346542	0.00137411493116	254.481127472	230.125176045	30.6590648526
20020000	0.420021536185	0.408501281898	0.479418922869	2.52409168443	2.96588951544	2.51694934506	0.00133972039479	0.00131870015515	0.00139837543197	252.3680118	235.00538249	33.373734821
20040000	0.415646303459	0.410184622148	0.663004956879	2.56838046005	3.00945980671	2.39418456651	0.00130372791497	0.00142900379443	0.00124468094714	255.024522335	231.603026711	27.1491182882
20060000	0.428270981245	0.413018093884	0.51229832831	2.56154530292	2.9507375161	2.65754757811	0.00132404074337	0.00146508678292	0.00145644135662	247.506846464	234.856538821	31.2318020884
20080000	0.435566300567	0.428460079811	0.542783608115	2.58897352487	3.11526183029	2.84961394261	0.00140079000807	0.00148001035858	0.00143620505178	245.657205024	224.05821341	29.4776772194
20100000	0.430789945072	0.427390362349	0.566981954909	2.61725211912	3.05782382959	2.97665526327	0.00149825638471	0.00150257881043	0.00149074120426	246.059596359	226.958791178	28.2195929896
20120000	0.420929300533	0.427359853813	0.531809251275	2.51763374092	3.04820956954	2.79199856919	0.00135425070262	0.00138314501934	0.00125748146495	251.823762009	229.314941789	30.0859753035
20140000	0.415235981044	0.424570144	0.52496463116	2.5188371303	3.05077722029	2.75606431359	0.001427698585	0.00152275733597	0.00143976807256	255.276529104	228.466370919	30.4782437717
20160000	0.423704965386	0.425515082668	0.513356840356	2.51847063538	3.11297876268	2.63095380682	0.0013924469867	0.0015043430105	0.00154457680712	252.534213052	223.258831166	31.167403923
20180000	0.41394216079	0.423005043142	0.510174196081	2.48365296474	3.12578463459	2.74218630394	0.00139846715757	0.00152211962487	0.00148008922073	256.074423049	224.583610858	31.361837041
20200000	0.413614739543	0.415014181398	0.553293127164	2.48168843726	3.08611609359	2.73391898128	0.00139107892997	0.00143599464746	0.00128483688303	256.277133927	226.498284187	30.7251241076
20220000	0.420334850388	0.428132384471	0.548667830086	2.52597452544	3.14113970501	2.77561372867	0.00134455481336	0.00143277394831	0.00163791156676	252.179898722	221.893982903	30.984138431
