states	VicCoreN	YamCoreN	NCN	VicCoreS	YamCoreS	NCS	VicCore_nt	YamCore_nt	NC_nt	VicCoreTime	YamCoreTime	NCTime
20000000 	0.0929341421863	0.0982711067837	0.0474934942522	0.983145398918	1.14649624581	0.878629643666	0.00145878272508	0.00162974416465	0.00153984522414	204.4458533	183.166757647	42.1110308157
20020000 	0.102176872043	0.098180991815	0.0435247257229	0.968247501739	1.1030923198	1.28397940882	0.00154909964935	0.00165068465341	0.00196607188485	205.525962776	173.149605496	45.9508926658
20040000 	0.0926032262535	0.0924710402093	0.0447764972938	0.965023094641	1.15860773909	0.850753448583	0.00160999497527	0.00157620790038	0.00147992685067	205.176436812	183.841340614	44.6662897027
20060000 	0.0932178107573	0.104723641271	0.0448364396737	0.976333912668	1.16849536576	0.8518923538	0.00153934986395	0.00167083411146	0.00141358273648	203.823709714	181.429902259	44.6065747984
20080000 	0.097769193877	0.0953461309207	0.0447628171523	1.01371216809	1.16658795479	0.962400568774	0.00165029369216	0.00170269041395	0.00131543854685	194.335242489	178.297743557	44.6799403441
20100000 	0.0963368284346	0.103944613674	0.0534681349227	1.01407187826	1.19536305725	1.01589456353	0.00156028281405	0.00168888777324	0.00144247017478	197.224678337	173.16914618	37.4054565938
20120000 	0.0982843691535	0.0945734529815	0.0527192964796	1.02422658381	1.15713401295	0.975306984873	0.00154613245528	0.00164242994604	0.00135960877656	193.316599207	179.754460306	37.9367733174
20140000 	0.0962307588599	0.0995183825891	0.0482247743949	1.00282580286	1.16657659591	0.892158326306	0.00149373994177	0.00153016663922	0.00142657952924	197.442067641	180.871106741	41.472459438
20160000 	0.103375344666	0.0980912472885	0.0499866953273	1.0881615228	1.20594533431	0.924753863555	0.00154842195927	0.00170027939909	0.00140988819063	183.796243305	173.308021561	40.0106465712
20180000 	0.104201395792	0.0965557799167	0.0506071342472	1.03159381834	1.11039146904	1.03744625207	0.0015466585947	0.0017419390109	0.00123805711524	191.936008611	186.420740587	39.5201196383
20200000 	0.101279848738	0.106475844458	0.0442043028426	1.06077315257	1.0759664282	1.30402693386	0.00150058709165	0.00154844325916	0.00187314919549	187.599016357	178.444229269	45.2444642578
20220000 	0.0996976432099	0.0912378016175	0.0425561498961	1.03895438713	1.13778905547	0.829844922974	0.00151933364434	0.00161801012382	0.00124978833741	190.576220142	186.326278128	46.9967326669
20240000 	0.0979424716049	0.0980743913544	0.0388959109594	1.02581851839	1.14964980977	0.777918219188	0.00132657676577	0.00151564076808	0.00126122904355	193.99142873	183.534149449	51.4192867751
20260000 	0.0990214272196	0.0945866959193	0.0415259537605	1.01106088845	1.1517321209	0.851282052091	0.00139739788847	0.00162217110572	0.00142334545232	191.877662578	179.729293161	48.1626505566
20280000 	0.102107209346	0.0973172462356	0.0428365758669	1.07481272996	1.22505239379	0.813894941471	0.00157596657404	0.00170840154174	0.00162368636285	186.078927449	174.686406137	46.6890725864
20300000 	0.0998632377132	0.103099260722	0.0563442351653	1.06695985557	1.23146339196	1.01419623298	0.00140243403719	0.00147019999461	0.00143081448931	190.260204206	174.589030745	35.4960892473
20320000 	0.116684815077	0.102197221489	0.049494097245	1.10017111359	1.19797854079	0.940387847655	0.00158088673296	0.00181366289614	0.0014037496339	179.97200395	176.130033065	40.4088590625
20340000 	0.103772188824	0.0986141526015	0.05088595759	1.07595374728	1.24137815628	0.96683319421	0.00163735670705	0.00165807060365	0.00149239057303	183.093372274	172.389049153	39.3035740059
20360000 	0.104482325269	0.0944765652392	0.0431872897433	1.07094383401	1.17817834298	0.842152149994	0.00170728128895	0.00174422746746	0.00145432570887	191.419935845	179.938802358	46.3099215507
20380000 	0.100384222101	0.0957576375575	0.0364244034582	1.04082588178	1.05896681534	1.14736870893	0.00157729502709	0.0015390099965	0.0015206088795	189.272772178	177.531530994	54.908243104
20400000 	0.101449780921	0.0971735025853	0.0457196525567	1.05721350644	1.18323029619	0.891533224856	0.00163248579273	0.00184936554808	0.0014509554683	187.284780978	174.944810547	43.744864367
20420000 	0.10357778698	0.100654737361	0.0473511856241	1.10664688194	1.15752947965	0.947023712481	0.00169991672775	0.00168324497503	0.00147044228848	183.437014383	178.829138816	42.2375907518
20440000 	0.0980901483658	0.101565548474	0.0491886940865	1.02220259876	1.17364633792	1.03296257582	0.00169129291578	0.00170897608061	0.00150949650284	193.699370595	177.225449677	40.6597499108
20460000 	0.105139449349	0.092885514316	0.0515455573456	1.07242238336	1.13648158692	0.979365589566	0.00156021137544	0.00167324812066	0.00158759931666	190.223556656	183.021003062	38.800628085
20480000 	0.0998819851065	0.0993678321731	0.0500886020787	1.04087542374	1.17585268072	0.926639138456	0.00170893980045	0.00190482280835	0.00145373457241	190.224493233	181.145141303	39.9292437201
20500000 	0.0951562891716	0.118786955933	0.0522235628293	1.01166160067	1.12847608136	1.48837154064	0.00164969086768	0.00161922595575	0.00169995977013	199.671510579	168.368654984	38.2968892133
20520000 	0.0995423388255	0.104168085114	0.0560862484703	1.02161874058	1.19214586297	1.12172496941	0.00167006478665	0.00175615976428	0.00138599982929	190.87355415	172.797646998	35.6593648987
20540000 	0.105475436686	0.119190411614	0.0493206593188	1.09361373827	1.24553980136	1.03573384569	0.00176482053487	0.00184618553734	0.00141035515578	180.136727536	167.798732542	40.5509583129
20560000 	0.102265990132	0.108821884632	0.047529724136	1.07110168612	1.13658412838	1.33083227581	0.00159934799775	0.00165662813255	0.00212597206894	185.790016558	165.407905412	42.078931371
20580000 	0.108720653007	0.112475913966	0.0528682190255	1.1272615075	1.18099709664	1.55961246125	0.00173452039707	0.0015781082817	0.00179608216519	174.759803905	160.034263029	37.829910613
