We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI330655	PB1	China	2011-Apr-03	B/Sichuan-Yucheng/1212/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330656	NA	China	2011-Apr-03	B/Sichuan-Yucheng/1212/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330657	HA	China	2011-Apr-03	B/Sichuan-Yucheng/1212/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330651	NS	China	2011-Apr-03	B/Sichuan-Yucheng/1212/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330652	MP	China	2011-Apr-03	B/Sichuan-Yucheng/1212/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330642	NP	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330645	PA	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330646	PB2	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330647	PB1	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330648	NA	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330649	HA	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330643	NS	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330644	MP	China	2011-Apr-06	B/Beijing-Xicheng/1677/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330634	NP	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330637	PA	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330638	PB2	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330639	PB1	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330640	NA	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330641	HA	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330635	NS	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330636	MP	China	2011-Apr-12	B/Shanghai-Luwan/1188/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330626	NP	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330629	PA	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330630	PB2	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330631	PB1	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330632	NA	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330633	HA	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330627	NS	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330628	MP	China	2011-Apr-05	B/Jiangsu-Beitang/1135/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330618	NP	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330621	PA	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330622	PB2	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330623	PB1	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330624	NA	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330625	HA	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330619	NS	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330620	MP	China	2011-Apr-12	B/Chongqing-Jiulongpo/39/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330616	NA	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330617	HA	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330610	NP	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330613	PA	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330614	PB2	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330615	PB1	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330611	NS	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330612	MP	China	2011-Apr-10	B/Hunan-Suxian/54/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330602	NP	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330605	PA	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330606	PB2	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330607	PB1	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330608	NA	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330609	HA	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330603	NS	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330604	MP	China	2011-Apr-05	B/Shanghai-Luwan/1169/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330594	NP	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330597	PA	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330598	PB2	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330599	PB1	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330600	NA	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330601	HA	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330595	NS	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330596	MP	China	2011-Apr-07	B/Jiangsu-Beitang/1141/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330586	NP	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330589	PA	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330590	PB2	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330591	PB1	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330592	NA	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330593	HA	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330587	NS	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330588	MP	China	2011-Apr-03	B/Hubei-Wuchang/1108/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330578	NP	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330581	PA	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330582	PB2	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330583	PB1	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330584	NA	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330585	HA	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330579	NS	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330580	MP	China	2011-Feb-10	B/Shanghai-Songjiang/176/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330493	NP	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330496	PA	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330497	PB2	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330498	PB1	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330499	NA	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330500	HA	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330494	NS	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330495	MP	China	2011-Feb-27	B/Beijing-Xicheng/1267/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330485	NP	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330488	PA	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330489	PB2	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330490	PB1	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330491	NA	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330492	HA	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330486	NS	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330487	MP	China	2011-Feb-03	B/Chongqing-Wanzhou/145/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330477	NP	China	2011-Feb-15	B/Tianjin-Hexi/156/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
EPI330480	PA	China	2011-Feb-15	B/Tianjin-Hexi/156/2011	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Lan,Yu;Wang,Dayan;Li,Xiyan;Huang,Weijuan;Zhao,Xiang;Chen,Yaoyao;Yang,Lei;Shu,Yuelong
